rnaseq_gene__GENE_PSG11,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_C10ORF96,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_SCARNA23,methylation_gene__GENE_FRY,rnaseq_gene__GENE_CT47A6,methylation_gene__GENE_GPI,rnaseq_gene__GENE_ADAD1,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_C21ORF54,rnaseq_gene__GENE_CDY2B,methylation_gene__GENE_VEGFA,methylation_gene__GENE_SKIL,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_TSPY3,methylation_gene__GENE_PIGP;TTC3,methylation_gene__GENE_USP14,rnaseq_gene__GENE_PSG7,rnaseq_gene__GENE_BCYRN1,rnaseq_gene__GENE_OR10J1,rnaseq_gene__GENE_PRAMEF17,methylation_gene__GENE_C18ORF19;RNMT,rnaseq_gene__GENE_PRAMEF18,methylation_gene__GENE_NDUFAF1,methylation_gene__GENE_SART3,rnaseq_gene__GENE_PRAMEF16,methylation_gene__GENE_CCNG1,rnaseq_gene__GENE_SLC6A5,methylation_gene__GENE_SYPL1,rnaseq_gene__GENE_KRTAP20-4,rnaseq_gene__GENE_KCNK18,methylation_gene__GENE_ZNF619,rnaseq_gene__GENE_IQCF5,rnaseq_gene__GENE_SNORA11B,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_CDX4,methylation_gene__GENE_FADS1;MIR1908,rnaseq_gene__GENE_KRTAP19-3,methylation_gene__GENE_RBP5;CLSTN3,rnaseq_gene__GENE_DEFB129,rnaseq_gene__GENE_OR2T6,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_OR4D10,rnaseq_gene__GENE_TMIGD1,methylation_gene__GENE_ENO2,methylation_gene__GENE_ZNF345,rnaseq_gene__GENE_SCARNA8,rnaseq_gene__GENE_SNORA69,methylation_gene__GENE_KTELC1,methylation_gene__GENE_DGUOK,methylation_gene__GENE_TNKS2,methylation_gene__GENE_TRIB3,rnaseq_gene__GENE_OR9I1,rnaseq_gene__GENE_GUCA1C,rnaseq_gene__GENE_OR7G2,methylation_gene__GENE_SLC15A4,rnaseq_gene__GENE_PSG2,rnaseq_gene__GENE_CRYGA,methylation_gene__GENE_GMCL1,methylation_gene__GENE_SPATA13,rnaseq_gene__GENE_UBE2DNL,methylation_gene__GENE_TPCN2,methylation_gene__GENE_NT5C3L,rnaseq_gene__GENE_GALNTL5,methylation_gene__GENE_ADAR,rnaseq_gene__GENE_LYZL1,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_NANOGNB,methylation_gene__GENE_ABAT,methylation_gene__GENE_CYP51A1,rnaseq_gene__GENE_NPBWR2,rnaseq_gene__GENE_TEX28,cnv_log2__GENE_MIR1296,methylation_gene__GENE_DCTN3,rnaseq_gene__GENE_DAZ1,rnaseq_gene__GENE_SRY,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_PRDM14,methylation_gene__GENE_SLC25A38,cnv_log2__GENE_NRBF2,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_CT47B1,rnaseq_gene__GENE_PRAMEF22,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_PRAMEF5,cnv_log2__GENE_ADO,cnv_log2__GENE_EGR2,cnv_log2__GENE_JMJD1C-AS1,rnaseq_gene__GENE_TMEM225,methylation_gene__GENE_CNOT10,methylation_gene__GENE_NEK4,methylation_gene__GENE_SQLE,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_HSD3B1,target
-0.08720162,-0.1520848,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,0.0027602883,-0.030400895,0.04393737,-0.175216,-0.06940588,-0.0679732,-0.030400895,-0.10105854,0.0022022636,-0.06594675,-0.035875507,-0.04756436,-0.51380324,-0.54931444,-0.18492761,-0.078358516,-0.07421895,-0.040199555,-0.56367165,-0.08606776,-0.7247264,-0.4990961,-0.07234395,-0.24869563,-0.067629814,-0.49518174,-0.0848391,-0.12371241,-0.36625844,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.21799313,-0.124685876,-0.13549827,-0.06825314,-0.083192356,-0.4994165,-0.06427042,-0.09654722,-0.13838363,-0.005056622,-0.18151477,-0.16951889,-0.08561648,-0.35903937,-0.90042603,-0.43134788,-0.09757498,-0.084201984,-0.10974532,-0.06859739,-0.43924117,-0.2157582,-0.07638114,-0.74559724,-0.574858,-0.15623061,-0.3222552,-0.29513568,1.7278026,-0.048285056,-0.43353972,-0.050725356,-0.23784015,-0.4388446,-0.34714797,1.7942892,-0.030400895,0.016946016,-0.14097744,-0.08408102,-0.06418999,-0.122411065,-0.19387476,-0.3062299,0.018431498,-0.05562216,-0.1120253,-0.11066106,-0.5210772,-0.08723144,0.006841702,0.008931907,0.008540489,-0.051617455,-0.40266392,-0.44088763,-0.7383156,-0.10053951,-0.41950408,0
-0.08720162,0.26476395,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,-0.42541182,-0.030400895,-0.23719348,-0.175216,-0.06940588,-0.0679732,-0.030400895,-0.36703458,0.19921908,-0.06594675,-0.035875507,-0.04756436,-0.55579877,-0.76998,-0.18492761,-0.078358516,-0.07421895,-0.040199555,-0.2468486,-0.08606776,-0.68186474,-0.8604554,-0.07234395,-0.13325365,-0.067629814,-0.39547282,-0.0848391,-0.12371241,-0.18103981,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.22189543,-0.124685876,-0.7066499,-0.06825314,-0.083192356,-0.3431152,-0.06427042,-0.09654722,-0.13838363,0.07848149,-0.3386983,-0.16951889,-0.08561648,-0.98066413,-0.9526111,-0.5006311,-0.20432575,-0.084201984,-0.10974532,-0.06859739,-0.69884914,-0.2157582,-0.07638114,-0.4861015,-0.4642928,-0.15623061,-0.267517,-0.21973754,-0.11692425,-0.16007644,3.3735294,-0.050725356,2.6783037,0.11307616,-0.23781696,-0.08846551,-0.030400895,-1.0271424,8.958165,-0.08408102,-0.06418999,-0.5083992,-0.19387476,-0.22140613,-1.0384443,-0.05562216,-0.1120253,-0.11066106,-0.3943702,-0.08723144,-1.0188191,-1.0149487,-0.9886121,-0.051617455,-0.23210602,-0.47127783,-0.5377781,-0.10053951,-0.41950408,0
-0.08720162,0.92153513,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,-0.37261808,-0.030400895,0.13242862,-0.175216,-0.06940588,-0.0679732,-0.030400895,0.2771852,1.431823,-0.06594675,-0.035875507,-0.04756436,-0.37494338,0.8572237,-0.18492761,-0.078358516,-0.07421895,-0.040199555,-0.7508682,-0.08606776,-0.52435404,-0.7949888,-0.07234395,-0.1957742,-0.067629814,0.15033585,-0.0848391,-0.12371241,-0.10277701,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.13628015,-0.124685876,-0.3793368,-0.06825314,-0.083192356,-0.69610447,-0.06427042,24.21274,-0.13838363,0.4126402,-0.251437,-0.16951889,-0.08561648,-0.3677555,1.9407953,-0.24091646,-0.14070612,-0.084201984,-0.10974532,-0.06859739,-0.63215035,-0.2157582,-0.07638114,-0.4448746,-0.7190865,-0.15623061,-0.44794524,-0.25850782,-0.11692425,0.15337475,-0.43353972,-0.050725356,-0.23784015,-0.75546086,-0.16980566,-0.08846551,-0.030400895,-0.06748162,-0.20737658,-0.08408102,-0.06418999,0.1434543,-0.19387476,0.4646132,-0.067030154,-0.05562216,-0.1120253,-0.11066106,-0.009312038,-0.08723144,-0.07609584,-0.07386167,-0.07209181,-0.051617455,1.5297285,-0.03872827,-0.3352632,-0.10053951,-0.41950408,0
-0.08720162,-0.06201288,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,0.26112294,-0.030400895,-0.11634937,-0.175216,-0.06940588,-0.0679732,-0.030400895,0.029572163,-0.35713375,-0.06594675,-0.035875507,-0.04756436,-0.13221551,-0.8434876,-0.18492761,-0.078358516,-0.07421895,-0.040199555,-0.6951319,-0.08606776,-0.5830108,0.109880686,-0.07234395,0.17119624,-0.067629814,-0.26006323,-0.0848391,-0.12371241,-0.27643177,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.21042612,5.1842375,0.3432329,-0.06825314,-0.083192356,-0.1751841,-0.06427042,-0.09654722,-0.13838363,-0.31467927,-0.25516713,-0.16951889,-0.08561648,-0.83930653,-0.63806325,-0.5237011,-0.24959612,-0.084201984,-0.10974532,-0.06859739,-0.46871608,-0.2157582,-0.07638114,-0.80876976,-0.41403082,-0.15623061,-0.5417701,-0.25386992,-0.11692425,-0.10388731,-0.43353972,-0.050725356,-0.23784015,-0.4073875,-0.28873342,-0.08846551,-0.030400895,0.55728287,-0.27286187,-0.08408102,-0.06418999,-0.3030699,-0.19387476,-0.13749732,0.56538606,-0.05562216,-0.1120253,-0.11066106,-0.32893753,-0.08723144,0.53764194,0.53881085,0.52458715,-0.051617455,-0.14323212,0.007905869,-0.6305827,-0.10053951,-0.41950408,0
-0.08720162,-0.10603352,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,-0.30021867,-0.030400895,-0.11999852,-0.175216,-0.06940588,-0.0679732,-0.030400895,-0.10737716,-0.49182394,-0.06594675,-0.035875507,-0.04756436,-0.5575422,-0.8796096,-0.18492761,-0.078358516,-0.07421895,-0.040199555,-0.4583242,-0.08606776,-0.31589118,-0.6761223,-0.07234395,-0.1674375,-0.067629814,-0.37034273,-0.0848391,-0.12371241,-0.3058853,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.21176943,-0.124685876,-0.54326296,-0.06825314,-0.083192356,-0.1947691,-0.06427042,-0.09654722,-0.13838363,-0.14001177,-0.3592929,-0.16951889,-0.08561648,0.03126949,-0.80610573,-0.30854487,-0.21018362,-0.084201984,-0.10974532,-0.06859739,-0.10128924,-0.2157582,-0.07638114,-0.48596326,-0.67225844,-0.15623061,-0.44931766,-0.18101484,-0.11692425,-0.06776545,0.3647461,-0.050725356,-0.23784015,-0.68321764,-0.11846125,-0.08846551,-0.030400895,0.0056889975,-0.17505962,-0.08408102,-0.06418999,-0.2799678,1.7585844,-0.34144858,0.0070366105,-0.05562216,-0.1120253,-0.11066106,-0.5428571,-0.08723144,-0.0042166365,-0.0021072377,-0.0022104846,-0.051617455,-0.21307567,-0.38439652,-0.65913904,-0.10053951,0.075483575,0
-0.08720162,0.3006835,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,0.3163349,-0.030400895,0.0001042054,-0.175216,-0.06940588,-0.0679732,-0.030400895,-0.13076669,-0.6555514,-0.06594675,-0.035875507,-0.04756436,0.26566625,-0.70653677,-0.18492761,-0.078358516,-0.07421895,-0.040199555,-0.3598098,-0.08606776,0.56558657,0.1787491,-0.07234395,-0.021042109,-0.067629814,-0.34994167,-0.0848391,-0.12371241,-0.1412056,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.23668674,-0.124685876,0.11619938,-0.06825314,-0.083192356,0.38558167,-0.06427042,-0.09654722,-0.13838363,-0.4903351,-0.12426106,4.1955347,-0.08561648,1.0474087,-0.34654748,0.2615009,-0.045941915,-0.084201984,-0.10974532,-0.06859739,0.39202106,-0.2157582,-0.07638114,0.1281845,0.1440079,-0.15623061,0.12679112,-0.037554488,-0.11692425,-0.16575587,-0.43353972,-0.050725356,-0.23784015,-0.26003975,-0.1446857,-0.08846551,-0.030400895,-0.59937567,0.08361867,-0.08408102,-0.06418999,0.92726,-0.19387476,-0.16903247,-0.60543853,-0.05562216,-0.1120253,-0.11066106,0.5058482,-0.08723144,-0.5986023,-0.59546125,-0.5800752,-0.051617455,-0.6033692,-0.14075606,0.31579348,-0.10053951,-0.41950408,0
-0.08720162,-0.13226645,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,0.23490198,-0.030400895,-0.26110363,0.96679276,-0.06940588,-0.0679732,-0.030400895,-0.112668514,0.18198551,-0.06594675,-0.035875507,-0.04756436,-0.11855615,0.5686985,-0.18492761,-0.078358516,-0.07421895,-0.040199555,-0.446022,-0.08606776,-0.04648841,0.21213493,-0.07234395,-0.2501487,-0.067629814,-0.17114061,-0.0848391,-0.12371241,-0.181615,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.19851646,-0.124685876,-0.20698208,-0.06825314,-0.083192356,0.4804176,-0.06427042,-0.09654722,-0.13838363,-0.48846596,-0.16582009,-0.16951889,-0.08561648,0.124317005,-0.4835936,-0.29281905,-0.10800718,-0.084201984,-0.10974532,-0.06859739,-0.44435394,-0.2157582,-0.07638114,0.14475022,-0.04881091,-0.15623061,-0.089307845,-0.11425039,-0.11692425,0.0011581097,0.29384506,-0.050725356,-0.23784015,-0.24040799,-0.13871086,-0.08846551,-0.030400895,0.028203033,-0.10840224,-0.08408102,-0.06418999,0.03340244,-0.19387476,-0.19319554,0.029826384,-0.05562216,-0.1120253,-0.11066106,0.08705338,-0.08723144,0.01790004,0.019971052,0.01929146,-0.051617455,0.031817704,-0.33274993,-0.1371261,-0.10053951,-0.41950408,0
2.860132,-0.23133865,-0.050053358,-0.030400893,0.7269131,-0.030400895,-0.07355285,-0.078748696,-0.050098,-0.030400895,-0.09912677,0.8232623,-0.06940588,-0.0679732,-0.030400895,-0.18138443,-0.13764232,-0.06594675,-0.035875507,-0.04756436,0.20281406,0.8903489,-0.18492761,-0.078358516,3.0668201,-0.040199555,0.3250634,-0.08606776,0.1790699,-0.15514426,-0.07234395,-0.20002416,-0.067629814,-0.13328125,-0.0848391,-0.12371241,-0.048814077,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.18367288,-0.124685876,0.47730985,-0.06825314,-0.083192356,0.20462975,-0.06427042,-0.09654722,-0.13838363,-0.59657794,-0.37021664,-0.16951889,-0.08561648,0.043611303,-0.5010362,0.29341948,-0.07774931,-0.084201984,-0.10974532,-0.06859739,-0.099184684,-0.2157582,-0.07638114,0.29273733,-0.1960015,-0.15623061,0.19132034,-0.18990694,-0.11692425,-0.10039332,-0.43353972,-0.050725356,-0.23784015,-0.0057243695,-0.030612446,-0.08846551,-0.030400895,-0.18286604,1.7651563,-0.08408102,-0.06418999,0.4322648,-0.19387476,-0.13475329,-0.18382774,-0.05562216,-0.1120253,-0.11066106,-0.033817276,-0.08723144,-0.1894438,-0.18701291,-0.18228926,-0.051617455,0.51885873,-0.4503546,1.6370155,-0.10053951,-0.025165454,0
-0.08720162,-0.27414072,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,0.20724267,-0.030400895,-0.16826218,-0.175216,-0.06940588,-0.0679732,-0.030400895,0.011369482,0.1995494,-0.06594675,-0.035875507,-0.04756436,-0.0062575634,0.17340632,-0.18492761,-0.078358516,-0.07421895,-0.040199555,-0.2078108,-0.08606776,-0.17301653,0.841057,-0.07234395,-0.15779123,-0.067629814,-0.075966984,-0.0848391,-0.12371241,-0.11567604,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.18417457,-0.124685876,2.8300018,-0.06825314,-0.083192356,0.18056838,-0.06427042,-0.09654722,-0.13838363,-0.4819555,0.6103471,-0.16951889,-0.08561648,-0.23773246,-0.05929959,-0.034527503,-0.2040749,-0.084201984,-0.10974532,-0.06859739,-0.17009452,-0.2157582,-0.07638114,-0.055830013,0.15123902,-0.15623061,-0.08369656,-0.1724049,-0.11692425,-0.19430172,-0.43353972,-0.050725356,-0.23784015,-0.07353142,-0.07404255,-0.08846551,-0.030400895,-0.29262197,-0.14595105,-0.08408102,-0.06418999,0.04588933,-0.19387476,-0.02913277,-0.2949279,-0.05562216,-0.1120253,-0.11066106,-0.08118171,3.0619311,-0.2972626,-0.2946446,-0.28711125,-0.051617455,0.24424285,-0.13990639,-0.064040855,-0.10053951,-0.41950408,0
-0.08720162,-0.16110462,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,-0.072870344,-0.030400895,-0.1122951,-0.175216,-0.06940588,-0.0679732,-0.030400895,-0.14577289,0.17441203,-0.06594675,-0.035875507,-0.04756436,-0.20841934,-0.016847879,-0.18492761,-0.078358516,-0.07421895,-0.040199555,0.44437858,-0.08606776,-0.20870893,-0.8111647,-0.07234395,-0.28577983,-0.067629814,-0.3912146,-0.0848391,-0.12371241,0.011113381,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.19958271,-0.124685876,-0.39046746,-0.06825314,-0.083192356,0.050759513,-0.06427042,-0.09654722,-0.13838363,-0.4227922,0.43055168,-0.16951889,-0.08561648,0.69312745,-0.14851995,-0.02538389,-0.080743425,-0.084201984,-0.10974532,-0.06859739,-0.16169494,-0.2157582,-0.07638114,-0.055137284,-0.63577914,-0.15623061,-0.28343636,-0.17592688,-0.11692425,0.15520447,-0.43353972,-0.050725356,-0.23784015,-0.48835346,-0.359171,-0.08846551,-0.030400895,0.6417105,0.020981265,-0.08408102,-0.06418999,0.27594224,-0.19387476,0.02554359,0.65084773,-0.05562216,-0.1120253,-0.11066106,0.104655676,-0.08723144,0.6205795,0.62160444,0.6052194,-0.051617455,0.41981375,-0.34395927,0.16500951,-0.10053951,-0.41950408,0
-0.08720162,-0.09756996,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,-0.057339028,-0.030400895,-0.11498831,-0.175216,-0.06940588,-0.0679732,-0.030400895,0.210528,-0.4378211,-0.06594675,-0.035875507,-0.04756436,0.1498004,0.20689742,1.2909939,-0.078358516,-0.07421895,-0.040199555,0.58354336,-0.08606776,-0.131077,0.33850646,-0.07234395,-0.22086973,-0.067629814,0.32132164,-0.0848391,-0.12371241,0.018656868,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.19940926,-0.124685876,0.65905815,-0.06825314,-0.083192356,0.12023876,-0.06427042,-0.09654722,-0.13838363,-0.53692764,-0.20679562,-0.16951889,-0.08561648,0.38172868,-0.39104196,-0.049900543,-0.18193458,-0.084201984,-0.10974532,-0.06859739,-0.14551653,-0.2157582,-0.07638114,-0.35905254,-0.20676556,-0.15623061,-0.21269292,-0.16654386,-0.11692425,-0.05625946,0.75048834,-0.050725356,-0.23784015,0.04602517,-0.15845154,-0.08846551,-0.030400895,0.4334557,0.31036627,-0.08408102,-0.06418999,0.09006219,-0.19387476,-0.1345823,0.44004232,-0.05562216,-0.1120253,-0.11066106,0.42595303,-0.08723144,0.41600025,0.41738027,0.40632647,-0.051617455,0.1213114,-0.2485377,-0.23136431,-0.10053951,-0.41950408,0
-0.08720162,0.020036673,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,-0.033689585,-0.030400895,-0.120169245,-0.175216,-0.06940588,-0.0679732,-0.030400895,-0.061351914,0.2772445,-0.06594675,-0.035875507,-0.04756436,0.43408048,-0.086456545,-0.18492761,-0.078358516,-0.07421895,-0.040199555,2.2844934,-0.08606776,0.042334374,0.98102045,-0.07234395,-0.08167219,-0.067629814,-0.33502027,-0.0848391,-0.12371241,0.036393415,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.1516793,-0.124685876,0.19096996,-0.06825314,-0.083192356,0.3788064,-0.06427042,-0.09654722,-0.13838363,-0.34780413,0.3124636,-0.16951889,-0.08561648,1.5172371,0.13259274,0.06797475,-0.07216535,-0.084201984,-0.10974532,-0.06859739,0.05661118,-0.2157582,-0.07638114,-0.124242015,0.03088463,-0.15623061,0.30354318,-0.12314301,-0.11692425,-0.06863845,-0.43353972,-0.050725356,-0.23784015,0.2055608,0.26452377,-0.08846551,-0.030400895,0.022574527,0.13984312,-0.08408102,-0.06418999,3.0903308,-0.19387476,-0.19994377,0.02412894,-0.05562216,-0.1120253,-0.11066106,0.6668264,-0.08723144,0.012370872,0.01445148,0.013915974,-0.051617455,0.05062806,0.09889895,-0.26369533,-0.10053951,-0.41950408,0
29.10577,-0.22874463,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,-0.06800086,-0.030400895,-0.111825034,-0.175216,-0.06940588,-0.0679732,-0.030400895,-0.15607981,-0.1279767,-0.06594675,-0.035875507,-0.04756436,0.07144132,-0.08361886,19.539017,-0.078358516,29.961864,-0.040199555,-0.22113512,-0.08606776,-0.2992202,0.81303865,-0.07234395,-0.1840746,-0.067629814,0.075554855,-0.0848391,-0.12371241,0.11329948,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.19203973,-0.124685876,0.8818387,-0.06825314,-0.083192356,0.10432742,-0.06427042,-0.09654722,0.58811146,-0.41823182,-0.20673877,-0.16951889,-0.08561648,-0.4815604,1.1081455,-0.04316156,-0.11431911,-0.084201984,-0.10974532,-0.06859739,0.087868415,15.539668,-0.07638114,-0.02930862,-0.24487072,-0.15623061,0.15120305,-0.13449422,-0.11692425,0.0058708675,-0.43353972,-0.050725356,-0.23784015,-0.1007155,-0.14412802,-0.08846551,-0.030400895,-0.03089631,-0.046069246,-0.08408102,-0.06418999,0.09734086,-0.19387476,0.041867293,-0.029996771,-0.05562216,-0.1120253,-0.11066106,-0.47255343,-0.08723144,-0.040156234,-0.037984457,-0.037151143,-0.051617455,-0.034311432,-0.2383501,0.1556609,1.5898106,-0.41950408,0
4.636503,-0.074086696,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,-0.2377336,-0.030400895,31.344276,8.250378,-0.06940588,-0.0679732,-0.030400895,-0.25116664,-0.18579401,-0.06594675,-0.035875507,-0.04756436,0.44279462,-0.064707555,6.642594,-0.078358516,-0.07421895,-0.040199555,1.3334985,-0.08606776,0.13014595,0.33879,-0.07234395,-0.04546171,1.1066972,-0.22219498,-0.0848391,18.558447,0.048117246,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.21413827,-0.124685876,-0.21544074,-0.06825314,-0.083192356,0.055717442,-0.06427042,-0.09654722,-0.13838363,-0.32422364,0.008422352,-0.16951889,-0.08561648,0.5183196,-0.37470272,0.3460313,-0.027492201,-0.084201984,-0.10974532,-0.06859739,0.015601835,1.1210618,-0.07638114,0.17187126,-0.22295204,-0.15623061,-0.27879646,-0.17437749,4.157622,-0.02200361,0.95230776,-0.050725356,4.0843987,-0.043862276,-0.028702222,-0.08846551,-0.030400895,0.112630665,0.05884238,-0.08408102,-0.06418999,0.11728859,-0.19387476,0.008027754,0.115288034,-0.05562216,-0.1120253,-0.11066106,0.13639979,-0.08723144,0.10083757,0.10276464,0.099923745,-0.051617455,0.54282326,-0.5061745,-0.0732502,-0.10053951,-0.41950408,0
-0.08720162,0.22488077,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,0.145248,-0.030400895,-0.11196541,-0.175216,-0.06940588,-0.0679732,-0.030400895,-0.039174486,0.55109686,-0.06594675,-0.035875507,-0.04756436,0.16438787,0.7224444,1.2311056,-0.078358516,-0.07421895,-0.040199555,-0.3095743,-0.08606776,0.24919105,-0.16392277,-0.07234395,-0.19456087,-0.067629814,0.061425038,-0.0848391,-0.12371241,-0.12835176,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.18187219,-0.124685876,-0.34604904,-0.06825314,-0.083192356,0.31398335,-0.06427042,-0.09654722,-0.13838363,-0.35108784,-0.18044074,-0.16951889,-0.08561648,1.146549,0.7619093,-0.06940947,0.0020036197,-0.084201984,-0.10974532,-0.06859739,10.882785,1.2021862,-0.07638114,0.05591218,-0.04556121,-0.15623061,0.18717639,-0.21790269,-0.11692425,-0.11157894,-0.43353972,-0.050725356,-0.23784015,-0.19409928,-0.18523833,7.2689714,-0.030400895,1.2045614,0.021946419,-0.08408102,-0.06418999,-0.32481116,1.3592201,-0.061626058,1.220592,-0.05562216,-0.1120253,3.0017042,0.23157421,-0.08723144,1.1734964,1.1735616,1.142768,-0.051617455,0.26061833,-0.15990551,0.31537703,-0.10053951,0.7708913,0
-0.08720162,-0.1136757,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,-0.027669493,-0.030400895,-0.17039815,-0.175216,-0.06940588,-0.0679732,-0.030400895,-0.386742,-0.56461257,-0.06594675,-0.035875507,-0.04756436,0.603943,-0.31293675,-0.18492761,-0.078358516,-0.07421895,-0.040199555,-0.76833385,-0.08606776,-0.24832478,-0.013711962,-0.07234395,-0.13055986,-0.067629814,0.35522088,-0.0848391,-0.12371241,0.055553667,-0.09630276,-0.082764626,-0.030400898,-0.110764034,4.236434,-0.124685876,-0.25702724,-0.06825314,-0.083192356,0.3614387,-0.06427042,-0.09654722,0.8144385,-0.5290784,0.2734384,-0.16951889,-0.08561648,0.7970974,0.34638974,0.11998783,-0.15204705,-0.084201984,-0.10974532,-0.06859739,1.0953208,-0.2157582,-0.07638114,0.127878,0.64210397,-0.15623061,0.6182882,-0.13940617,-0.11692425,-0.04727937,-0.43353972,-0.050725356,-0.23784015,0.117955,0.042590145,-0.08846551,-0.030400895,0.047902815,0.24278794,-0.08408102,-0.06418999,-0.09394321,-0.19387476,-0.107441425,0.04976744,-0.05562216,-0.1120253,-0.11066106,0.25042224,-0.08723144,0.03725213,0.039289556,0.038105663,-0.051617455,0.4306213,-0.30120873,0.1862017,-0.10053951,-0.41950408,0
-0.08720162,-0.17869413,-0.050053358,-0.030400893,-0.14370757,-0.030400895,-0.07355285,-0.078748696,-0.114960246,-0.030400895,-0.059955914,-0.175216,-0.06940588,-0.0679732,-0.030400895,-0.36690128,-0.23518255,-0.06594675,-0.035875507,-0.04756436,0.08243245,0.00060670596,-0.18492761,-0.078358516,-0.07421895,-0.040199555,1.7538161,-0.08606776,-0.3633941,-0.16456151,-0.07234395,-0.28662455,-0.067629814,-0.24475628,-0.0848391,-0.12371241,0.041041624,-0.09630276,-0.082764626,-0.030400898,-0.110764034,-0.21399355,-0.124685876,-0.03297703,-0.06825314,-0.083192356,0.29785022,-0.06427042,-0.09654722,-0.13838363,-0.37074086,-0.1647508,-0.16951889,-0.08561648,0.15316968,-0.14016134,-0.11225917,-0.12491384,-0.084201984,-0.10974532,-0.06859739,0.41994163,-0.2157582,-0.07638114,0.3037964,-0.42933753,-0.15623061,-0.11085248,-0.1925618,-0.11692425,-0.112757504,-0.43353972,-0.050725356,-0.23784015,-0.23427102,-0.13080765,-0.08846551,-0.030400895,0.033831544,0.06324932,-0.08408102,-0.06418999,0.6116091,-0.19387476,-0.2714821,0.035523828,-0.05562216,-0.1120253,-0.11066106,-0.011813289,-0.08723144,0.023429211,0.025490625,0.024666948,-0.051617455,-0.3165999,-0.064102724,-0.40835804,-0.10053951,0.64877754,0
