rnaseq_gene__GENE_TTTY6B,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_OR4S2,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_TEX28,rnaseq_gene__GENE_CT47A9,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_PRLH,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_DEFB110,rnaseq_gene__GENE_CT47A1,rnaseq_gene__GENE_SNAR-I,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_OR2W1,methylation_gene__GENE_MYO6,methylation_gene__GENE_CDC42,methylation_gene__GENE_ZNF296,methylation_gene__GENE_HIST1H4C,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_ACPL2,methylation_gene__GENE_HIC1,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_NPS,methylation_gene__GENE_C16ORF80,rnaseq_gene__GENE_KRTAP20-3,methylation_gene__GENE_EMP1,methylation_gene__GENE_C18ORF19;RNMT,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_DEFA6,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_NIPSNAP1,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_SREBF2,methylation_gene__GENE_IQCC,rnaseq_gene__GENE_OR5D16,methylation_gene__GENE_TRIB3,methylation_gene__GENE_PXMP3,methylation_gene__GENE_AZIN1,rnaseq_gene__GENE_TMEM225,rnaseq_gene__GENE_NOX3,methylation_gene__GENE_RPLP2,rnaseq_gene__GENE_IFNA16,methylation_gene__GENE_C9ORF3,methylation_gene__GENE_HIST1H1C,methylation_gene__GENE_PNPLA6,rnaseq_gene__GENE_OR7D4,methylation_gene__GENE_TP53I11,rnaseq_gene__GENE_BHLHE23,methylation_gene__GENE_TKT,methylation_gene__GENE_NT5C,methylation_gene__GENE_SLC35B1,rnaseq_gene__GENE_SSX3,methylation_gene__GENE_ZNF672,methylation_gene__GENE_TMEM141,methylation_gene__GENE_PREB,methylation_gene__GENE_PARVB,methylation_gene__GENE_NLRX1,methylation_gene__GENE_RAB6B,methylation_gene__GENE_FOXC1,methylation_gene__GENE_MIR1181;CDC37,methylation_gene__GENE_CISD2;UBE2D3,rnaseq_gene__GENE_OR4F6,rnaseq_gene__GENE_KRT28,rnaseq_gene__GENE_OR6B1,methylation_gene__GENE_ACADM,methylation_gene__GENE_CASKIN2;TSEN54,methylation_gene__GENE_SAMD10,rnaseq_gene__GENE_CSHL1,rnaseq_gene__GENE_PTH,methylation_gene__GENE_HNRPA1L-2;HNRNPA1,rnaseq_gene__GENE_GK2,rnaseq_gene__GENE_DEFA5,methylation_gene__GENE_LACE1,rnaseq_gene__GENE_OR5H14,methylation_gene__GENE_ZNF354A,methylation_gene__GENE_TMEM160,rnaseq_gene__GENE_OR10Z1,methylation_gene__GENE_ZCCHC11,rnaseq_gene__GENE_LINC01020,methylation_gene__GENE_HIST1H3H,methylation_gene__GENE_CWF19L2,rnaseq_gene__GENE_OTOL1,methylation_gene__GENE_LSM12,methylation_gene__GENE_DPP7,methylation_gene__GENE_NIPA1,rnaseq_gene__GENE_OTOR,methylation_gene__GENE_IL4R,rnaseq_gene__GENE_SSX9P,methylation_gene__GENE_GGA2,methylation_gene__GENE_SNORD43;RPL3,rnaseq_gene__GENE_OR8H1,methylation_gene__GENE_CXXC1;MBD1,rnaseq_gene__GENE_KCNK18,rnaseq_gene__GENE_KRTAP4-3,methylation_gene__GENE_ERCC5,methylation_gene__GENE_SCAMP2,rnaseq_gene__GENE_OR2T12,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22.649546,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065267,-0.044065263,-0.07858033,-0.05913073,-0.059945107,-0.06121572,-0.061869785,-0.06227874,-0.07577963,-0.22966444,0.040584613,-0.04728271,0.17996757,-0.076208994,-0.101136066,0.17401391,-0.25406423,-0.078769214,-0.05662224,-0.05375852,-0.16628714,-0.272834,-0.054619074,1.116477,0.04412027,0.07027014,-0.05610869,0.5253481,-0.41120574,-0.07671373,-0.0024046528,-0.11214796,0.23956268,-0.07707038,-0.108833104,0.6331517,-0.06817627,0.2231541,0.412824,-0.2798297,-0.12458608,-0.060731634,-0.105781555,0.35215423,-0.21368778,0.14596997,-0.1779356,-0.4309059,0.0673253,0.0810313,0.4537911,0.031205148,-0.090574324,-0.35897106,0.011305516,0.58144486,-0.11701565,-0.14486007,-0.0807927,-0.028234983,0.103461765,-0.053020325,-0.11265257,-0.15906872,0.44169927,-0.121449016,-0.13364081,-0.16957097,-0.07800698,-0.24809201,-0.25202683,-0.12302327,0.13891745,-0.12378662,0.4190596,-1.016491,-0.13132356,-0.3115141,0.110605225,0.2275256,-0.16934597,0.32977968,-0.12937783,-0.18615979,-0.11004478,-0.08857027,-0.34002385,-0.13640918,-0.10047635,0.21077196,-0.3247553,-0.09117372,1
-0.044065263,22.649546,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065267,-0.044065263,-0.06306767,-0.05913073,-0.059945107,-0.06121572,-0.061869785,-0.06227874,-0.07577963,-0.30007553,-0.1461287,0.20647483,0.48412514,-0.076208994,-0.21689154,-0.16960093,21.852411,-0.078769214,0.29541355,-0.05375852,0.15299344,0.1973614,-0.054619074,-0.115279995,-0.15922388,0.2656125,-0.05610869,-0.116693385,0.043256905,-0.07671373,-0.07686115,0.40122288,0.7223898,-0.07707038,-0.108833104,0.5163156,-0.06817627,-0.42866367,0.0918751,-0.018226346,-0.12458608,-0.15197843,-0.105781555,0.2110241,-0.12557629,0.553002,-0.1779356,1.59252,-0.31615198,0.23292808,0.37149662,-0.32065576,-0.3194067,-0.41683078,0.5917301,-0.032299493,4.080123,-0.14486007,-0.0807927,-0.083685584,-0.07606435,-0.33320862,-0.11265257,-0.15906872,-0.09549911,-0.121449016,-0.13364081,0.54965675,-0.07800698,0.59595555,0.08279796,-0.12302327,1.2801468,-0.12378662,0.26494965,0.45640394,-0.13132356,0.6165995,0.50854594,0.20489043,-0.16934597,-0.31719372,-0.12937783,-0.027279107,-0.06798627,-0.08857027,0.8630012,-0.13640918,-0.10047635,0.8147403,-0.29295292,-0.09117372,1
-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065267,-0.044065263,0.025011983,-0.05913073,-0.059945107,-0.06121572,-0.061869785,-0.06227874,-0.07577963,-0.08554686,0.38404068,0.36624193,0.18364383,-0.076208994,0.40589848,0.20269956,0.1167923,-0.078769214,0.23628655,-0.05375852,-0.011364929,0.8626419,-0.054619074,-0.115279995,-0.36070618,-0.09866817,-0.05610869,0.104995355,0.14007196,-0.07671373,-0.33937678,0.2451432,0.86982375,-0.07707038,-0.108833104,0.47073302,-0.06817627,0.3436889,0.16162716,-0.020874357,0.77529156,-0.058527637,-0.105781555,0.27549875,0.2317851,0.18825924,-0.1779356,0.9994678,0.11614635,-0.2531166,-0.48637402,0.06146307,-0.086173855,0.16145465,0.052248225,-0.16346632,-0.11701565,-0.14486007,-0.0807927,0.20288216,0.10362501,0.18490967,-0.11265257,-0.15906872,-0.23085819,-0.121449016,-0.13364081,-0.092733175,-0.07800698,0.034536224,0.7139329,-0.12302327,0.28605083,-0.12378662,0.047866575,-0.43452552,1.5288941,0.63680226,0.039879918,0.30547377,-0.16934597,-0.34822527,-0.12937783,1.1319443,0.13207911,-0.08857027,-0.6125487,-0.13640918,-0.10047635,0.19420335,0.6909935,-0.09117372,1
-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065267,-0.044065263,22.57716,-0.05913073,-0.059945107,-0.06121572,-0.061869785,-0.06227874,-0.07577963,-0.13935201,-0.18923385,-0.0068718516,0.11424752,-0.076208994,0.36312,-0.26074648,-0.16460103,-0.078769214,0.33568817,-0.05375852,-0.08071732,-0.6178033,-0.054619074,-0.115279995,-0.02579003,0.50966614,-0.05610869,-0.05863245,-0.17907523,-0.07671373,0.04216785,-0.21221425,-0.18499881,-0.07707038,-0.108833104,-0.48702678,-0.06817627,-0.25117907,-0.2884502,-0.0657215,-0.12458608,-0.20017968,-0.105781555,-0.14109173,-0.5004382,-0.77023566,-0.1779356,-0.32639202,0.28105685,1.1207323,-1.9585729,0.5224641,-0.16147372,-0.22449556,0.31846586,-0.46232137,-0.11701565,0.42560446,-0.0807927,-0.20118277,-0.19906662,-0.16366893,-0.11265257,-0.15906872,1.6473897,-0.121449016,-0.13364081,-0.18699802,-0.07800698,0.81877357,-0.61326844,-0.12302327,-0.06793513,-0.12378662,0.6069554,0.7665015,-0.13132356,-0.6128678,-0.44550347,-0.2492124,-0.16934597,0.77012736,-0.12937783,-0.3915851,0.21687737,-0.08857027,0.3626453,-0.13640918,-0.10047635,-0.08662381,-0.580054,-0.09117372,1
-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065267,-0.044065263,-0.014757961,-0.05913073,-0.059945107,-0.06121572,-0.061869785,-0.06227874,-0.07577963,-0.13584803,0.2215824,0.3501614,0.006756701,0.98412716,-0.2232188,0.09069368,0.39111352,-0.078769214,0.23715393,-0.05375852,-0.25099206,0.12235895,-0.054619074,-0.115279995,0.06958695,0.1426412,-0.05610869,0.07474725,0.18170229,-0.07671373,-0.14925936,0.5793785,0.6365933,-0.07707038,-0.108833104,-0.05999517,-0.06817627,-0.165102,0.44655526,0.091714166,-0.12458608,0.124843895,-0.105781555,0.34849346,0.009029532,0.12634338,-0.1779356,-0.22925687,0.6928898,0.13729237,0.21215016,0.3095882,-0.025694774,-0.08950543,0.07976182,1.1371717,2.689256,-0.14486007,-0.0807927,0.10510191,0.44944233,-0.008949445,-0.11265257,-0.15906872,-0.64020497,-0.121449016,0.37890273,1.1490142,-0.07800698,0.0423214,0.4283426,-0.12302327,0.3734606,-0.12378662,0.5786878,0.13564609,-0.13132356,0.014740129,0.7840979,0.8890245,-0.16934597,-0.00041115287,-0.12937783,-0.048790235,0.13971558,-0.08857027,0.16167581,-0.13640918,-0.10047635,0.312566,1.2662222,-0.09117372,1
