rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_PRLH,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_TEX28,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_MS4A5,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_C11ORF64,methylation_gene__GENE_CDC42,methylation_gene__GENE_TMEM177,methylation_gene__GENE_ZNF296,methylation_gene__GENE_HIST1H4C,methylation_gene__GENE_FBXL2,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_KRTAP20-4,methylation_gene__GENE_NRXN2,rnaseq_gene__GENE_NPS,methylation_gene__GENE_C16ORF80,rnaseq_gene__GENE_KRTAP20-3,rnaseq_gene__GENE_TMEM225,methylation_gene__GENE_EMP1,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_IQCC,methylation_gene__GENE_GPT2,methylation_gene__GENE_NIPSNAP1,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_TRIB3,methylation_gene__GENE_PXMP3,methylation_gene__GENE_HIST1H1C,methylation_gene__GENE_AZIN1,methylation_gene__GENE_LPHN1,methylation_gene__GENE_NRCAM,methylation_gene__GENE_ATP5E,methylation_gene__GENE_RPLP2,rnaseq_gene__GENE_IFNA16,rnaseq_gene__GENE_NOX3,methylation_gene__GENE_C9ORF3,methylation_gene__GENE_TKT,rnaseq_gene__GENE_OR5D16,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_TMEM141,methylation_gene__GENE_PREB,methylation_gene__GENE_SLC35B1,methylation_gene__GENE_SQLE,rnaseq_gene__GENE_OR7D4,methylation_gene__GENE_ZNF672,rnaseq_gene__GENE_DEFB118,methylation_gene__GENE_FOXC1,methylation_gene__GENE_CISD2;UBE2D3,methylation_gene__GENE_MIR1181;CDC37,methylation_gene__GENE_NT5C,methylation_gene__GENE_LDLR,rnaseq_gene__GENE_OR6B1,methylation_gene__GENE_CASKIN2;TSEN54,methylation_gene__GENE_HNRPA1L-2;HNRNPA1,methylation_gene__GENE_TMEM160,methylation_gene__GENE_C10ORF32,rnaseq_gene__GENE_OR5H14,rnaseq_gene__GENE_OR2T12,methylation_gene__GENE_KBTBD6,methylation_gene__GENE_HIST1H3H,methylation_gene__GENE_GGA2,methylation_gene__GENE_CAMK2D,methylation_gene__GENE_GRK4;NOP14,methylation_gene__GENE_NIPA1,methylation_gene__GENE_LSM12,methylation_gene__GENE_RAB40B,methylation_gene__GENE_YAP1,rnaseq_gene__GENE_KRTAP4-3,methylation_gene__GENE_SNORD43;RPL3,methylation_gene__GENE_ERCC5,rnaseq_gene__GENE_CFC1B,methylation_gene__GENE_PRCP;C11ORF82,rnaseq_gene__GENE_OTOL1,methylation_gene__GENE_KRTCAP2;TRIM46,methylation_gene__GENE_ARL6IP5,rnaseq_gene__GENE_OR8H1,methylation_gene__GENE_FICD,methylation_gene__GENE_SCAMP2,methylation_gene__GENE_ADAM17,rnaseq_gene__GENE_OR5B17,methylation_gene__GENE_SIK3,rnaseq_gene__GENE_OR4D2,methylation_gene__GENE_NNT,methylation_gene__GENE_ZNF394,rnaseq_gene__GENE_LINC01020,methylation_gene__GENE_KIAA1409;BTBD7,methylation_gene__GENE_MRPL34,rnaseq_gene__GENE_OR5I1,methylation_gene__GENE_TRAF6,methylation_gene__GENE_SNN,methylation_gene__GENE_SLC15A4,methylation_gene__GENE_TCFL5,methylation_gene__GENE_TRPM4,rnaseq_gene__GENE_PTH2,rnaseq_gene__GENE_FSHB,rnaseq_gene__GENE_CSHL1,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.13122113,-0.054619074,-0.061869785,-0.07561139,-0.17879976,-0.30328363,-0.013377459,0.36626863,-0.12984334,0.01841058,-0.09609405,-0.1328428,-0.078769214,-0.06425393,-0.05375852,-0.07707038,0.12752189,-0.34762946,0.69708747,-0.11199295,-0.10906779,-0.05610869,-0.26294208,0.06904674,-0.13939375,0.023130786,-0.4522121,-0.18181695,0.18127723,0.15874538,-0.06817627,-0.108833104,-0.023250826,-0.05744809,-0.07671373,0.39520693,-0.051559594,-0.080992565,0.29641274,0.33318144,-0.12458608,-0.027387334,-0.11409981,-0.2137172,1.5403981,0.26388434,-0.16713747,0.06558157,-0.0807927,-0.18821134,-0.043212805,0.1073356,0.062231556,-0.07800698,-0.09117372,0.053085756,-0.39922613,-0.015008631,8.346219,0.19900557,1.0312005,0.46254846,0.11512136,-0.35775286,-0.10047635,-0.056772817,0.14567374,-0.12754409,0.6653688,-0.13132356,14.362353,0.54337376,-0.08857027,0.018424416,0.3688278,-0.43281278,-0.09135867,0.70624715,-0.08726569,0.27586251,0.32038656,-0.12378662,-0.35464066,2.1547997,-0.095384225,0.15947853,0.29127577,0.44401285,-0.3792766,0.17926829,-0.13706659,-0.12539516,-0.11265257,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065267,22.649546,-0.06306767,-0.054619074,-0.061869785,-0.07561139,-0.1461287,-0.22689268,0.20647483,0.48412514,-0.049694493,21.852411,-0.09609405,-0.1743002,-0.078769214,0.29541355,-0.05375852,-0.07707038,0.15299344,0.1973614,0.043256905,0.1308658,0.2656125,-0.05610869,-0.07686115,0.40122288,0.0918751,0.7223898,-0.59983516,0.37889737,0.18587509,0.5163156,-0.06817627,-0.108833104,-0.42866367,0.2110241,-0.07671373,-0.16914281,-0.31615198,0.23292808,0.553002,0.22307457,-0.12458608,1.59252,-0.11409981,-0.41683078,-0.032299493,0.5917301,-0.12557629,-0.25660634,-0.0807927,-0.07606435,-0.09549911,0.08279796,-0.10682833,-0.07800698,-0.09117372,0.46923542,0.26494965,-0.027279107,0.18880503,-0.35291132,0.20489043,0.6165995,0.071185134,0.37593147,-0.10047635,-0.06798627,0.8147403,-0.12754409,0.34218642,-0.13132356,-0.2236812,1.0806522,-0.08857027,0.2987345,-0.29295292,-0.3213205,-0.09135867,0.50532323,-0.08726569,0.07626652,0.8357747,-0.12378662,0.728641,-0.17254953,-0.095384225,0.5070795,-0.105618656,-0.09658445,-0.0057357135,0.13436244,-0.13706659,-0.12539516,-0.11265257,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,0.025011983,-0.054619074,-0.061869785,-0.07561139,0.38404068,0.63056535,0.36624193,0.18364383,-0.018841315,0.1167923,-0.09609405,-0.09859757,-0.078769214,0.23628655,-0.05375852,-0.07707038,-0.011364929,0.8626419,0.14007196,0.13448404,-0.09866817,-0.05610869,-0.33937678,0.2451432,0.16162716,0.86982375,0.54427683,0.18805186,0.14348331,0.47073302,-0.06817627,-0.108833104,0.3436889,0.27549875,-0.07671373,0.8842545,0.11614635,-0.2531166,0.18825924,1.1136266,0.77529156,0.9994678,-0.11409981,0.16145465,-0.16346632,0.052248225,0.2317851,-0.023930194,-0.0807927,0.10362501,-0.23085819,0.7139329,0.5158601,-0.07800698,-0.09117372,0.2731857,0.047866575,1.1319443,-0.24911012,0.19893642,0.30547377,0.63680226,0.6216804,0.56332445,-0.10047635,0.13207911,0.19420335,-0.12754409,-0.030567465,1.5288941,0.28961843,0.026631368,-0.08857027,0.14861032,0.6909935,0.16444653,-0.09135867,-0.27771002,-0.08726569,0.49319398,0.3267818,-0.12378662,-0.25845847,0.65899736,-0.095384225,0.098066844,-0.10698877,-0.018037599,0.75177276,0.09586677,-0.13706659,-0.12539516,-0.11265257,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,22.57716,-0.054619074,-0.061869785,-0.07561139,-0.18923385,-0.31733033,-0.0068718516,0.11424752,-0.16817191,-0.16460103,-0.09609405,0.0046384223,-0.078769214,0.33568817,-0.05375852,-0.07707038,-0.08071732,-0.6178033,-0.17907523,-0.04658748,0.50966614,-0.05610869,0.04216785,-0.21221425,-0.2884502,-0.18499881,-0.34062546,-0.40112397,-0.09535069,-0.48702678,-0.06817627,-0.108833104,-0.25117907,-0.14109173,-0.07671373,-0.70173997,0.28105685,1.1207323,-0.77023566,0.32303676,-0.12458608,-0.32639202,-0.11409981,-0.22449556,-0.46232137,0.31846586,-0.5004382,0.14187114,-0.0807927,-0.19906662,1.6473897,-0.61326844,0.19251145,-0.07800698,-0.09117372,-0.05159724,0.6069554,-0.3915851,-0.17498763,0.15756796,-0.2492124,-0.6128678,-0.30464584,0.3627745,-0.10047635,0.21687737,-0.08662381,-0.12754409,-0.14995812,-0.13132356,-0.08121106,-0.2671743,-0.08857027,-0.509596,-0.580054,0.6080147,-0.09135867,0.35745052,-0.08726569,-0.17001215,-0.20736927,-0.12378662,-0.23399892,-0.38261533,-0.095384225,-0.29421884,0.8844607,-0.3381617,0.71609086,-0.6616123,-0.13706659,-0.12539516,-0.11265257,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,0.034613438,-0.054619074,-0.061869785,-0.07561139,0.38186443,0.1809293,0.25297385,0.24080566,0.0873316,0.28633785,-0.09609405,0.14730503,-0.078769214,0.4328114,-0.05375852,-0.07707038,-0.03629536,0.0058876094,0.54607344,0.5008715,0.522961,-0.05610869,-0.28072175,0.6572433,0.44716844,0.9385664,0.7110792,-0.010174414,0.016485717,0.3768141,-0.06817627,-0.108833104,-0.30826166,0.5841889,-0.07671373,0.75959927,0.22283642,0.4031407,0.34152278,-0.16537282,-0.12458608,1.1275914,-0.11409981,0.83478683,0.72786754,0.3815438,0.06070483,0.37360296,-0.0807927,-0.08054329,-0.07156987,0.44124842,0.14949043,-0.07800698,-0.09117372,0.17964165,0.50980914,0.2789107,0.047373194,0.40864697,0.37035534,0.66047776,1.4882134,1.1796993,-0.10047635,-0.09802434,-0.12920578,-0.12754409,0.88337404,-0.13132356,0.40607014,0.9180078,-0.08857027,0.8237293,0.54678357,0.17524607,-0.09135867,0.5274999,-0.08726569,0.050055508,0.38856235,-0.12378662,0.32963374,-0.009787301,-0.095384225,1.8380774,-0.037513103,0.08502489,0.5974657,1.47409,-0.13706659,-0.12539516,-0.11265257,1
