rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_PRLH,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_OR4S2,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_SNAR-I,rnaseq_gene__GENE_SNAR-C4,methylation_gene__GENE_HIST1H4C,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_HIC1,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_OR5D16,rnaseq_gene__GENE_NPS,methylation_gene__GENE_EMP1,rnaseq_gene__GENE_KRTAP20-3,methylation_gene__GENE_SRD5A1;NSUN2,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_CCRN4L,rnaseq_gene__GENE_DEFA6,methylation_gene__GENE_RAB6B,methylation_gene__GENE_NOC2L;KLHL17,methylation_gene__GENE_IQCC,methylation_gene__GENE_ARL13B,methylation_gene__GENE_ZNF787,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_ZBTB12,methylation_gene__GENE_PXMP3,methylation_gene__GENE_SREBF2,methylation_gene__GENE_HIST1H1C,methylation_gene__GENE_TRIB3,methylation_gene__GENE_NRCAM,rnaseq_gene__GENE_NOX3,methylation_gene__GENE_ATP5E,methylation_gene__GENE_SETD3;CCNK,rnaseq_gene__GENE_IFNA16,methylation_gene__GENE_C9ORF3,rnaseq_gene__GENE_DEFA5,methylation_gene__GENE_TOR1A,rnaseq_gene__GENE_OR7D4,methylation_gene__GENE_FADS1;MIR1908,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_PLEKHJ1;SF3A2,methylation_gene__GENE_RASA1,methylation_gene__GENE_ZNF672,methylation_gene__GENE_C17ORF59,methylation_gene__GENE_FOXC1,rnaseq_gene__GENE_DEFB118,rnaseq_gene__GENE_LGALS14,rnaseq_gene__GENE_CSHL1,methylation_gene__GENE_ACADM,methylation_gene__GENE_SAMD10,rnaseq_gene__GENE_BHLHE23,methylation_gene__GENE_EIF6,rnaseq_gene__GENE_KRT28,methylation_gene__GENE_LACE1,methylation_gene__GENE_TMEM160,methylation_gene__GENE_HNRPA1L-2;HNRNPA1,methylation_gene__GENE_UNG,rnaseq_gene__GENE_PTH,methylation_gene__GENE_KRTCAP2;TRIM46,methylation_gene__GENE_ZNF354A,methylation_gene__GENE_SLC16A1,methylation_gene__GENE_ZCCHC11,rnaseq_gene__GENE_OR8D4,methylation_gene__GENE_GRK4;NOP14,methylation_gene__GENE_HIST1H3H,methylation_gene__GENE_SNORD43;RPL3,rnaseq_gene__GENE_OR8H1,methylation_gene__GENE_RAB40B,methylation_gene__GENE_IL4R,rnaseq_gene__GENE_OTOL1,methylation_gene__GENE_TNFRSF1A,rnaseq_gene__GENE_SSX9P,methylation_gene__GENE_FICD,methylation_gene__GENE_NEIL3,methylation_gene__GENE_ZNF444,rnaseq_gene__GENE_LCN15,rnaseq_gene__GENE_OTOR,methylation_gene__GENE_SYPL1,methylation_gene__GENE_ARG2,methylation_gene__GENE_TRIM24,rnaseq_gene__GENE_FAM138B,rnaseq_gene__GENE_CABP2,methylation_gene__GENE_YAP1,rnaseq_gene__GENE_OR4L1,rnaseq_gene__GENE_KRTAP10-5,methylation_gene__GENE_FIZ1;ZNF524,rnaseq_gene__GENE_KRTAP4-3,rnaseq_gene__GENE_OR5B17,methylation_gene__GENE_PRCP;C11ORF82,methylation_gene__GENE_MYO6,methylation_gene__GENE_U2AF2,methylation_gene__GENE_USP13,methylation_gene__GENE_TAF1B,methylation_gene__GENE_DAP3;YY1AP1,methylation_gene__GENE_ELAC1,methylation_gene__GENE_MANBA,methylation_gene__GENE_PAK1,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065267,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.13122113,-0.054619074,-0.06121572,-0.06227874,0.36626863,-0.076208994,0.030808432,-0.27748436,-0.07671373,-0.078769214,0.12752189,-0.05375852,-0.15191728,-0.34762946,0.20389967,-0.115279995,-0.31684396,-0.37952307,0.69708747,0.4411795,-0.17132993,-0.05610869,0.25909063,0.06904674,-0.28428337,-0.13939375,-0.26294208,-0.18181695,-0.108833104,0.18127723,0.019470807,-0.06817627,-0.023250826,-0.13364081,0.8707775,-0.12458608,-0.1359984,0.39520693,0.18049057,0.28437078,-0.027387334,0.20211896,-0.2137172,-0.11409981,-0.19943407,-0.11265257,-0.1570013,0.5755316,-0.105781555,0.9445548,-0.14486007,0.37756115,0.1073356,-0.043212805,0.13700911,-0.15906872,14.362353,0.47200894,-0.08794071,1.052962,-0.12419063,0.19900557,-0.39922613,-0.056772817,-0.08857027,0.11512136,0.15734084,-0.13132356,-0.17608577,-0.12937783,0.018424416,0.7804898,0.31070557,-0.16993497,-0.16934597,0.67364,0.7314395,0.13069087,-0.1358855,-0.13460612,-0.35775286,-0.094459645,-0.11249898,-0.0068157166,-0.10047635,-0.09135867,0.6653688,-0.010684008,0.84121716,-0.024949707,0.14282185,0.36792246,0.5666487,-0.26148963,0.2600903,1
-0.044065267,-0.044065263,-0.044065263,-0.044065267,-0.044065263,0.025011983,-0.054619074,-0.06121572,-0.06227874,0.18364383,-0.076208994,0.20269956,0.40589848,-0.07671373,-0.078769214,-0.011364929,-0.05375852,0.9558643,0.8626419,0.6524617,-0.115279995,-0.086173855,-0.21964447,0.14007196,0.4473369,-0.083801635,-0.05610869,0.7569919,0.2451432,0.104995355,0.16162716,-0.33937678,0.18805186,-0.108833104,0.14348331,0.9978126,-0.06817627,0.3436889,-0.13364081,0.0867133,0.77529156,0.1014195,0.8842545,0.5510068,1.0589061,0.9994678,0.16444701,0.16145465,-0.11409981,-0.19943407,-0.11265257,0.20288216,0.18490967,-0.105781555,0.95070875,-0.14486007,-0.092733175,0.7139329,-0.23085819,-0.024354013,-0.15906872,0.28961843,0.034536224,0.22098807,0.28605083,-0.12419063,0.19893642,0.047866575,0.13207911,-0.08857027,0.6216804,-0.34822527,1.5288941,-0.5127172,-0.12937783,0.14861032,-0.18758586,0.60573584,-0.16993497,-0.16934597,0.8917576,1.2851707,0.024779845,-0.1358855,-0.13460612,0.56332445,-0.094459645,-0.11249898,0.49126062,-0.10047635,-0.09135867,-0.030567465,-0.08554686,0.2540272,0.011475828,0.5464045,0.10822491,-0.7851856,0.47267604,-0.02254596,1
-0.044065267,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.14721732,-0.054619074,-0.06121572,-0.06227874,0.04290441,-0.076208994,-0.107341565,-0.0064509343,-0.07671373,-0.078769214,-0.23230582,-0.05375852,-0.15691838,-0.22703856,0.08975626,-0.115279995,-0.2230268,-0.23411205,-0.35349026,-0.27155596,-0.18175307,-0.05610869,-0.06750109,-0.0942927,-0.18602462,-0.13768579,-0.5704162,-0.21984968,-0.108833104,-0.06171699,0.074520655,-0.06817627,-0.6639088,-0.13364081,-0.016775088,-0.12458608,-0.052199163,-0.33533788,0.05438524,-0.103956684,0.18140076,0.15653552,0.2120249,-0.11409981,-0.19943407,-0.11265257,-0.22774604,-0.46398786,-0.105781555,-0.48645544,-0.14486007,-0.26313955,-0.28545153,-0.49890193,-0.32281208,-0.15906872,0.031421293,0.30990535,-0.30736694,-0.31481168,-0.12419063,-0.22550815,-0.11727271,0.057404853,-0.08857027,0.048780065,-0.17512812,-0.13132356,-0.568032,-0.12937783,-0.4382294,-0.65063834,-0.026079861,-0.16993497,-0.16934597,-0.07155826,-0.7920517,-0.017690588,-0.1358855,-0.13460612,-0.35540906,-0.094459645,-0.11249898,0.5048549,-0.10047635,-0.09135867,-0.19011296,-0.2087099,-0.39446506,0.06984134,0.30959255,-0.14656703,-0.16826281,0.13706964,-0.43839264,0
-0.044065267,-0.044065263,-0.044065263,-0.044065267,-0.044065263,22.57716,-0.054619074,-0.06121572,-0.06227874,0.11424752,-0.076208994,-0.26074648,0.36312,-0.07671373,-0.078769214,-0.08071732,-0.05375852,-0.54123235,-0.6178033,-0.16746037,-0.115279995,-0.16147372,0.1517899,-0.17907523,-0.16039301,-0.37168068,-0.05610869,-0.5997652,-0.21221425,-0.05863245,-0.2884502,0.04216785,-0.40112397,-0.108833104,-0.09535069,-0.2453451,-0.06817627,-0.25117907,-0.13364081,-0.37130883,-0.12458608,-0.1614196,-0.70173997,0.14809848,-0.16093627,-0.32639202,-0.42447466,-0.22449556,-0.11409981,-0.19943407,-0.11265257,-0.20118277,-0.16366893,-0.105781555,0.09333515,0.42560446,-0.18699802,-0.61326844,1.6473897,-0.22742215,-0.15906872,-0.08121106,0.81877357,-0.31845015,-0.06793513,-0.12419063,0.15756796,0.6069554,0.21687737,-0.08857027,-0.30464584,0.77012736,-0.13132356,-0.4464239,-0.12937783,-0.509596,-0.41323197,0.08151122,-0.16993497,-0.16934597,1.2399049,0.0031156335,0.5688703,-0.1358855,-0.13460612,0.3627745,-0.094459645,-0.11249898,-0.022506882,-0.10047635,-0.09135867,-0.14995812,-0.13935201,-0.43307108,-0.21968706,0.22415915,-0.014037131,-0.122747354,-0.35455438,-0.41131476,1
