rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_SNAR-A13,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_SNAR-A2,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_SNAR-F,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_TSPY4,methylation_gene__GENE_GPI,rnaseq_gene__GENE_C21ORF54,rnaseq_gene__GENE_LRRC30,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_PRAMEF16,methylation_gene__GENE_PRDX6,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_TSPY3,methylation_gene__GENE_VEGFA,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_OR4D10,rnaseq_gene__GENE_TAAR6,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_PRAMEF18,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_LCE3C,rnaseq_gene__GENE_OR51A7,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_KRTAP19-6,rnaseq_gene__GENE_C10ORF96,rnaseq_gene__GENE_FGF6,rnaseq_gene__GENE_HES3,methylation_gene__GENE_OBFC2B,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_DEFB129,methylation_gene__GENE_NSUN5,rnaseq_gene__GENE_DEFB104A,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_C20ORF166,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_ONECUT3,methylation_gene__GENE_ZNF596;RPL23AP53,rnaseq_gene__GENE_PRDM14,methylation_gene__GENE_ZNF33B,methylation_gene__GENE_VEGFB,rnaseq_gene__GENE_OR5A1,methylation_gene__GENE_NACC1;TRMT1,rnaseq_gene__GENE_PAGE3,methylation_gene__GENE_TSPAN3,rnaseq_gene__GENE_DKFZP434L192,rnaseq_gene__GENE_ZNF735,rnaseq_gene__GENE_OTUD6A,rnaseq_gene__GENE_C21ORF131,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_DAZ1,rnaseq_gene__GENE_NKX6-2,rnaseq_gene__GENE_OR8K3,rnaseq_gene__GENE_ADAM7,rnaseq_gene__GENE_SRY,methylation_gene__GENE_ST3GAL1,methylation_gene__GENE_ZNF44,methylation_gene__GENE_ZNF624,methylation_gene__GENE_DCTN3,rnaseq_gene__GENE_TMEM207,rnaseq_gene__GENE_MOS,rnaseq_gene__GENE_DHRS7C,rnaseq_gene__GENE_LINC00635,rnaseq_gene__GENE_GUCA1C,rnaseq_gene__GENE_BCYRN1,rnaseq_gene__GENE_TECRL,methylation_gene__GENE_CYP51A1,methylation_gene__GENE_SLC22A17,rnaseq_gene__GENE_MAGEB10,rnaseq_gene__GENE_OR7G2,rnaseq_gene__GENE_CRYGA,rnaseq_gene__GENE_OR2T27,methylation_gene__GENE_SLC25A38,methylation_gene__GENE_ZNF563,methylation_gene__GENE_TPP1,methylation_gene__GENE_ITPA,rnaseq_gene__GENE_CABP2,rnaseq_gene__GENE_MRGPRG,rnaseq_gene__GENE_RAG2,rnaseq_gene__GENE_RTP1,rnaseq_gene__GENE_C10ORF71,methylation_gene__GENE_PMS1;ORMDL1,methylation_gene__GENE_LRP2BP,rnaseq_gene__GENE_FOXB2,methylation_gene__GENE_ATMIN,rnaseq_gene__GENE_OR2M1P,methylation_gene__GENE_DCI,methylation_gene__GENE_DUSP4,methylation_gene__GENE_CCR4,rnaseq_gene__GENE_CSRP3,methylation_gene__GENE_ZNF160,rnaseq_gene__GENE_OR4D6,rnaseq_gene__GENE_CHRND,methylation_gene__GENE_RCBTB2,rnaseq_gene__GENE_SNAR-B2,target
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,0.0113542145,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.69016904,-0.050053358,-0.04756436,-0.36157745,-0.2526114,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,-0.59466755,-0.35060927,-0.06825314,-0.30674806,-0.048288155,-0.4747323,-0.11526267,-0.39491796,-0.071920976,-0.24578603,-0.19387476,-0.2311276,-0.37288418,-0.09926551,0.16541506,-0.066061795,-0.11451715,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,-0.15133052,-0.077845454,-0.06454564,-0.37958732,2.4523616,-0.09939945,-0.17625973,-0.18354331,-0.10974532,-0.078358516,-0.11196494,-0.47759834,-0.45054585,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.29713482,-0.4023298,0.1245259,0.6855404,-0.07587367,-0.04293071,-0.18899952,-0.4345085,-0.1911025,0.78048754,-0.2271314,-0.12846951,-1.2893956,-0.10272443,-0.6271366,-0.7925108,0.20206885,0.6044888,-0.35244262,-0.114294864,-0.17307012,-0.35189956,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,0.198001,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.26319972,-0.050053358,-0.04756436,0.039620735,-0.17451125,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,-0.45044145,-0.4280361,-0.06825314,-0.023910163,-0.048288155,-0.71576625,-0.11526267,-0.007952713,-0.071920976,-0.24173057,-0.19387476,-0.23684552,-0.42215624,-0.09926551,0.18685272,-0.066061795,-0.15941037,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,13.121976,-0.06418999,-0.7764946,-0.02096084,-0.10522036,-0.13583356,-0.11980957,-0.09939945,-0.17625973,-0.18354331,-0.10974532,-0.078358516,-0.11196494,0.2723972,-0.38163674,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.09627348,-0.18364182,-0.46110362,-0.24306038,1.5843291,-0.04293071,-0.18899952,-0.4345085,3.6523354,0.2604663,0.108051956,-0.12846951,-0.9600086,-0.10272443,-0.3370522,-0.43267727,-0.46444228,-0.15924661,-0.41957563,-0.114294864,-0.17307012,-0.42215294,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,-0.13144062,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.66909486,-0.050053358,-0.04756436,-0.115493275,-0.26209843,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,9.19008,-0.5426977,-0.21042663,-0.06825314,-0.3531866,-0.048288155,-0.38157156,-0.11526267,-0.14187932,-0.071920976,-0.042469878,-0.19387476,-0.25699338,-0.60270935,-0.09926551,-0.043656286,-0.066061795,-0.13781762,3.4117103,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,-0.33001217,0.27273896,-0.50653154,0.12647793,-0.11980957,-0.09939945,-0.17625973,-0.18354331,-0.10974532,-0.078358516,-0.11196494,-0.2704203,-0.18060613,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.3230191,-0.33774024,-0.6151588,-0.07042309,-0.07587367,-0.04293071,-0.18899952,-0.4345085,1.9014516,0.033877384,-0.4828445,-0.12846951,-0.68119717,-0.10272443,-0.6566093,-0.4570227,-0.0859399,2.850418,-0.26420012,-0.114294864,-0.17307012,-0.71565247,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,0.088512495,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.52331173,-0.050053358,-0.04756436,-0.13905345,0.47888544,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,8.503772,-0.089100406,-0.53423214,-0.47987357,-0.06825314,-0.21992314,-0.048288155,-0.3386264,7.505626,-0.38970134,-0.071920976,-0.12964293,6.8465466,-0.33859015,-0.36790636,-0.09926551,0.78090906,-0.066061795,-0.018521298,-0.16218084,-0.09391567,3.3350272,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,-0.19671257,-0.13328058,-0.010891227,-0.19255027,-0.11980957,-0.09939945,6.0779533,-0.18354331,-0.10974532,-0.078358516,2.5424588,-0.006819622,-0.5348102,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.096873604,0.008415383,-0.49164608,1.2348235,-0.07587367,-0.04293071,-0.18899952,0.6556658,9.181321,-0.2242203,-0.20431446,-0.12846951,-0.6690771,-0.10272443,-0.5386677,-0.292824,0.5870959,12.338759,-0.41933557,-0.114294864,7.6507864,-0.41201466,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,-0.1779856,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.44893444,-0.050053358,-0.04756436,-0.3929644,-0.050521165,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,-0.33687297,-0.46036848,-0.06825314,-0.43561652,-0.048288155,-0.6704376,-0.11526267,-0.57181853,-0.071920976,-0.0663463,-0.19387476,-0.28244004,-0.5031831,-0.09926551,-0.2707081,-0.066061795,-0.28378758,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,-0.1772391,0.057509616,-0.66310024,-0.28758085,23.236258,-0.09939945,-0.17625973,2.5597742,-0.10974532,-0.078358516,-0.11196494,-0.30966908,-0.3054717,2.7610865,-0.06859739,-0.07638114,-0.050521668,-0.16823131,-0.14200151,0.21751697,-0.4287924,-0.07587367,-0.04293071,-0.18899952,10.692017,-0.1911025,-0.17224802,-0.19346778,-0.12846951,-0.09845411,-0.10272443,0.03724883,-0.26266748,0.3957627,-0.15924661,-0.4447979,-0.114294864,-0.17307012,0.73950577,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,-0.12148977,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.43999332,-0.050053358,-0.04756436,-0.18426532,-0.597049,-0.09654722,-0.06925289,5.6876655,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,-0.50041026,-0.23858619,-0.06825314,-0.23543546,-0.048288155,-0.43117937,-0.11526267,-0.50987047,-0.071920976,-0.34911478,1.2679695,-0.21384294,-0.40320265,-0.09926551,0.1721808,-0.066061795,-0.1609747,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,1.7004297,-0.1181239,-0.06418999,-0.7392409,-0.39914206,-0.42804596,-0.13353929,-0.11980957,-0.09939945,-0.17625973,1.2714548,-0.10974532,-0.078358516,-0.11196494,-0.20248969,-0.28585574,9.789105,-0.06859739,-0.07638114,-0.050521668,-0.31313258,-0.17939524,-0.410896,1.1073004,-0.07587367,-0.04293071,-0.18899952,5.327113,-0.1911025,-0.24680112,-0.029976495,-0.12846951,-0.738547,-0.10272443,-0.6593462,-0.5819996,0.21390913,-0.15924661,-0.3822273,-0.114294864,1.2232975,-1.1582124,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,0.2601757,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.05298503,-0.050053358,-0.04756436,-0.3329854,0.0754869,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,-0.5608499,0.6322945,-0.06825314,0.32054967,-0.048288155,-0.40786973,-0.11526267,-0.14925168,-0.071920976,-0.046129502,-0.19387476,0.41126767,-0.49622455,-0.09926551,-0.17418073,-0.066061795,-0.13743766,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,-0.4323679,-0.26064667,-0.53351766,0.20921145,-0.11980957,-0.09939945,-0.17625973,1.7948462,-0.10974532,-0.078358516,-0.11196494,0.15150256,-0.20306803,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.011923937,-0.23469622,0.16013813,0.18219192,-0.07587367,-0.04293071,-0.18899952,13.232445,-0.1911025,-0.11538491,-0.1629182,-0.12846951,-0.72508776,-0.10272443,-0.29793084,-0.36071262,0.9337236,0.62145483,-0.27750003,2.2477756,-0.17307012,-0.7671486,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,1.2725154,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,0.49902245,-0.050053358,-0.04756436,0.18383338,-0.1732342,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,3.2483249,-0.08795058,-0.089100406,0.8185335,0.46239683,-0.06825314,-0.22584215,-0.048288155,0.2651992,-0.11526267,-0.32686198,-0.071920976,1.7551824,-0.19387476,-0.121496834,0.92035216,5.322469,-0.28839704,-0.066061795,0.30260497,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,0.023820123,0.066839166,0.16381733,0.23889662,-0.11980957,-0.09939945,1.7194654,-0.18354331,-0.10974532,-0.078358516,-0.11196494,0.17152347,-0.5010947,-0.1653577,-0.06859739,-0.07638114,-0.050521668,0.13259944,-0.29194996,-0.10886057,-0.5286293,-0.07587367,-0.04293071,-0.18899952,-0.4345085,-0.1911025,1.2314172,0.402643,-0.12846951,0.010026515,-0.10272443,-0.12593885,0.08330146,-0.092997,-0.15924661,1.2411112,-0.114294864,-0.17307012,0.278149,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,-0.1443987,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.32970524,-0.050053358,-0.04756436,-0.20327508,-0.3259531,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,-0.4795627,-0.44635576,-0.06825314,-0.2567359,-0.048288155,-0.62034714,-0.11526267,-0.30943432,-0.071920976,-0.24798985,-0.19387476,-0.12980682,-0.46051046,-0.09926551,-0.097060785,-0.066061795,-0.17229141,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,-0.1452961,-0.3155338,-0.34180644,-0.25700682,-0.11980957,-0.09939945,-0.17625973,-0.18354331,-0.10974532,-0.078358516,-0.11196494,-0.26229313,-0.4436698,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.3169682,-0.3418368,-0.399952,-0.5923749,-0.07587367,-0.04293071,-0.18899952,-0.4345085,-0.1911025,-0.61878115,-0.044397306,-0.12846951,-0.9474603,-0.10272443,-0.5464938,-0.54205614,0.021496374,-0.15924661,-0.18591623,-0.114294864,-0.17307012,-0.21179028,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,-0.32584172,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,0.32115194,-0.050053358,-0.04756436,-0.49633366,28.48843,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,0.01734944,-0.37950465,-0.06825314,-0.6290757,-0.048288155,27.235342,2.6111293,-0.34216267,-0.071920976,0.04951706,-0.19387476,-0.31603533,0.95128053,-0.09926551,0.01766163,-0.066061795,0.014959462,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,-0.15642545,-0.36118978,0.067380585,-0.010331397,-0.11980957,-0.09939945,-0.17625973,2.9622495,-0.10974532,-0.078358516,-0.11196494,-0.32335714,-0.44085887,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.1761933,-0.28173184,0.015855439,-0.622761,-0.07587367,-0.04293071,-0.18899952,-0.4345085,-0.1911025,-0.96073896,0.57716984,-0.12846951,-0.8375644,-0.10272443,0.024606537,-0.60413945,-0.17413166,-0.15924661,-0.15206274,-0.114294864,-0.17307012,0.22020724,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,-0.13273731,-0.0679732,-0.05803116,-0.05562216,-0.067629814,1.5919749,-0.07234395,0.037025142,-0.050053358,-0.04756436,-0.24109611,0.22357598,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,0.47535968,-0.28321788,-0.06825314,0.077838324,-0.048288155,-0.38287008,-0.11526267,-0.28707343,-0.071920976,-0.19019115,-0.19387476,-0.3500674,-0.19838013,-0.09926551,-0.1915799,-0.066061795,-0.23271275,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,0.8293224,-0.24926342,-0.33685634,-0.17246123,-0.11980957,-0.09939945,-0.17625973,1.5517827,-0.10974532,-0.078358516,-0.11196494,0.119997345,-0.29036108,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.30238742,-0.19931832,-0.3480129,-0.0063597625,-0.07587367,-0.04293071,-0.18899952,-0.4345085,-0.1911025,0.05337896,-0.3753721,-0.12846951,-0.3913653,-0.10272443,0.019164829,-0.18246183,0.03863758,-0.15924661,-0.23243672,-0.114294864,-0.17307012,0.33236152,-0.13498159,0
32.863365,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,32.19855,-0.26800364,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.057647396,-0.050053358,28.397066,-0.11776376,-0.06931613,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,1.210352,-0.08795058,-0.089100406,-0.34103253,-0.1284348,-0.06825314,-0.21166688,-0.048288155,-0.3412578,-0.11526267,-0.3291897,-0.071920976,-0.27142286,-0.19387476,-0.1699479,-0.3750854,-0.09926551,-0.2624743,-0.066061795,-0.10962293,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,26.03018,-0.09467098,-0.08367701,-0.1181239,26.11536,-0.4251139,-0.5406587,-0.3413275,-0.12699422,8.596241,-0.09939945,-0.17625973,-0.18354331,-0.10974532,-0.078358516,-0.11196494,0.13240092,-0.38796657,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.15682624,-0.06400086,-0.3639165,0.5298288,-0.07587367,-0.04293071,-0.18899952,0.56173885,-0.1911025,-0.27907592,-0.16110852,-0.12846951,-0.1857768,-0.10272443,-0.07902423,-0.5015193,-0.4143468,-0.15924661,-0.2814526,-0.114294864,-0.17307012,8.802213,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,-0.18148129,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.32021895,-0.050053358,-0.04756436,0.45361668,-0.5418966,17.112064,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,27.406466,-0.08795058,-0.089100406,-0.5391262,-0.5051471,-0.06825314,-0.062647514,-0.048288155,-0.38118145,-0.11526267,-0.26998508,-0.071920976,-0.0790316,3.4748838,-0.06193087,-0.54824936,25.938812,-0.5282066,-0.066061795,-0.26363903,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,0.21745053,-0.3635983,-0.6231488,-0.27742076,-0.11980957,-0.09939945,-0.17625973,-0.18354331,-0.10974532,-0.078358516,-0.11196494,-0.27923888,-0.38328117,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.19176795,-0.24291621,-0.27699187,-0.321254,-0.07587367,-0.04293071,-0.18899952,-0.4345085,-0.1911025,-0.6735764,0.44992027,-0.12846951,-1.1049417,-0.10272443,-0.36516303,-0.02184093,0.54092026,-0.15924661,-0.5184283,20.941496,-0.17307012,-0.9474937,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,-0.016209504,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.5682553,-0.050053358,-0.04756436,-0.24828528,-0.37058347,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,-0.31841388,-0.19249208,-0.06825314,-0.293811,-0.048288155,-0.48373005,-0.11526267,-0.33959576,-0.071920976,-0.028380001,-0.19387476,-0.29335552,-0.15977447,-0.09926551,-0.68669,-0.066061795,0.0012870833,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,-0.49326152,-0.645048,-0.43265745,-0.21839103,-0.11980957,-0.09939945,-0.17625973,-0.18354331,-0.10974532,-0.078358516,-0.11196494,-0.21500546,-0.032487325,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.06379635,-0.29248744,-0.30558273,-0.5354061,-0.07587367,-0.04293071,1.3134797,1.0122623,-0.1911025,-0.20146368,0.015468511,-0.12846951,-0.4503142,-0.10272443,-0.50236845,-0.1542062,0.09795963,-0.15924661,-0.22257386,-0.114294864,-0.17307012,-0.49178112,-0.13498159,1
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,-0.13987646,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.49588615,-0.050053358,-0.04756436,0.033389155,-0.420984,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,-0.6361873,-0.5557415,-0.06825314,-0.25041837,-0.048288155,-0.29948202,-0.11526267,-0.45696518,-0.071920976,2.9706845,-0.19387476,-0.4154796,-0.5522803,-0.09926551,-0.21789056,-0.066061795,-0.17566381,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,-0.8278579,-0.5318218,-0.38179415,-0.09368208,-0.11980957,-0.09939945,-0.17625973,-0.18354331,2.9967878,-0.078358516,-0.11196494,-0.20550217,-0.65872926,-0.1653577,-0.06859739,-0.07638114,-0.050521668,0.08379605,-0.34013978,1.2635417,0.052619427,-0.07587367,-0.04293071,-0.18899952,-0.4345085,-0.1911025,-0.5535271,0.24456778,-0.12846951,-0.3874401,-0.10272443,-0.41306737,-0.061606377,0.5994539,-0.15924661,-0.18217628,-0.114294864,-0.17307012,-1.1975061,-0.13498159,0
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,0.066300936,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,-0.5239973,-0.050053358,-0.04756436,-0.072789155,-0.36805204,-0.09654722,-0.06925289,-0.06940588,1.260626,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,-0.4648243,-0.40929666,-0.06825314,-0.4604293,-0.048288155,-0.6049731,-0.11526267,0.1390367,-0.071920976,-0.2543102,1.2837509,-0.006062311,-0.26525164,-0.09926551,0.4586627,-0.066061795,-0.20043528,-0.16218084,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,-0.6504018,-0.4781039,-0.30614278,-0.10831469,-0.11980957,-0.09939945,-0.17625973,-0.18354331,-0.10974532,-0.078358516,-0.11196494,-0.22191387,-0.52962875,-0.1653577,-0.06859739,-0.07638114,-0.050521668,-0.17278783,-0.47553408,0.30526772,-0.0285158,-0.07587367,-0.04293071,-0.18899952,-0.4345085,-0.1911025,0.43954772,-0.049001377,-0.12846951,-0.36997902,-0.10272443,0.0013598634,-0.59493613,0.86232597,-0.15924661,-0.45043018,-0.114294864,-0.17307012,-0.72589135,-0.13498159,1
-0.030400893,-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400896,-0.030400895,-0.040199555,-0.035875507,0.3085963,-0.0679732,-0.05803116,-0.05562216,-0.067629814,-0.069158584,-0.07234395,0.031548306,-0.050053358,-0.04756436,1.3493544,0.01436665,-0.09654722,-0.06925289,-0.06940588,-0.08606776,-0.057666454,-0.062246185,-0.06867951,-0.083192356,-0.041330405,-0.14370757,-0.08795058,-0.089100406,0.031151094,0.2838505,-0.06825314,-0.04852861,-0.048288155,0.52222365,-0.11526267,0.11266589,-0.071920976,0.4312723,-0.19387476,0.16825108,0.019149797,-0.09926551,3.003469,-0.066061795,0.15051958,6.226843,-0.09391567,-0.1489025,-0.09370761,-0.06427042,-0.08408102,-0.09467098,-0.08367701,-0.1181239,-0.06418999,0.044889804,0.13342458,0.37573758,0.46136662,-0.11980957,-0.09939945,-0.17625973,-0.18354331,-0.10974532,-0.078358516,-0.11196494,0.013820645,0.75320625,-0.1653577,-0.06859739,-0.07638114,-0.050521668,0.013148588,-0.3156218,0.18783613,-0.5023824,-0.07587367,-0.04293071,1.1020999,1.6643623,-0.1911025,1.1536486,0.5753053,-0.12846951,-0.03127352,-0.10272443,0.3662379,-0.05830381,-0.905832,0.51798457,0.44092742,-0.114294864,-0.17307012,0.07643713,-0.13498159,0
