methylation_gene__GENE_S1PR2,methylation_gene__GENE_NHEDC2,methylation_gene__GENE_TRIM25,methylation_gene__GENE_FAM55C,methylation_gene__GENE_C1ORF216,methylation_gene__GENE_EFHC1,methylation_gene__GENE_GOLIM4,methylation_gene__GENE_ADH5,methylation_gene__GENE_CLIC4,methylation_gene__GENE_GATA6,methylation_gene__GENE_DNMT3B,methylation_gene__GENE_KIF15;KIAA1143,methylation_gene__GENE_BCL7A,methylation_gene__GENE_ZNF639,methylation_gene__GENE_SIKE1,methylation_gene__GENE_ETS1,methylation_gene__GENE_ICA1L,methylation_gene__GENE_MRPS17,methylation_gene__GENE_MAN2A1,methylation_gene__GENE_SLC22A4,methylation_gene__GENE_LLPH,methylation_gene__GENE_DNAJC18,methylation_gene__GENE_TMEM20,methylation_gene__GENE_KIAA0101,methylation_gene__GENE_OSBPL8,methylation_gene__GENE_GEMIN6,methylation_gene__GENE_HSPBP1,methylation_gene__GENE_GPRIN1,methylation_gene__GENE_CDK11A;CDK11B,methylation_gene__GENE_BET1,methylation_gene__GENE_BRI3,methylation_gene__GENE_HERC5,methylation_gene__GENE_NEO1,methylation_gene__GENE_PRKAG2,methylation_gene__GENE_BLVRA,methylation_gene__GENE_CYP2R1,methylation_gene__GENE_APLP2,methylation_gene__GENE_ANUBL1,methylation_gene__GENE_CNPY3,methylation_gene__GENE_LHX4,methylation_gene__GENE_SMARCA4,methylation_gene__GENE_FIBCD1,methylation_gene__GENE_C3ORF59,methylation_gene__GENE_LIF,methylation_gene__GENE_PTGES3,methylation_gene__GENE_DLX2,methylation_gene__GENE_MITF,methylation_gene__GENE_HOMER1,methylation_gene__GENE_ITPR1,methylation_gene__GENE_HACE1,methylation_gene__GENE_SLC35F2,methylation_gene__GENE_ATP6V1C1,methylation_gene__GENE_KLHL7,methylation_gene__GENE_MAP4K4,methylation_gene__GENE_BBX,methylation_gene__GENE_H3F3B,methylation_gene__GENE_MIR548G;C3ORF26,methylation_gene__GENE_C1ORF85,methylation_gene__GENE_LOC100329108;GCSH,methylation_gene__GENE_CLTCL1,methylation_gene__GENE_RAI14,methylation_gene__GENE_MARCH8,methylation_gene__GENE_POLR1B,methylation_gene__GENE_MSRB2,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_FUCA1,methylation_gene__GENE_USF1,methylation_gene__GENE_GALNT11,methylation_gene__GENE_TSPYL4,methylation_gene__GENE_TMEM8A;LOC100134368,methylation_gene__GENE_CYP39A1;SLC25A27,methylation_gene__GENE_SSBP2,methylation_gene__GENE_TAPBPL;LOC678655,methylation_gene__GENE_ZNF507,methylation_gene__GENE_MDK,methylation_gene__GENE_ZNF277;DOCK4,methylation_gene__GENE_C19ORF2,methylation_gene__GENE_NAA20,methylation_gene__GENE_NDUFB8,methylation_gene__GENE_CD27;TAPBPL;LOC678655,methylation_gene__GENE_FCHSD2,methylation_gene__GENE_FHIT,methylation_gene__GENE_SBNO1,methylation_gene__GENE_XKR8,methylation_gene__GENE_TMEM67,methylation_gene__GENE_HEY1,methylation_gene__GENE_MXD3,methylation_gene__GENE_PEX11A;WDR93,rnaseq_gene__GENE_C21ORF54,rnaseq_gene__GENE_KCNK16,methylation_gene__GENE_UBE2Q2,methylation_gene__GENE_RAB28,methylation_gene__GENE_RNF25;STK36,methylation_gene__GENE_RNF17,methylation_gene__GENE_GPT2,methylation_gene__GENE_FKBPL,methylation_gene__GENE_AK3L1,rnaseq_gene__GENE_GABRG1,methylation_gene__GENE_C9ORF30,methylation_gene__GENE_GSTK1,target
-0.057850618,-0.06355351,-0.069453955,0.060538683,-0.18198988,0.08656763,0.045828372,0.13992615,-0.15774499,0.048766736,0.028556513,-0.18666649,0.14986381,-0.10654179,-0.24010433,-0.039165087,-0.14062953,0.29312512,0.0009847824,-0.002801545,-0.22236025,-0.16915062,-0.0330039,0.000558663,0.012839815,-0.31234035,-0.36904627,-0.07590293,0.2889925,-0.034857582,-0.24474142,0.033285465,0.035515964,0.047317095,-0.4205269,0.345511,0.01744652,-0.21292739,-0.014803887,0.16994435,0.21852292,-0.29779017,-0.06936423,0.31832343,-0.09651646,-0.15354429,-0.46589118,0.10780176,-0.11698004,-0.03513606,-0.26283646,-0.22378892,-0.16064069,-0.2372233,-0.009762806,0.1207344,-0.23845923,2.0682127,0.06986143,0.050745312,-0.095740974,0.0099736545,11.571389,0.29547837,0.02561583,12.181988,-0.5874716,-0.20739777,-0.07436676,-0.21956165,0.36378267,-0.1993305,-0.35182652,0.1358055,0.45587596,0.13444477,1.1228876,-0.0037879946,0.568513,-0.35813436,1.118999,0.6027473,0.33481616,0.40494353,-0.12326146,-0.35901433,-0.1191376,-0.29294217,-0.12790692,-0.21404667,0.6398255,-0.105771676,0.017787142,0.09670681,-0.28077623,-0.13373536,-0.09126984,-0.3143071,-0.41026658,0.33601287,1
-0.05623584,0.06093727,-0.05777895,-0.08139177,-0.19013913,-0.100738734,-0.17199448,0.00026637348,-0.075588554,-0.03346834,-0.07766804,-0.22569254,0.060397997,0.045514755,0.043639407,-0.17059001,-0.13438557,-0.14542416,0.066560894,-0.025519427,-0.146926,-0.2729228,-0.17086263,-0.22332202,0.19047837,-0.19600676,0.0048587457,-0.015442935,0.04438615,0.041194554,0.10968021,-0.0033644142,-0.37739885,-0.10564843,0.19152087,0.44767368,-0.12088319,-0.1969549,-0.2623748,-0.3821645,0.46486667,0.26876026,-0.23851669,0.2953717,-0.05702694,-0.21799509,0.08900245,-0.47139406,-0.122150384,-0.116946936,-0.25367945,0.047227047,0.50287646,-0.4585634,0.67420304,-0.2869825,-0.2961079,-0.35990646,-0.25559783,-0.03918482,-0.12618077,0.36401185,-0.21691968,-0.18609913,-0.0009431463,0.21188559,-0.2059986,0.13675845,0.031849917,-0.17512105,-0.17162219,-0.062111337,-0.3457444,0.7144736,-0.06324555,0.75240487,0.915723,-0.43663055,-0.061101012,-0.3273092,-0.14933725,0.06318586,0.34772512,11.890482,-0.13288647,-0.18436767,-0.42525822,0.27222946,-0.12790692,-0.21404667,-0.027505482,0.11069782,-0.3447224,0.21059479,-0.12433616,0.05998546,-0.24050166,-0.3143071,2.0963223,-0.33876106,1
-0.037789125,0.10212813,-0.09539437,-0.16464251,0.1332901,-0.19794121,0.073905356,0.27899635,0.17239697,0.0032370524,0.004041208,-0.23317686,0.24656083,-0.073795,-0.24172111,-0.25087315,-0.074444994,0.08279716,0.10976471,0.09474683,0.05909339,-0.34157014,-0.22820914,-0.37120858,0.43853843,0.5100837,0.09635123,-0.12687011,3.9012792,0.4260355,0.16365051,0.10657475,0.08597353,-0.26887816,-0.42879054,-0.43642008,0.21205384,-0.35986078,0.12900655,-0.021532834,0.041854437,0.037286986,-0.304578,-0.14898562,-0.21328722,-0.059737198,-0.016323028,0.095776826,-0.09914502,-0.3724569,-0.45264244,-0.5090095,-0.06974022,-0.0931676,-0.15928723,-0.23965122,-0.27823538,-0.18300816,0.19533369,0.11645827,-0.09501227,-0.54336655,-0.25197783,-0.21346378,-0.669741,-0.19041976,-0.49763748,-0.42765,-0.2825269,0.47395474,-0.26390675,-0.16761504,-0.5025172,-0.35063022,-0.049408197,-0.10765136,0.34796843,-0.16607325,0.6597548,-0.4983608,-0.17074372,-0.5458436,-0.91227347,-0.29953167,0.20054203,-0.36095917,-0.65265584,-0.3857437,-0.12790692,3.94794,0.79419667,0.20896724,-0.507337,0.18642402,-0.12424121,0.29125923,-0.29517502,-0.3143071,-0.41835696,0.23804948,0
-0.16014312,-0.12778373,-0.1818623,-0.18672615,0.064032495,-0.12873681,-0.26166838,-0.22037664,-0.10797654,-0.19693232,-0.07725674,-0.36419675,-0.2463025,0.11422212,-0.32496786,-0.18833669,-0.26861936,-0.21948795,-0.2580417,-0.18886909,-0.18975584,-0.4100699,-0.14840715,12.843907,-0.13950385,-0.2749479,-0.2589643,-0.18480426,-0.54947495,-0.29615602,-0.1463834,-0.10645457,0.003970559,-0.26710337,-0.61675125,-0.43570486,-0.17474985,-0.3354017,0.24307905,-0.19821258,-0.14509676,-0.024301503,-0.39761376,0.012429111,-0.11300463,-0.33355474,-0.17016846,-0.17436506,-0.08842425,-0.12844944,-0.41826352,-0.1285002,0.4916403,-0.5008261,-0.27199557,-0.27367532,2.7972639,-0.13041522,-0.30564326,3.0728154,-0.15167028,-0.24564958,-0.5525898,0.41895297,-0.13544208,0.24380523,-0.5492927,-0.35714063,-0.40087533,0.018712461,1.1043372,-0.009129552,-0.52642745,-0.7017679,-0.07021538,-0.20412403,0.34652367,-0.7769905,0.11059185,-0.46701354,-0.030649329,10.136441,0.63923305,-0.34912166,-0.21856315,-0.9712018,-0.49743134,0.062312767,-0.12790692,-0.21404667,0.024236768,0.06845074,-0.5007907,0.19917315,-0.20469326,-0.30553523,0.11965602,-0.3143071,-0.73230153,-0.6039399,0
-0.12407668,-0.1550431,-0.16045791,-0.052796666,-0.05480137,-0.29007378,-0.03379189,-0.050880395,0.013705417,-0.21612142,-0.08244564,-0.36952484,-0.25643477,-0.4856791,0.016813625,-0.36905852,-0.2258911,-0.23316461,-0.24742706,-0.14167626,-0.10485086,-0.3870501,-0.2565966,-0.28005132,-0.16431865,-0.24530165,-0.10879334,-0.1730233,0.09297064,-0.19947436,-0.3273518,-0.29568645,0.09730893,-0.1789283,0.24161285,-0.05501079,-0.36250922,-0.28361472,-0.5813915,0.05058926,0.034833923,-0.3596246,-0.46179512,-0.24474972,-0.42170388,-0.3742929,-0.5035729,0.244864,-0.34953353,-0.2558989,-0.22296624,-0.139509,-0.5975748,-0.50253725,-0.41195804,-0.03351497,-0.11932772,-0.11266654,-0.12755094,-0.15260987,-0.2082385,-0.5914433,-0.4921369,0.47553512,-0.24382532,-0.21055228,-0.6181154,0.08955945,-0.26493004,-0.0066007357,0.2742584,-0.31980127,-0.58552206,-0.03246461,-0.2806396,-0.471548,0.37868217,0.0969546,-0.18162316,-0.35129973,-0.029860543,-0.82347983,0.28406447,0.53867775,-0.058712352,-0.22210991,-0.37302133,-0.46704322,-0.12790692,-0.21404667,-0.3993574,-0.022228895,-0.043791957,0.12972417,-0.35145968,0.10032934,-0.12881137,-0.3143071,-0.6424691,-0.61802614,1
-0.27745736,-0.09224053,-0.17275904,-0.09008242,0.033084933,-0.09806763,-0.29580545,-0.1263751,-0.27512985,-0.10667735,-0.10884254,-0.15913527,-0.47165927,-0.3681654,-0.30136427,-0.23528723,-0.083625734,-0.109200485,0.20292719,-0.25197375,-0.2586803,-0.49814475,-0.310259,-0.31243443,-0.2446702,0.014930785,-0.4520852,-0.10005759,0.11477133,0.06260589,-0.23791032,-0.14263701,-0.3478947,-0.14447708,-0.14838353,12.651638,-0.31587788,8.323548,-0.5047955,0.06840552,-0.25418425,-0.17233385,-0.58151007,-0.13817614,-0.21335067,-0.19047394,-0.1403921,0.17170525,-0.39176568,-0.37555566,-0.24100044,0.012798483,-0.46478552,-0.18149115,0.21566646,-0.29783878,-0.34959558,-0.25728723,-0.2947417,-0.32721293,-0.23555925,-0.4491813,-0.6573979,-0.0676392,-0.25954157,-0.47602606,-0.42994228,-0.4339264,9.191568,-0.42612427,-0.11994657,-0.26967394,-0.471704,-0.13761434,0.22819489,-0.49018002,-0.10909153,-0.21231921,-0.04976744,-0.43904305,-0.16109283,-0.46630856,0.45679992,-0.39331836,-0.11812774,-0.7949049,-0.5284779,-0.46837282,-0.12790692,-0.21404667,-0.2755171,-0.25057188,-0.44013202,0.3472686,-0.14296074,0.4701959,-0.19978173,-0.3143071,-0.036180355,-0.1412654,0
-0.08589794,-0.15457666,-0.08883539,-0.20994994,0.122032724,-0.13862738,-0.023368977,0.08593787,-0.011371638,0.019546751,-0.15569538,-0.084545515,0.07006316,0.16930412,0.15185755,-0.024816485,0.22611496,-0.09774635,-0.27632278,0.19569677,0.34094864,-0.023749381,-0.19676603,0.5719339,0.28050688,-0.047778726,0.35164797,-0.021802304,-0.40134147,0.4004897,0.23351192,0.12522534,0.12534466,-0.25917622,-0.44275743,0.15209022,-0.18494125,-0.3516022,0.25019622,-0.24297254,-0.56256074,-0.41308233,-0.040075075,0.22174565,0.40373385,0.1455155,0.16925755,-0.18986557,0.55299294,0.36776286,0.059951268,0.115688294,-0.0146484,-0.056784477,0.5626646,0.073991366,0.2447808,-0.20199402,0.6705643,-0.0959783,-0.15143739,0.64236754,-0.043999325,0.4992523,-0.42336896,0.1544738,0.124788165,-0.4542948,0.12003622,-0.035203137,-0.1983097,0.6637923,-0.58085465,-0.18512718,-0.66289586,-0.4882589,-0.2117788,0.58380276,-0.25238305,1.2451878,0.06784311,-0.09665,0.5020628,-0.11660153,0.057926018,-0.36270759,-0.0996764,0.46512923,-0.12790692,0.42992353,0.05072218,0.044440895,-0.14621535,0.3052423,0.16881801,0.50532794,-0.19370452,0.066680744,0.43941015,0.31328735,1
-0.022370258,-0.10593575,0.008429788,0.06280723,0.14117183,-0.044630487,-0.073564544,-0.089409165,-0.10689738,0.09654864,-0.014924489,0.54002887,0.057626896,0.18979196,0.1971657,0.008830308,0.046722535,0.1655009,0.094557375,0.016358959,-0.17077379,-0.018281827,0.13265793,0.3637168,0.43356,0.044639926,-0.006428342,0.051879626,-0.21030982,0.110291556,-0.13200542,-0.14094353,0.0010229253,-0.17321849,0.58025056,-0.36739096,0.16879076,-0.048208944,0.2055373,0.03638191,0.3479931,0.14692003,0.44846836,0.26276252,0.8545598,0.88390434,0.16384691,0.31086972,-0.014951354,0.101730116,0.3828176,-0.17907347,0.25141165,0.38651758,0.26850083,12.334211,0.19284044,-0.16451962,0.15195687,0.0567443,-0.036653347,0.27909502,1.1593152,0.34453967,1.0902479,-0.04461623,0.53514147,0.29724592,-0.14125954,0.14104451,0.07177596,-0.12130878,0.45145187,0.13481227,0.48461813,0.37243652,-0.041789643,-0.009749487,-0.023962738,-0.08451505,-0.045867924,0.09307953,0.50753415,-0.18550146,-0.07263279,0.14651856,1.1552594,-0.24304366,-0.12790692,-0.21404667,0.18770868,-0.22187689,1.0106152,0.23789634,0.07422752,-0.003192969,-0.044727225,-0.3143071,0.09996877,-0.3264782,1
0.03984867,-0.124602064,-0.10843,-0.07319661,0.02052351,0.19087406,-0.13337979,-0.06772446,-0.053586874,-0.15078756,-0.05700762,0.2848447,-0.028648319,-0.060338628,-0.08908168,-0.14729102,-0.09700446,0.206262,13.028462,-0.009067889,-0.25901812,0.08917924,-0.21620683,0.20447357,0.16338652,-0.20433977,0.09744613,-0.23191182,-0.179738,0.1612708,-0.035215143,-0.15722336,-0.4428057,-0.014267885,0.53105986,0.0988789,-0.2122498,-0.1335848,-0.21778448,-0.025647165,-0.2082021,-0.15414536,0.39338708,-0.48898122,-0.22267552,0.014628867,-0.4752434,0.5307888,-0.16909279,-0.06934016,-0.24901499,2.1450646,-0.016139263,0.50410193,-0.032498345,-0.32848436,-0.30809295,7.8986006,-0.0600309,0.10514105,1.5968375,-0.21023183,0.25470063,0.38915765,0.43755737,-0.32331994,-0.22557393,-0.28713474,-0.4724,-0.21155164,-0.27272633,-0.3237831,-0.26248413,0.1398885,0.63389724,-0.53325814,1.6101096,-0.02338032,0.5385647,-0.2427892,0.056943476,-0.48433998,0.5326976,-0.007383479,-0.043066517,-0.010665377,0.537468,0.5397906,-0.12790692,-0.21404667,-0.28968763,-0.11075832,0.8130518,0.27149564,-0.17821717,0.46882877,-0.20069265,-0.3143071,0.11086979,0.11386923,1
-0.12353987,-0.02076237,-0.01742168,-0.029021963,0.020898635,-0.029773893,-0.06134434,-0.097862884,-0.2148816,-0.11347065,-0.1403699,-0.010304247,-0.1311097,-0.2895653,-0.17117615,-0.10421298,0.17083658,-0.06981432,-0.19846281,-0.032156773,-0.23024914,-0.1177716,1.2297553,-0.33134592,-0.17655061,-0.28645423,-0.24623361,-0.29066402,-0.10121896,-0.22356738,-0.33000797,-0.2147845,0.016507026,0.65296966,0.11351762,-0.13477218,-0.40608105,-0.4269721,-0.28281936,-0.27514997,-0.26075357,-0.3089593,1.3409742,-0.35230017,0.45082018,-0.2986726,0.036663588,-0.101667,-0.29045975,-0.20709784,-0.040527288,0.21031335,0.3557117,-0.050520923,-0.489167,-0.29911155,0.6863835,-0.17273468,-0.18106247,-0.059782486,-0.16841021,-0.24038811,-0.31793433,-0.49086514,0.6781723,0.2504819,-0.10853337,-0.006796301,-0.35588157,-0.2168643,0.3871909,-0.49721375,-0.40296713,-0.7760452,0.32052064,0.85835683,0.04759477,0.1550214,-0.043130666,-0.3327241,-0.25161427,-0.31983042,0.25991324,-0.14325978,0.62799156,-0.31704918,-0.36384675,-0.20403856,-0.12790692,-0.21404667,3.8820574,0.41536593,-0.39414465,0.28552604,-0.10427116,-0.5531884,2.1696699,-0.3143071,-0.6995989,-0.36427924,1
-0.21488595,-0.26403916,-0.24684529,-0.20044325,-0.15696578,-0.2580751,-0.32695165,-0.1479047,-0.20175593,-0.20732503,-0.112019904,-0.2733746,13.119064,-0.041734595,-0.25420156,-0.27951857,-0.3466032,-0.29316127,-0.3159303,-0.2994065,-0.18514667,-0.47924533,-0.02826529,-0.26954415,-0.41012064,-0.38392732,-0.5396767,-0.075299434,-0.26905546,-0.44547382,-0.36276263,-0.121565215,-0.05216321,2.515318,-0.3972603,-0.66947865,0.5688645,-0.47359136,-0.25203294,-0.18638569,-0.63239515,-0.316324,-0.69617724,-0.19545357,-0.4390992,-0.13147765,-0.45957202,1.1463548,-0.48602986,-0.30887893,-0.4690934,0.30804753,-0.4819053,-0.29997092,-0.2815079,-0.21790087,-0.66836774,-0.17279865,-0.3314215,-0.33895746,-0.31073943,-0.8132706,-0.85323876,-0.601497,-0.46137285,-0.270328,-0.45352626,0.06075044,-0.56671673,-0.5139881,-0.5595779,-0.44242617,7.306774,-0.033019375,0.009762686,-0.5803363,-0.38667026,-0.93435544,-0.45644483,5.619183,-0.20832467,-0.65101683,-0.42233136,-0.43132576,-0.32556155,-0.8516514,-0.7305223,0.08060967,11.988398,0.18048544,-0.48105708,-0.85833615,-0.5236358,-7.0351205,-0.20661698,-0.70343184,-0.2916226,3.444294,-0.5566946,-0.61121976,1
-0.17414652,-0.20248373,-0.08557032,-0.10002291,-0.2378333,0.1374756,-0.12980807,-0.119516484,-0.25133607,-0.0862388,-0.12137739,-0.2075969,-0.18031417,-0.13441803,-0.1054412,-0.16121714,-0.16943258,-0.016849361,-0.20554675,-0.21168342,-0.20448437,0.040833317,-0.073467724,-0.25939596,-0.2976007,-0.17437173,12.809915,-0.12447618,-0.41138852,-0.42125002,-0.36311543,-0.16081123,-0.05464352,-0.2852641,-0.22257118,-0.31574684,-0.53487134,-0.29676366,-0.54032135,0.17947467,-0.115743734,-0.4356682,-0.22073814,0.014005446,-0.27345964,-0.010987418,0.18437025,-0.14032172,0.058254,0.10754151,0.3089368,-0.16158986,-0.18409713,-0.14047468,0.2817759,0.056918524,-0.35308853,4.5229235,-0.1964872,-0.064942166,-0.26178735,-0.2939658,-0.22786042,-0.5959453,-0.42413443,-0.3918651,-0.28515223,-0.20999482,-0.2935665,-0.36159515,0.21704315,-0.51648605,-0.06582062,0.27740806,-0.22265516,-0.4651261,-0.28506556,0.22364286,-0.2920329,-0.5423007,-0.23617436,-0.057628073,0.09491795,-0.1358028,-0.14081308,1.0552336,-0.2701062,-0.1449433,-0.12790692,0.21747968,-0.27323666,-0.8011538,-0.51599956,0.3687507,0.0098073855,-0.6129909,-0.2148329,0.3985266,0.12520261,-0.5200469,1
-0.14692537,0.11640896,-0.06901718,-0.09243476,-0.052259374,0.07886574,-0.16338703,-0.35279876,-0.3658872,-0.10448222,-0.07092138,-0.24805881,-0.194774,-0.010450871,-0.06160958,-0.1045826,-0.19685747,-0.14708066,-0.14202406,-0.10287703,-0.24394758,-0.21544436,-0.20344761,-0.085198075,-0.24956656,-0.14647411,-0.1056187,-0.14656612,-0.3188174,-0.25027975,-0.37577304,-0.27179843,0.5678102,0.034732956,0.32054442,0.09486682,-0.3038361,-0.18590851,-0.22582187,0.22326168,0.13036267,0.44837186,-0.281891,12.160659,0.17659764,-0.14073999,-0.062682286,0.42607206,-0.372057,-0.1656665,0.04677695,-0.37400427,-0.2136496,-0.3531689,-0.5815498,-0.22914474,-0.36343703,-0.11546651,-0.31855592,-0.058415994,-0.17695364,-0.50725347,-0.35989198,-0.31764752,-0.6003342,-0.10442189,0.067082554,-0.1370833,-0.33646455,-0.20966174,0.14992411,0.11939359,-0.17343797,-0.26772735,0.4701439,-0.40528607,-0.15304404,-0.3869979,-0.06191291,-0.26514512,-0.26804182,0.11858101,-0.03400897,-0.40902933,-0.013848919,-0.22298808,-0.35977325,-0.024960047,-0.12790692,0.5517734,-0.34319374,-0.61976874,-0.4270109,0.27605507,-0.1857299,0.14293449,-0.24469778,-0.3143071,-0.1308698,-0.058788884,1
0.03541522,-0.059792656,2.0193717,-0.02584852,-0.18139522,-0.04051433,-0.086038716,-0.16766977,-0.19292635,-0.039472938,-0.0653877,-0.065029025,0.050326094,0.18008982,-0.09427364,0.02086369,-0.21355207,0.06301635,0.17500718,0.18881887,-0.16419764,0.5418866,-0.067233644,0.13671634,-0.012980553,-0.069890656,0.05457942,0.05709799,0.2920799,-0.13161136,0.21066153,0.1624317,0.72475356,-0.11918486,-0.0021774531,0.042055048,-0.289128,0.29454082,0.32129934,0.19762093,0.12231594,0.30249166,0.4362015,-0.33920816,0.14574438,0.05704669,0.5079863,0.049230218,-0.17961194,-0.17718521,0.5730673,-0.04415939,0.16205895,0.8577835,-0.16320066,0.45616302,-0.07584743,-0.22737987,-0.26834238,-0.11311661,-0.21477437,0.11779089,-0.25399777,-0.094891705,0.08498009,0.29056028,-0.027688969,0.10471286,0.38861597,-0.2502292,0.045035265,-0.28160068,0.004140349,0.15976782,1.1363785,0.050786152,0.28744298,0.20218049,0.3688952,-0.029641107,-0.21474843,-0.010652931,-0.028296208,-0.027013155,-0.13974237,0.42790696,0.65519375,-0.48843277,-0.12790692,-0.21404667,-0.44516984,-0.26161367,-0.072696336,0.20058306,-0.08360978,0.62178975,0.3802316,-0.3143071,-0.2396574,-0.32766053,1
-0.04729257,0.117910385,-0.037265792,-0.013675805,-0.1477779,0.12092397,-0.03179859,-0.17415166,0.050844606,-0.13540907,-0.056941677,0.17920348,0.12472072,-0.18393001,-0.03171362,-0.06421182,-0.20267572,0.2629185,-0.0642574,0.4975874,-0.23878999,0.12079041,0.02951925,-0.043184277,-0.27638,0.013653453,-0.20977888,-0.018204793,0.22344291,0.12746783,-0.21608596,0.0035534627,0.55724853,0.077756934,0.1682236,-0.17998503,0.577029,0.051963598,0.26600552,0.19232154,0.1072007,0.0386616,-0.15228485,-0.37813863,0.38573977,-0.122427054,0.14878267,0.33976173,-0.19681287,-0.048039548,0.24957079,-0.18449794,-0.104767755,1.1671599,-0.6689168,0.5925902,9.865299,-0.029599998,-0.11942475,-0.061370313,-0.21131398,-0.054213278,0.9758138,-0.10390717,0.14589366,0.075684465,-0.003169601,-0.048764773,0.1917165,-0.28008282,0.3194657,-0.28315526,0.4087667,-0.041226942,0.7134165,-0.0187386,0.26313457,-0.044795323,0.37009493,-0.58372664,-0.20109795,-0.15969338,-0.025151862,-0.19606555,0.1567429,-0.087345675,0.72220105,0.016098473,-0.12790692,-0.21404667,-0.25920853,-0.38315395,0.5544011,0.28764528,-0.28166014,9.005169,2.6029277,-0.3143071,-0.03282539,-0.56189924,1
-0.039387804,-0.12094355,-0.0131463865,-0.23257911,-0.2856353,-0.053523604,-0.04700094,-0.19887277,-0.023150502,-0.18030906,-0.02141462,-0.2910456,-0.24995042,0.005734756,-0.17502163,-0.22143765,0.0047509903,-0.15027699,-0.20918,-0.14074624,-0.24783857,0.026573561,-0.11840589,-0.009337572,-0.13540924,0.009445628,0.13374372,-0.21656883,-0.07633333,0.038089417,-0.1677705,-0.07391902,0.4158336,-0.042583417,-0.38883367,0.06122596,-0.056080684,7.42061,-0.28400362,-0.37260658,-0.41998675,0.069206804,-0.5229908,-0.31784976,0.49498197,-0.44796786,-0.017278068,0.7862317,-0.28210858,-0.31612992,-0.5054412,0.36572456,-0.312427,-0.26686892,-0.27672923,0.020032331,-0.4017417,0.09700306,-0.5097165,-0.20901638,-0.09139573,-0.21928737,-0.3549937,-0.10026635,0.63459045,0.39224195,0.13419588,0.50634104,-0.13386442,-0.14702344,-0.52343494,-0.3213854,0.04179843,-0.6398684,0.0185594,-0.4410219,0.04189342,-0.393826,0.29837444,-0.25888765,0.021408265,5.618193,-0.15674609,0.11981432,-0.23269084,-0.49921498,-0.5707883,-0.20964377,-0.12790692,-0.21404667,-0.24184774,-0.18428855,-0.49817637,0.20385744,-0.13615312,-0.2970859,-0.23831533,-0.3143071,-0.6101389,-0.16605319,1
0.08780345,-0.018565208,0.1435547,0.37294686,0.21358822,0.12543674,0.20511138,0.23990364,0.049467497,0.5082989,0.005808183,0.08622403,0.76273316,0.16570187,0.26932114,0.5625637,0.05857218,0.27709258,0.6368675,0.15833843,1.7306815,0.3298719,0.15762539,-0.11826337,0.724281,0.55873936,0.3690876,0.06964649,0.6100361,1.0160139,1.005165,-0.009539424,1.6284276,0.18068942,-0.1756628,0.39059025,0.30693096,0.010966953,0.5517913,-0.32023495,1.404069,-0.21784854,0.05671109,0.62416,-0.18983912,0.19445425,0.35946158,-0.31030086,0.440404,0.3212494,0.738079,0.5338239,0.08465278,0.12408517,0.3545574,0.89589286,0.86585337,0.1337411,0.5828806,0.16569962,0.079202764,0.6527561,0.4772666,-0.058313884,0.20281413,0.627046,0.5542759,0.47176993,1.027466,0.293652,-0.026194407,0.3924942,0.33772606,1.4559735,-0.105309635,0.8283177,-0.6733836,0.56374973,0.39391747,0.5513917,0.12791577,-0.61804515,-2.37148,-0.123316035,0.104401566,0.013108746,-0.033857096,0.3143317,-0.12790692,-0.21404667,-0.27981955,-0.074271955,0.21348058,-0.075656824,0.238235,-0.05698968,-0.17702904,-0.3143071,0.9148865,0.93369615,0
-0.06231479,0.10815841,-0.081326164,0.002945978,-0.14599702,-0.26111427,-0.047871485,-0.13148294,-0.05278583,-0.023172522,-0.10912161,0.063885935,0.10740134,-0.054608814,-0.11095322,0.026756225,-0.12711635,-0.0058401884,0.3088784,-0.05244841,-0.21403052,0.124458484,0.013120884,-0.13912202,0.13635115,0.04362775,0.5441685,-0.011730715,-0.1194597,0.26247904,12.790189,-0.17665721,-0.3610548,0.018654559,-0.3163883,-0.21522573,-0.016221331,-0.24683574,0.34451887,-0.06749473,0.047635507,0.27739087,0.26470548,-0.15726975,-0.18759458,-0.13729578,-0.22145936,-0.3335099,-0.07095857,-0.23301728,-0.06377179,1.2664888,0.005357344,-0.47562936,0.08284137,-0.33560792,-0.16613978,-0.11630716,-0.076306224,-0.23191322,-0.16620852,0.75395703,0.16758223,0.060689684,-0.29364246,-0.19144157,0.17419396,-0.27991962,0.12659408,-0.0060084714,-0.31958863,0.39949274,0.04184016,-0.1452221,0.19092926,0.52393955,-0.6146122,-0.0125367865,0.29632467,0.059073243,0.12237902,-0.33734164,0.08076985,-0.2895167,-0.04476851,0.43406767,11.487324,0.041582085,-0.12790692,0.9577731,-0.35047427,-0.31711262,-0.48353988,0.28464565,0.38628688,0.6328158,-0.21634686,-0.3143071,-0.6616683,1.4011976,1
