rnaseq_gene__GENE_OR5B3,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_OR2T1,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_OR10J1,rnaseq_gene__GENE_OR2M7,rnaseq_gene__GENE_VN1R4,rnaseq_gene__GENE_DEFB129,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_PSG11,methylation_gene__GENE_ENO2,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_TRIB3,rnaseq_gene__GENE_GPHB5,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_CT47A6,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_CXORF66,methylation_gene__GENE_ZNF619,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_OR51A4,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_OR8B12,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_LCE3C,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_FLJ25328,rnaseq_gene__GENE_OR4D10,rnaseq_gene__GENE_OR8I2,rnaseq_gene__GENE_OR2T29,methylation_gene__GENE_PRCP,methylation_gene__GENE_DDX11,rnaseq_gene__GENE_OR10AG1,methylation_gene__GENE_SKIL,rnaseq_gene__GENE_BCYRN1,rnaseq_gene__GENE_OR1S2,cnv_log2__GENE_RLIM,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_IFNA16,rnaseq_gene__GENE_DKFZP434L192,rnaseq_gene__GENE_OR6C68,rnaseq_gene__GENE_RAG2,rnaseq_gene__GENE_KRTAP5-11,rnaseq_gene__GENE_KRTAP19-3,rnaseq_gene__GENE_HPVC1,cnv_log2__GENE_SLC16A2,rnaseq_gene__GENE_IQCF5,rnaseq_gene__GENE_SNORA69,methylation_gene__GENE_MAP3K9,rnaseq_gene__GENE_LINC01591,rnaseq_gene__GENE_GUCA1C,rnaseq_gene__GENE_OR4C12,rnaseq_gene__GENE_DEFB118,rnaseq_gene__GENE_PRDM14,rnaseq_gene__GENE_CDX4,rnaseq_gene__GENE_OR51G1,methylation_gene__GENE_IL4R,rnaseq_gene__GENE_FKSG83,methylation_gene__GENE_CASKIN2;TSEN54,rnaseq_gene__GENE_OR51L1,rnaseq_gene__GENE_LINC00442,rnaseq_gene__GENE_TAAR8,rnaseq_gene__GENE_ACCSL,methylation_gene__GENE_SHBG;SAT2,rnaseq_gene__GENE_OR2M1P,methylation_gene__GENE_ADAR,methylation_gene__GENE_MOCS2,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_OR6B1,rnaseq_gene__GENE_MYF5,rnaseq_gene__GENE_FGF6,methylation_gene__GENE_SLC15A4,rnaseq_gene__GENE_PRAMEF5,methylation_gene__GENE_ZNF345,rnaseq_gene__GENE_SCARNA8,methylation_gene__GENE_PSMG1,rnaseq_gene__GENE_CPS1-IT1,rnaseq_gene__GENE_PAGE3,rnaseq_gene__GENE_SNORA11B,methylation_gene__GENE_QTRT1,methylation_gene__GENE_ZNF160,methylation_gene__GENE_PTGR2,rnaseq_gene__GENE_OR14C36,rnaseq_gene__GENE_TMEM225,methylation_gene__GENE_CNOT10,rnaseq_gene__GENE_FLJ43859,methylation_gene__GENE_C19ORF24,methylation_gene__GENE_ATP5S;L2HGDH,rnaseq_gene__GENE_IFNA6,methylation_gene__GENE_USP14,methylation_gene__GENE_H3F3B,rnaseq_gene__GENE_CRYGA,methylation_gene__GENE_SOCS4;WDHD1,rnaseq_gene__GENE_OPTC,methylation_gene__GENE_CYP51A1,cnv_log2__GENE_MIR1277,cnv_log2__GENE_WDR44,target
-0.06940588,-0.10252848,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,0.61175823,-0.0679732,-0.23738775,-0.06327252,-0.5523364,-0.030400895,-0.7259348,-0.05234718,-0.43286616,-0.050521668,-0.10053951,-0.06342052,-0.64885,-0.13939492,-0.2642927,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,-0.02911751,-0.2745543,-0.07527141,-0.62119263,-0.078358516,-0.074266955,-0.09120981,-0.843734,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,-0.09924634,-0.09630276,-0.08561648,-0.3215623,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.43596408,-0.21242365,-0.74602246,-0.0686956,-0.17408647,-0.07787435,-0.25247434,-0.4429897,-0.10272443,-0.26440698,0.015389784,-0.06594675,-0.12339336,-0.105133064,-0.08795058,-0.4256024,-0.08723144,-0.36505827,9.194382,-0.31281716,-0.114638045,-0.066061795,-0.082764626,-0.45533317,-0.4081504,-0.38262254,-0.10445149,-0.051617455,-0.27880096,-0.1053454,-0.33594033,-0.7456373,-0.108581774,-1.3250315,-0.7025059,-0.07638114,-0.13280864,-0.36342356,-0.5316986,-0.15116432,-0.15115039,0
-0.06940588,-0.3341292,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,-0.75062984,-0.0679732,-0.24647723,-0.06327252,-0.025002167,-0.030400895,-0.45199832,-0.05234718,-0.04363104,-0.050521668,-0.10053951,-0.06342052,-0.4870124,-0.13939492,-0.5330508,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,-0.28235427,1.321183,-0.07527141,-0.2798646,-0.078358516,-0.074266955,0.09560374,0.0870803,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,1.4943362,-0.124685876,-0.16757613,0.08734918,-0.09630276,-0.08561648,-0.18629426,-0.18395357,3.7405536,-0.11426283,4.3943024,-0.19387476,-0.110764034,-0.06812416,-0.13839024,-0.21242365,-0.58163506,-0.0686956,-0.17408647,-0.07787435,-0.25247434,0.8505181,-0.10272443,0.103365555,-0.14924069,-0.06594675,-0.12339336,-0.105133064,-0.08795058,0.24270411,-0.08723144,2.1326709,-0.16951889,-0.35557976,-0.114638045,-0.066061795,-0.082764626,-0.22782376,0.2642968,0.337951,-0.10445149,-0.051617455,-0.4885672,-0.1053454,-0.36071333,0.2414215,-0.108581774,-1.7817714,1.9154934,-0.07638114,-0.11761309,-0.36342356,-0.028363835,0.025785193,0.025798095,0
-0.06940588,-0.10555432,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,-0.1424499,-0.0679732,-0.12538017,-0.06327252,-0.0541681,-0.030400895,-0.38178238,-0.05234718,-0.36431113,-0.050521668,-0.10053951,-0.06342052,-0.2730586,-0.13939492,-0.23348694,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,-0.15890045,-0.973248,-0.07527141,-0.12597801,-0.078358516,-0.074266955,0.12155006,0.031544674,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,0.113265224,-0.09630276,-0.08561648,-0.23734266,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.27758572,-0.21242365,-0.6673239,-0.0686956,-0.17408647,-0.07787435,-0.25247434,-0.09810458,-0.10272443,-0.117253825,-0.092861325,-0.06594675,-0.12339336,-0.105133064,-0.08795058,0.53528553,-0.08723144,-0.1500567,-0.16951889,-0.30131575,-0.114638045,-0.066061795,-0.082764626,0.345552,-0.37716824,-0.25041243,-0.10445149,-0.051617455,-0.10747917,-0.1053454,0.0048553697,1.3545374,-0.108581774,-0.30266392,-0.30271968,-0.07638114,-0.28574705,-0.36342356,-0.16710691,0.049068026,0.049080793,0
-0.06940588,0.5043009,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,0.38739008,-0.0679732,-0.12876423,-0.06327252,-0.09596316,-0.030400895,-0.42573836,-0.05234718,-0.2826257,-0.050521668,-0.10053951,-0.06342052,-0.07677939,-0.13939492,0.35039955,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,0.35986677,2.8855329,-0.07527141,0.5300003,-0.078358516,-0.074266955,3.2402985,-1.0009017,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,3.228374,-0.09630276,-0.08561648,-0.5689945,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.18877764,-0.21242365,-0.9343456,-0.0686956,1.0488646,-0.07787435,-0.25247434,-0.061182078,-0.10272443,0.18854095,1.1238623,-0.06594675,-0.12339336,-0.105133064,-0.08795058,-0.55109847,-0.08723144,0.2708729,-0.16951889,-0.16075377,-0.114638045,-0.066061795,-0.082764626,-0.31604263,-0.22380553,-0.42816177,-0.10445149,-0.051617455,0.4327729,-0.1053454,-0.023037933,0.20647895,9.417531,0.33475742,0.02446009,-0.07638114,-0.27617922,-0.36342356,-0.20438583,0.011815493,0.011828479,0
-0.06940588,-0.6168785,-0.050053358,-0.06331775,32.86337,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,-0.54394335,-0.0679732,0.04105561,-0.06327252,-0.18217418,32.863365,-0.1344831,-0.05234718,-0.049591113,-0.050521668,-0.10053951,-0.06342052,-0.42148706,8.2096195,-0.6786086,-0.062246185,-0.067629814,2.2637622,-0.09654722,-0.051938124,-0.030400898,-0.69738066,-0.31943512,-0.07527141,-0.85791206,-0.078358516,-0.074266955,-0.25726628,-0.2018794,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,5.8647914,-0.265109,-0.09630276,-0.08561648,-0.27954072,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.28412962,-0.21242365,-0.509909,-0.0686956,-0.17408647,-0.07787435,-0.25247434,-0.5310572,-0.10272443,-0.3634716,0.3580584,-0.06594675,-0.12339336,-0.105133064,-0.08795058,0.5622385,-0.08723144,-0.7573776,-0.16951889,-0.28399906,-0.114638045,-0.066061795,-0.082764626,-0.37860307,-0.015252167,0.5439098,-0.10445149,-0.051617455,0.09791226,-0.1053454,-0.10088517,-0.19011556,-0.108581774,-1.5424687,1.9086019,-0.07638114,-0.041356485,-0.36342356,0.0036809947,-0.2536088,-0.25359425,0
-0.06940588,0.017067615,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,0.06434326,-0.0679732,-0.09215851,-0.06327252,-0.5417071,-0.030400895,-0.43623352,-0.05234718,-0.24480706,-0.050521668,-0.10053951,-0.06342052,-0.28620082,-0.13939492,0.17604819,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,-0.46036416,-0.39943442,-0.07527141,-0.27859765,-0.078358516,-0.074266955,-0.044506423,-0.12831937,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,-0.05259746,-0.09630276,-0.08561648,-0.26814407,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.31984833,-0.21242365,-0.8487984,-0.0686956,-0.17408647,-0.07787435,-0.25247434,-0.5552418,-0.10272443,-0.11292972,-0.29391363,-0.06594675,-0.12339336,-0.105133064,-0.08795058,-0.57483953,-0.08723144,-0.14436464,-0.16951889,-0.31896544,-0.114638045,-0.066061795,-0.082764626,-0.22465324,-0.25695696,0.18863744,-0.10445149,-0.051617455,-0.38006097,-0.1053454,-0.16330905,-0.85465294,-0.108581774,-0.8724555,-0.2997158,-0.07638114,-0.20515595,1.2090769,-0.015301172,-0.0999421,-0.09992846,0
-0.06940588,1.3710812,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,0.23757973,-0.0679732,-0.0911497,-0.06327252,-0.0074925795,-0.030400895,-0.28935865,-0.05234718,-0.33833176,-0.050521668,-0.10053951,-0.06342052,-0.37666568,-0.13939492,-0.0095119355,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,1.0017488,-0.8578567,-0.07527141,1.5577562,-0.078358516,-0.074266955,0.24609244,-0.70295787,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,0.23766223,-0.09630276,-0.08561648,-0.16405058,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,0.07908882,-0.21242365,-1.1879418,-0.0686956,-0.17408647,-0.07787435,-0.25247434,-0.48459983,-0.10272443,0.37527856,-0.19588201,-0.06594675,-0.12339336,-0.105133064,-0.08795058,-0.6570126,-0.08723144,-0.21869133,-0.16951889,1.2719449,-0.114638045,-0.066061795,-0.082764626,-0.28793418,-0.5102627,0.7898922,-0.10445149,-0.051617455,1.0978329,-0.1053454,-0.022624547,-0.59679997,-0.108581774,1.5507748,0.2933762,-0.07638114,-0.06402808,-0.36342356,-0.17175385,0.16082563,0.16083772,0
-0.06940588,-0.717063,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,1.0540677,-0.0679732,-0.19305584,-0.06327252,0.19731627,-0.030400895,0.74198943,-0.05234718,-0.09255804,-0.050521668,-0.10053951,-0.06342052,-0.47283056,-0.13939492,-0.43016386,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,-0.038043596,0.1290564,-0.07527141,2.2922585,-0.078358516,-0.074266955,-0.35586235,-0.06410398,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,-0.36358997,-0.09630276,-0.08561648,0.066207625,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,0.58186823,-0.21242365,-0.05494249,-0.0686956,-0.17408647,-0.07787435,-0.25247434,-0.36629817,-0.10272443,0.8079028,1.2423296,-0.06594675,-0.12339336,-0.105133064,-0.08795058,0.21884674,-0.08723144,-0.10820425,-0.16951889,-0.21232569,-0.114638045,-0.066061795,-0.082764626,0.074041165,0.025247756,0.45816752,-0.10445149,-0.051617455,0.38058275,-0.1053454,-0.26775095,0.40116066,-0.108581774,-1.1720343,1.0937397,-0.07638114,0.11858597,-0.36342356,-0.008280095,-0.37933606,-0.37932077,0
-0.06940588,0.09701309,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,0.0048685577,-0.0679732,-0.22254965,-0.06327252,-0.456451,-0.030400895,-0.47705603,-0.05234718,-0.23240429,25.080305,-0.10053951,-0.06342052,-0.51059014,-0.13939492,0.22015667,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,-0.89712965,-0.5771212,-0.07527141,0.01233353,-0.078358516,-0.074266955,-0.7554357,0.1419002,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,-0.762697,-0.09630276,-0.08561648,-0.37280592,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.2866664,-0.21242365,0.3305744,-0.0686956,-0.17408647,-0.07787435,-0.25247434,0.027919894,-0.10272443,-0.09586655,-0.17714061,-0.06594675,-0.12339336,-0.105133064,-0.08795058,-0.41248673,-0.08723144,-0.04323395,-0.16951889,-0.3018023,-0.114638045,-0.066061795,-0.082764626,-0.13410349,-0.34863856,-0.33766186,-0.10445149,17.409082,-0.22703461,-0.1053454,-0.25405744,0.12820493,-0.108581774,-0.792143,-0.12079167,-0.07638114,-0.09679538,-0.36342356,-0.15663669,0.8686237,0.8686316,0
25.066278,-0.67440045,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,-0.71487683,-0.0679732,-0.2682449,-0.06327252,-0.43773437,-0.030400895,-0.4449366,-0.05234718,-0.051780842,-0.050521668,-0.10053951,-0.06342052,-0.21589617,-0.13939492,0.0114324,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,-0.45626932,17.696108,-0.07527141,-0.3364026,-0.078358516,-0.074266955,1.4240556,-0.30708128,-0.059134748,-0.12434906,21.613487,-0.08303952,-0.18899952,0.9860703,-0.124685876,-0.16757613,1.4142506,-0.09630276,-0.08561648,-0.08376824,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,0.023944857,-0.21242365,-0.67243236,-0.0686956,-0.17408647,-0.07787435,-0.25247434,-0.030166226,-0.10272443,0.06406059,0.08843521,-0.06594675,-0.12339336,-0.105133064,-0.08795058,0.15041368,-0.08723144,-0.35833728,-0.16951889,-0.3472847,-0.114638045,-0.066061795,-0.082764626,-0.43376803,-0.105661295,-0.38988468,-0.10445149,-0.051617455,0.60091686,-0.1053454,-0.18814275,0.6647442,-0.108581774,-1.5532285,0.57246846,-0.07638114,-0.061135314,-0.36342356,0.18524277,1.2178661,1.2178721,0
-0.06940588,-0.14338702,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,0.56473356,-0.0679732,-0.016636467,-0.06327252,0.20044598,-0.030400895,0.72158295,-0.05234718,-0.08250082,-0.050521668,-0.10053951,-0.06342052,0.36074203,-0.13939492,-0.1784918,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,3.313426,0.39039814,-0.07527141,13.127999,-0.078358516,-0.074266955,-0.9630064,0.30446592,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,-0.9700254,-0.09630276,-0.08561648,0.30988684,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.017994054,-0.21242365,-0.17616396,-0.0686956,-0.17408647,-0.07787435,-0.25247434,-0.060902197,-0.10272443,0.01782197,0.46966597,-0.06594675,-0.12339336,-0.105133064,-0.08795058,0.12673682,-0.08723144,3.2589145,-0.16951889,0.057700038,-0.114638045,-0.066061795,-0.082764626,0.20640914,0.36247626,0.07801153,-0.10445149,-0.051617455,2.4523878,-0.1053454,-0.08072326,0.9458091,-0.108581774,-0.48207852,0.45179674,-0.07638114,0.26723647,-0.36342356,0.18505433,-0.92415434,-0.92413586,0
-0.06940588,-0.6579204,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,-0.008713054,-0.0679732,-0.10530398,-0.06327252,0.22814822,-0.030400895,0.2975367,-0.05234718,-0.19686984,-0.050521668,-0.10053951,-0.06342052,-0.48481768,-0.13939492,-0.15081082,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,0.15361944,1.8208036,-0.07527141,0.06483191,-0.078358516,-0.074266955,0.12155006,-0.3619114,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,0.113265224,-0.09630276,-0.08561648,-0.097762816,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.16763398,-0.21242365,-0.109879866,-0.0686956,-0.17408647,-0.07787435,-0.25247434,1.4621499,-0.10272443,-0.25218573,0.03524139,-0.06594675,-0.12339336,-0.105133064,-0.08795058,-0.14890762,-0.08723144,1.1032648,-0.16951889,-0.1333687,-0.114638045,-0.066061795,-0.082764626,-0.34180602,0.116116844,0.2301777,-0.10445149,-0.051617455,0.18722613,-0.1053454,-0.21418178,0.6134025,-0.108581774,-1.5367476,1.4903959,-0.07638114,0.0358637,-0.36342356,-0.15842552,0.049068026,0.049080793,0
-0.06940588,-0.54876757,-0.050053358,-0.06331775,-0.030400895,-0.07421895,5.7606864,-0.054831173,-0.06825314,25.742222,-0.08720162,-0.42418182,-0.0679732,0.42049947,-0.06327252,0.09717161,-0.030400895,-0.19522774,-0.05234718,0.05978099,-0.050521668,-0.10053951,-0.06342052,-0.45280725,-0.13939492,-0.5478391,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,-0.17099929,-0.17934032,-0.07527141,1.1614099,-0.078358516,-0.074266955,0.6975585,0.22536437,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,0.68860143,-0.09630276,-0.08561648,-0.22858958,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.17413017,-0.21242365,-0.2747585,-0.0686956,-0.17408647,-0.07787435,-0.25247434,-0.35701826,-0.10272443,0.3385069,-0.19071779,-0.06594675,-0.12339336,-0.105133064,-0.08795058,-0.6250511,-0.08723144,-0.02339453,-0.16951889,-0.31164306,-0.114638045,-0.066061795,-0.082764626,-0.28000808,0.008333745,-0.03520178,-0.10445149,-0.051617455,-0.32118914,-0.1053454,-0.2377355,-0.082834184,-0.108581774,-1.9584101,0.4287296,-0.07638114,-0.094009645,6.686527,-0.17944443,0.5659469,0.5659566,0
-0.06940588,-0.65305865,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,-0.45391682,-0.0679732,-0.2403717,-0.06327252,0.030899525,-0.030400895,-0.35864606,-0.05234718,-0.011505368,-0.050521668,-0.10053951,-0.06342052,-0.14443219,-0.13939492,1.0295314,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,-1.0401921,1.651559,-0.07527141,0.34331924,-0.078358516,-0.074266955,-0.30915898,0.15141377,-0.059134748,-0.12434906,-0.16218084,-0.08303952,1.1773716,-0.21476083,-0.124685876,-0.16757613,-0.3169411,-0.09630276,-0.08561648,0.16213791,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.01555955,-0.21242365,0.12499489,-0.0686956,-0.17408647,-0.07787435,-0.25247434,0.055632137,-0.10272443,-0.05152269,-0.16249843,-0.06594675,-0.12339336,-0.105133064,-0.08795058,0.2930811,-0.08723144,-0.2797312,-0.16951889,-0.27377036,-0.114638045,-0.066061795,-0.082764626,0.10754527,-0.046060324,-0.106632926,-0.10445149,-0.051617455,-0.30858877,-0.1053454,-0.058427762,0.6807707,-0.108581774,0.6886047,1.4910212,-0.07638114,0.67095745,-0.36342356,0.11931154,-0.337427,-0.33741194,1
-0.06940588,-0.36258972,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,-0.44163448,-0.0679732,-0.14190225,-0.06327252,0.35227954,-0.030400895,0.005009959,-0.05234718,0.043485463,-0.050521668,-0.10053951,-0.06342052,-0.17152219,-0.13939492,0.30636692,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,1.4996146,0.15220335,-0.07527141,0.3140364,-0.078358516,-0.074266955,0.27203876,0.31179366,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,0.26357827,-0.09630276,-0.08561648,-0.046725783,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,0.06423572,-0.21242365,0.14713866,-0.0686956,-0.17408647,-0.07787435,-0.25247434,0.11052683,-0.10272443,0.40471163,-0.5375418,-0.06594675,-0.12339336,-0.105133064,-0.08795058,-0.06227564,-0.08723144,-0.37253064,-0.16951889,-0.24077316,-0.114638045,-0.066061795,-0.082764626,-0.1534816,-0.08908182,-0.003561983,-0.10445149,-0.051617455,0.7873705,-0.1053454,0.19665422,0.19297454,-0.108581774,-0.7250372,1.2281401,-0.07638114,0.003638453,0.7682162,0.04914532,0.18410845,0.18412042,1
-0.06940588,-0.3275627,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,-0.08720162,0.011327503,-0.0679732,-0.20262448,-0.06327252,0.1716675,-0.030400895,0.18824704,-0.05234718,-0.065901086,-0.050521668,-0.10053951,-0.06342052,-0.38405964,-0.13939492,-0.07157679,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,0.8798574,0.7515891,-0.07527141,0.8455446,-0.078358516,-0.074266955,-0.1223454,0.0927195,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,-0.1303456,-0.09630276,-0.08561648,-0.024489604,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.0653963,-0.21242365,0.19367555,-0.0686956,-0.17408647,-0.07787435,-0.25247434,3.8015807,-0.10272443,-0.042058084,0.16312456,-0.06594675,-0.12339336,-0.105133064,-0.08795058,-0.074236065,-0.08723144,-0.23127504,-0.16951889,-0.22008058,-0.114638045,-0.066061795,-0.082764626,-0.26946917,-0.0070996014,1.5258027,-0.10445149,-0.051617455,0.5634965,-0.1053454,-0.048379477,0.18360317,-0.108581774,-0.8179632,0.31231868,-0.07638114,-0.10688426,2.0860696,0.23296727,-0.1697906,-0.16977654,1
-0.06940588,-0.42057452,-0.050053358,-0.06331775,-0.030400895,-0.07421895,-0.11696981,-0.054831173,-0.06825314,-0.06427042,1.1644818,-0.063276954,-0.0679732,-0.3045636,-0.06327252,-0.31001326,-0.030400895,-0.70256025,-0.05234718,-0.16019964,-0.050521668,-0.10053951,-0.06342052,-0.5863822,-0.13939492,-0.21125332,-0.062246185,-0.067629814,-0.1885197,-0.09654722,-0.051938124,-0.030400898,0.5131681,-0.32506657,-0.07527141,-0.30599,-0.078358516,-0.074266955,-0.27802336,-0.46157444,-0.059134748,-0.12434906,-0.16218084,-0.08303952,-0.18899952,-0.21476083,-0.124685876,-0.16757613,-0.28584185,-0.09630276,-0.08561648,-0.42132235,-0.18395357,-0.10974532,-0.11426283,-0.13369994,-0.19387476,-0.110764034,-0.06812416,-0.25678003,-0.21242365,-1.1745976,-0.0686956,-0.17408647,-0.07787435,-0.25247434,0.07877411,-0.10272443,-0.014110552,-0.29586244,-0.06594675,-0.12339336,-0.105133064,-0.08795058,-0.45204568,-0.08723144,-0.4017501,-0.16951889,-0.30473337,-0.114638045,-0.066061795,-0.082764626,-0.3124882,-0.10484908,-0.4499558,-0.10445149,-0.051617455,0.61465096,-0.1053454,0.05778409,0.85912615,-0.108581774,-1.4160348,-0.1522241,-0.07638114,-0.20043227,1.098388,-0.12464398,-0.30948755,-0.3094727,1
