methylation_gene__GENE_CDCA4,methylation_gene__GENE_S1PR2,methylation_gene__GENE_TRIM25,methylation_gene__GENE_C18ORF10;KIAA1328,methylation_gene__GENE_NHEDC2,methylation_gene__GENE_FAM55C,methylation_gene__GENE_C1ORF216,methylation_gene__GENE_FDFT1,methylation_gene__GENE_C14ORF80,methylation_gene__GENE_EFHC1,methylation_gene__GENE_ZNF33B,methylation_gene__GENE_GATA6,methylation_gene__GENE_CLIC4,methylation_gene__GENE_ZNF639,methylation_gene__GENE_GOLIM4,methylation_gene__GENE_ADH5,methylation_gene__GENE_DNMT3B,methylation_gene__GENE_BCL7A,methylation_gene__GENE_KIF15;KIAA1143,methylation_gene__GENE_ETS1,methylation_gene__GENE_ICA1L,methylation_gene__GENE_MTMR4,methylation_gene__GENE_SIKE1,methylation_gene__GENE_MAN2A1,methylation_gene__GENE_MRPS17,methylation_gene__GENE_SLC22A4,methylation_gene__GENE_DNAJC18,methylation_gene__GENE_ZNF747,methylation_gene__GENE_TMEM20,methylation_gene__GENE_LLPH,methylation_gene__GENE_TM9SF1,methylation_gene__GENE_KIAA0101,methylation_gene__GENE_CRIP2,methylation_gene__GENE_OSBPL8,methylation_gene__GENE_GEMIN6,methylation_gene__GENE_BET1,methylation_gene__GENE_GPRIN1,methylation_gene__GENE_BRI3,methylation_gene__GENE_HERC5,methylation_gene__GENE_NEO1,methylation_gene__GENE_PRKAG2,methylation_gene__GENE_CLTCL1,methylation_gene__GENE_MRPS34;EME2,methylation_gene__GENE_BLVRA,methylation_gene__GENE_ACP2;NR1H3,methylation_gene__GENE_APLP2,methylation_gene__GENE_NCK1,methylation_gene__GENE_CNPY3,methylation_gene__GENE_LHX4,methylation_gene__GENE_FIBCD1,methylation_gene__GENE_DLX2,methylation_gene__GENE_WWOX,methylation_gene__GENE_C3ORF59,methylation_gene__GENE_RNF17,methylation_gene__GENE_HOMER1,methylation_gene__GENE_MITF,methylation_gene__GENE_PTGES3,methylation_gene__GENE_ATP6V1C1,methylation_gene__GENE_HACE1,methylation_gene__GENE_KLHL7,methylation_gene__GENE_ITPR1,methylation_gene__GENE_KIAA1328;C18ORF10,methylation_gene__GENE_PAPD4,methylation_gene__GENE_MAP4K4,methylation_gene__GENE_MIR548G;C3ORF26,methylation_gene__GENE_BBX,methylation_gene__GENE_SLC35F2,methylation_gene__GENE_POM121,methylation_gene__GENE_RAI14,rnaseq_gene__GENE_KCNK16,methylation_gene__GENE_USF1,methylation_gene__GENE_LOC100329108;GCSH,methylation_gene__GENE_CAMK2D,methylation_gene__GENE_GAS2L1,methylation_gene__GENE_MARCH8,methylation_gene__GENE_GALNT11,methylation_gene__GENE_TMEM8A;LOC100134368,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_MDK,methylation_gene__GENE_CYP39A1;SLC25A27,methylation_gene__GENE_SBNO1,methylation_gene__GENE_SSBP2,methylation_gene__GENE_ZNF507,methylation_gene__GENE_FKBPL,methylation_gene__GENE_NAA20,methylation_gene__GENE_ZNF277;DOCK4,methylation_gene__GENE_PEX11A;WDR93,methylation_gene__GENE_XKR8,methylation_gene__GENE_FCHSD2,methylation_gene__GENE_NDUFB8,methylation_gene__GENE_TMEM67,methylation_gene__GENE_PEBP1,methylation_gene__GENE_UBE2Q2,methylation_gene__GENE_SLC16A13,methylation_gene__GENE_MXD3,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_CDK11A;CDK11B,methylation_gene__GENE_INPP5K;LOC100306951,methylation_gene__GENE_AK3L1,methylation_gene__GENE_GPT2,target
0.07176587,-0.059797835,-0.07793327,0.027631283,-0.111764014,-0.042884838,-0.22846478,-0.15968305,0.20973156,0.26488268,-0.12553848,-0.08734669,-0.2884895,-0.08683194,-0.15918219,-0.26946762,-0.066918515,-0.21957824,0.07445879,-0.10081882,-0.2643466,-0.23304667,-0.08089267,0.15689392,0.16021661,0.04544567,0.637434,0.23224305,-0.057308372,-0.1849668,-0.06459906,0.9993149,0.4635438,-0.012135417,-0.18721873,0.068981685,-0.09361152,-0.14336632,0.0376391,0.612563,0.17305773,-0.111359105,-0.060829677,0.39928755,0.074136205,-0.17193104,-0.11070143,0.24947663,0.23857209,0.16542009,0.73320156,0.14876857,-0.055416156,0.016901432,-0.0316534,0.13945962,-0.030131696,-0.13387425,-0.18566103,0.008107591,0.00922182,-0.18301669,-0.0899785,0.46216255,-0.29035595,0.3461979,-0.16680625,-0.2544598,-0.20555358,-0.21404667,-0.30879846,-0.20556441,0.46958926,-0.20293963,0.2623516,0.03713079,-0.14125003,0.123483546,1.3971138,0.3875612,-0.39329925,-0.29729307,0.16853817,-1.0946999,0.2532168,0.61410505,-0.025139427,-0.3495149,-0.1939144,-0.14707255,-0.15527934,1.3257785,-0.36098439,0.203566,0.7792744,-0.12790692,0.04328777,0.06669354,-0.17911582,-0.33266395,1
-0.022746634,-0.05623584,-0.05777895,0.1344893,0.06093727,-0.08139177,-0.19013913,-0.19052461,-0.08934737,-0.100738734,-0.12574178,-0.03346834,-0.075588554,0.045514755,-0.17199448,0.00026637348,-0.07766804,0.060397997,-0.22569254,-0.17059001,-0.13438557,-0.01793074,0.043639407,0.066560894,-0.14542416,-0.025519427,-0.2729228,-0.30009484,-0.17086263,-0.146926,-0.016808983,-0.22332202,-0.11532967,0.19047837,-0.19600676,0.041194554,-0.015442935,0.10968021,-0.0033644142,-0.37739885,-0.10564843,-0.03918482,-0.2780411,0.19152087,-0.11613798,-0.12088319,-0.3169245,-0.2623748,-0.3821645,0.26876026,-0.21799509,-0.24348404,-0.23851669,0.21059479,-0.47139406,0.08900245,-0.05702694,0.047227047,-0.116946936,0.50287646,-0.122150384,0.033130426,-0.115800835,-0.4585634,-0.2961079,0.67420304,-0.25367945,0.04936787,-0.12618077,-0.21404667,-0.2059986,-0.25559783,-0.03118256,-0.12464913,0.36401185,0.13675845,-0.17512105,-0.0009431463,-0.06324555,-0.17162219,0.34772512,-0.062111337,0.7144736,0.05998546,-0.43663055,0.75240487,0.27222946,11.890482,-0.14933725,-0.061101012,-0.13288647,-0.43347192,-0.027505482,-0.18344228,-0.42525822,-0.12790692,0.04438615,-0.20155877,-0.24050166,-0.12433616,1
0.21181603,-0.037789125,-0.09539437,-0.10297153,0.10212813,-0.16464251,0.1332901,0.11597195,-0.050562747,-0.19794121,-0.010657379,0.0032370524,0.17239697,-0.073795,0.073905356,0.27899635,0.004041208,0.24656083,-0.23317686,-0.25087315,-0.074444994,0.14661957,-0.24172111,0.10976471,0.08279716,0.09474683,-0.34157014,-0.45567733,-0.22820914,0.05909339,-0.061385527,-0.37120858,-0.23912533,0.43853843,0.5100837,0.4260355,-0.12687011,0.16365051,0.10657475,0.08597353,-0.26887816,0.11645827,-0.06764148,-0.42879054,-0.2307964,0.21205384,-0.20520626,0.12900655,-0.021532834,0.037286986,-0.059737198,-0.32201067,-0.304578,0.18642402,0.095776826,-0.016323028,-0.21328722,-0.5090095,-0.3724569,-0.06974022,-0.09914502,0.18390802,-0.33141753,-0.0931676,-0.27823538,-0.15928723,-0.45264244,-0.25376025,-0.09501227,3.94794,-0.49763748,0.19533369,-0.20011166,-0.004273012,-0.54336655,-0.42765,0.47395474,-0.669741,-0.049408197,-0.26390675,-0.91227347,-0.16761504,-0.35063022,0.29125923,-0.16607325,-0.10765136,-0.3857437,-0.29953167,-0.17074372,0.6597548,0.20054203,-0.34601057,0.79419667,7.0357547,-0.65265584,-0.12790692,3.9012792,2.4202788,-0.29517502,-0.12424121,0
-0.042377174,-0.16014312,-0.1818623,-0.27584887,-0.12778373,-0.18672615,0.064032495,-0.19022052,0.013261898,-0.12873681,-0.25294772,-0.19693232,-0.10797654,0.11422212,-0.26166838,-0.22037664,-0.07725674,-0.2463025,-0.36419675,-0.18833669,-0.26861936,-0.18265562,-0.32496786,-0.2580417,-0.21948795,-0.18886909,-0.4100699,-0.36842754,-0.14840715,-0.18975584,-0.032704975,12.843907,-0.38863966,-0.13950385,-0.2749479,-0.29615602,-0.18480426,-0.1463834,-0.10645457,0.003970559,-0.26710337,3.0728154,0.3766673,-0.61675125,0.15850471,-0.17474985,-0.3210967,0.24307905,-0.19821258,-0.024301503,-0.33355474,-0.48934317,-0.39761376,0.19917315,-0.17436506,-0.17016846,-0.11300463,-0.1285002,-0.12844944,0.4916403,-0.08842425,0.4309046,-0.36532736,-0.5008261,2.7972639,-0.27199557,-0.41826352,-0.4108189,-0.15167028,-0.21404667,-0.5492927,-0.30564326,-0.25059688,-0.6665694,-0.24564958,-0.35714063,0.018712461,-0.13544208,-0.07021538,1.1043372,0.63923305,-0.009129552,-0.7017679,-0.30553523,-0.7769905,-0.20412403,0.062312767,-0.34912166,-0.030649329,0.11059185,-0.21856315,-0.1071606,0.024236768,-0.066339575,-0.49743134,-0.12790692,-0.54947495,0.1892021,0.11965602,-0.20469326,0
0.06735447,-0.15445718,-0.07146661,-0.27278903,-0.14258598,-0.05997771,-0.07108028,-0.119550824,-0.17600775,-0.033812672,-0.12689817,-0.22134995,-0.1754607,-0.25888136,-0.025885742,-0.12854779,0.016444419,-0.04283694,-0.32190746,-0.35828686,-0.14281458,-0.05749169,-0.24141131,-0.20344493,-0.11665585,-0.0689458,-0.21170296,-0.3946161,-0.17699899,-0.29099464,-0.08065941,-0.30140805,-0.122688875,-0.13437457,-0.096228644,-0.2355868,-0.1879951,-0.21687299,0.437868,-0.17158927,-0.044631455,-0.25124857,-0.36903968,0.076681636,0.17372218,-0.21721767,0.10852226,-0.43892795,-0.19225,-0.108697586,-0.49442062,-0.10597821,-0.25362164,0.17685686,0.29975107,-0.09445425,-0.11269315,-0.42233822,-0.061542448,-0.49440306,-0.3626942,0.30332246,-0.23650722,-0.23803224,-0.4795628,0.36139104,-0.3318086,-0.42060128,0.039868448,-0.21404667,-0.25948185,0.41082707,-0.017991515,-0.2853152,-0.7030429,-0.15913,0.024934787,-0.015810732,0.36145607,0.25438553,0.45664576,-0.43501836,0.29466295,-0.017268673,-0.47035927,0.34570795,-0.18207705,-0.20069088,-0.06785756,0.4895545,-0.07299132,-0.23593563,-0.25446844,-0.30012983,-0.4227908,-0.12790692,-0.009865906,-0.38389403,-0.25107,-0.045449562,0
-0.032801583,-0.12407668,-0.16045791,-0.26588175,-0.1550431,-0.052796666,-0.05480137,0.0063226596,-0.004910185,-0.29007378,-0.25798324,-0.21612142,0.013705417,-0.4856791,-0.03379189,-0.050880395,-0.08244564,-0.25643477,-0.36952484,-0.36905852,-0.2258911,-0.06148803,0.016813625,-0.24742706,-0.23316461,-0.14167626,-0.3870501,0.1655836,-0.2565966,-0.10485086,-0.084501855,-0.28005132,0.10865799,-0.16431865,-0.24530165,-0.19947436,-0.1730233,-0.3273518,-0.29568645,0.09730893,-0.1789283,-0.15260987,-0.4894043,0.24161285,-0.2508505,-0.36250922,0.14377345,-0.5813915,0.05058926,-0.3596246,-0.3742929,-0.14331056,-0.46179512,0.12972417,0.244864,-0.5035729,-0.42170388,-0.139509,-0.2558989,-0.5975748,-0.34953353,-0.24589984,-0.45112133,-0.50253725,-0.11932772,-0.41195804,-0.22296624,-0.25236863,-0.2082385,-0.21404667,-0.6181154,-0.12755094,-0.091382496,0.268559,-0.5914433,0.08955945,-0.0066007357,-0.24382532,-0.2806396,0.2742584,0.28406447,-0.31980127,-0.03246461,0.10032934,0.0969546,-0.471548,-0.46704322,0.53867775,-0.029860543,-0.18162316,-0.058712352,-0.35137895,-0.3993574,-0.5166359,-0.37302133,-0.12790692,0.09297064,-0.18571778,-0.12881137,-0.35145968,1
-0.021489179,-0.023946362,0.008293776,0.01776796,-0.13138686,0.045415923,-0.051805582,0.0029353546,-0.14359114,-0.0023465317,-0.09006087,-0.0056124246,-0.2785921,0.35405216,-0.201966,-0.08838313,-0.098352164,0.32928646,-0.20327604,-0.045882717,0.02985436,-0.20312726,-0.0938098,-0.033539243,-0.15166,-0.13589007,-0.37798607,-0.1010386,-0.01952725,0.06652427,-0.22592914,-0.034257244,0.039634902,-0.029839182,0.010071294,0.09793217,-0.12514484,-0.1890491,-0.14388931,0.088138,-0.07074702,-0.16609074,-0.28185216,-0.06982434,-0.23608865,-0.080999985,0.1233921,-0.1408446,0.3893667,-0.18137252,-0.18243164,-0.11965668,-0.19824728,0.15989923,-0.13378619,-0.20509334,-0.08588639,-0.3460821,-0.3156436,-0.2305344,-0.30852717,-0.17581591,-0.15586646,-0.027596906,-0.503699,0.86307895,-0.1303542,0.06801827,-0.29528978,-0.21404667,-0.25682962,-0.0039796755,0.037846144,-0.3152861,-0.12650402,-0.20480716,-0.10121543,-0.66370654,0.340543,0.17947672,-0.020942917,0.09614422,-0.2480864,-0.42555553,-0.029948728,0.39287943,-0.3653254,-0.43802324,-0.1418767,-0.07378672,-0.2734691,0.084054016,-0.36929944,-0.50364536,-0.0025922004,-0.12790692,0.41204515,-0.59140044,-0.45126414,-0.27737308,0
-0.002755615,-0.11909446,0.086220875,0.2116199,-0.05711406,-0.037405685,-0.10605506,-0.010127456,0.16014943,0.3689034,-0.054901496,0.20337236,-0.15086615,-0.08436673,-0.14162579,0.32686746,-0.059932277,0.1728461,0.27200875,-0.15917473,-0.018872246,-0.13799344,0.22915342,0.06687046,0.2280277,-0.2526687,-0.14127448,0.0613073,-0.25222558,-0.06313925,0.05221719,0.43017554,0.14608468,0.11392806,-0.007816629,-0.33896613,-0.22633329,0.29787245,-0.0035478466,-0.15217185,0.28452116,-0.15146375,-0.10416886,0.65906477,-0.23024385,0.104923986,-0.057961203,-0.1163461,0.38782522,-0.12193469,-0.0008903024,0.13705018,0.07639541,-0.40977544,-0.155672,-0.10058425,-0.20734881,0.022261683,-0.06164837,-0.06786728,-0.085036494,0.24448681,7.871323e-05,0.20042525,0.011432245,-0.33296946,-0.031617448,-0.29886124,-0.10387406,-0.21404667,0.16597465,0.01335374,-0.52822816,-0.0856996,-0.30930802,0.46995214,-0.07565195,0.4482535,0.9698501,-0.06884494,0.50510246,-0.4127562,-0.50750226,0.14898795,0.026336972,0.021586956,-0.14294295,-0.22530869,-0.0100272605,0.27635404,-0.06848608,0.040990565,0.05720659,-0.04827645,0.7234649,-0.12790692,0.048546623,-0.51446795,-0.0012957866,-0.080317624,1
-0.088190965,0.03984867,-0.10843,0.097709425,-0.124602064,-0.07319661,0.02052351,-0.1531613,0.11299425,0.19087406,-0.14886408,-0.15078756,-0.053586874,-0.060338628,-0.13337979,-0.06772446,-0.05700762,-0.028648319,0.2848447,-0.14729102,-0.09700446,5.3111663,-0.08908168,13.028462,0.206262,-0.009067889,0.08917924,-0.10185527,-0.21620683,-0.25901812,0.28416073,0.20447357,0.495038,0.16338652,-0.20433977,0.1612708,-0.23191182,-0.035215143,-0.15722336,-0.4428057,-0.014267885,0.10514105,-0.13205631,0.53105986,-0.1732638,-0.2122498,-0.5684837,-0.21778448,-0.025647165,-0.15414536,0.014628867,0.38903275,0.39338708,0.27149564,0.5307888,-0.4752434,-0.22267552,2.1450646,-0.06934016,-0.016139263,-0.16909279,0.03586059,-0.32006145,0.50410193,-0.30809295,-0.032498345,-0.24901499,-0.52163833,1.5968375,-0.21404667,-0.22557393,-0.0600309,-0.15970805,-0.030725574,-0.21023183,-0.28713474,-0.21155164,0.43755737,0.63389724,-0.27272633,0.5326976,-0.3237831,0.1398885,0.46882877,-0.02338032,-0.53325814,0.5397906,-0.007383479,0.056943476,0.5385647,-0.043066517,-0.14393187,-0.28968763,-0.28733993,0.537468,-0.12790692,-0.179738,0.33520916,-0.20069265,-0.17821717,1
-0.09954459,-0.12353987,-0.01742168,-0.09335123,-0.02076237,-0.029021963,0.020898635,-0.14238504,-0.05389043,-0.029773893,-0.21686007,-0.11347065,-0.2148816,-0.2895653,-0.06134434,-0.097862884,-0.1403699,-0.1311097,-0.010304247,-0.10421298,0.17083658,-0.2536361,-0.17117615,-0.19846281,-0.06981432,-0.032156773,-0.1177716,-0.016628778,1.2297553,-0.23024914,-0.03372877,-0.33134592,-0.140184,-0.17655061,-0.28645423,-0.22356738,-0.29066402,-0.33000797,-0.2147845,0.016507026,0.65296966,-0.059782486,0.20744161,0.11351762,-0.45462397,-0.40608105,-0.03990312,-0.28281936,-0.27514997,-0.3089593,-0.2986726,-0.17057064,1.3409742,0.28552604,-0.101667,0.036663588,0.45082018,0.21031335,-0.20709784,0.3557117,-0.29045975,-0.4071621,-0.46505538,-0.050520923,0.6863835,-0.489167,-0.040527288,-0.04182033,-0.16841021,-0.21404667,-0.10853337,-0.18106247,-0.34485576,-0.3283307,-0.24038811,-0.006796301,-0.2168643,0.6781723,0.32052064,0.3871909,0.25991324,-0.49721375,-0.7760452,-0.5531884,0.1550214,0.85835683,-0.20403856,-0.14325978,-0.25161427,-0.043130666,0.62799156,1.9983829,3.8820574,6.1443114,-0.36384675,-0.12790692,-0.10121896,-0.40545535,2.1696699,-0.10427116,1
-0.19145969,-0.21488595,-0.24684529,-0.20483546,-0.26403916,-0.20044325,-0.15696578,-0.14161317,-0.035361774,-0.2580751,-0.26126125,-0.20732503,-0.20175593,-0.041734595,-0.32695165,-0.1479047,-0.112019904,13.119064,-0.2733746,-0.27951857,-0.3466032,-0.38229945,-0.25420156,-0.3159303,-0.29316127,-0.2994065,-0.47924533,-0.20178469,-0.02826529,-0.18514667,-0.18647899,-0.26954415,0.23447083,-0.41012064,-0.38392732,-0.44547382,-0.075299434,-0.36276263,-0.121565215,-0.05216321,2.515318,-0.33895746,-0.42532036,-0.3972603,-0.53984886,0.5688645,-0.109039746,-0.25203294,-0.18638569,-0.316324,-0.13147765,-0.25986075,-0.69617724,-7.0351205,1.1463548,-0.45957202,-0.4390992,0.30804753,-0.30887893,-0.4819053,-0.48602986,-0.34064126,-0.43637925,-0.29997092,-0.66836774,-0.2815079,-0.4690934,-0.4433192,-0.31073943,0.18048544,-0.45352626,-0.3314215,-0.6933036,-0.3230937,-0.8132706,0.06075044,-0.5139881,-0.46137285,0.009762686,-0.5595779,-0.42233136,-0.44242617,-0.033019375,-0.70343184,-0.93435544,-0.5803363,0.08060967,-0.43132576,-0.20832467,-0.45644483,-0.32556155,-0.67836505,-0.48105708,-0.3873775,-0.7305223,11.988398,-0.26905546,-0.47353655,-0.2916226,-0.20661698,1
-0.09840258,-0.20629035,-0.21221048,-0.1859081,-0.21292713,-0.09772684,0.019336822,-0.22100158,-0.11775324,-0.023041347,-0.22396703,-0.36289272,-0.09432699,-0.046455827,-0.14101987,-0.063763686,-0.08725756,-0.20614989,-0.28416368,-0.04532614,-0.23038717,-0.021821773,-0.22815987,-0.09889996,-0.07882174,-0.28979418,-0.24787861,-0.11461367,-0.2632728,-0.094619356,-0.12315328,-0.40530494,-0.43020996,-0.38558662,-0.37848207,-0.06842074,-0.18368848,-0.16476268,-0.036499288,-0.25154307,-0.21546762,-0.070051596,10.692661,0.028217426,0.1534893,-0.3151803,-0.42360738,0.15952231,0.00042960374,-0.07813772,-0.22608171,-0.14846614,-0.23357189,0.123141676,-0.19241086,-0.49353522,-0.020253984,-0.7962327,-0.43493962,-0.3481252,-0.3553015,-0.04935029,-0.4862429,-0.37699482,-0.5872751,-0.47084245,-0.4027904,-0.6576519,-0.24902537,-0.21404667,-0.1765512,-0.4035923,-0.78057396,-0.45350635,-0.38926688,-0.31476802,-0.28252578,-0.332274,-0.24031286,-0.36317912,0.30320397,-0.07104628,-0.5179539,-0.928577,-0.2752248,0.0076288646,-0.2692464,-0.48736164,-0.16915928,-0.3909328,0.18247946,5.6467633,-0.34883088,2.111182,-0.3625641,-0.12790692,-0.2405437,-0.5728907,-0.2577758,-0.23650035,1
-0.12732413,0.11046962,0.054972365,0.3720383,0.08013669,0.54115677,-0.35218632,-0.18451588,13.18333,0.16277969,0.057063986,-0.08194136,-0.2304849,-0.09793299,0.26003194,-0.028882992,-0.105254896,0.11920909,0.13266867,0.06635122,0.031649016,0.16575757,0.350515,0.031968605,0.17825249,0.26056343,0.7081049,5.226473,-0.00078509515,-0.011415003,0.12720278,0.31984955,12.259976,-0.07870924,-0.23950377,-0.069499716,0.1020985,-0.061456114,-0.030383963,0.20304997,-0.1847038,-0.022951089,0.5295549,0.4510814,0.74376714,-0.20226048,1.3312523,-0.035015706,0.048732754,0.13623573,-0.0355209,-0.12193713,0.55993694,-2.957683,1.0929607,0.44924393,0.13595003,0.069498286,0.118084475,-0.11740648,-0.096095055,-0.04285939,0.12902145,1.1685574,-0.019401422,-0.05092419,0.13986659,-0.19452707,-0.17828381,-0.21404667,0.7143503,0.31747916,11.534094,0.4091477,0.32913044,0.21010032,0.043050043,0.61898255,0.72098726,0.0854895,-1.3255266,-0.12640044,0.030881759,-0.25588962,0.63698727,0.09818464,-0.42589203,-0.109196834,-0.16548263,-0.08092557,-0.21363044,0.06600557,-0.020161409,0.07929317,0.9935689,-0.12790692,0.37572917,1.126298,-0.028822122,-0.05334978,0
-0.04635756,0.03541522,2.0193717,-0.0858864,-0.059792656,-0.02584852,-0.18139522,0.33852968,0.37834138,-0.04051433,0.023559717,-0.039472938,-0.19292635,0.18008982,-0.086038716,-0.16766977,-0.0653877,0.050326094,-0.065029025,0.02086369,-0.21355207,-0.05200271,-0.09427364,0.17500718,0.06301635,0.18881887,0.5418866,-0.04900332,-0.067233644,-0.16419764,-0.10110223,0.13671634,0.42982706,-0.012980553,-0.069890656,-0.13161136,0.05709799,0.21066153,0.1624317,0.72475356,-0.11918486,-0.11311661,0.16194746,-0.0021774531,0.60890776,-0.289128,0.299383,0.32129934,0.19762093,0.30249166,0.05704669,-0.11004892,0.4362015,0.20058306,0.049230218,0.5079863,0.14574438,-0.04415939,-0.17718521,0.16205895,-0.17961194,-0.104040265,0.71159804,0.8577835,-0.07584743,-0.16320066,0.5730673,0.14955062,-0.21477437,-0.21404667,-0.027688969,-0.26834238,2.8608575,-0.010582133,0.11779089,0.10471286,-0.2502292,0.08498009,1.1363785,0.045035265,-0.028296208,-0.28160068,0.15976782,0.62178975,0.20218049,0.050786152,-0.48843277,-0.027013155,-0.21474843,0.3688952,-0.13974237,-0.44900146,-0.44516984,-0.1945621,0.65519375,-0.12790692,0.2920799,0.15625168,0.3802316,-0.08360978,1
-0.11965707,-0.04729257,-0.037265792,0.06412177,0.117910385,-0.013675805,-0.1477779,-0.10382544,-0.10415579,0.12092397,0.103911236,-0.13540907,0.050844606,-0.18393001,-0.03179859,-0.17415166,-0.056941677,0.12472072,0.17920348,-0.06421182,-0.20267572,-0.028179117,-0.03171362,-0.0642574,0.2629185,0.4975874,0.12079041,0.1030737,0.02951925,-0.23878999,0.08450366,-0.043184277,1.3638381,-0.27638,0.013653453,0.12746783,-0.018204793,-0.21608596,0.0035534627,0.55724853,0.077756934,-0.061370313,7.01023,0.1682236,-0.053720668,0.577029,0.11544284,0.26600552,0.19232154,0.0386616,-0.122427054,0.30024877,-0.15228485,0.28764528,0.33976173,0.14878267,0.38573977,-0.18449794,-0.048039548,-0.104767755,-0.19681287,-0.2506124,0.5711064,1.1671599,9.865299,-0.6689168,0.24957079,-0.29068133,-0.21131398,-0.21404667,-0.003169601,-0.11942475,0.4546259,0.36134967,-0.054213278,-0.048764773,-0.28008282,0.14589366,0.7134165,0.3194657,-0.025151862,-0.28315526,-0.041226942,9.005169,-0.044795323,-0.0187386,0.016098473,-0.19606555,-0.20109795,0.37009493,0.1567429,-0.12490659,-0.25920853,-0.4565824,0.72220105,-0.12790692,0.22344291,-0.11671651,2.6029277,-0.28166014,1
0.1816176,0.08780345,0.1435547,0.23254906,-0.018565208,0.37294686,0.21358822,-0.058726225,0.47748977,0.12543674,0.19542478,0.5082989,0.049467497,0.16570187,0.20511138,0.23990364,0.005808183,0.76273316,0.08622403,0.5625637,0.05857218,0.54333234,0.26932114,0.6368675,0.27709258,0.15833843,0.3298719,-0.06338374,0.15762539,1.7306815,-0.06983596,-0.11826337,0.26596224,0.724281,0.55873936,1.0160139,0.06964649,1.005165,-0.009539424,1.6284276,0.18068942,0.16569962,0.41245723,-0.1756628,0.025088804,0.30693096,1.0203599,0.5517913,-0.32023495,-0.21784854,0.19445425,0.3202577,0.05671109,-0.075656824,-0.31030086,0.35946158,-0.18983912,0.5338239,0.3212494,0.08465278,0.440404,0.79677224,0.67089045,0.12408517,0.86585337,0.3545574,0.738079,0.6909295,0.079202764,-0.21404667,0.5542759,0.5828806,0.0020086325,0.13698554,0.6527561,0.47176993,0.293652,0.20281413,-0.105309635,-0.026194407,-2.37148,0.3924942,1.4559735,-0.05698968,0.56374973,0.8283177,0.3143317,-0.123316035,0.12791577,0.39391747,0.104401566,0.11817405,-0.27981955,-0.12353,-0.033857096,-0.12790692,0.6100361,2.2777395,-0.17702904,0.238235,0
-0.12108477,-0.06231479,-0.081326164,-0.11543556,0.10815841,0.002945978,-0.14599702,-0.09916806,-0.16511677,-0.26111427,0.09593886,-0.023172522,-0.05278583,-0.054608814,-0.047871485,-0.13148294,-0.10912161,0.10740134,0.063885935,0.026756225,-0.12711635,-0.124869816,-0.11095322,0.3088784,-0.0058401884,-0.05244841,0.124458484,1.721396,0.013120884,-0.21403052,-0.109967224,-0.13912202,-0.41132316,0.13635115,0.04362775,0.26247904,-0.011730715,12.790189,-0.17665721,-0.3610548,0.018654559,-0.23191322,0.64753765,-0.3163883,-0.20899928,-0.016221331,0.50248075,0.34451887,-0.06749473,0.27739087,-0.13729578,0.23100513,0.26470548,0.28464565,-0.3335099,-0.22145936,-0.18759458,1.2664888,-0.23301728,0.005357344,-0.07095857,0.011335915,2.3853102,-0.47562936,-0.16613978,0.08284137,-0.06377179,0.0019437519,-0.16620852,0.9577731,0.17419396,-0.076306224,0.112075344,0.08948739,0.75395703,-0.27991962,-0.0060084714,-0.29364246,0.19092926,-0.31958863,0.08076985,0.39949274,-0.1452221,0.6328158,-0.0125367865,0.52393955,0.041582085,-0.2895167,0.12237902,0.29632467,-0.04476851,-0.14486147,-0.35047427,0.64658064,11.487324,-0.12790692,-0.1194597,0.16362663,-0.21634686,0.38628688,1
-0.11644632,-0.18430287,-0.2608715,13.265495,-0.2525085,-0.3314434,-0.2938844,-0.11444762,-0.48359373,0.09140562,-0.29741117,-0.26030263,-0.2533651,-0.35184288,-0.17223082,-0.19007583,-0.22504072,-0.3550406,-0.24848591,-0.23209076,-0.26264805,-0.39923018,-0.23999366,-0.3798725,-0.14479169,-0.21623269,-0.353034,-0.59238267,-0.41596234,-0.22204,-0.22699372,-0.365275,-0.77042615,0.0053000734,-0.18363139,-0.62606674,-0.0527501,-0.6530285,-0.27833295,-0.42878222,-0.31099868,-0.24776465,-0.5092163,-0.72651166,-0.3780038,0.015526755,-0.49540597,0.30462334,-0.53128916,-0.3365996,-0.18598177,-0.42228305,-0.4429729,0.035526223,-0.6878166,0.09676592,-0.3893849,-0.19082874,-0.5341811,-0.68365026,-0.21848887,12.459904,0.39300376,-0.64988565,0.028828016,-0.70859724,-0.6196666,0.17682193,-0.33058983,2.9198182,-0.4863541,0.012458986,-0.35430327,-0.44255105,-0.32285005,-0.3607176,-0.3712767,-0.7337436,-1.069718,-0.22201103,0.11536347,-0.05484514,-0.53397083,-1.1962818,-0.48472342,-0.5025214,-0.5735981,-0.74664664,-0.15901347,0.0031908064,-0.38927093,-0.47740456,-0.12960216,1.934207,-0.8929783,-0.12790692,-0.3989725,-0.46121925,-0.4159291,-0.19080393,1
