rnaseq_gene__GENE_TTTY6B,rnaseq_gene__GENE_OR4S2,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_PRLH,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_KRTAP20-3,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_SCARNA23,methylation_gene__GENE_MAP3K11,methylation_gene__GENE_HIST1H4C,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_HIC1,methylation_gene__GENE_ACPL2,methylation_gene__GENE_EMP1,rnaseq_gene__GENE_NPS,methylation_gene__GENE_SRD5A1;NSUN2,rnaseq_gene__GENE_TMEM225,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_IQCC,methylation_gene__GENE_ZNF787,methylation_gene__GENE_PTDSS1;MTERFD1,methylation_gene__GENE_NIPSNAP1,methylation_gene__GENE_ARL13B,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_PXMP3,methylation_gene__GENE_ZBTB12,methylation_gene__GENE_SREBF2,methylation_gene__GENE_HIST1H1C,methylation_gene__GENE_RPLP2,rnaseq_gene__GENE_NOX3,methylation_gene__GENE_TP53I11,rnaseq_gene__GENE_DEFA6,rnaseq_gene__GENE_BHLHE23,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_PLEKHJ1;SF3A2,rnaseq_gene__GENE_C15ORF43,methylation_gene__GENE_RASA1,rnaseq_gene__GENE_PTH,methylation_gene__GENE_FADS1;MIR1908,rnaseq_gene__GENE_OTOR,methylation_gene__GENE_GGCT,methylation_gene__GENE_NLRX1,methylation_gene__GENE_PARVB,methylation_gene__GENE_C17ORF59,methylation_gene__GENE_USP14,methylation_gene__GENE_KRTCAP2;TRIM46,methylation_gene__GENE_LLPH,rnaseq_gene__GENE_KRTAP4-3,rnaseq_gene__GENE_DEFB118,methylation_gene__GENE_LPHN1,methylation_gene__GENE_ENO2,rnaseq_gene__GENE_KRT28,methylation_gene__GENE_NT5C,rnaseq_gene__GENE_OR5D16,rnaseq_gene__GENE_CFC1B,methylation_gene__GENE_PREB,methylation_gene__GENE_SPATA13,methylation_gene__GENE_IL4R,methylation_gene__GENE_CWF19L2,methylation_gene__GENE_PROS1,methylation_gene__GENE_LACE1,methylation_gene__GENE_DNAJC25;DNAJC25-GNG10,methylation_gene__GENE_TMEM160,methylation_gene__GENE_SLC16A1,methylation_gene__GENE_ACADM,methylation_gene__GENE_ZNF354A,methylation_gene__GENE_SNN,rnaseq_gene__GENE_OR5H14,methylation_gene__GENE_SIK3,methylation_gene__GENE_ZCCHC11,methylation_gene__GENE_EIF6,methylation_gene__GENE_UNG,rnaseq_gene__GENE_DEFA5,rnaseq_gene__GENE_SNORA54,rnaseq_gene__GENE_OR8D4,methylation_gene__GENE_HIST1H3H,methylation_gene__GENE_AK7,rnaseq_gene__GENE_OTOL1,methylation_gene__GENE_SYPL1,methylation_gene__GENE_RAB40B,methylation_gene__GENE_SNORD43;RPL3,methylation_gene__GENE_NEIL3,rnaseq_gene__GENE_OR4F6,rnaseq_gene__GENE_OR8H1,methylation_gene__GENE_KBTBD6,methylation_gene__GENE_ZNF444,rnaseq_gene__GENE_PCGEM1,rnaseq_gene__GENE_SSX9P,methylation_gene__GENE_ARG2,methylation_gene__GENE_ANXA5,rnaseq_gene__GENE_OR2T12,rnaseq_gene__GENE_LCN15,methylation_gene__GENE_C10ORF32,methylation_gene__GENE_CXXC1;MBD1,rnaseq_gene__GENE_KCNK18,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22.649546,-0.044065263,-0.044065267,-0.044065263,-0.044065267,-0.044065263,-0.07858033,-0.05375852,-0.054619074,-0.061869785,-0.076317295,-0.1118276,0.17996757,-0.076208994,0.17401391,-0.101136066,-0.16628714,-0.078769214,-0.48290044,-0.07707038,-0.272834,0.04412027,-0.23476811,-0.41120574,-0.3256126,-0.21787235,0.07027014,-0.2267113,-0.05610869,-0.11214796,0.45639792,0.5253481,0.412824,0.6331517,-0.108833104,-0.060731634,1.116477,-0.105781555,-0.32987174,-0.25140488,-0.14671578,-0.14032824,-0.15906872,-0.06537462,-0.16934597,0.3540029,0.031205148,0.4537911,-0.062900975,0.055338185,0.028484795,-0.07995713,-0.10047635,-0.11409981,-0.21069829,-0.29850915,-0.14486007,-0.21368778,-0.07671373,-0.12754409,0.0810313,-0.0986844,0.32977968,-1.016491,-0.1321874,-0.16957097,-0.46912256,-0.25202683,-0.25858256,-0.028234983,-0.24809201,0.06917891,-0.07800698,0.4241089,0.13891745,0.5287964,0.39903677,-0.13364081,-0.115679696,-0.12419063,0.4190596,-0.05805511,-0.13132356,0.94678456,-0.037423294,-0.11004478,-0.26251492,-0.11701565,-0.08857027,-0.41033083,0.53561926,-0.14666584,-0.12937783,0.05300583,0.3041634,-0.09117372,-0.16993497,-0.11205199,-0.34002385,-0.13640918,1
-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065267,-0.044065263,-0.13122113,-0.05375852,-0.054619074,-0.061869785,-0.076317295,-0.05182621,0.36626863,-0.076208994,0.030808432,-0.27748436,0.12752189,-0.078769214,-0.15191728,-0.07707038,-0.34762946,0.6512446,0.019470807,0.69708747,-0.17132993,0.28854007,-0.10906779,0.4411795,-0.05610869,0.06904674,0.25909063,-0.28428337,-0.13939375,0.15874538,-0.108833104,-0.17755133,-0.115279995,-0.105781555,0.39520693,0.18049057,-0.14671578,0.28437078,-0.15906872,-0.1359984,-0.16934597,0.8095123,-0.27921748,0.63579744,0.20211896,0.1616404,14.362353,-0.19182394,-0.10047635,-0.11409981,-0.4522121,-0.013622768,-0.14486007,-0.16713747,-0.07671373,-0.12754409,-0.080992565,-0.10199158,0.15734084,-0.29745415,0.1590991,0.37756115,0.57429147,0.1073356,-0.08794071,-0.1570013,0.47200894,0.29127577,-0.07800698,0.70624715,1.052962,0.9445548,0.13700911,-0.13364081,-0.115679696,-0.12419063,-0.39922613,0.23610483,-0.13132356,0.67364,0.11512136,-0.056772817,0.7804898,-0.11701565,-0.08857027,0.053085756,0.31070557,-0.14666584,-0.12937783,0.7314395,0.11438593,-0.09117372,-0.16993497,0.062231556,-0.22014168,-0.13640918,1
-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065267,-0.044065263,0.025011983,-0.05375852,-0.054619074,-0.061869785,-0.076317295,0.15901825,0.18364383,-0.076208994,0.20269956,0.40589848,-0.011364929,-0.078769214,0.9558643,-0.07707038,0.8626419,-0.36070618,0.9978126,0.14007196,-0.083801635,0.33553958,-0.09866817,0.4473369,-0.05610869,0.2451432,0.7569919,0.104995355,0.16162716,0.47073302,-0.108833104,-0.058527637,-0.115279995,-0.105781555,0.8842545,0.5510068,-0.14671578,1.0589061,-0.15906872,0.1014195,-0.16934597,0.18638188,0.06146307,-0.48637402,0.16444701,1.1709068,0.28961843,0.080726825,-0.10047635,-0.11409981,0.54427683,0.43003672,-0.14486007,0.2317851,-0.07671373,-0.12754409,-0.2531166,-0.14954856,-0.34822527,-0.43452552,0.2922404,-0.092733175,-1.409866,0.7139329,0.22098807,0.20288216,0.034536224,-0.10698877,-0.07800698,-0.27771002,0.28605083,0.95070875,-0.024354013,-0.13364081,-0.115679696,-0.12419063,0.047866575,0.17101908,1.5288941,0.8917576,0.6216804,0.13207911,-0.18758586,-0.11701565,-0.08857027,0.2731857,0.60573584,-0.14666584,-0.12937783,1.2851707,0.47667217,-0.09117372,-0.16993497,0.5158601,-0.6125487,-0.13640918,1
-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065267,-0.044065263,22.57716,-0.05375852,-0.054619074,-0.061869785,-0.076317295,0.1115251,0.11424752,-0.076208994,-0.26074648,0.36312,-0.08071732,-0.078769214,-0.54123235,-0.07707038,-0.6178033,-0.02579003,-0.2453451,-0.17907523,-0.37168068,-0.47392565,0.50966614,-0.16039301,-0.05610869,-0.21221425,-0.5997652,-0.05863245,-0.2884502,-0.48702678,-0.108833104,-0.20017968,-0.115279995,-0.105781555,-0.70173997,0.14809848,-0.14671578,-0.16093627,-0.15906872,-0.1614196,-0.16934597,-0.31424668,0.5224641,-1.9585729,-0.42447466,-0.19254848,-0.08121106,-0.05899099,-0.10047635,-0.11409981,-0.34062546,0.70378923,0.42560446,-0.5004382,-0.07671373,-0.12754409,1.1207323,-0.019988757,0.77012736,0.7665015,-0.46559894,-0.18699802,0.30550662,-0.61326844,-0.31845015,-0.20118277,0.81877357,0.8844607,-0.07800698,0.35745052,-0.06793513,0.09333515,-0.22742215,-0.13364081,-0.115679696,-0.12419063,0.6069554,0.013773901,-0.13132356,1.2399049,-0.30464584,0.21687737,-0.41323197,-0.11701565,-0.08857027,-0.05159724,0.08151122,-0.14666584,-0.12937783,0.0031156335,-0.040179044,-0.09117372,-0.16993497,0.19251145,0.3626453,-0.13640918,1
-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065267,-0.044065263,0.034613438,-0.05375852,-0.054619074,-0.061869785,-0.076317295,0.041622657,0.24080566,-0.076208994,0.25319344,0.29778668,-0.03629536,-0.078769214,0.23451115,-0.07707038,0.0058876094,0.16814391,0.26426387,0.54607344,0.24064153,0.57024443,0.522961,0.86569524,-0.05610869,0.6572433,0.29327276,0.47244844,0.44716844,0.3768141,-0.108833104,0.22919774,-0.115279995,2.9567885,0.75959927,0.4399684,-0.14671578,0.5528824,-0.15906872,-0.03430206,4.653074,0.046088368,0.71196544,0.42550766,0.44217148,0.746258,0.40607014,0.2202928,-0.10047635,-0.11409981,0.7110792,0.10174752,-0.14486007,0.06070483,-0.07671373,-0.12754409,0.4031407,-0.018746682,0.24676748,0.03478538,0.15600689,0.77577126,0.4123456,0.44124842,-0.13879856,-0.07119589,-0.14933482,-0.037513103,-0.07800698,0.5274999,0.85486966,0.688185,0.27612188,-0.13364081,-0.115679696,-0.12419063,0.50980914,0.40685126,-0.13132356,0.160596,1.4882134,-0.09802434,1.2705356,-0.11701565,-0.08857027,0.17964165,0.60101223,-0.14666584,-0.12937783,0.37006456,0.53171396,-0.09117372,-0.16993497,0.14949043,0.32381567,-0.13640918,1
