rnaseq_gene__GENE_SUN5,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_DEFB105A,rnaseq_gene__GENE_SNORA19,rnaseq_gene__GENE_TTTY11,rnaseq_gene__GENE_DEFB136,methylation_gene__GENE_CCNDBP1,methylation_gene__GENE_ZNHIT2,rnaseq_gene__GENE_DEFB107A,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_SCARNA8,rnaseq_gene__GENE_SCARNA18,rnaseq_gene__GENE_SNORA54,methylation_gene__GENE_CNOT10,methylation_gene__GENE_IL10RB,methylation_gene__GENE_INPP5A,methylation_gene__GENE_TYMP;SCO2,rnaseq_gene__GENE_TBC1D21,methylation_gene__GENE_COMMD5,methylation_gene__GENE_RAB3GAP1,methylation_gene__GENE_HSPD1;HSPE1,methylation_gene__GENE_TM7SF2,methylation_gene__GENE_NEK4,rnaseq_gene__GENE_SNORA79,methylation_gene__GENE_SPATA13,methylation_gene__GENE_NAA50,methylation_gene__GENE_ZMYM6,methylation_gene__GENE_TIGD3,methylation_gene__GENE_MYH10,rnaseq_gene__GENE_DCD,methylation_gene__GENE_H2AFX,methylation_gene__GENE_TUBA1C,methylation_gene__GENE_GPATCH1,methylation_gene__GENE_C4ORF21;LARP7,methylation_gene__GENE_TEF,methylation_gene__GENE_ZKSCAN4,methylation_gene__GENE_ZNF639,methylation_gene__GENE_DDX21,methylation_gene__GENE_CFAP418,methylation_gene__GENE_DLEU2;TRIM13,methylation_gene__GENE_FSIP1,methylation_gene__GENE_RBMS2,methylation_gene__GENE_FAM177A1,methylation_gene__GENE_ABHD6,rnaseq_gene__GENE_SNORA38,methylation_gene__GENE_NF2,methylation_gene__GENE_RSAD2,methylation_gene__GENE_GCN1L1,methylation_gene__GENE_ZMAT2,rnaseq_gene__GENE_SNORA26,methylation_gene__GENE_PALB2;DCTN5,methylation_gene__GENE_C5ORF25,methylation_gene__GENE_ZFP36,rnaseq_gene__GENE_DEFB123,methylation_gene__GENE_COMMD3,methylation_gene__GENE_BTF3L4;TXNDC12,methylation_gene__GENE_NLK,methylation_gene__GENE_STRAP,rnaseq_gene__GENE_SCARNA21,rnaseq_gene__GENE_SNORA71D,rnaseq_gene__GENE_SCARNA1,methylation_gene__GENE_CCDC34,rnaseq_gene__GENE_SNORA16A,methylation_gene__GENE_MRPS34;EME2,rnaseq_gene__GENE_DEFB132,rnaseq_gene__GENE_SNORA64,methylation_gene__GENE_PRNP,methylation_gene__GENE_STK10,methylation_gene__GENE_COPZ1,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_TINF2,methylation_gene__GENE_TPCN2,methylation_gene__GENE_QTRT1,rnaseq_gene__GENE_SNORA70B,methylation_gene__GENE_FAH,methylation_gene__GENE_AK2,methylation_gene__GENE_CTSC,rnaseq_gene__GENE_C2ORF27B,methylation_gene__GENE_C6ORF57,rnaseq_gene__GENE_SNORA37,rnaseq_gene__GENE_SCARNA22,methylation_gene__GENE_LAP3,rnaseq_gene__GENE_GYPB,methylation_gene__GENE_TH1L,methylation_gene__GENE_FBXL8;TRADD,rnaseq_gene__GENE_SPAG11A,methylation_gene__GENE_NIPSNAP1,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_PGRMC2,methylation_gene__GENE_RGS2,methylation_gene__GENE_CRELD1;IL17RC,methylation_gene__GENE_IQCC,methylation_gene__GENE_CAMK2D,rnaseq_gene__GENE_SNORA38B,methylation_gene__GENE_CTTN,rnaseq_gene__GENE_SCARNA4,methylation_gene__GENE_LOC283314;C1RL,methylation_gene__GENE_FAM73B,methylation_gene__GENE_ZNF672,methylation_gene__GENE_BLMH,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454543,0.123891346,0.11366087,-0.0510505,-0.00546483,-0.077656925,-0.08420343,-0.062202632,0.010354679,0.05496861,-0.042556982,0.27867046,-0.07560294,0.20930603,-0.13026728,-0.16549222,-0.0014703001,0.77115136,-0.09405645,0.34405574,0.19318482,0.11541811,0.22313906,0.058328282,-0.07261519,0.30215257,0.019325279,-0.008255056,-0.08704222,-0.035964943,-0.0040302267,-0.17810331,0.8971477,0.58181924,-0.24416125,0.8357188,0.55475944,-0.2416122,0.19976237,-0.06538503,0.17975505,0.35076898,0.177277,-0.10575867,-0.098405525,-0.17391363,0.10902377,-0.08558077,-0.09053003,0.03576586,0.9815012,0.034324005,0.23493233,-0.16946821,2.1097538,-0.14398706,-0.026134897,-0.16123992,0.6714834,-0.09292495,-0.16189265,0.3894572,3.461759,-0.031772554,-0.11734243,0.35929692,-0.017548116,0.012704287,-0.075058505,0.0032518655,0.18717764,0.12509142,-0.12132999,0.3700894,-0.12478135,-0.08098747,2.3254156,-0.12686665,0.7726025,0.3053059,-0.12514226,0.19609515,0.5405498,0.073184624,0.06931686,-0.23293154,0.5766908,0.11325546,-0.096605115,2.17692,-0.07712625,-0.01896023,0.76363957,0.0075206487,0.06376371,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454543,-0.054904364,-0.12917063,-0.0510505,-0.023724241,-0.077656925,-0.08420343,-0.062202632,0.0063300165,0.10857834,-0.47998878,0.19001928,2.16411,-0.11052783,-0.20457222,-0.1372667,-0.12371717,0.21373604,-0.09405645,0.41996992,-0.04646463,0.005088034,0.024295857,0.101112574,-0.07261519,-0.22055374,-0.108695276,-0.33702388,0.086979054,-0.4011718,0.09808578,-0.38549632,0.15897368,-0.023889586,-0.29082996,0.76980704,0.3153794,-0.57193154,-0.10716832,-0.06538503,-0.10431009,0.2659317,0.019352932,0.15108275,-0.098405525,-0.10001507,-0.11124334,-0.023423908,-0.09053003,0.7345488,0.3016969,0.010496432,-0.09947893,-0.16946821,-0.1580065,-0.14398706,-0.18617858,-0.16123992,0.24021968,-0.09292495,-0.16189265,-0.11603817,0.005263341,-0.42262802,-0.11734243,-0.34887475,-0.15860812,-0.10231501,-0.075058505,-0.17324126,0.74099326,-0.1069755,-0.12132999,0.45863554,-0.12478135,-0.08098747,0.23647249,-0.12686665,0.10290072,-0.18869087,-0.12514226,-0.18526225,-0.022469189,0.14049557,-0.24842836,-0.10649427,0.26259986,-0.08260892,-0.096605115,1.189765,-0.07712625,-0.02635317,0.08211303,-0.36157265,-0.76336193,0
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454543,0.20671712,-0.122994564,-0.0510505,0.07610735,-0.077656925,-0.08420343,-0.062202632,0.40591368,0.0662344,0.060911823,0.05776881,-0.07560294,-0.0015903354,-0.13497671,0.21541722,0.03365878,0.43009806,-0.09405645,0.32865962,0.631228,0.026608696,0.22933331,-0.013046109,-0.07261519,0.028928386,0.035162985,-0.33843085,0.2646833,-0.07800165,0.13203658,-0.47697106,0.3931222,-0.07874506,-0.08885168,0.09725301,0.16965275,-0.239364,0.37030107,-0.06538503,0.028933018,0.10270285,0.342901,-0.004928933,-0.098405525,-0.14620562,-0.14663891,-0.21432221,-0.09053003,0.89481944,0.5154483,0.135227,-0.37941143,-0.16946821,-0.1580065,-0.14398706,-0.20322622,-0.16123992,0.5200759,-0.09292495,-0.16189265,0.52322453,18.26316,-0.03154424,-0.11734243,0.4583473,0.006305497,-0.098167956,-0.075058505,1.239707,0.7809011,-0.13269816,-0.12132999,0.8392299,-0.12478135,-0.08098747,0.977309,-0.12686665,0.70102066,0.008651567,-0.12514226,-0.5268522,0.22201525,0.363666,0.069039,-0.56941813,0.01875313,0.11361497,-0.096605115,-0.06549464,-0.07712625,11.24932,0.1770064,-0.058846302,0.22569966,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454543,-0.12793615,-0.029095246,-0.0510505,-0.0030244084,-0.077656925,-0.08420343,-0.062202632,0.030327728,-0.023873253,-0.38109848,0.6743571,-0.07560294,-0.29797605,-0.14755653,-0.08663605,-0.15560229,0.6577973,-0.09405645,0.25576505,0.15848231,0.0051091565,-0.097748026,0.62039477,-0.07261519,-0.09344332,0.50784725,-0.477956,0.009688604,-0.39203927,0.0035393971,-0.23708917,-0.13461225,-0.092855275,-0.14077835,0.046742857,0.05246144,-0.42465895,0.17132619,-0.06538503,-0.2317041,0.7401969,0.15309241,0.11193632,-0.098405525,-0.38661298,-0.12136639,-0.27278718,-0.09053003,0.45073083,0.08257944,0.32782152,0.080714375,-0.16946821,-0.1580065,-0.14398706,-0.12904312,-0.16123992,0.1856196,-0.09292495,-0.16189265,0.04582664,-0.016110111,0.028855024,-0.11734243,-0.018044336,-0.08462696,-0.20336075,-0.075058505,-0.17643015,-0.16893984,0.100446306,-0.12132999,0.31296864,-0.12478135,-0.08098747,0.8778921,-0.12686665,-0.41227376,-0.23647025,-0.12514226,-0.34183866,-0.20412017,-0.19911654,-0.17164518,0.20993048,0.05495039,0.0043736543,-0.096605115,0.12773761,-0.07712625,-0.18944828,-0.14350702,0.01251986,0.6401416,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454543,0.026010467,0.053487014,-0.0510505,0.15703085,-0.077656925,-0.08420343,-0.062202632,0.19691066,0.25374874,-0.3859738,0.10033932,-0.07560294,-0.08571555,-0.039669715,0.31053942,-0.019521814,16.62765,-0.09405645,0.5402723,-0.13251951,0.12085747,0.1923492,0.31393233,-0.07261519,0.6359359,0.082860716,-0.037625924,-0.10244262,-0.04402887,0.04440457,-0.14207378,0.60821337,0.71096694,20.086838,-0.021996118,-0.052292623,-0.34187067,0.13092537,-0.06538503,0.5551408,-0.28118375,0.6234643,5.8739643,-0.098405525,-0.16718751,-0.029306402,-0.09548067,-0.09053003,0.09809307,0.70423585,0.27460003,0.36958387,-0.16946821,-0.1580065,-0.14398706,-0.040049296,-0.16123992,1.8551283,-0.09292495,-0.16189265,0.14097163,0.4264123,0.011976436,-0.11734243,0.63308114,0.078458354,0.024309516,-0.075058505,0.08407658,-0.08719313,0.034533173,-0.12132999,0.41062787,-0.12478135,-0.08098747,1.4756366,-0.12686665,-0.115355596,0.6705365,-0.12514226,-0.038159743,0.36940554,0.044678032,0.25667304,0.7790332,0.51452565,1.1760465,-0.096605115,1.2584898,-0.07712625,0.3259138,2.6807683,0.24154562,0.19867557,0
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454543,0.0057542752,0.066743255,-0.0510505,0.0066073453,-0.077656925,-0.08420343,-0.062202632,0.026620133,0.15540007,-0.33178642,0.4566397,-0.07560294,-0.30784377,-0.11832585,0.19654696,-0.096599326,0.21560349,-0.09405645,-0.003324773,0.09288953,0.01601754,0.057744913,0.20401385,-0.07261519,0.078390144,-0.06850041,-0.13011433,-0.20647463,-0.060972303,0.013883447,-0.064404644,-0.1391421,-0.043662205,0.24605928,0.0130242165,0.29358992,-0.23002721,0.31488952,-0.06538503,-0.20364346,1.3006067,0.13371089,-0.316023,-0.098405525,-0.06262213,-0.051681112,-0.19922638,-0.09053003,0.18651515,0.6707714,0.22721255,-0.021209082,-0.16946821,-0.1580065,-0.14398706,0.06862429,-0.16123992,-0.21480395,-0.09292495,-0.16189265,0.30003548,0.02472181,0.038224,-0.11734243,0.03945884,-0.10464403,-0.025837544,-0.075058505,0.13401742,0.3087004,0.24994503,-0.12132999,-0.2361239,-0.12478135,-0.08098747,0.25032428,-0.12686665,-0.3951858,-0.4424442,-0.12514226,-0.011247987,0.1339628,-0.06061791,0.09074532,-0.23405688,17.724586,0.02398397,-0.096605115,4.812786,-0.07712625,-0.19191629,0.67440087,-0.26411343,0.09177901,0
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454543,-0.21389154,0.16205356,-0.0510505,-0.17620862,-0.077656925,-0.08420343,-0.062202632,-0.24740428,0.014689917,-0.5489207,0.057833895,-0.07560294,-0.25077528,0.034408025,-0.325326,-0.15822075,-0.17538872,-0.09405645,0.5249141,-0.29218262,-0.045659754,-0.02651372,-0.5187829,-0.07261519,-0.42456496,0.0021444163,-0.0456328,-0.29687205,-0.08799398,-0.23257156,-0.21421503,-0.64583874,-0.27299696,0.07734514,-0.13361834,-0.021616137,-0.42184553,-0.09120096,-0.06538503,-0.84237033,-0.5442213,-0.111397125,-0.29296565,-0.098405525,0.30304617,0.17339885,-0.25449434,-0.09053003,0.3370148,-0.71389365,0.24023153,-0.28579336,-0.16946821,-0.1580065,-0.14398706,-0.016003717,-0.16123992,0.44579038,-0.09292495,-0.16189265,-0.2542429,-0.079887465,-0.07721394,-0.11734243,-0.42912552,-0.036171798,-0.12997627,-0.075058505,-0.08808751,-0.509517,-0.034578286,-0.12132999,-0.27852258,-0.12478135,-0.08098747,0.074340284,-0.12686665,-0.6237204,-0.4519718,-0.12514226,-0.19372441,-0.50025785,-0.4620957,-0.11580079,-0.47703978,-0.2637369,-0.0735961,-0.096605115,-0.10441551,-0.07712625,-0.32472986,-0.68476224,-0.49858043,-0.25627792,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454543,-0.016308395,0.087398075,-0.0510505,21.590397,-0.077656925,-0.08420343,-0.062202632,-0.28372338,0.40120977,0.26748595,0.33408824,-0.07560294,-0.020738961,-0.14591148,-0.29609266,-0.047835883,-0.23166718,-0.09405645,0.37685218,-0.34374008,-0.01905881,0.13944279,-0.4935428,-0.07261519,-0.2557,-0.026657283,-0.28133738,-0.03868519,-0.11640244,-0.17564042,0.34171456,-0.26039597,-0.3402368,0.03637998,0.25154945,-0.9103281,-0.020262366,0.26903197,-0.06538503,-0.06430305,0.5478613,0.20218292,-0.30493727,-0.098405525,-0.4682509,0.19018257,0.04657267,-0.09053003,0.28525686,-0.10460461,0.25106922,-0.20123014,-0.16946821,-0.1580065,-0.14398706,0.14380036,-0.16123992,0.11630031,-0.09292495,-0.16189265,-0.060059454,-0.19892731,-0.098847374,-0.11734243,-0.08785928,1.2916294,-0.14230153,-0.075058505,-0.108103074,-0.503787,0.1034208,-0.12132999,-0.49327528,-0.12478135,-0.08098747,-1.1862587,-0.12686665,-0.25960207,-0.9065832,-0.12514226,0.354413,0.52320445,0.5135508,1.6285979,-0.41132927,-0.056301847,0.017377406,-0.096605115,1.2680981,-0.07712625,-0.21216309,-0.79816186,-0.45898136,0.33022478,0
