rnaseq_gene__GENE_OR10J1,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_CSPG4P2Y,methylation_gene__GENE_ZNF33B,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_PRAMEF17,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_C10ORF96,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_PRAMEF16,rnaseq_gene__GENE_CDY1B,methylation_gene__GENE_C19ORF24,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_C21ORF54,rnaseq_gene__GENE_OR4A15,rnaseq_gene__GENE_PRAMEF18,rnaseq_gene__GENE_OR4K2,methylation_gene__GENE_GPI,rnaseq_gene__GENE_DEFB136,rnaseq_gene__GENE_TAAR6,rnaseq_gene__GENE_SLC6A5,methylation_gene__GENE_SKIL,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_OTUD6A,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_OR4D10,rnaseq_gene__GENE_OR4L1,rnaseq_gene__GENE_OR4K15,rnaseq_gene__GENE_GPHB5,rnaseq_gene__GENE_OR2T1,rnaseq_gene__GENE_LINC01020,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_OR7G2,methylation_gene__GENE_PRDX6,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_OR2M1P,rnaseq_gene__GENE_OR5H14,rnaseq_gene__GENE_CDX4,methylation_gene__GENE_EXT1,methylation_gene__GENE_PNN,rnaseq_gene__GENE_IFNA14,rnaseq_gene__GENE_PRAMEF22,methylation_gene__GENE_ATP5E,methylation_gene__GENE_CASP6,rnaseq_gene__GENE_REXO1L6P,rnaseq_gene__GENE_DEFB107A,methylation_gene__GENE_OBFC2B,rnaseq_gene__GENE_IQCF5,methylation_gene__GENE_RGS2,rnaseq_gene__GENE_ACCSL,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_OR8B12,rnaseq_gene__GENE_CXORF66,methylation_gene__GENE_ZNF721;PIGG,methylation_gene__GENE_YJU2B,methylation_gene__GENE_CNP,methylation_gene__GENE_NDE1;KIAA0430,rnaseq_gene__GENE_OR14A16,rnaseq_gene__GENE_OR4K14,methylation_gene__GENE_RSPH3,methylation_gene__GENE_BID,rnaseq_gene__GENE_OR6C4,rnaseq_gene__GENE_POTEB,rnaseq_gene__GENE_GSC2,rnaseq_gene__GENE_IFNA16,methylation_gene__GENE_TCFL5,rnaseq_gene__GENE_OR5A1,methylation_gene__GENE_LASS5,rnaseq_gene__GENE_OR8B4,methylation_gene__GENE_PRCP,methylation_gene__GENE_CNOT10,rnaseq_gene__GENE_KRTAP10-1,methylation_gene__GENE_LRRC20,methylation_gene__GENE_TYMP;ODF3B,methylation_gene__GENE_CDK5RAP1,rnaseq_gene__GENE_PATE1,rnaseq_gene__GENE_PSG11,methylation_gene__GENE_SART3,methylation_gene__GENE_NACC1;TRMT1,methylation_gene__GENE_SLC25A38,rnaseq_gene__GENE_TEX13A,rnaseq_gene__GENE_OR52E2,rnaseq_gene__GENE_OR52K1,rnaseq_gene__GENE_KCNK18,rnaseq_gene__GENE_SPANXE,rnaseq_gene__GENE_OR51L1,rnaseq_gene__GENE_OR51F1,rnaseq_gene__GENE_OR6B1,rnaseq_gene__GENE_OR2W5,rnaseq_gene__GENE_KRTAP19-3,methylation_gene__GENE_KTELC1,methylation_gene__GENE_ENTPD6,rnaseq_gene__GENE_LOC284788,methylation_gene__GENE_PPP2R5D,rnaseq_gene__GENE_FGF6,methylation_gene__GENE_ERP29;TMEM116,methylation_gene__GENE_TRIB3,target
-0.07421895,0.1755496,-0.030400893,-0.07846487,-0.057666454,-0.040199555,0.39902127,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,0.0777182,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,0.36009338,-0.051518552,-0.06925289,-0.067629814,0.898393,0.4517877,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,0.18388484,0.14008172,-0.10272443,-0.04067079,-0.110764034,0.16276102,-0.121381246,-0.18716085,-0.11066106,-0.09741157,-0.063611075,-0.058409594,-0.06594675,1.4223263,-0.09630276,-0.389777,-0.25247434,0.21019444,-0.13939492,-0.05234718,0.030279538,0.08702388,0.4429094,-0.34163162,1.7315536,-0.082632184,-0.36340976,-0.22113821,-0.0583981,-0.37672034,-0.05877857,-0.12434906,0.40766734,-0.09926551,-0.05020686,-0.078787245,-0.6455869,0.2212131,3.3660681,-0.37126857,-0.22527218,-0.18469884,-0.19044563,-0.08720162,0.0947164,0.06058356,-0.09701771,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-0.2217675,0.14673908,-0.09540028,0.39477175,-0.08795058,-0.12963976,-0.034005783,0
-0.07421895,-0.26842287,-0.030400893,0.0031981422,-0.057666454,-0.040199555,0.40658993,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,32.863365,0.15001157,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,0.3071903,-0.051518552,-0.06925289,-0.067629814,0.637184,0.46026498,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,1.3196673,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,0.039196685,0.06981657,-0.10272443,-0.04067079,-0.110764034,-0.1079803,-0.3183202,-0.18716085,-0.11066106,0.56599826,0.19092636,-0.058409594,-0.06594675,-0.18044451,-0.09630276,-0.43028376,-0.25247434,-0.25150675,-0.13939492,-0.05234718,0.018717665,-0.6107363,0.68131655,-0.14490454,-0.21128248,-0.082632184,0.5628788,-0.06552197,-0.0583981,-0.37672034,-0.05877857,-0.12434906,-0.31298003,-0.09926551,-0.10984898,-0.078787245,0.24961959,2.572889,-0.13944355,-0.38118893,-0.12197382,0.17573863,-0.19044563,-0.08720162,0.23599021,-0.008133976,0.55782187,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,0.5780398,-0.25184542,-0.09540028,0.7144179,-0.08795058,-0.034909856,-0.29206964,0
-0.07421895,-0.27787414,-0.030400893,-0.21944831,-0.057666454,29.978216,0.46063027,-0.14370757,-0.050521668,27.454437,-0.030400895,29.674759,-0.030400895,-0.07027019,-0.035875507,-0.0679732,-0.042500064,28.833208,-0.09375395,0.1391481,-0.051518552,-0.06925289,-0.067629814,-0.073756196,0.21500237,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,4.062913,-0.1724362,-0.074266955,-0.06859739,0.34436512,-0.14316349,-0.10272443,-0.04067079,-0.110764034,0.46569842,-0.20373847,-0.18716085,22.393738,0.46576414,-0.042342335,-0.058409594,-0.06594675,0.64255667,-0.09630276,-0.38845912,-0.25247434,-0.13295609,-0.13939492,-0.05234718,-0.07980599,-0.44886798,0.024025897,-0.1502481,-0.21128248,-0.082632184,-1.0284959,-0.1768253,-0.0583981,-0.37672034,-0.05877857,-0.12434906,-0.06933422,-0.09926551,-0.4450743,-0.078787245,-1.2557815,0.119481534,-0.13944355,0.10478623,-0.07285323,-0.52431977,-0.19044563,-0.08720162,0.22060946,-0.8596498,-0.22472303,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-0.10227996,0.06508978,-0.09540028,0.22739589,-0.08795058,-0.32890978,-0.06367206,0
-0.07421895,-0.47792593,-0.030400893,-0.2604438,-0.057666454,-0.040199555,-0.5114328,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,-0.36262524,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,-0.2814021,-0.051518552,-0.06925289,-0.067629814,-0.6489998,-0.33325303,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,-0.59716886,-0.3576404,-0.10272443,-0.04067079,-0.110764034,-0.3121496,-0.14375444,-0.18716085,-0.11066106,-0.4579289,0.5572107,-0.058409594,-0.06594675,-0.646782,-0.09630276,3.900275,-0.25247434,-0.20709957,-0.13939492,-0.05234718,-0.09747519,-0.05181729,-0.4567182,0.6958999,-0.21128248,-0.082632184,0.04341526,-0.5767719,-0.0583981,-0.37672034,-0.05877857,-0.12434906,-0.3948782,4.6548047,0.390558,-0.078787245,14.643536,-0.5024167,-0.13944355,-0.5642608,-0.32480544,-0.58721274,-0.19044563,-0.08720162,-0.45303333,0.08007104,-0.09971139,-0.09973995,-0.09379102,-0.2232396,-0.12371241,5.5208697,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,0.20339316,-0.8312816,-0.09540028,-0.12514241,-0.08795058,-0.7292075,-0.14077403,1
-0.07421895,-0.15737565,-0.030400893,0.00025920672,-0.057666454,-0.040199555,0.6512247,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,-0.027935902,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,0.1772745,-0.051518552,-0.06925289,-0.067629814,-0.13401884,0.30990475,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,0.25083414,-0.11590826,-0.10272443,-0.04067079,-0.110764034,0.1385315,-0.23741949,-0.18716085,-0.11066106,0.17189834,0.111991055,-0.058409594,-0.06594675,0.73659366,-0.09630276,-0.39421502,-0.25247434,-0.036155622,-0.13939492,-0.05234718,-0.05838972,0.15387474,0.29554024,-0.43764862,-0.21128248,-0.082632184,-0.6022371,-0.06414889,-0.0583981,0.6596157,-0.05877857,-0.12434906,0.76238364,-0.09926551,-0.11229591,-0.078787245,-0.7319116,-0.13052471,4.529052,0.09484361,-0.33816496,-0.14940973,-0.19044563,-0.08720162,0.16369918,0.1078826,13.696862,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-0.059886053,0.24349451,-0.09540028,0.4793077,-0.08795058,-0.307207,0.041017372,0
-0.07421895,-0.03528909,-0.030400893,-0.008729015,-0.057666454,-0.040199555,0.6574967,0.8255022,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,0.21191892,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,0.16170199,-0.051518552,-0.06925289,-0.067629814,0.18694316,0.122141145,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,-0.122472644,0.37636018,-0.10272443,-0.04067079,-0.110764034,0.22965315,0.025350405,-0.18716085,-0.11066106,0.44522983,-0.10303553,-0.058409594,-0.06594675,0.28029558,-0.09630276,-0.41760206,-0.25247434,0.4883388,-0.13939492,-0.05234718,-0.061429165,0.32895955,-0.12397622,-0.27922338,-0.21128248,-0.082632184,-0.35424405,0.058662657,-0.0583981,-0.37672034,-0.05877857,-0.12434906,0.37842345,-0.09926551,-0.2776001,-0.078787245,-0.5812154,-0.04171081,-0.13944355,0.061495643,-0.22888729,-0.14961615,-0.19044563,-0.08720162,0.005523098,0.77071476,-0.07947871,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-0.09595634,0.17019354,-0.09540028,0.4720995,-0.08795058,-0.06235684,0.17241305,0
-0.07421895,-0.21700618,-0.030400893,-0.108367294,-0.057666454,-0.040199555,0.8518273,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,0.16465418,-0.035875507,-0.0679732,-0.042500064,1.3692472,-0.09375395,0.047802202,-0.051518552,1.0910516,-0.067629814,0.25141442,-0.21876353,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,0.010021706,0.07990849,-0.10272443,-0.04067079,-0.110764034,0.87365943,0.24963367,-0.18716085,-0.11066106,0.132907,0.025403097,-0.058409594,-0.06594675,0.6717386,-0.09630276,-0.39728323,-0.25247434,-0.028842418,-0.13939492,-0.05234718,0.09723426,-0.36081362,0.2424039,-0.019188104,-0.21128248,-0.082632184,-0.2777306,-0.18281507,-0.0583981,-0.37672034,-0.05877857,-0.12434906,0.66059357,-0.09926551,0.01458899,-0.078787245,-0.26232895,0.010651681,-0.13944355,0.09919804,-0.17318824,-0.28246287,2.4434588,-0.08720162,0.07571595,0.35537744,-0.15526477,-0.09973995,-0.09379102,2.6546783,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,4.2142415,-0.35130852,0.20419917,-0.09540028,0.7150469,-0.08795058,-0.031032939,0.0069988715,0
-0.07421895,0.13167642,-0.030400893,-0.2270841,-0.057666454,-0.040199555,-0.7434675,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,-0.26658505,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,0.1921349,-0.051518552,-0.06925289,-0.067629814,-0.5115237,-0.32506633,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,-0.18038927,-0.667391,-0.10272443,-0.04067079,-0.110764034,-0.13212885,-0.26127663,-0.18716085,-0.11066106,-0.5762607,-0.032712143,-0.058409594,-0.06594675,-0.5576749,-0.09630276,0.35086888,-0.25247434,-0.45206735,13.863845,-0.05234718,-0.2833931,0.28589416,-0.01842951,0.27932015,-0.21128248,-0.082632184,0.72659826,0.1048337,-0.0583981,-0.37672034,-0.05877857,-0.12434906,-0.49243933,-0.09926551,-0.2799103,-0.078787245,2.1747715,-0.17732872,-0.13944355,-0.20367517,0.9747768,-0.19353546,-0.19044563,-0.08720162,-0.5551775,0.21111917,-0.31367388,-0.09973995,-0.09379102,-0.2232396,-0.12371241,0.7498192,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-0.8873183,-0.42450175,-0.09540028,0.07887967,-0.08795058,-0.46664345,-0.28007737,0
-0.07421895,-0.027765913,-0.030400893,-0.10212485,-0.057666454,-0.040199555,-0.12696907,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,-0.44018084,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,-0.54829717,-0.051518552,-0.06925289,-0.067629814,-1.669439,-0.27297854,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,0.14920446,-0.4389036,-0.10272443,-0.04067079,-0.110764034,30.22209,30.4367,-0.18716085,-0.11066106,-0.053012237,29.609388,-0.058409594,-0.06594675,0.8641886,-0.09630276,-0.4492841,-0.25247434,0.7481455,-0.13939492,-0.05234718,28.243343,26.729557,28.04334,19.86095,-0.21128248,-0.082632184,26.321726,27.223545,-0.0583981,-0.37672034,-0.05877857,-0.12434906,-0.23042674,-0.09926551,23.051693,-0.078787245,0.5220177,0.32588282,-0.13944355,0.201347,-0.8488532,27.018967,-0.19044563,-0.08720162,-0.48120093,0.24599582,-0.010839086,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,6.2038326,-0.124685876,-0.26881394,17.786457,-0.09540028,26.45809,-0.08795058,22.440926,0.29942554,0
-0.07421895,0.052276917,-0.030400893,-0.07047675,-0.057666454,-0.040199555,-0.52741086,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,0.14098519,-0.035875507,-0.0679732,-0.042500064,-0.08606776,8.00909,-0.035306156,-0.051518552,-0.06925289,-0.067629814,0.07544887,-0.23732859,-0.04756436,2.0005214,-0.059134748,1.0462252,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,0.04825067,-0.52609885,-0.10272443,-0.04067079,-0.110764034,-0.058787756,0.05143262,-0.18716085,-0.11066106,-0.17874908,-0.31549928,-0.058409594,-0.06594675,-0.40041107,-0.09630276,-0.17079538,-0.25247434,-0.07691286,-0.13939492,-0.05234718,-0.21554618,0.38933343,-0.4064224,-0.27964652,-0.21128248,-0.082632184,-0.47459748,0.5274025,-0.0583981,-0.37672034,-0.05877857,-0.12434906,0.15254492,-0.09926551,-0.30079728,-0.078787245,1.1009566,-0.025279803,-0.13944355,-0.68161625,0.089531,-0.62828434,-0.19044563,-0.08720162,-0.6246042,1.7082539,-0.20645039,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-0.8591767,-0.43699968,-0.09540028,-0.31090719,-0.08795058,-0.683271,-0.08058,0
-0.07421895,-0.13524777,-0.030400893,-0.44775507,-0.057666454,-0.040199555,-0.63219464,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,-0.24253456,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,-0.06294752,-0.051518552,-0.06925289,-0.067629814,-0.22006887,-0.33672377,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,-0.045661356,-0.28168178,-0.10272443,-0.04067079,-0.110764034,-0.090465374,0.27150297,-0.18716085,-0.11066106,-0.7188469,-0.06365352,-0.058409594,-0.06594675,-0.3046101,-0.09630276,-0.5303402,-0.25247434,-0.29229003,-0.13939492,-0.05234718,-0.3591837,0.09721557,-0.33618098,0.03892775,-0.21128248,-0.082632184,0.16556317,-0.77319807,-0.0583981,1.2335489,-0.05877857,-0.12434906,-0.66732264,-0.09926551,-0.03229874,-0.078787245,0.35292634,-0.2024422,-0.13944355,-0.21245512,0.4978273,-0.25889546,-0.19044563,-0.08720162,-0.39633793,0.21312477,-0.09844216,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-0.90258473,-0.4547722,-0.09540028,-0.08792106,-0.08795058,-0.44130012,-0.21405904,0
-0.07421895,0.08934017,-0.030400893,-0.37114358,-0.057666454,-0.040199555,-0.4705117,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,-0.036500566,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,-0.03714657,-0.051518552,-0.06925289,-0.067629814,-0.27317587,-0.39210108,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,-0.08961715,0.00092559436,-0.10272443,-0.04067079,-0.110764034,-0.077537745,-0.16507666,-0.18716085,-0.11066106,0.040412292,-0.030731132,-0.058409594,-0.06594675,-0.3922575,-0.09630276,-0.4875817,-0.25247434,-0.4723868,-0.13939492,-0.05234718,-0.19395322,-0.21657895,-0.4170075,-0.025605889,-0.21128248,-0.082632184,0.7113638,-0.57416624,-0.0583981,-0.37672034,-0.05877857,-0.12434906,-0.72608,-0.09926551,-0.26658162,-0.078787245,-0.16323978,0.37798026,-0.13944355,-0.10073773,0.0006599664,-0.17950341,-0.19044563,-0.08720162,0.08433918,0.05711585,-0.17672348,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-1.1916459,-0.38849697,-0.09540028,0.20987411,-0.08795058,-0.3306193,-0.19803816,0
-0.07421895,-0.24231902,-0.030400893,-0.11438532,-0.057666454,-0.040199555,-0.31910554,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,-0.08967782,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,-0.022578806,-0.051518552,-0.06925289,-0.067629814,-0.276389,-0.11318238,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,2.220369,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,0.24037662,0.27583486,-0.10272443,-0.04067079,-0.110764034,-0.14077944,-0.27069426,2.7529373,-0.11066106,-0.72427124,0.20883645,-0.058409594,-0.06594675,0.16205114,-0.09630276,-0.24572721,-0.25247434,0.019871363,-0.13939492,-0.05234718,-0.024912715,0.5015279,-0.3160768,0.3348562,-0.21128248,-0.082632184,0.6888138,0.018008899,-0.0583981,1.6815253,-0.05877857,-0.12434906,0.5228535,-0.09926551,0.86073226,-0.078787245,0.9659889,-0.35264033,-0.13944355,-0.039650884,0.41125065,-0.024568437,-0.19044563,-0.08720162,0.38100237,-0.0038826135,-0.1627627,-0.09973995,-0.09379102,-0.2232396,-0.12371241,1.2282728,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,0.21520323,-0.047413357,-0.09540028,-0.11167924,-0.08795058,-0.53550345,-0.054950807,0
-0.07421895,-0.0531584,-0.030400893,-0.42073634,-0.057666454,-0.040199555,-0.4195336,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,-0.14791436,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,0.07302914,-0.051518552,-0.06925289,-0.067629814,-0.28064948,-0.37474245,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,-0.34411114,-0.39672992,-0.10272443,-0.04067079,-0.110764034,-0.09903811,0.18475424,-0.18716085,-0.11066106,-0.6219485,0.030498924,-0.058409594,-0.06594675,-0.25220478,-0.09630276,-0.47313806,1.8015327,-0.11022954,-0.13939492,-0.05234718,-0.30644485,-0.11499527,-0.1909544,-0.111327745,-0.21128248,-0.082632184,-0.25758058,-0.4040751,-0.0583981,-0.37672034,19.922794,-0.12434906,-0.35497063,-0.09926551,-0.45210496,-0.078787245,0.53192276,-0.42589876,-0.13944355,-0.27110374,0.21179162,-0.63921106,-0.19044563,-0.08720162,-0.42191467,0.19527319,-0.07483589,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-0.74267507,-0.299076,9.547319,0.30641058,-0.08795058,-0.43598485,-0.14072308,0
-0.07421895,0.14323047,-0.030400893,-0.3030701,-0.057666454,-0.040199555,-0.29598677,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,0.060362402,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,0.021946743,-0.051518552,-0.06925289,-0.067629814,0.028952938,-0.28946128,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,3.1552608,-0.074266955,-0.06859739,-0.4544388,-0.06414738,-0.10272443,-0.04067079,-0.110764034,-0.14808072,-0.059134442,-0.18716085,-0.11066106,-0.52247787,0.11817676,-0.058409594,-0.06594675,-0.1630283,-0.09630276,-0.47258693,-0.25247434,-0.256242,-0.13939492,-0.05234718,-0.06373281,-0.27908307,-0.082776405,0.32250404,-0.21128248,-0.082632184,-0.30859673,-0.1468109,-0.0583981,-0.37672034,-0.05877857,-0.12434906,-0.46924332,-0.09926551,-0.32845426,-0.078787245,0.40261337,-0.0032105437,-0.13944355,-0.54835266,0.52632767,0.16055854,-0.19044563,-0.08720162,-0.2329687,0.031467646,-0.1743219,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-0.32263878,-0.4905526,-0.09540028,-0.43500063,-0.08795058,-0.65864027,-0.22266424,0
-0.07421895,-0.0711947,-0.030400893,-0.29688358,-0.057666454,-0.040199555,-0.7673051,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,-0.19394284,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,0.11831372,-0.051518552,-0.06925289,-0.067629814,-0.06725184,-0.1844835,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,-0.3309102,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,-0.040304407,-0.34217426,-0.10272443,-0.04067079,-0.110764034,-0.07916442,0.0127057135,-0.18716085,-0.11066106,-0.5252277,-0.22573704,-0.058409594,-0.06594675,-0.0881952,-0.09630276,-0.0938027,-0.25247434,-0.32805303,-0.13939492,-0.05234718,-0.3001276,0.1196625,-0.18349034,0.32497334,-0.21128248,-0.082632184,-0.29094446,-0.2827059,-0.0583981,-0.37672034,-0.05877857,-0.12434906,-0.6427538,-0.09926551,0.018399611,-0.078787245,-0.043193392,-0.10959977,-0.13944355,-0.7943886,-0.40416834,-0.3348781,-0.19044563,-0.08720162,-0.8530565,0.15289065,-0.22841458,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-0.8556412,-0.6855982,-0.09540028,-0.19804683,-0.08795058,-0.0075911307,-0.21486416,0
-0.07421895,-0.8879397,-0.030400893,-0.18402167,-0.057666454,-0.040199555,-0.2463396,-0.14370757,-0.050521668,-0.083192356,-0.030400895,-0.07234395,-0.030400895,-0.36567768,-0.035875507,-0.0679732,-0.042500064,-0.08606776,-0.09375395,-0.106676035,-0.051518552,-0.06925289,-0.067629814,-0.4329772,-0.41764966,-0.04756436,-0.1489025,-0.059134748,-0.09654722,-0.052030247,3.7533596,-0.06327252,-0.06331775,-0.1724362,-0.074266955,-0.06859739,-0.14112952,-0.5367014,-0.10272443,-0.04067079,-0.110764034,-0.2595834,0.14654402,-0.18716085,-0.11066106,-0.76356137,-0.32214263,-0.058409594,-0.06594675,-0.51710975,-0.09630276,-0.4158399,-0.25247434,-0.45090264,-0.13939492,-0.05234718,-0.24827129,-0.5401317,0.2595648,-0.5763341,-0.21128248,-0.082632184,0.30108172,-0.18030006,-0.0583981,1.9386206,-0.05877857,-0.12434906,-0.55955154,-0.09926551,-0.3995421,-0.078787245,-1.0291831,-0.32468885,-0.13944355,-0.27322584,0.33306184,-0.41084218,-0.19044563,-0.08720162,0.57531756,-0.5309699,0.055223793,-0.09973995,-0.09379102,-0.2232396,-0.12371241,-0.17491919,-0.0686956,-0.072152846,-0.12339336,-0.14741206,-0.124685876,-0.6628258,-0.7289876,-0.09540028,-0.44110972,-0.08795058,0.3800881,-0.37236074,0
