rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_PRLH,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_TEX28,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_KRTAP20-3,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_SNAR-I,rnaseq_gene__GENE_SNAR-C4,methylation_gene__GENE_TMEM177,methylation_gene__GENE_ZNF296,methylation_gene__GENE_MAP3K11,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_FBXL2,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_TTTY20,methylation_gene__GENE_NRXN2,rnaseq_gene__GENE_OR5D16,methylation_gene__GENE_SRD5A1;NSUN2,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_GPT2,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_NIPSNAP1,methylation_gene__GENE_SETD3;CCNK,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_ZNF787,methylation_gene__GENE_PXMP3,methylation_gene__GENE_ZBTB12,methylation_gene__GENE_TRIB3,methylation_gene__GENE_SREBF2,methylation_gene__GENE_PNPLA6,methylation_gene__GENE_NRCAM,methylation_gene__GENE_ATP5E,methylation_gene__GENE_RPLP2,methylation_gene__GENE_LPHN1,rnaseq_gene__GENE_DEFA6,methylation_gene__GENE_C9ORF3,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_RASA1,methylation_gene__GENE_ZNF672,rnaseq_gene__GENE_DEFB118,methylation_gene__GENE_PREB,methylation_gene__GENE_PLEKHJ1;SF3A2,methylation_gene__GENE_USP14,rnaseq_gene__GENE_OR7D4,methylation_gene__GENE_C17ORF59,methylation_gene__GENE_FOXC1,rnaseq_gene__GENE_PTH,methylation_gene__GENE_KRTCAP2;TRIM46,methylation_gene__GENE_LDLR,rnaseq_gene__GENE_BHLHE23,methylation_gene__GENE_SQLE,rnaseq_gene__GENE_CSHL1,methylation_gene__GENE_ENO2,rnaseq_gene__GENE_KRTAP4-3,methylation_gene__GENE_DPP7,rnaseq_gene__GENE_LGALS14,methylation_gene__GENE_IL4R,methylation_gene__GENE_SAMD10,methylation_gene__GENE_RAB40B,rnaseq_gene__GENE_DEFA5,methylation_gene__GENE_UNG,methylation_gene__GENE_SLC16A1,methylation_gene__GENE_DNAJC25;DNAJC25-GNG10,rnaseq_gene__GENE_OR2T12,methylation_gene__GENE_CWF19L2,rnaseq_gene__GENE_CABP2,methylation_gene__GENE_ZNF354A,rnaseq_gene__GENE_OR8D4,methylation_gene__GENE_GRK4;NOP14,methylation_gene__GENE_HIST1H3H,methylation_gene__GENE_LACE1,methylation_gene__GENE_AK7,methylation_gene__GENE_EIF6,methylation_gene__GENE_YAP1,methylation_gene__GENE_NIPA1,methylation_gene__GENE_SNORD43;RPL3,rnaseq_gene__GENE_IFNA16,rnaseq_gene__GENE_OTOR,rnaseq_gene__GENE_KRT28,methylation_gene__GENE_ANXA5,methylation_gene__GENE_ARG2,methylation_gene__GENE_SYPL1,methylation_gene__GENE_ZNF444,methylation_gene__GENE_FICD,rnaseq_gene__GENE_OR6B1,methylation_gene__GENE_CAMK2D,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_XAGE5,methylation_gene__GENE_DCK,methylation_gene__GENE_NOB1,methylation_gene__GENE_MYBBP1A,rnaseq_gene__GENE_OR4L1,methylation_gene__GENE_LSM5;AVL9,methylation_gene__GENE_SIK3,methylation_gene__GENE_TRAF5,methylation_gene__GENE_U2AF2,rnaseq_gene__GENE_OR5B17,methylation_gene__GENE_FIZ1;ZNF524,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05375852,-0.054619074,-0.06121572,-0.06227874,-0.30328363,-0.013377459,-0.05182621,-0.076208994,-0.12984334,0.01841058,-0.052885056,-0.1328428,-0.07671373,-0.15191728,-0.34762946,-0.11199295,0.6512446,-0.10906779,0.019470807,-0.05610869,-0.17132993,0.06904674,0.25909063,-0.26294208,-0.28428337,-0.23137905,-0.18181695,0.18127723,0.15874538,-0.4522121,-0.115279995,-0.023250826,0.39520693,0.28437078,-0.027387334,-0.11409981,-0.080992565,0.18049057,0.1616404,-0.12458608,0.20211896,-0.2137172,-0.15906872,14.362353,0.06558157,-0.105781555,0.33318144,-0.11265257,-0.013622768,-0.10047635,0.048309334,-0.19943407,0.15734084,0.5755316,0.11512136,-0.13364081,0.13700911,-0.08794071,0.57429147,-0.09117372,-0.29745415,-0.13460612,0.47200894,-0.12419063,0.19900557,-0.39922613,0.37756115,0.23610483,0.9445548,-0.35775286,1.0312005,-0.056772817,-0.06817627,-0.16934597,-0.14486007,0.11438593,0.7314395,0.67364,0.31070557,0.018424416,-0.0807927,8.346219,-0.08857027,-0.121873505,0.48930272,1.2399509,0.4403332,-0.094459645,-0.05163705,0.70624715,1.3408108,0.84121716,-0.09135867,-0.0068157166,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,22.649546,-0.05375852,-0.054619074,-0.06121572,-0.06227874,-0.22689268,0.20647483,0.19828409,-0.076208994,-0.049694493,21.852411,-0.052885056,-0.1743002,-0.07671373,-0.5208568,0.1973614,0.1308658,-0.15922388,0.2656125,0.23535821,-0.05610869,0.33194417,0.40122288,0.12950008,-0.07686115,-0.116693385,-0.018226346,0.37889737,0.18587509,0.5163156,-0.59983516,-0.115279995,-0.42866367,-0.16914281,0.54843414,1.59252,-0.11409981,0.23292808,0.47331524,-0.55169183,-0.12458608,-0.030319672,-0.41683078,-0.15906872,-0.2236812,-0.25660634,-0.105781555,0.22307457,-0.11265257,-0.4094356,-0.10047635,0.50854594,-0.19943407,-0.31719372,-0.33320862,0.071185134,-0.13364081,0.006135213,0.5549827,0.99921465,-0.09117372,0.45640394,-0.13460612,0.59595555,-0.12419063,-0.35291132,0.26494965,0.54965675,0.420054,0.16430457,0.37593147,0.20489043,-0.06798627,-0.06817627,-0.16934597,-0.14486007,0.66231227,-0.59678626,0.26608703,0.59187615,0.2987345,-0.0807927,0.18880503,-0.08857027,-0.121873505,0.32057214,0.44978628,-0.07359156,-0.094459645,0.11812894,0.50532323,0.70055753,0.7450693,-0.09135867,0.22031353,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05375852,-0.054619074,-0.06121572,-0.06227874,0.63056535,0.36624193,0.15901825,-0.076208994,-0.018841315,0.1167923,-0.052885056,-0.09859757,-0.07671373,0.9558643,0.8626419,0.13448404,-0.36070618,-0.09866817,0.9978126,-0.05610869,-0.083801635,0.2451432,0.7569919,-0.33937678,0.104995355,-0.020874357,0.18805186,0.14348331,0.47073302,0.54427683,-0.115279995,0.3436889,0.8842545,1.0589061,0.9994678,-0.11409981,-0.2531166,0.5510068,1.1709068,0.77529156,0.16444701,0.16145465,-0.15906872,0.28961843,-0.023930194,-0.105781555,1.1136266,-0.11265257,0.43003672,-0.10047635,0.039879918,-0.19943407,-0.34822527,0.18490967,0.6216804,-0.13364081,-0.024354013,0.22098807,-1.409866,-0.09117372,-0.43452552,-0.13460612,0.034536224,-0.12419063,0.19893642,0.047866575,-0.092733175,0.17101908,0.95070875,0.56332445,0.30547377,0.13207911,-0.06817627,-0.16934597,-0.14486007,0.47667217,1.2851707,0.8917576,0.60573584,0.14861032,-0.0807927,-0.24911012,-0.08857027,-0.121873505,1.6438425,0.5514239,1.3896126,-0.094459645,-0.57001865,-0.27771002,0.15173456,0.2540272,-0.09135867,0.49126062,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05375852,-0.054619074,-0.06121572,-0.06227874,0.1809293,0.25297385,0.041622657,-0.076208994,0.0873316,0.28633785,-0.052885056,0.14730503,-0.07671373,0.23451115,0.0058876094,0.5008715,0.16814391,0.522961,0.26426387,-0.05610869,0.24064153,0.6572433,0.29327276,-0.28072175,0.47244844,0.106526926,-0.010174414,0.016485717,0.3768141,0.7110792,-0.115279995,-0.30826166,0.75959927,0.5528824,1.1275914,-0.11409981,0.4031407,0.4399684,0.746258,-0.12458608,0.44217148,0.83478683,-0.15906872,0.40607014,0.37360296,2.9567885,-0.16537282,-0.11265257,0.10174752,-0.10047635,0.27960837,-0.19943407,0.24676748,0.11588975,1.4882134,-0.13364081,0.27612188,-0.13879856,0.4123456,-0.09117372,0.03478538,-0.13460612,-0.14933482,-0.12419063,0.40864697,0.50980914,0.77577126,0.40685126,0.688185,1.1796993,0.37035534,-0.09802434,-0.06817627,4.653074,-0.14486007,0.53171396,0.37006456,0.160596,0.60101223,0.8237293,-0.0807927,0.047373194,-0.08857027,-0.121873505,0.6270633,1.0013224,0.43368497,-0.094459645,0.002653201,0.5274999,1.0077797,0.980196,-0.09135867,0.63800126,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05375852,-0.054619074,-0.06121572,-0.06227874,0.40879434,0.3501614,-0.21797541,0.98412716,0.024388613,0.39111352,-0.052885056,0.058920022,-0.07671373,0.6446471,0.12235895,-0.18810304,0.06958695,0.1426412,0.056880694,-0.05610869,-0.1547675,0.5793785,0.32561365,-0.14925936,0.07474725,0.091714166,0.4358272,0.04888144,-0.05999517,0.31899062,-0.115279995,-0.165102,0.33081737,-0.00089115766,-0.22925687,-0.11409981,0.13729237,0.5106974,0.86667156,-0.12458608,0.35392275,-0.08950543,-0.15906872,-0.248209,0.015363723,-0.105781555,0.5782425,-0.11265257,0.48741895,-0.10047635,0.7840979,-0.19943407,-0.00041115287,-0.008949445,4.121698,0.37890273,0.4094541,0.25074264,0.09732554,-0.09117372,0.13564609,-0.13460612,0.0423214,-0.12419063,0.24526954,0.5786878,1.1490142,0.5966649,0.82445484,0.04136386,0.8890245,0.13971558,-0.06817627,-0.16934597,-0.14486007,0.7990384,-0.04045788,1.0643959,0.7028765,0.15142067,-0.0807927,-0.090159975,-0.08857027,-0.121873505,-0.04864513,0.28870726,0.7054235,-0.094459645,0.1346363,0.6676433,1.621121,1.2123486,-0.09135867,0.46136674,1
