rnaseq_gene__GENE_TTTY6B,rnaseq_gene__GENE_OR4S2,rnaseq_gene__GENE_SCARNA27,rnaseq_gene__GENE_KRTAP19-4,rnaseq_gene__GENE_SPINK14,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_CT47A9,rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_PRLH,rnaseq_gene__GENE_DEFB110,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_SNAR-C4,methylation_gene__GENE_MYO6,methylation_gene__GENE_CDC42,methylation_gene__GENE_VEGFB,methylation_gene__GENE_MAP3K11,methylation_gene__GENE_ACPL2,methylation_gene__GENE_HIC1,rnaseq_gene__GENE_TTTY20,rnaseq_gene__GENE_CT47A1,methylation_gene__GENE_C16ORF80,rnaseq_gene__GENE_KRTAP20-3,rnaseq_gene__GENE_TMEM225,methylation_gene__GENE_SRD5A1;NSUN2,rnaseq_gene__GENE_KRTAP20-4,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_CCRN4L,rnaseq_gene__GENE_SPINT4,methylation_gene__GENE_NOC2L;KLHL17,rnaseq_gene__GENE_OR5D16,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_IQCC,methylation_gene__GENE_PTDSS1;MTERFD1,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_ZNF787,methylation_gene__GENE_ZBTB12,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_ARL13B,methylation_gene__GENE_SREBF2,methylation_gene__GENE_RPLP2,methylation_gene__GENE_AZIN1,methylation_gene__GENE_TKT,rnaseq_gene__GENE_OR7D4,methylation_gene__GENE_TOR1A,rnaseq_gene__GENE_KRTAP15-1,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_PLEKHJ1;SF3A2,methylation_gene__GENE_USP14,methylation_gene__GENE_RASA1,methylation_gene__GENE_LDLR,methylation_gene__GENE_TMEM141,methylation_gene__GENE_FADS1;MIR1908,methylation_gene__GENE_NDUFC1,methylation_gene__GENE_SLC35B1,methylation_gene__GENE_MIR1181;CDC37,methylation_gene__GENE_GGCT,methylation_gene__GENE_NLRX1,methylation_gene__GENE_SQLE,rnaseq_gene__GENE_DEFB118,methylation_gene__GENE_CISD2;UBE2D3,methylation_gene__GENE_ACADM,methylation_gene__GENE_C17ORF59,methylation_gene__GENE_CASKIN2;TSEN54,methylation_gene__GENE_RAB40B,rnaseq_gene__GENE_SSX3,methylation_gene__GENE_LPHN1,rnaseq_gene__GENE_CSHL1,methylation_gene__GENE_IL4R,methylation_gene__GENE_SPATA13,methylation_gene__GENE_PREB,methylation_gene__GENE_TMEM160,methylation_gene__GENE_SLC16A1,methylation_gene__GENE_AK7,methylation_gene__GENE_SIK3,methylation_gene__GENE_HNRPA1L-2;HNRNPA1,methylation_gene__GENE_EIF6,methylation_gene__GENE_C1ORF85,methylation_gene__GENE_LACE1,rnaseq_gene__GENE_CYLC1,methylation_gene__GENE_CWF19L2,methylation_gene__GENE_DNAJC25;DNAJC25-GNG10,methylation_gene__GENE_EPC1,methylation_gene__GENE_KBTBD6,methylation_gene__GENE_NIPA1,methylation_gene__GENE_ZCCHC11,methylation_gene__GENE_LSM12,methylation_gene__GENE_TUBA8,methylation_gene__GENE_UNG,rnaseq_gene__GENE_OR6B1,methylation_gene__GENE_SNN,rnaseq_gene__GENE_SNORA54,methylation_gene__GENE_NEIL3,methylation_gene__GENE_ERCC5,methylation_gene__GENE_SYPL1,rnaseq_gene__GENE_GK2,methylation_gene__GENE_SAMD10,rnaseq_gene__GENE_CFC1B,rnaseq_gene__GENE_KRTAP4-3,methylation_gene__GENE_SNORD43;RPL3,methylation_gene__GENE_FICD,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22.649546,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065267,-0.044065267,-0.044065263,-0.05913073,-0.061869785,-0.06227874,-0.22966444,0.040584613,-0.09784537,-0.1118276,-0.101136066,0.17401391,-0.052885056,-0.059945107,-0.05662224,-0.05375852,-0.07707038,-0.48290044,-0.09609405,-0.272834,0.08106583,-0.054619074,0.13491815,-0.07671373,0.04412027,-0.41120574,-0.21787235,-0.23476811,-0.3256126,0.45639792,-0.05610869,-0.2267113,0.5253481,0.6331517,0.23956268,0.35215423,-0.12458608,0.45505232,-0.08630882,-0.32987174,-0.25140488,0.055338185,-0.14032824,-0.064622164,0.0673253,-0.06537462,0.17292605,0.14596997,0.011305516,0.3540029,0.031205148,-0.33073562,-0.11409981,0.58144486,-0.028234983,-0.062900975,0.103461765,-0.037423294,-0.1779356,-0.21069829,-0.11265257,0.32977968,-0.0986844,0.0810313,-0.25202683,-0.25858256,-0.05805511,0.4241089,0.44169927,0.5287964,-0.15621398,-0.16957097,-0.1130669,-1.016491,-0.46912256,9.607767,-0.41033083,0.2275256,0.13891745,-0.3115141,0.34973818,0.39903677,-0.0807927,0.06917891,-0.115679696,-0.26251492,0.21077196,0.94678456,-0.121449016,-0.053020325,-0.12754409,-0.10047635,-0.11004478,-0.3724642,1
-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065267,-0.044065267,-0.044065263,-0.05913073,-0.061869785,-0.06227874,-0.08554686,0.38404068,0.045914646,0.15901825,0.40589848,0.20269956,-0.052885056,-0.059945107,0.23628655,-0.05375852,-0.07707038,0.9558643,-0.09609405,0.8626419,0.6524617,-0.054619074,-0.21964447,-0.07671373,-0.36070618,0.14007196,0.33553958,0.9978126,-0.083801635,0.7569919,-0.05610869,0.4473369,0.104995355,0.47073302,0.86982375,0.27549875,0.77529156,0.0867133,-0.08630882,0.8842545,0.5510068,1.1709068,1.0589061,-0.023930194,0.11614635,0.1014195,1.0185308,0.18825924,0.052248225,0.18638188,0.06146307,1.1136266,-0.11409981,-0.16346632,0.20288216,0.16444701,0.10362501,0.6216804,-0.1779356,0.54427683,-0.11265257,-0.34822527,-0.14954856,-0.2531166,0.7139329,0.22098807,0.17101908,-0.27771002,-0.23085819,0.95070875,4.516989,-0.092733175,-0.1130669,-0.43452552,-1.409866,-0.10250897,0.2731857,0.30547377,0.28605083,0.63680226,0.46622542,-0.024354013,-0.0807927,-0.10698877,-0.115679696,-0.18758586,0.19420335,0.8917576,-0.121449016,0.18490967,-0.12754409,-0.10047635,0.13207911,0.14861032,1
