rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_RBMY1A1,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_TSPY3,methylation_gene__GENE_GPI,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_OR4A15,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_C21ORF54,rnaseq_gene__GENE_TSPY2,rnaseq_gene__GENE_PRAMEF16,rnaseq_gene__GENE_OR4D10,rnaseq_gene__GENE_PRAMEF18,rnaseq_gene__GENE_TAAR6,methylation_gene__GENE_MAP3K9,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_C10ORF96,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_DEFB104A,rnaseq_gene__GENE_GSC2,rnaseq_gene__GENE_ONECUT3,methylation_gene__GENE_ZNF596;RPL23AP53,rnaseq_gene__GENE_SRY,rnaseq_gene__GENE_OR5A1,rnaseq_gene__GENE_DAZ1,rnaseq_gene__GENE_AMBN,methylation_gene__GENE_ATP5S;L2HGDH,rnaseq_gene__GENE_ZNF735,rnaseq_gene__GENE_PRDM14,rnaseq_gene__GENE_OR4A5,methylation_gene__GENE_NAT14,rnaseq_gene__GENE_FAM99A,methylation_gene__GENE_GMCL1,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_NKX6-2,methylation_gene__GENE_CYP51A1,methylation_gene__GENE_DCTN3,methylation_gene__GENE_UNC84B,rnaseq_gene__GENE_CABP2,methylation_gene__GENE_SKIL,methylation_gene__GENE_AKT1,methylation_gene__GENE_CNIH,rnaseq_gene__GENE_LINC00635,methylation_gene__GENE_QTRT1,methylation_gene__GENE_ZNF619,rnaseq_gene__GENE_NPBWR2,rnaseq_gene__GENE_ADAM7,methylation_gene__GENE_ITPA,rnaseq_gene__GENE_MOS,rnaseq_gene__GENE_SNORA69,rnaseq_gene__GENE_LIM2,rnaseq_gene__GENE_FOXB2,rnaseq_gene__GENE_MRGPRG,methylation_gene__GENE_FGFRL1,rnaseq_gene__GENE_PRAMEF22,rnaseq_gene__GENE_OR6C4,rnaseq_gene__GENE_OR8B4,methylation_gene__GENE_DCUN1D4,methylation_gene__GENE_NKIRAS2;DNAJC7,rnaseq_gene__GENE_RAG2,rnaseq_gene__GENE_OR5T3,rnaseq_gene__GENE_TGM6,rnaseq_gene__GENE_KRTAP11-1,methylation_gene__GENE_LPCAT1,methylation_gene__GENE_DUSP4,methylation_gene__GENE_NSUN5,rnaseq_gene__GENE_TSPY1,methylation_gene__GENE_RUNDC2A,methylation_gene__GENE_AMDHD2,rnaseq_gene__GENE_TBC1D28,methylation_gene__GENE_RCBTB2,methylation_gene__GENE_KTELC1,methylation_gene__GENE_GMFB,rnaseq_gene__GENE_FABP9,rnaseq_gene__GENE_RPS4Y2,rnaseq_gene__GENE_SNAR-B2,methylation_gene__GENE_CGRRF1,rnaseq_gene__GENE_OR9I1,methylation_gene__GENE_UBE3C,rnaseq_gene__GENE_FAM194B,methylation_gene__GENE_FAM59A,methylation_gene__GENE_KBTBD7,methylation_gene__GENE_OBFC2A,rnaseq_gene__GENE_NPPB,rnaseq_gene__GENE_DEFB108B,methylation_gene__GENE_RTDR1,rnaseq_gene__GENE_SPACA1,methylation_gene__GENE_RBP5;CLSTN3,methylation_gene__GENE_MYLIP,target
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.29535243,-0.067629814,-0.042500064,-0.7782874,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,-0.10683793,-0.362743,-0.083192356,-0.14370757,-0.11535256,-0.048288155,-0.05877857,-0.071920976,-0.28116846,-0.06418999,-0.09926551,-0.08408102,-0.21529208,-0.5317535,-0.09391567,-0.19387476,-0.06427042,-0.8978478,-0.069542356,-0.7735928,-0.53388613,-0.09467098,-0.16014065,-0.08932681,-0.8403483,-0.07587367,-0.30954435,-0.7347558,-0.6484652,-0.18354331,-0.31316683,-0.21683386,-0.08846551,-0.1181239,-0.5213417,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,-1.1709406,-0.11066106,-0.0583981,-0.078787245,-0.21176672,-0.084723234,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.088154756,-0.7205203,-0.3917851,-0.061940223,0.27662385,-0.5824089,-0.16144404,-0.4431182,-0.8748106,0.06263252,-0.14199477,-0.04301151,-0.13498159,-0.19459184,-0.084201984,-0.9124627,-0.12620853,-0.40054634,-0.330845,1.0158162,0.82564837,-0.05221101,-0.16580798,-0.10053951,-0.45324096,-0.35003164,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,0.088512495,-0.067629814,-0.042500064,-0.34538478,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,-0.22163449,0.21330371,-0.083192356,-0.14370757,-0.47987357,-0.048288155,-0.05877857,-0.071920976,-0.12964293,-0.06418999,-0.09926551,-0.08408102,-0.21529208,-0.99295354,-0.09391567,6.8465466,-0.06427042,-0.792437,-0.069542356,-0.3830355,-0.46403423,-0.09467098,-0.006819622,-0.19255027,-0.7549518,-0.07587367,-0.83370167,-0.022614885,-0.2578179,-0.18354331,-0.16436014,-0.10588636,-0.08846551,-0.1181239,1.2348235,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,-0.7540839,-0.11066106,-0.0583981,-0.078787245,-0.32518017,-0.121540435,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.09368354,-0.292824,-0.21992314,-0.061940223,-0.28544858,-0.3798255,-0.16144404,-0.41201466,-0.19447015,-0.5274253,-0.14199477,-0.04301151,-0.13498159,-0.12326222,-0.084201984,-0.29020527,-0.12620853,-0.46918786,-0.09985557,0.32989785,-0.23330294,-0.05221101,-0.389185,-0.10053951,-0.17699575,0.37455416,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,0.1085695,-0.067629814,-0.042500064,-0.38429222,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,-0.15518671,0.0061614383,-0.083192356,-0.14370757,0.16479523,-0.048288155,-0.05877857,-0.071920976,-0.22348875,-0.06418999,-0.09926551,-0.08408102,-0.21529208,-0.5754338,-0.09391567,-0.19387476,-0.06427042,0.6097077,-0.069542356,-0.51493067,-0.22246532,-0.09467098,-0.23302352,-0.32123888,-0.7913867,-0.07587367,-0.3577035,-0.18580663,-0.4373965,-0.18354331,-0.02729828,-0.3520943,-0.08846551,-0.1181239,-0.28044683,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,-1.201662,-0.11066106,-0.0583981,-0.078787245,-0.40820125,-0.3217674,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.20687172,-0.61584765,-0.7225055,-0.061940223,-0.3708379,-0.3036151,-0.16144404,-0.6802969,-0.010986853,-0.13034093,-0.14199477,-0.04301151,-0.13498159,-0.15843436,-0.084201984,-0.4377584,-0.12620853,-0.57218176,-0.19897607,0.31830317,-0.23330294,-0.05221101,-0.34953478,-0.10053951,-0.7053302,-0.66731596,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,0.3981826,-0.067629814,-0.042500064,-0.5940925,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,0.16268016,0.07500588,-0.083192356,-0.14370757,-0.34155756,-0.048288155,-0.05877857,-0.071920976,-0.2733724,-0.06418999,-0.09926551,-0.08408102,-0.21529208,-1.2249403,-0.09391567,-0.19387476,-0.06427042,0.5000143,-0.069542356,-0.2082748,-0.05714104,-0.09467098,0.014738215,-0.1660513,-0.48053473,-0.07587367,-0.3538613,0.16467789,0.21274719,-0.18354331,-0.06195666,0.017271101,-0.08846551,-0.1181239,-0.5166632,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,-0.43907148,-0.11066106,-0.0583981,-0.078787245,-0.19124396,-0.2796033,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.11265045,-0.31862202,0.4121847,-0.061940223,0.7605923,-0.092042394,-0.16144404,-0.4147929,-0.19248816,0.51757896,-0.14199477,-0.04301151,-0.13498159,0.60216373,-0.084201984,-0.09191103,-0.12620853,-0.046412814,0.18442886,0.87006426,0.8500214,-0.05221101,0.11460238,-0.10053951,-0.05933543,-0.22879423,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.12148977,-0.067629814,-0.042500064,-0.58080935,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,-0.10740761,-0.2915352,-0.083192356,-0.14370757,-0.23858619,-0.048288155,-0.05877857,-0.071920976,-0.34911478,-0.06418999,-0.09926551,-0.08408102,0.7312734,-0.4394231,-0.09391567,1.2679695,-0.06427042,-0.5293506,-0.069542356,-0.53716314,-0.60582,-0.09467098,-0.20248969,-0.13353929,-0.11682659,-0.07587367,-0.96640724,-0.13595368,-0.24122725,1.2714548,-0.32125703,-0.05916653,-0.08846551,-0.1181239,1.1073004,-0.09939945,-0.08561648,1.9720774,-0.12846951,-0.04293071,-0.25579914,-0.11066106,-0.0583981,-0.078787245,-0.2997607,-0.038078304,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.2308042,-0.5819996,-0.23543546,-0.061940223,0.2574086,-0.2809543,-0.16144404,-1.1582124,-0.83926153,-0.046975054,-0.14199477,-0.04301151,-0.13498159,-0.27119234,-0.084201984,-0.7528049,-0.12620853,0.021469321,-0.19071762,0.686207,0.5486103,-0.05221101,-0.38487682,-0.10053951,-0.46793893,-0.4299028,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,0.2601757,-0.067629814,-0.042500064,-0.5519732,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,0.058470007,-0.2176707,-0.083192356,-0.14370757,0.6322945,-0.048288155,-0.05877857,-0.071920976,-0.046129502,-0.06418999,-0.09926551,-0.08408102,-0.21529208,0.21944174,-0.09391567,-0.19387476,-0.06427042,-0.67216307,-0.069542356,0.26032045,0.07610063,-0.09467098,0.15150256,0.20921145,-0.09574434,-0.07587367,-0.6176965,-0.73981047,0.18847354,1.7948462,-0.05429557,-0.13224904,-0.08846551,-0.1181239,0.18219192,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,0.08397082,-0.11066106,-0.0583981,-0.078787245,-0.119732864,-0.06245742,-0.18899952,-0.07885677,-0.079487145,-0.15536214,0.041687153,-0.36071262,0.32054967,-0.061940223,0.15457867,-0.5470727,-0.16144404,-0.7671486,-0.8157755,0.54119813,-0.14199477,-0.04301151,-0.13498159,0.3846303,-0.084201984,-0.09836684,-0.12620853,0.19446382,0.1345255,0.48941058,-0.23330294,-0.05221101,-0.0642079,-0.10053951,-0.41357625,-0.3068489,0
-0.030400895,-0.030400898,32.86337,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.087268986,-0.067629814,-0.042500064,-0.16234359,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,-0.32346815,-0.66333944,-0.083192356,-0.14370757,-0.46341604,-0.048288155,-0.05877857,-0.071920976,-0.10093132,-0.06418999,3.9908123,-0.08408102,-0.21529208,0.30140257,-0.09391567,-0.19387476,-0.06427042,-0.6899094,-0.069542356,-0.54972845,0.53736943,-0.09467098,-0.12363977,-0.16719042,1.2090065,-0.07587367,0.161373,0.29194605,-0.25764775,-0.18354331,-0.15356934,0.016306093,-0.08846551,-0.1181239,-0.40705305,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,0.55245286,-0.11066106,-0.0583981,-0.078787245,0.022933701,-0.17821102,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.016977657,-0.38815287,-0.5344737,-0.061940223,-1.3306711,0.11505992,-0.16144404,0.017773457,-0.28640482,-0.21868458,-0.14199477,-0.04301151,-0.13498159,-0.17002179,-0.084201984,0.07245011,-0.12620853,-0.19263121,-0.22278093,-0.13769953,-0.23330294,-0.05221101,-0.20266013,-0.10053951,-0.30139026,0.8162128,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.28043783,-0.067629814,-0.042500064,-0.6191561,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,-0.3747721,-0.18067996,-0.083192356,-0.14370757,-0.30664104,-0.048288155,-0.05877857,-0.071920976,-0.2693396,-0.06418999,-0.09926551,-0.08408102,-0.21529208,-0.58982766,-0.09391567,-0.19387476,-0.06427042,-0.2278776,-0.069542356,0.11995292,-0.3479288,-0.09467098,-0.1330747,-0.2968537,-0.44110486,-0.07587367,-0.5942714,-0.36846972,-0.6413446,-0.18354331,-0.31117046,-0.15153565,-0.08846551,-0.1181239,-0.42761052,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,-0.7945081,-0.11066106,-0.0583981,-0.078787245,6.6604404,-0.33849195,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.16510314,-0.65389776,-0.3338601,-0.061940223,-0.34336656,0.067568436,-0.16144404,-0.6175726,-0.5836335,0.15666851,-0.14199477,-0.04301151,-0.13498159,0.5176835,-0.084201984,-0.33029845,-0.12620853,-0.16289431,-0.01589404,0.10358019,-0.23330294,-0.05221101,-0.4964742,-0.10053951,-0.5164683,-0.62673044,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.13273731,-0.067629814,-0.042500064,-0.084991604,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,-0.37613794,-0.23673443,-0.083192356,-0.14370757,-0.28321788,-0.048288155,-0.05877857,-0.071920976,-0.19019115,-0.06418999,-0.09926551,-0.08408102,-0.21529208,-0.18404023,-0.09391567,-0.19387476,-0.06427042,-0.81120515,-0.069542356,-0.16927673,-0.2735913,-0.09467098,0.119997345,-0.17246123,-0.23674741,-0.07587367,-0.50687146,-0.86688375,-0.46061686,1.5517827,0.0002569741,-0.18979402,-0.08846551,-0.1181239,-0.0063597625,-0.09939945,-0.08561648,1.2234746,-0.12846951,-0.04293071,-0.7285408,-0.11066106,-0.0583981,-0.078787245,-0.03249004,-0.024639502,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.22574379,-0.18246183,0.077838324,-0.061940223,-0.23469658,-0.15928194,-0.16144404,0.33236152,0.5152565,-0.22137007,-0.14199477,-0.04301151,-0.13498159,0.13179153,-0.084201984,0.090821095,-0.12620853,-0.7789114,0.054934382,-0.48904347,0.69925797,-0.05221101,-0.28709683,-0.10053951,-0.4700796,0.26785034,0
-0.030400895,-0.030400898,-0.030400896,32.863365,-0.030400895,-0.030400896,-0.030400895,-0.030400895,12.812329,-0.040199555,14.28693,19.520115,32.19855,28.397066,-0.26800364,-0.067629814,-0.042500064,-0.29842216,-0.0679732,20.45905,-0.07234395,-0.09654722,-0.08606776,-0.06925289,-0.1595753,0.045804642,-0.083192356,1.210352,-0.1284348,-0.048288155,-0.05877857,-0.071920976,-0.27142286,26.11536,-0.09926551,26.03018,1.3511533,-0.50653076,-0.09391567,-0.19387476,-0.06427042,-0.7780926,-0.069542356,-0.18089306,-0.57045937,-0.09467098,0.13240092,-0.12699422,-1.2770925,-0.07587367,-0.5455502,-0.7301352,-0.46623477,-0.18354331,-0.24257879,-0.065190256,-0.08846551,-0.1181239,0.5298288,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,-0.491865,-0.11066106,-0.0583981,-0.078787245,-0.42454097,-0.2878762,-0.18899952,-0.07885677,-0.079487145,-0.15536214,0.00971993,-0.5015193,-0.21166688,-0.061940223,-0.5596366,-0.59075195,2.1956363,8.802213,0.3091137,-0.5604911,-0.14199477,23.016365,-0.13498159,-0.044357177,-0.084201984,-0.6159256,-0.12620853,-0.16147895,-0.1807452,-0.36858925,-0.23330294,-0.05221101,-0.18439567,-0.10053951,0.27151015,0.13723856,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.18148129,-0.067629814,-0.042500064,-0.6791033,-0.0679732,-0.061702468,-0.07234395,17.112064,-0.08606776,-0.06925289,-0.21929036,0.1098456,-0.083192356,27.406466,-0.5051471,-0.048288155,-0.05877857,-0.071920976,-0.0790316,-0.06418999,25.938812,-0.08408102,-0.21529208,-0.563949,-0.09391567,3.4748838,-0.06427042,-0.7612574,-0.069542356,-0.4576164,-0.37829024,-0.09467098,-0.27923888,-0.27742076,-0.5181657,-0.07587367,-0.74831784,-0.054560386,-0.54240495,-0.18354331,-0.21528393,-0.37038368,-0.08846551,-0.1181239,-0.321254,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,-0.4699615,-0.11066106,-0.0583981,-0.078787245,-0.52097905,-0.34284183,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.018569909,-0.02184093,-0.062647514,-0.061940223,-0.14724523,-0.60361105,-0.16144404,-0.9474937,-0.93350995,-0.33178398,-0.14199477,-0.04301151,-0.13498159,-0.46288258,22.612976,-0.45028695,-0.12620853,-0.3740354,-0.15046707,0.030454973,-0.23330294,-0.05221101,-0.4483799,-0.10053951,-0.17513435,-0.71909714,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.016209504,-0.067629814,-0.042500064,0.49007857,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,0.059041157,0.15106842,-0.083192356,-0.14370757,-0.19249208,-0.048288155,-0.05877857,-0.071920976,-0.028380001,-0.06418999,-0.09926551,-0.08408102,2.059532,-0.79963523,-0.09391567,-0.19387476,-0.06427042,-0.6690618,-0.069542356,-0.40791515,-0.3481949,-0.09467098,-0.21500546,-0.21839103,-0.91152436,-0.07587367,-0.4223645,-0.878739,-0.61778617,-0.18354331,-0.10386427,-0.10237108,-0.08846551,-0.1181239,-0.5354061,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,0.30411696,-0.11066106,-0.0583981,-0.078787245,-0.31691158,0.13110965,1.3134797,-0.07885677,-0.079487145,-0.15536214,-0.0012488052,-0.1542062,-0.293811,-0.061940223,0.29282492,0.12155526,-0.16144404,-0.49178112,-0.5503461,-0.2024811,-0.14199477,-0.04301151,-0.13498159,-0.61439335,3.7048798,-0.047856748,-0.12620853,0.25949556,-0.2341813,-0.47690678,-0.23330294,-0.05221101,-0.37556222,-0.10053951,0.05357579,-0.8691631,1
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.13987646,-0.067629814,-0.042500064,-0.8314879,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,0.028948694,-0.5846488,-0.083192356,-0.14370757,-0.5557415,-0.048288155,-0.05877857,-0.071920976,2.9706845,-0.06418999,-0.09926551,-0.08408102,-0.21529208,-0.23244625,-0.09391567,-0.19387476,-0.06427042,-0.91422236,-0.069542356,-0.65132785,-0.4512083,-0.09467098,-0.20550217,-0.09368208,-0.28951892,-0.07587367,-0.77646077,-0.68580234,0.24696945,-0.18354331,-0.310088,-0.07222011,-0.08846551,-0.1181239,0.052619427,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,-0.5337801,-0.11066106,-0.0583981,-0.078787245,-0.13372165,0.09300504,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.22049524,-0.061606377,-0.25041837,-0.061940223,-0.37895828,-0.5338512,-0.16144404,-1.1975061,-0.44747066,0.32550445,-0.14199477,-0.04301151,-0.13498159,0.020541422,-0.084201984,-0.6843237,-0.12620853,-0.57787716,-0.18844907,0.17755368,-0.23330294,-0.05221101,-0.34941015,-0.10053951,-0.697546,-0.13667358,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,0.066300936,-0.067629814,-0.042500064,-0.5745804,-0.0679732,-0.061702468,-0.07234395,-0.09654722,1.260626,-0.06925289,-0.24329913,-0.34949815,-0.083192356,-0.14370757,-0.40929666,-0.048288155,-0.05877857,-0.071920976,-0.2543102,-0.06418999,-0.09926551,-0.08408102,-0.21529208,-0.9190128,-0.09391567,1.2837509,-0.06427042,-0.8215186,-0.069542356,-0.40087077,-0.7673012,-0.09467098,-0.22191387,-0.10831469,-1.0896277,-0.07587367,-0.7626407,0.4297636,-0.42610365,-0.18354331,-0.3729656,-0.18572794,-0.08846551,-0.1181239,-0.0285158,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,-0.5418763,-0.11066106,-0.0583981,-0.078787245,-0.22808383,-0.12643202,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.10870625,-0.59493613,-0.4604293,-0.061940223,-0.779106,-0.6471064,-0.16144404,-0.72589135,-0.9220777,0.24097362,-0.14199477,-0.04301151,-0.13498159,-0.23781683,-0.084201984,-0.9237292,-0.12620853,-0.5031004,-0.41880086,0.06570285,-0.23330294,-0.05221101,-0.104669705,-0.10053951,-0.84349835,-0.27468508,1
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,0.3085963,-0.067629814,-0.042500064,0.13700588,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,-0.15356746,-0.730289,-0.083192356,-0.14370757,0.2838505,-0.048288155,-0.05877857,-0.071920976,0.4312723,-0.06418999,-0.09926551,-0.08408102,-0.21529208,0.6620897,-0.09391567,-0.19387476,-0.06427042,-0.21452722,-0.069542356,-0.53971034,0.177482,-0.09467098,0.013820645,0.46136662,1.2843612,-0.07587367,0.4363273,0.98465616,-0.27763095,-0.18354331,-0.23731871,-0.01477793,-0.08846551,-0.1181239,-0.5023824,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,0.7375292,-0.11066106,-0.0583981,-0.078787245,0.08481145,0.30893728,1.1020999,-0.07885677,-0.079487145,1.7635292,-0.110392876,-0.05830381,-0.04852861,-0.061940223,-0.097158186,16.227495,-0.16144404,0.07643713,-0.14708689,-0.33563176,-0.14199477,-0.04301151,-0.13498159,0.5017073,-0.084201984,0.13233997,-0.12620853,0.0849737,0.3296035,-0.048461825,-0.23330294,-0.05221101,0.37725633,-0.10053951,-0.32034722,-0.13319586,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.017295945,-0.067629814,-0.042500064,-0.41274124,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,0.6928612,0.63829684,-0.083192356,-0.14370757,-0.051427145,-0.048288155,-0.05877857,-0.071920976,-0.20289446,-0.06418999,-0.09926551,-0.08408102,-0.21529208,-0.72176135,-0.09391567,-0.19387476,-0.06427042,-0.11527216,-0.069542356,-0.23970301,0.11291301,-0.09467098,0.56376123,-0.09283942,0.56250614,-0.07587367,0.027690904,-0.23086396,0.8064607,-0.18354331,-0.046164244,-0.22233778,-0.08846551,-0.1181239,0.76645666,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,-0.10785204,-0.11066106,-0.0583981,-0.078787245,0.021839624,-0.23917958,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.10296353,3.469107,0.35579252,-0.061940223,-0.031157449,-0.16051309,2.9857693,0.27456602,-0.8530068,1.0543058,-0.14199477,-0.04301151,-0.13498159,0.18663685,-0.084201984,-0.06180396,-0.12620853,0.10630484,0.6119926,0.941748,-0.23330294,-0.05221101,-0.28916034,-0.10053951,-0.30579433,-0.36493567,0
-0.030400895,-0.030400898,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,0.050825927,-0.067629814,-0.042500064,-0.7360608,-0.0679732,-0.061702468,-0.07234395,-0.09654722,-0.08606776,-0.06925289,0.062033508,-0.21096465,-0.083192356,-0.14370757,-0.47192478,-0.048288155,-0.05877857,-0.071920976,-0.07924192,-0.06418999,-0.09926551,-0.08408102,-0.21529208,-0.56924975,-0.09391567,-0.19387476,-0.06427042,0.24990582,-0.069542356,-0.795222,-0.43499503,-0.09467098,-0.26495078,-0.26259327,-0.10297305,-0.07587367,-0.33571824,-0.38223222,-0.41682798,-0.18354331,-0.1863535,-0.34383208,1.7937902,-0.1181239,-0.33398148,-0.09939945,-0.08561648,-0.23341642,-0.12846951,-0.04293071,-0.42747337,-0.11066106,-0.0583981,-0.078787245,-0.32831493,-0.035175793,-0.18899952,-0.07885677,-0.079487145,-0.15536214,-0.15034238,0.012328854,-0.3367383,-0.061940223,-0.5238317,-0.7137145,-0.16144404,-1.132872,-0.7794637,-0.20558876,-0.14199477,-0.04301151,-0.13498159,-0.029152494,-0.084201984,-0.63759774,-0.12620853,-0.5138611,-0.27127087,0.26866108,-0.23330294,-0.05221101,-0.03143938,8.828226,-0.47007096,-0.34136534,0
