rnaseq_gene__GENE_TAAR2,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_OR8I2,rnaseq_gene__GENE_SCARNA14,rnaseq_gene__GENE_PPIAL4B,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_GPHB5,rnaseq_gene__GENE_SCARNA23,rnaseq_gene__GENE_OR2T1,rnaseq_gene__GENE_OR4C12,rnaseq_gene__GENE_GLYCAM1,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_SNORA11B,rnaseq_gene__GENE_OR5AS1,rnaseq_gene__GENE_OR4D9,rnaseq_gene__GENE_CT47A10,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_TBC1D21,rnaseq_gene__GENE_MT4,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_OR2M7,rnaseq_gene__GENE_CST8,rnaseq_gene__GENE_KIF2B,rnaseq_gene__GENE_OR10AG1,rnaseq_gene__GENE_KRTAP24-1,rnaseq_gene__GENE_MYF5,rnaseq_gene__GENE_OR5W2,rnaseq_gene__GENE_TTTY6B,rnaseq_gene__GENE_CT47A11,rnaseq_gene__GENE_TTTY6,methylation_gene__GENE_ZMYND19,rnaseq_gene__GENE_DEFB123,rnaseq_gene__GENE_LINC01020,rnaseq_gene__GENE_PRAMEF5,methylation_gene__GENE_PPP6C,rnaseq_gene__GENE_MYT1L-AS1,rnaseq_gene__GENE_KRTAP19-3,rnaseq_gene__GENE_OR4N3P,rnaseq_gene__GENE_PRAMEF9,rnaseq_gene__GENE_OR14J1,rnaseq_gene__GENE_HDGFL1,methylation_gene__GENE_NT5C3L,rnaseq_gene__GENE_CETN1,rnaseq_gene__GENE_PRAC,methylation_gene__GENE_ATP5E,rnaseq_gene__GENE_FTMT,methylation_gene__GENE_BTN2A2,rnaseq_gene__GENE_OR5AC2,methylation_gene__GENE_CCNG1,rnaseq_gene__GENE_BPY2,rnaseq_gene__GENE_TECRL,rnaseq_gene__GENE_PRAMEF11,rnaseq_gene__GENE_SCARNA8,rnaseq_gene__GENE_PRAMEF13,methylation_gene__GENE_TMEM63A,methylation_gene__GENE_SHBG;SAT2,rnaseq_gene__GENE_GPR149,methylation_gene__GENE_ZNF136,rnaseq_gene__GENE_PRAMEF14,rnaseq_gene__GENE_OR5K4,methylation_gene__GENE_FADS1;MIR1908,rnaseq_gene__GENE_PRAMEF6,methylation_gene__GENE_DND1,rnaseq_gene__GENE_VN1R4,methylation_gene__GENE_ZNF566,rnaseq_gene__GENE_OR8B12,rnaseq_gene__GENE_OR51L1,methylation_gene__GENE_C19ORF24,rnaseq_gene__GENE_CXORF66,methylation_gene__GENE_MCFD2,rnaseq_gene__GENE_C10ORF96,rnaseq_gene__GENE_PRSS38,rnaseq_gene__GENE_RNASE11,rnaseq_gene__GENE_KRT33A,methylation_gene__GENE_ZNF497,rnaseq_gene__GENE_IL3,rnaseq_gene__GENE_MAGEB3,rnaseq_gene__GENE_PRAMEF22,rnaseq_gene__GENE_OR14C36,rnaseq_gene__GENE_RNASE9,methylation_gene__GENE_POLR2J2,rnaseq_gene__GENE_OR4C13,rnaseq_gene__GENE_FAM9A,methylation_gene__GENE_TM7SF2,methylation_gene__GENE_ZNF441,rnaseq_gene__GENE_OR52A5,rnaseq_gene__GENE_SCARNA18,methylation_gene__GENE_ZC3H13,rnaseq_gene__GENE_IQCF5,rnaseq_gene__GENE_KRTAP20-4,methylation_gene__GENE_CCNB1,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_REG3G,rnaseq_gene__GENE_LECT2,rnaseq_gene__GENE_FLJ25328,rnaseq_gene__GENE_WFDC9,rnaseq_gene__GENE_RNU11,rnaseq_gene__GENE_OR4N4,rnaseq_gene__GENE_MMP27,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044280745,-0.04428074,-0.04428075,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.044280745,-0.044280745,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.04428074,-0.044280745,-0.04428074,-0.056256305,-0.059154127,-0.06097022,-0.061878715,-0.062245425,-0.062390093,-0.06239218,-0.06267638,-0.0613941,-0.051931962,-0.07152144,-0.07051628,-0.07150777,-0.92654955,-0.056167826,-0.05653216,-0.09744255,-0.3160254,-0.06268985,-0.08072331,-0.111356184,-0.10163879,-0.064649016,-0.14566335,-0.8666286,-0.07620693,-0.13319255,-0.60400254,-0.088819906,-0.61592984,-0.082131,-0.88845956,-0.13857728,-0.09187428,-0.15938959,-0.07551869,-0.1075686,-0.8161039,-1.088257,-0.18596783,-0.49150532,-0.14742462,-0.06056062,-0.40604565,-0.12281272,0.89486927,-0.10152546,9.166066,-0.113286406,-0.06100211,-0.24195568,-0.08460147,-0.53729004,-0.080184266,-0.19584931,-0.10883868,-0.15528625,-0.8919278,-0.16054243,-0.1763773,-0.1259461,-0.09165288,-0.09052918,-1.0095325,-0.061562493,-0.21009833,-0.19446006,-0.8476634,-0.095991835,-0.11326064,-1.08272,-0.13753338,-0.080374055,0.011551815,-0.13615137,-0.14856827,-0.19176306,-0.07312907,-0.07853914,-0.23125996,-0.17353818,0.6884045,1
-0.044280745,-0.04428074,-0.04428075,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.044280745,-0.044280745,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.04428074,-0.044280745,-0.04428074,-0.056256305,-0.059154127,-0.06097022,-0.061878715,-0.062245425,-0.062390093,-0.06239218,-0.06267638,-0.0613941,-0.051931962,-0.07152144,-0.07051628,-0.07150777,-0.5143611,-0.056167826,-0.05653216,-0.09744255,-0.53280985,-0.06268985,-0.08072331,-0.111356184,-0.10163879,-0.064649016,-0.14566335,-0.64476293,-0.07620693,-0.13319255,-0.6487455,-0.088819906,-0.578843,-0.082131,-0.6542857,-0.13857728,-0.09187428,-0.15938959,-0.07551869,-0.1075686,-0.82069945,18.742804,0.5801762,-0.65253764,-0.14742462,-0.06056062,-0.08109553,-0.12281272,0.6917605,-0.10152546,-0.91380304,-0.113286406,-0.06100211,-0.13570271,-0.08460147,-0.105231665,-0.080184266,0.48108846,-0.10883868,-0.15528625,-0.84249485,-0.16054243,-0.1763773,-0.1259461,-0.09165288,-0.09052918,-0.8830358,-0.061562493,1.0759168,-0.27447486,-0.86855614,-0.095991835,-0.11326064,-0.85496485,-0.13753338,-0.080374055,-0.19837217,-0.13615137,-0.14856827,-0.19176306,-0.07312907,-0.07853914,-0.23125996,-0.17353818,-0.17918229,1
-0.044280745,-0.04428074,-0.04428075,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.044280745,-0.044280745,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.04428074,-0.044280745,-0.04428074,-0.056256305,-0.059154127,-0.06097022,-0.061878715,-0.062245425,-0.062390093,-0.06239218,-0.06267638,-0.0613941,-0.051931962,21.381304,-0.07051628,21.740261,-0.5026635,-0.056167826,-0.05653216,-0.09744255,-0.56320137,-0.06268985,-0.08072331,-0.111356184,-0.10163879,-0.064649016,-0.14566335,-0.6439238,-0.07620693,-0.13319255,-0.8039945,-0.088819906,0.024643665,-0.082131,-0.76499015,17.274942,-0.09187428,-0.15938959,-0.07551869,-0.1075686,-0.5882787,-0.7950038,-0.18596783,-0.78384066,-0.14742462,-0.06056062,-0.19763485,-0.12281272,0.5758856,-0.10152546,-0.74922657,-0.113286406,-0.06100211,-0.24678704,-0.08460147,0.108053915,4.806919,-0.19584931,-0.10883868,-0.15528625,-0.8104871,-0.16054243,0.88903886,-0.1259461,-0.09165288,-0.09052918,-0.94136095,-0.061562493,-0.21009833,16.184324,-0.79495996,-0.095991835,-0.11326064,-0.9185719,-0.13753338,-0.080374055,0.11458253,-0.13615137,12.4086485,-0.19176306,7.1565514,-0.07853914,-0.23125996,-0.17353818,-0.17918229,1
-0.044280745,-0.04428074,-0.04428075,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.044280745,-0.044280745,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.04428074,-0.044280745,-0.04428074,-0.056256305,-0.059154127,-0.06097022,-0.061878715,-0.062245425,-0.062390093,-0.06239218,-0.06267638,-0.0613941,-0.051931962,-0.07152144,-0.07051628,-0.07150777,-0.7850561,-0.056167826,-0.05653216,-0.09744255,-0.5626853,-0.06268985,-0.08072331,-0.111356184,-0.10163879,-0.064649016,0.70331657,-0.74589294,-0.07620693,-0.13319255,-0.6244834,-0.088819906,-1.114909,-0.082131,-0.5915938,-0.13857728,-0.09187428,-0.15938959,-0.07551869,-0.1075686,-0.643889,-1.0926623,-0.18596783,-0.96545815,-0.14742462,-0.06056062,-0.33658138,-0.12281272,0.4006028,-0.10152546,-0.92151225,-0.113286406,-0.06100211,-0.4069387,9.409887,-0.30274245,-0.080184266,0.41959754,-0.10883868,-0.15528625,-1.1642447,-0.16054243,0.9774957,6.7166696,-0.09165288,-0.09052918,-1.2788552,-0.061562493,-0.21009833,-0.35632235,-0.9857314,-0.095991835,-0.11326064,-0.6205628,-0.13753338,-0.080374055,-0.0031062656,-0.13615137,-0.14856827,-0.19176306,-0.07312907,-0.07853914,-0.23125996,-0.17353818,-0.17918229,1
-0.044280745,-0.04428074,-0.04428075,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.044280745,-0.044280745,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.04428074,-0.044280745,-0.04428074,-0.056256305,-0.059154127,-0.06097022,-0.061878715,-0.062245425,-0.062390093,-0.06239218,-0.06267638,-0.0613941,-0.051931962,-0.07152144,-0.07051628,-0.07150777,-0.23407587,-0.056167826,-0.05653216,-0.09744255,0.002187219,-0.06268985,-0.08072331,-0.111356184,-0.10163879,-0.064649016,-0.14566335,-0.1892058,-0.07620693,2.0672286,-0.27976313,-0.088819906,19.53623,-0.082131,-0.19338562,-0.13857728,-0.09187428,-0.15938959,-0.07551869,-0.1075686,-0.23454763,-0.24435453,-0.18596783,6.0221744,-0.14742462,-0.06056062,-0.34757024,-0.12281272,0.0010078473,-0.10152546,-0.18092287,-0.113286406,-0.06100211,-0.032111797,-0.08460147,-0.5272614,-0.080184266,-0.19584931,-0.10883868,-0.15528625,-0.6332892,-0.16054243,-0.1763773,-0.1259461,-0.09165288,-0.09052918,0.22555286,-0.061562493,-0.21009833,-0.34582776,3.9327807,-0.095991835,-0.11326064,-0.406397,-0.13753338,-0.080374055,-0.6484423,-0.13615137,-0.14856827,2.543386,-0.07312907,-0.07853914,-0.23125996,-0.17353818,-0.17918229,1
