methylation_gene__GENE_CDCA4,methylation_gene__GENE_TRIM25,methylation_gene__GENE_C18ORF10;KIAA1328,methylation_gene__GENE_GATA6,methylation_gene__GENE_BCL7A,methylation_gene__GENE_KIF15;KIAA1143,methylation_gene__GENE_MTMR4,methylation_gene__GENE_ETS1,methylation_gene__GENE_MRPS17,methylation_gene__GENE_MAN2A1,methylation_gene__GENE_TM9SF1,methylation_gene__GENE_KIAA0101,methylation_gene__GENE_HSPBP1,methylation_gene__GENE_USPL1,methylation_gene__GENE_MRPS34;EME2,methylation_gene__GENE_BRI3,methylation_gene__GENE_CYP2R1,methylation_gene__GENE_APLP2,methylation_gene__GENE_CNPY3,methylation_gene__GENE_ZNF273,methylation_gene__GENE_NCK1,methylation_gene__GENE_FIBCD1,methylation_gene__GENE_SMARCA4,methylation_gene__GENE_LIF,methylation_gene__GENE_PTGES3,methylation_gene__GENE_KIAA1328;C18ORF10,methylation_gene__GENE_PAPD4,methylation_gene__GENE_POM121,methylation_gene__GENE_H3F3B,methylation_gene__GENE_CYP39A1;SLC25A27,methylation_gene__GENE_CEP350,methylation_gene__GENE_LOC100329108;GCSH,methylation_gene__GENE_RNF17,methylation_gene__GENE_GAS2L1,methylation_gene__GENE_USF1,methylation_gene__GENE_MSRB2,methylation_gene__GENE_FUCA1,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_TMEM8A;LOC100134368,methylation_gene__GENE_MDK,methylation_gene__GENE_C19ORF2,methylation_gene__GENE_TAPBPL;LOC678655,methylation_gene__GENE_NAA20,methylation_gene__GENE_TMEM20,methylation_gene__GENE_CD27;TAPBPL;LOC678655,methylation_gene__GENE_XKR8,methylation_gene__GENE_ZNF747,methylation_gene__GENE_MXD3,methylation_gene__GENE_FHIT,methylation_gene__GENE_FKBPL,methylation_gene__GENE_NMD3,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_RAB28,methylation_gene__GENE_POLR1B,rnaseq_gene__GENE_KLHL1,rnaseq_gene__GENE_GABRG1,methylation_gene__GENE_GSTK1,methylation_gene__GENE_ZCCHC9;RNU5E;RNU5D,methylation_gene__GENE_FAM103A1,rnaseq_gene__GENE_FAM9C,methylation_gene__GENE_MYLIP,methylation_gene__GENE_ALOXE3,methylation_gene__GENE_EPR1;BIRC5,rnaseq_gene__GENE_LGALS14,methylation_gene__GENE_PPP1R13B,methylation_gene__GENE_CIDECP;FANCD2,methylation_gene__GENE_GMFB,rnaseq_gene__GENE_SEL1L2,methylation_gene__GENE_NOC3L,methylation_gene__GENE_TFDP3,methylation_gene__GENE_IER3,rnaseq_gene__GENE_CPS1-IT1,methylation_gene__GENE_LGMN,methylation_gene__GENE_STAMBP,rnaseq_gene__GENE_ESRP1,methylation_gene__GENE_GPHN,methylation_gene__GENE_SPPL3,methylation_gene__GENE_OSBP,rnaseq_gene__GENE_HSD3B1,methylation_gene__GENE_CDK11A;CDK11B,methylation_gene__GENE_UGT8,methylation_gene__GENE_XRCC5,methylation_gene__GENE_TXNL1,rnaseq_gene__GENE_C19ORF41,methylation_gene__GENE_GOPC,methylation_gene__GENE_TIGD7,rnaseq_gene__GENE_CLEC4M,methylation_gene__GENE_PBX4,methylation_gene__GENE_CUL3,methylation_gene__GENE_MPZL3,rnaseq_gene__GENE_XAGE2,rnaseq_gene__GENE_DPEP3,rnaseq_gene__GENE_UGT2B10,methylation_gene__GENE_GBAS,methylation_gene__GENE_ANP32D,methylation_gene__GENE_FABP7,cnv_log2__GENE_SNORA70B,methylation_gene__GENE_NME6,methylation_gene__GENE_ANUBL1,methylation_gene__GENE_SGSM3,target
-0.057840135,-0.069453955,-0.18378192,0.048766736,0.14986381,-0.18666649,-0.11750453,-0.039165087,0.29312512,0.0009847824,0.15904501,0.000558663,-0.36904627,-0.029975645,-0.15027347,-0.24474142,0.345511,0.01744652,-0.014803887,-0.32982942,0.19063309,-0.29779017,0.21852292,0.31832343,-0.09651646,-0.017184265,0.0035715832,0.040662978,0.1207344,0.36378267,-0.39399302,0.06986143,0.09670681,-0.5186344,-0.5874716,0.29547837,12.181988,0.02561583,-0.21956165,0.45587596,1.1228876,-0.35182652,-0.0037879946,-0.0330039,-0.35813436,0.40494353,-0.08654143,-0.1191376,0.6027473,-0.13373536,0.0087744165,-0.12790692,-0.105771676,11.571389,-0.22644344,-0.3143071,0.33601287,-0.13550766,-0.3518773,-0.33781904,-0.11885409,-0.47851124,-0.52930236,-0.29149142,9.164791,-0.5407153,-0.046064507,11.489946,0.8398441,0.23895673,-0.4442426,-0.23655611,-0.73803294,-0.4724236,-0.6793965,2.2251067,7.6479745,0.011748359,-0.34746942,0.2889925,0.6670929,-0.6366749,0.22421809,-0.31097722,-0.03500647,-0.35610285,-0.46237782,-0.18628629,5.325468,0.4101922,-0.31089383,-0.5163124,-0.3506713,-0.2151762,0.3998386,-0.18174168,-0.4414519,-0.39840734,-0.21292739,-0.59844214,1
-0.022746634,-0.05777895,0.1344893,-0.03346834,0.060397997,-0.22569254,-0.01793074,-0.17059001,-0.14542416,0.066560894,-0.016808983,-0.22332202,0.0048587457,0.0291084,-0.2780411,0.10968021,0.44767368,-0.12088319,-0.2623748,-0.05543496,-0.3169245,0.26876026,0.46486667,0.2953717,-0.05702694,0.033130426,-0.115800835,0.04936787,-0.2869825,-0.17162219,-0.17883216,-0.25559783,0.21059479,-0.12464913,-0.2059986,-0.18609913,0.21188559,-0.0009431463,-0.17512105,-0.06324555,0.915723,-0.3457444,-0.43663055,-0.17086263,-0.3273092,11.890482,-0.30009484,-0.42525822,0.06318586,0.05998546,-0.30737382,-0.12790692,0.11069782,-0.21691968,-0.22644344,-0.3143071,-0.33876106,-0.016056674,0.036404252,-0.33781904,-0.4544458,-0.27548623,-0.18944888,-0.29149142,-0.36803126,-0.045037754,-0.005753335,-0.21608903,-0.23134412,-1.1611862,0.12996008,-0.23655611,-0.036553793,-0.3064338,0.009617557,-0.19359279,0.38232812,-0.3045584,-0.34746942,0.04438615,0.5115868,0.33245432,-0.23004618,-0.31097722,-0.23930417,0.3415103,-0.094921395,-0.31376302,-0.6640404,-0.7595721,0.12651247,-0.028525632,2.0162973,0.14771648,0.31567612,0.5712731,3.4318328,0.40803605,-0.1969549,0.051875804,1
-0.042377174,-0.1818623,-0.27584887,-0.19693232,-0.2463025,-0.36419675,-0.18265562,-0.18833669,-0.21948795,-0.2580417,-0.032704975,12.843907,-0.2589643,-0.34656212,0.3766673,-0.1463834,-0.43570486,-0.17474985,0.24307905,-0.61558676,-0.3210967,-0.024301503,-0.14509676,0.012429111,-0.11300463,0.4309046,-0.36532736,-0.4108189,-0.27367532,1.1043372,-0.32803297,-0.30564326,0.19917315,-0.6665694,-0.5492927,0.41895297,0.24380523,-0.13544208,0.018712461,-0.07021538,0.34652367,-0.52642745,-0.7769905,-0.14840715,-0.46701354,-0.34912166,-0.36842754,-0.49743134,10.136441,-0.30553523,-0.2704434,-0.12790692,0.06845074,-0.5525898,-0.22644344,-0.3143071,-0.6039399,-0.035973325,-0.23391545,-0.33781904,-0.1177801,-0.25106096,-0.1915573,-0.29149142,-0.42486787,-0.2654286,-0.5874657,-0.21608903,-0.05834406,0.28263575,-0.26649728,-0.23655611,-0.57843035,-0.3225434,-0.6647408,-0.21969235,-0.7419116,-0.1762903,-0.34746942,-0.54947495,0.7702347,-0.3699656,-0.10019964,-0.31097722,-0.1891317,0.09554981,-0.46237782,-0.047714278,-0.58699757,-0.07196043,-0.31089383,-0.5163124,-0.3506713,-0.4785921,0.16849993,-0.095422894,-0.40624025,0.77447253,-0.3354017,-0.38052765,0
0.06735447,-0.07146661,-0.27278903,-0.22134995,-0.04283694,-0.32190746,-0.05749169,-0.35828686,-0.11665585,-0.20344493,-0.08065941,-0.30140805,0.08664608,0.042827018,-0.36903968,-0.21687299,-0.5295714,-0.21721767,-0.43892795,-0.083474636,0.10852226,-0.108697586,-0.34710348,-0.30913526,-0.11269315,0.30332246,-0.23650722,-0.42060128,-0.1501636,0.25438553,-0.009172537,0.41082707,0.17685686,-0.2853152,-0.25948185,-0.18305086,-0.10196216,-0.015810732,0.024934787,0.36145607,-0.083046384,-0.17911744,-0.47035927,-0.17699899,-0.5064454,-0.20069088,-0.3946161,-0.4227908,0.75092924,-0.017268673,-0.09171026,-0.12790692,-0.6552508,-0.25815466,-0.22644344,0.93504417,-0.11628076,-0.73231316,-0.31859863,-0.33781904,-0.43918994,-0.2597333,-1.0312322,-0.29149142,0.106884025,-0.7129895,-0.07689974,-0.21608903,-0.5665259,0.08591731,-0.25725,-0.23655611,0.8141165,-0.46082017,0.12719181,0.41760117,-0.15263526,-0.9093285,-0.34746942,-0.009865906,0.56678295,-0.45607728,-0.25792277,-0.31097722,-0.14423454,-1.4932265,-0.05916757,-0.6657196,0.0009661431,-0.56320757,-0.31089383,-0.21777104,-0.3506713,0.012441292,0.30392927,-0.07933002,-0.3857001,1.2093579,-0.29413038,-0.50909597,0
-0.032801583,-0.16045791,-0.26588175,-0.21612142,-0.25643477,-0.36952484,-0.06148803,-0.36905852,-0.23316461,-0.24742706,-0.084501855,-0.28005132,-0.10879334,-0.049070816,-0.4894043,-0.3273518,-0.05501079,-0.36250922,-0.5813915,0.7458726,0.14377345,-0.3596246,0.034833923,-0.24474972,-0.42170388,-0.24589984,-0.45112133,-0.25236863,-0.03351497,0.2742584,-0.5307558,-0.12755094,0.12972417,0.268559,-0.6181154,0.47553512,-0.21055228,-0.24382532,-0.0066007357,-0.2806396,0.37868217,-0.58552206,0.0969546,-0.2565966,-0.35129973,0.53867775,0.1655836,-0.37302133,-0.82347983,0.10032934,-0.26859576,-0.12790692,-0.022228895,-0.4921369,-0.22644344,-0.3143071,-0.61802614,-0.31130558,-0.51588124,0.48460513,-0.09972709,-0.39361668,-1.2202212,0.7318372,-0.759115,0.2221858,-0.42631352,-0.21608903,0.19300382,-6.2345104,-0.4927389,-0.23655611,-0.17204604,-0.89508,-8.012761,-0.40287307,0.9184508,-0.8151532,-0.34746942,0.09297064,-7.753114,-0.88552314,-0.29047188,-0.31097722,-0.16705847,-0.56117874,-0.0021313103,-0.5947728,-0.4081922,-1.1057149,-0.31089383,0.28678036,0.4463627,-0.12810035,-4.0148187,-9.5141115,-0.4355833,-0.57430834,-0.28361472,-0.5938226,1
-0.17564236,-0.17275904,-0.25524592,-0.10667735,-0.47165927,-0.15913527,-0.24889423,-0.23528723,-0.109200485,0.20292719,-0.12427772,-0.31243443,-0.4520852,-0.29043993,-0.35742974,-0.23791032,12.651638,-0.31587788,-0.5047955,-0.48415527,-0.22473629,-0.17233385,-0.25418425,-0.13817614,-0.21335067,0.88544136,-0.0058438033,-0.72838736,-0.29783878,-0.11994657,-0.08235487,-0.2947417,0.3472686,-0.36275214,-0.42994228,-0.0676392,-0.47602606,-0.25954157,-0.42612427,0.22819489,-0.10909153,-0.471704,-0.21231921,-0.310259,-0.43904305,-0.39331836,-0.3689408,-0.5284779,-0.46630856,0.4701959,0.027198732,-0.12790692,-0.25057188,-0.6573979,-0.22644344,-0.3143071,-0.1412654,-0.5380919,-0.27085805,-0.33781904,11.614586,-0.2802238,7.972552,-0.29149142,-0.73971194,-0.7473948,-0.8147674,-0.21608903,-0.45645168,0.579427,-0.3918512,-0.23655611,0.12933348,-0.32186845,0.6614173,-0.62018615,-0.07730032,-0.49154127,-0.34746942,0.11477133,-2.0618482,-0.6051439,-0.24803355,-0.31097722,-0.20878981,0.06677066,-0.46237782,11.138673,-0.38311702,-0.5962009,-0.31089383,0.111271255,-0.3506713,0.4719704,-0.03567839,-0.1802608,-0.4355833,-0.43650162,8.323548,-0.7795918,0
0.08154838,0.008429788,0.13903634,0.09654864,0.057626896,0.54002887,0.26693198,0.008830308,0.1655009,0.094557375,-0.009338301,0.3637168,-0.006428342,-0.21325023,-0.068381526,-0.13200542,-0.36739096,0.16879076,0.2055373,0.08815662,0.04953544,0.14692003,0.3479931,0.26276252,0.8545598,-0.30638358,-0.1838766,0.07033513,12.334211,0.07177596,0.7382606,0.15195687,0.23789634,0.1710355,0.53514147,0.34453967,-0.04461623,1.0902479,0.14104451,0.48461813,-0.041789643,0.45145187,-0.009749487,0.13265793,-0.08451505,-0.18550146,-0.080886364,1.1552594,0.09307953,-0.003192969,0.53980064,-0.12790692,-0.22187689,1.1593152,-0.22644344,-0.3143071,-0.3264782,-0.079016104,-0.14914902,-0.33781904,-0.1385343,-0.2398444,0.29129463,-0.29149142,-0.04849909,-0.35874286,-0.03785719,0.5630136,-0.24286889,0.74254966,0.43434778,-0.23655611,0.24295361,-0.29644644,0.25518888,-0.09054904,-0.32494265,0.3266698,-0.34746942,-0.21030982,0.693519,0.67148495,1.1273143,-0.31097722,-0.054257788,-0.17405662,-0.46237782,0.34074885,0.17064138,1.7103095,-0.31089383,0.836515,-0.3506713,0.16800764,0.37472746,0.4327341,0.06324882,0.18168058,-0.048208944,0.81323844,1
-0.002755615,0.086220875,0.2116199,0.20337236,0.1728461,0.27200875,-0.13799344,-0.15917473,0.2280277,0.06687046,0.05221719,0.43017554,0.5704739,-0.2750913,-0.10416886,0.29787245,0.05909122,0.104923986,-0.1163461,0.03673381,-0.057961203,-0.12193469,-0.073635064,0.17833875,-0.20734881,0.24448681,7.871323e-05,-0.29886124,-0.13973323,-0.06884494,0.8675187,0.01335374,-0.40977544,-0.0856996,0.16597465,-0.20433229,-0.37453347,0.4482535,-0.07565195,0.9698501,-0.1853572,0.36596206,0.026336972,-0.25222558,0.07443906,-0.22530869,0.0613073,0.7234649,-0.29576305,0.14898795,-0.073975004,-0.12790692,0.043170784,0.37058994,-0.22644344,-0.027143992,0.26163027,0.18049605,-0.30217004,-0.33781904,-0.20533586,0.4877019,0.48927692,-0.29149142,-0.38717148,-0.66568613,-0.22886962,-0.21608903,0.31460738,0.6177816,0.7087357,-0.23655611,-0.040482346,-0.05716971,0.86823654,-0.39730105,-0.21523832,-0.4811242,-0.34746942,0.048546623,0.6899407,-0.24310783,0.24579161,1.0056489,-0.098412074,-0.094828375,-0.46237782,0.43934226,0.12057727,0.12243958,-0.31089383,-0.5163124,-0.3506713,0.11576694,0.55563104,0.6162072,9.15373,0.5525737,0.055257414,0.6586559,1
-0.088190965,-0.10843,0.097709425,-0.15078756,-0.028648319,0.2848447,5.3111663,-0.14729102,0.206262,13.028462,0.28416073,0.20447357,0.09744613,-0.14073448,-0.13205631,-0.035215143,0.0988789,-0.2122498,-0.21778448,-0.26627544,-0.5684837,-0.15414536,-0.2082021,-0.48898122,-0.22267552,0.03586059,-0.32006145,-0.52163833,-0.32848436,-0.27272633,0.04421005,-0.0600309,0.27149564,-0.030725574,-0.22557393,0.38915765,-0.32331994,0.43755737,-0.21155164,0.63389724,1.6101096,-0.26248413,-0.02338032,-0.21620683,-0.2427892,-0.007383479,-0.10185527,0.537468,-0.48433998,0.46882877,0.82680476,-0.12790692,-0.11075832,0.25470063,-0.22644344,-0.3143071,0.11386923,-0.397947,-0.25045803,-0.33781904,-0.35383272,-0.11985509,-0.20177492,-0.29149142,1.3349547,0.3214583,-0.34843856,-0.21608903,11.245887,0.85272384,0.38828677,-0.23655611,-0.7419933,0.027996333,0.7896792,-0.46632645,7.4139056,-0.12536189,-0.34746942,-0.179738,0.6055299,-0.50078547,-0.21757141,-0.31097722,-0.13803819,0.76952434,-0.46237782,0.3161386,0.23755418,0.3782694,-0.31089383,-0.5163124,0.31785542,-0.12331229,0.6991866,0.62920487,0.6413072,0.031064507,-0.1335848,0.3271829,1
-0.19145969,-0.24684529,-0.20483546,-0.20732503,13.119064,-0.2733746,-0.38229945,-0.27951857,-0.29316127,-0.3159303,-0.18647899,-0.26954415,-0.5396767,-0.11713072,-0.42532036,-0.36276263,-0.66947865,0.5688645,-0.25203294,-0.48103768,-0.109039746,-0.316324,-0.63239515,-0.19545357,-0.4390992,-0.34064126,-0.43637925,-0.4433192,-0.21790087,-0.5595779,-0.4408942,-0.3314215,-7.0351205,-0.3230937,-0.45352626,-0.601497,-0.270328,-0.46137285,-0.5139881,0.009762686,-0.38667026,7.306774,-0.93435544,-0.02826529,5.619183,-0.43132576,-0.20178469,-0.7305223,-0.65101683,-0.70343184,-0.6425157,11.988398,-0.85833615,-0.85323876,-0.22644344,3.444294,-0.61121976,-0.45004717,-0.22549784,0.9303685,-0.5985763,-0.51684135,0.36807677,5.873719,-0.63611907,-0.49753046,-0.48008066,-0.21608903,-0.43442562,-0.09316874,-0.54894924,-0.23655611,-0.6185761,-0.27805558,-0.81890357,-0.48229748,-0.54711163,-0.7056809,5.14778,-0.26905546,0.1616428,0.8536916,-0.7556777,2.6693556,-0.31781426,-0.8372292,0.643379,0.3328233,-0.4689378,0.07499259,-0.31089383,7.0540257,0.7418141,0.008279103,-3.0541558,-0.01720733,0.47405174,-0.42257434,-0.47359136,-0.70949715,1
-0.09840258,-0.21221048,-0.1859081,-0.36289272,-0.20614989,-0.28416368,-0.021821773,-0.04532614,-0.07882174,-0.09889996,-0.12315328,-0.40530494,-0.3272931,-0.26041418,10.692661,-0.16476268,-0.49746585,-0.3151803,0.15952231,0.06750541,-0.42360738,-0.07813772,0.11769768,-0.4593757,-0.020253984,-0.04935029,-0.4862429,-0.6576519,-0.41444945,-0.36317912,-0.5008085,-0.4035923,0.123141676,-0.45350635,-0.1765512,-0.47042406,-0.047671113,-0.332274,-0.28252578,-0.24031286,-0.18703651,-0.23905766,-0.2752248,-0.2632728,-0.3669086,-0.48736164,-0.11461367,-0.3625641,-0.6088968,-0.928577,-0.31114846,-0.12790692,-0.72273296,-0.14062163,-0.22644344,-0.3143071,-0.20989944,-0.5748663,-0.3585577,0.6559837,-0.2720087,-0.4319692,0.13872571,-0.29149142,-0.71331036,-0.5823399,-0.49542078,0.45915887,-0.9320054,-0.21160506,-0.66577786,7.316418,-0.6232778,-0.61976385,0.51914966,-0.44034863,-0.7925163,0.07882955,2.4763825,-0.2405437,0.63776535,-0.66206324,-0.72723114,-0.31097722,-0.237814,0.39324087,-0.46237782,-0.1370815,9.718863,-0.5889105,-0.31089383,-0.5163124,-0.03872267,0.31741595,-0.17158447,-0.83049166,1.3514094,-0.6978257,-0.37106383,-0.55108273,1
-0.14482135,-0.08557032,-0.20615001,-0.0862388,-0.18031417,-0.2075969,-0.26766637,-0.16121714,-0.016849361,-0.20554675,-0.0111338515,-0.25939596,12.809915,-0.22174278,-0.29948616,-0.36311543,-0.31574684,-0.53487134,-0.54032135,-0.46491942,-0.13470694,-0.4356682,-0.115743734,0.014005446,-0.27345964,0.1362458,-0.5510308,-0.40572885,0.056918524,0.21704315,-0.041961912,-0.1964872,0.3687507,-0.48704252,-0.28515223,-0.5959453,-0.3918651,-0.42413443,-0.36159515,-0.22265516,-0.28506556,-0.06582062,0.22364286,-0.073467724,-0.5423007,-0.1358028,-0.17797183,-0.2701062,-0.057628073,-0.6129909,-0.5842594,-0.12790692,-0.8011538,-0.22786042,-0.22644344,0.3985266,-0.5200469,-0.5679771,-0.34046066,6.0536056,-0.15682666,-0.27051485,0.53052753,8.427129,0.15082242,-0.63032097,0.17273176,-0.21608903,-0.70204616,0.35396084,-0.43854097,-0.23655611,0.5564732,-0.115764424,-0.5966889,-0.221253,-0.47176227,-0.34610915,1.0942318,-0.41138852,0.26778638,-0.5425671,-0.70625055,5.0286217,-0.010611756,-0.5815306,-0.1832056,0.07563143,-0.12489239,-0.59497774,0.93021965,0.010805318,8.775992,-0.451508,0.3587922,0.26926973,-0.52654684,-0.4918028,-0.29676366,-0.09516926,1
-0.15168588,-0.06901718,-0.20281583,-0.10448222,-0.194774,-0.24805881,-0.3408232,-0.1045826,-0.14708066,-0.14202406,-0.09257693,-0.085198075,-0.1056187,-0.12774566,-0.45276338,-0.37577304,0.09486682,-0.3038361,-0.22582187,0.4196213,-0.2135634,0.44837186,0.13036267,12.160659,0.17659764,-0.35692203,-0.39790335,-0.5001107,-0.22914474,0.14992411,0.25650138,-0.31855592,0.27605507,-0.26311558,0.067082554,-0.31764752,-0.10442189,-0.6003342,-0.20966174,0.4701439,-0.15304404,-0.17343797,-0.3869979,-0.20344761,-0.26514512,-0.40902933,0.06009595,-0.35977325,0.11858101,0.14293449,-0.33350456,-0.12790692,-0.61976874,-0.35989198,-0.22644344,-0.3143071,-0.058788884,-0.4075516,-0.22262089,-0.33781904,-0.2207641,-0.122297354,-0.52007896,-0.29149142,-0.72077894,-0.25288945,-0.18265057,-0.21608903,-0.29660985,0.1312967,-0.52834374,4.585208,0.19932498,-0.24455842,0.24437733,-0.2781415,-0.37155163,-0.33659762,-0.34746942,-0.3188174,0.0016883216,-0.421187,0.9429105,-0.31097722,-0.13851757,-0.6066096,-0.46237782,-0.30146506,-0.28133214,-0.6580169,-0.31089383,-0.5163124,-0.3506713,-0.39492372,-0.11058828,-0.0028083806,0.47405174,0.40835765,-0.18590851,0.10774572,1
-0.04635756,2.0193717,-0.0858864,-0.039472938,0.050326094,-0.065029025,-0.05200271,0.02086369,0.06301635,0.17500718,-0.10110223,0.13671634,0.05457942,-0.22848526,0.16194746,0.21066153,0.042055048,-0.289128,0.32129934,0.21132918,0.299383,0.30249166,0.12231594,-0.33920816,0.14574438,-0.104040265,0.71159804,0.14955062,0.45616302,0.045035265,0.2619054,-0.26834238,0.20058306,-0.010582133,-0.027688969,-0.094891705,0.29056028,0.08498009,-0.2502292,1.1363785,0.28744298,0.004140349,0.20218049,-0.067233644,-0.029641107,-0.027013155,-0.04900332,0.65519375,-0.010652931,0.62178975,-0.33800083,-0.12790692,-0.26161367,-0.25399777,-0.22644344,-0.3143071,-0.32766053,-0.0054573976,0.4921476,-0.33781904,0.013420628,-0.11716651,0.07645496,-0.29149142,-0.44519147,0.17000344,0.6340723,-0.21608903,0.076248206,-0.6045788,0.5546182,1.7228228,-0.019310309,0.6822717,-0.07064187,-0.1698709,-0.09384558,0.70912004,-0.34746942,0.2920799,-0.30457574,0.17006278,-0.11331213,-0.31097722,-0.21176292,-0.15550229,-0.042305604,0.3791802,0.7388159,-0.029725552,-0.31089383,0.2287291,-0.3506713,0.56077534,0.352441,0.43286875,-0.5705614,0.042160407,0.29454082,-0.034489118,1
-0.11965707,-0.037265792,0.06412177,-0.13540907,0.12472072,0.17920348,-0.028179117,-0.06421182,0.2629185,-0.0642574,0.08450366,-0.043184277,-0.20977888,-0.38088244,7.01023,-0.21608596,-0.17998503,0.577029,0.26600552,0.78719616,0.11544284,0.0386616,0.1072007,-0.37813863,0.38573977,-0.2506124,0.5711064,-0.29068133,0.5925902,0.3194657,0.4560676,-0.11942475,0.28764528,0.36134967,-0.003169601,-0.10390717,0.075684465,0.14589366,-0.28008282,0.7134165,0.26313457,0.4087667,-0.044795323,0.02951925,-0.58372664,-0.19606555,0.1030737,0.72220105,-0.15969338,9.005169,0.24717663,-0.12790692,-0.38315395,0.9758138,-0.22644344,-0.3143071,-0.56189924,-0.014388009,2.2818623,-0.12600654,0.29160154,0.5720137,0.45739377,-0.29149142,-0.5137783,-0.26137024,0.3819951,-0.21608903,0.783729,0.0025208013,0.3303701,2.2204356,0.1434875,0.09462162,0.46311322,-0.45170498,-0.46297255,2.434097,-0.06900359,0.22344291,0.052270394,0.1414003,-0.20589966,-0.31097722,-0.12164041,0.2771925,-0.46237782,0.54034126,-0.40208924,-0.34615657,-0.31089383,-0.06919125,-0.3506713,-0.043195497,0.6084693,0.5290467,-0.2947366,-0.02560429,0.051963598,-0.11302057,1
-0.0035821625,-0.0131463865,-0.0027211944,-0.18030906,-0.24995042,-0.2910456,-0.30670497,-0.22143765,-0.15027699,-0.20918,-0.28576967,-0.009337572,0.13374372,-0.24106438,-0.2455877,-0.1677705,0.06122596,-0.056080684,-0.28400362,-0.101569265,-0.7060808,0.069206804,-0.41998675,-0.31784976,0.49498197,0.4751283,0.2768235,-0.5393815,0.020032331,-0.52343494,-0.47728217,-0.5097165,0.20385744,-0.06800035,0.13419588,-0.10026635,0.39224195,0.63459045,-0.14702344,0.0185594,0.04189342,0.04179843,-0.393826,-0.11840589,-0.25888765,0.11981432,-0.37246576,-0.5707883,5.618193,-0.2970859,-0.0571996,-0.12790692,-0.18428855,-0.3549937,-0.22644344,-0.3143071,-0.16605319,0.22887768,-0.26912135,-0.33781904,-0.17274782,0.25355288,-0.47579858,-0.29149142,5.179284,-0.6003277,-0.39994687,-0.21608903,-0.27301818,0.040111173,-0.5020287,-0.23655611,-0.52561784,-0.60780233,0.66529197,10.523685,-0.07161635,-0.13847487,-0.34746942,-0.07633333,-6.401182,-0.8690999,-0.4330392,-0.31097722,6.60925,-10.895414,-0.46237782,0.28877175,-0.62803876,-0.34679624,-0.31089383,-0.5163124,-0.3506713,-0.23694833,-0.76645523,-0.14112961,-0.4414519,-0.52843714,7.42061,-0.7648029,1
-0.12108477,-0.081326164,-0.11543556,-0.023172522,0.10740134,0.063885935,-0.124869816,0.026756225,-0.0058401884,0.3088784,-0.109967224,-0.13912202,0.5441685,-0.1271027,0.64753765,12.790189,-0.21522573,-0.016221331,0.34451887,0.57460684,0.50248075,0.27739087,0.047635507,-0.15726975,-0.18759458,0.011335915,2.3853102,0.0019437519,-0.33560792,-0.31958863,0.12789004,-0.076306224,0.28464565,0.08948739,0.17419396,0.060689684,-0.19144157,-0.29364246,-0.0060084714,0.19092926,-0.6146122,0.04184016,-0.0125367865,0.013120884,0.059073243,-0.2895167,1.721396,11.487324,-0.33734164,0.6328158,-0.2564043,-0.12790692,-0.31711262,0.16758223,-0.22644344,-0.3143071,1.4011976,-0.13907015,0.08663812,-0.33781904,-0.13891692,0.23121676,0.4865582,-0.29149142,-0.33930957,0.21822925,0.6637867,-0.21608903,-0.21751887,0.50293624,-0.112298705,-0.23655611,-0.21500924,0.3753319,-0.09121103,0.80012316,0.6658489,0.8523165,-0.34746942,-0.1194597,0.039316036,0.62121195,0.94362444,-0.31097722,0.010627117,0.46603978,-0.46237782,-0.14404479,0.21423566,-0.26587483,-0.31089383,-0.19840561,-0.3506713,0.21626002,0.5082754,0.443785,0.6383729,0.85556126,-0.24683574,0.2963058,1
-0.11644632,-0.2608715,13.265495,-0.26030263,-0.3550406,-0.24848591,-0.39923018,-0.23209076,-0.14479169,-0.3798725,-0.22699372,-0.365275,0.4392453,-0.3805866,-0.5092163,-0.6530285,-0.43416482,0.015526755,0.30462334,-0.4458536,-0.49540597,-0.3365996,-0.6023914,-0.093864754,-0.3893849,12.459904,0.39300376,0.17682193,-0.30322272,-0.22201103,-0.2975191,0.012458986,0.035526223,-0.44255105,-0.4863541,-0.4724772,-0.7286858,-0.7337436,-0.3712767,-1.069718,-1.1263632,-0.5956449,-0.48472342,-0.41596234,-0.25256738,-0.74664664,-0.59238267,-0.8929783,-0.18116255,-1.1962818,-0.6194137,-0.12790692,-0.6633966,-0.6814615,-0.22644344,-0.3143071,-0.75873023,2.3616788,-0.33918846,-0.10402715,-0.39236125,-0.46802863,-0.7650084,-0.29149142,-0.54175377,1.0285689,-0.5682721,-0.21608903,-0.6569572,-2.0133345,-0.4725458,5.0967865,-0.6243894,10.9126,-0.715546,-0.47267148,-0.35515192,-1.0444717,-0.34746942,-0.3989725,-0.0014919315,-0.3437472,-1.3366141,-0.31097722,-0.1610867,-0.4334676,-0.46237782,-0.23294716,-0.46762744,-0.88101274,-0.31089383,-0.24900463,0.006021744,-1.8780793,0.042464387,0.03680395,-0.17149572,6.2401304,-0.32625303,-0.305584,1
