rnaseq_gene__GENE_TTTY5,rnaseq_gene__GENE_SNAR-F,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_HSFX1,rnaseq_gene__GENE_SNAR-A2,rnaseq_gene__GENE_CDY1B,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_SNAR-A13,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_PRM1,rnaseq_gene__GENE_OR4B1,rnaseq_gene__GENE_XKRY2,methylation_gene__GENE_GPI,methylation_gene__GENE_CDK2AP2,rnaseq_gene__GENE_FLJ44082,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_FAM41AY1,rnaseq_gene__GENE_NCRNA00230B,rnaseq_gene__GENE_OR4A15,methylation_gene__GENE_COMMD5,rnaseq_gene__GENE_PPIAL4B,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_BCYRN1,rnaseq_gene__GENE_KRTAP27-1,methylation_gene__GENE_VEGFA,methylation_gene__GENE_TYMP;ODF3B,methylation_gene__GENE_ZNF414,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_TSPY1,rnaseq_gene__GENE_RBMY1J,methylation_gene__GENE_PIGC;C1ORF105,rnaseq_gene__GENE_DEFB129,rnaseq_gene__GENE_PRM2,methylation_gene__GENE_SPSB1,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_CRYGC,rnaseq_gene__GENE_OR5B3,methylation_gene__GENE_KIAA1328;C18ORF10,rnaseq_gene__GENE_FLJ43859,rnaseq_gene__GENE_KRTAP19-6,methylation_gene__GENE_UBE3B;KCTD10,methylation_gene__GENE_PTGR2,rnaseq_gene__GENE_OR4P4,methylation_gene__GENE_SUV39H2,rnaseq_gene__GENE_MYF5,methylation_gene__GENE_GMCL1,methylation_gene__GENE_MRPS28,methylation_gene__GENE_VEGFB,methylation_gene__GENE_TPP1,methylation_gene__GENE_STAMBPL1,rnaseq_gene__GENE_UCMA,methylation_gene__GENE_OBFC2A,methylation_gene__GENE_SIN3A,rnaseq_gene__GENE_SNORA28,methylation_gene__GENE_NAT14,methylation_gene__GENE_ZNF33B,methylation_gene__GENE_ITPA,methylation_gene__GENE_KIF15;KIAA1143,rnaseq_gene__GENE_DKFZP434L192,methylation_gene__GENE_TRIM8,rnaseq_gene__GENE_OTUD6A,methylation_gene__GENE_DCUN1D4,methylation_gene__GENE_UNC84B,rnaseq_gene__GENE_KRTAP4-11,methylation_gene__GENE_C18ORF1,rnaseq_gene__GENE_PRDM14,methylation_gene__GENE_KIF14,methylation_gene__GENE_CCRN4L,methylation_gene__GENE_SIVA1,methylation_gene__GENE_KTI12;TXNDC12,methylation_gene__GENE_PDS5A,rnaseq_gene__GENE_ZNF735,rnaseq_gene__GENE_C21ORF131,rnaseq_gene__GENE_OR6C4,methylation_gene__GENE_ZNF160,methylation_gene__GENE_AKT1,methylation_gene__GENE_AP2B1,rnaseq_gene__GENE_PAGE3,rnaseq_gene__GENE_OR6C74,methylation_gene__GENE_FTSJD1,rnaseq_gene__GENE_KRTAP20-4,methylation_gene__GENE_FGF22,methylation_gene__GENE_FASN,rnaseq_gene__GENE_NCRNA00112,rnaseq_gene__GENE_KRTAP4-9,methylation_gene__GENE_RNF34,rnaseq_gene__GENE_OR8K3,methylation_gene__GENE_SART3,methylation_gene__GENE_GTF2A1,methylation_gene__GENE_POLL;RP11-529I10.4,methylation_gene__GENE_ZNF579,rnaseq_gene__GENE_KIR3DP1,methylation_gene__GENE_ZNF565;ZNF146,rnaseq_gene__GENE_RBMY1A1,target
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,0.025670316,-0.08935695,-0.054042384,-0.05562216,-0.0679732,-0.092277214,-0.039025616,-0.05998392,-0.042500064,-0.049141556,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.20968856,-0.33267164,0.060800474,-0.057666454,-0.061940223,-0.04061949,-0.23274265,-0.06825314,-0.09052681,0.06639615,0.018423434,-0.11783594,-0.06940588,-0.2838584,-0.1053454,-0.041330405,0.22485921,0.45438018,-0.044886343,-0.0022875387,-0.105133064,-0.05315267,-0.26014137,-0.35651097,-0.19301409,0.26229963,-0.17236899,-0.21131164,0.13635758,-0.06664966,0.10929905,-0.28325152,-0.42940348,-0.12254499,1.377741,-0.04969722,-0.1489025,-0.42177346,0.2904432,2.5701444,-0.15011925,-0.19387476,-0.34255627,-0.08885307,0.045139737,-0.28805974,0.689213,-0.09391567,-0.09370761,-0.0583981,-0.07541956,-0.19878046,0.37719557,-0.066061795,-0.05600812,0.020876994,-0.0848391,-0.050051685,-0.34351185,-0.13713627,-0.14983527,-0.1538558,-0.08367701,-0.33490065,-0.14345154,0.0996954,-0.16724785,-0.12883839,0.2344447,-0.044386145,1
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,-0.20837462,-0.051072843,-0.054042384,-0.05562216,-0.0679732,-0.3580654,-0.039025616,-0.05998392,-0.042500064,-0.06504136,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.37411144,-0.11632665,-0.21538927,-0.057666454,-0.061940223,-0.04061949,-0.14956938,-0.06825314,-0.09052681,-0.05122438,-0.27397776,-0.11783594,-0.06940588,-0.32941937,-0.1053454,-0.041330405,-0.024506778,-0.2205846,-0.044886343,-0.075644195,-0.105133064,0.081298046,0.061282884,-0.38081264,-0.16929856,0.06896028,-0.17236899,-0.3360683,0.21016966,-0.06664966,0.013670825,-0.19827126,-0.3942118,0.14423461,-0.16218084,0.14156209,-0.1489025,-0.20722927,-0.23432527,25.908907,-0.09854146,-0.19387476,-0.52916473,0.22070108,0.07470155,-0.4193312,0.22249742,-0.09391567,-0.09370761,-0.0583981,-0.00393102,-0.07315459,-0.24828516,-0.066061795,-0.05600812,0.056326777,-0.0848391,-0.1073393,-0.07713808,-0.13713627,21.375698,-0.45317414,-0.08367701,-0.35165334,-0.10088359,-0.19842783,0.06591076,-0.12883839,-0.35937762,-0.044386145,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,-0.1190006,-0.12712385,-0.054042384,-0.05562216,-0.0679732,-0.51743716,-0.039025616,-0.05998392,-0.042500064,-0.45811045,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.5139568,-0.44508538,-0.38333657,-0.057666454,-0.061940223,-0.04061949,-0.27696717,-0.06825314,-0.09052681,-0.27545235,-0.12742873,-0.11783594,-0.06940588,0.34137532,-0.1053454,-0.041330405,0.0353735,-0.16567525,-0.044886343,-0.42657822,-0.105133064,-0.22280274,-0.20434472,-0.53152364,-0.13756195,-0.616502,0.8005172,-0.23784226,-0.32983613,-0.06664966,-0.20160434,-0.111206196,-0.27154583,-0.37903243,-0.16218084,-0.0045742397,-0.1489025,-0.13138513,-0.14436746,-0.14203855,-0.36199352,1.5349686,-0.5554789,0.15365838,-0.45795703,-0.526213,-0.23243374,-0.09391567,-0.09370761,-0.0583981,-0.39698383,0.16606048,0.050963588,-0.066061795,-0.05600812,-0.07105019,-0.0848391,-0.13799363,-0.16560322,-0.13713627,-0.14983527,-0.17729907,-0.08367701,-0.6622791,-0.41439444,-0.13884616,-0.13809447,-0.12883839,-0.4144814,-0.044386145,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,-0.286397,0.09390594,2.2479637,-0.05562216,-0.0679732,-0.32959428,-0.039025616,-0.05998392,-0.042500064,-0.40165132,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.08634189,-0.37797546,-0.39632002,-0.057666454,-0.061940223,-0.04061949,-0.47291347,-0.06825314,-0.09052681,-0.16110283,-0.57734555,-0.11783594,-0.06940588,-0.7207967,-0.1053454,-0.041330405,-0.5996241,-0.56832457,-0.044886343,-0.11423777,-0.105133064,-0.23509274,-0.48876968,-0.32813105,0.075725615,-0.56074584,1.0458125,-0.21645728,-0.10729443,-0.06664966,-0.3815522,-0.13803747,23.193085,-0.44512275,-0.16218084,-0.7409419,-0.1489025,-0.5768427,-1.1784773,-0.14203855,0.11389258,-0.19387476,-0.59775025,-0.18979816,-0.23147902,-0.18351129,-0.09867715,-0.09391567,-0.09370761,-0.0583981,-0.40117148,-0.15366612,-0.43190658,-0.066061795,-0.05600812,-0.8759968,-0.0848391,-0.050430883,-0.3964204,-0.13713627,-0.14983527,-0.40644827,-0.08367701,-0.79380614,-0.9611208,15.560469,-0.4421074,-0.12883839,-0.37190926,-0.044386145,1
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,0.85204554,0.232566,-0.054042384,-0.05562216,-0.0679732,0.3229319,-0.039025616,-0.05998392,-0.042500064,0.15237531,-0.05578467,-0.039873518,-0.078358516,-0.05008855,1.9189812,-0.06936627,0.67455286,-0.057666454,-0.061940223,-0.04061949,0.14859627,-0.06825314,-0.09052681,0.028224286,0.34716046,-0.11783594,-0.06940588,-0.12932147,-0.1053454,-0.041330405,1.6132776,0.06860185,-0.044886343,0.026786145,-0.105133064,0.13861036,-0.46276578,-0.07704251,-0.29548672,-0.16114011,-0.17236899,-0.101562336,-0.40583625,-0.06664966,-0.008345463,-0.031395927,-0.37365136,-0.086245365,-0.16218084,-0.45565262,-0.1489025,0.04050868,0.5005553,-0.14203855,0.6881348,-0.19387476,-0.108847976,-0.0361796,0.10715115,-0.17816423,0.0703021,-0.09391567,-0.09370761,-0.0583981,0.003437053,-0.13112873,-0.26624474,-0.066061795,-0.05600812,0.036592606,-0.0848391,0.05928418,-0.10840099,-0.13713627,-0.14983527,-0.060524628,-0.08367701,0.11446462,-0.05311381,0.23861577,-0.19151889,-0.12883839,-0.1323337,-0.044386145,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,-0.059678327,0.080301836,-0.054042384,-0.05562216,-0.0679732,0.15490513,-0.039025616,-0.05998392,-0.042500064,-0.16040991,-0.05578467,-0.039873518,-0.078358516,-0.05008855,0.31118676,-0.10324836,0.23901626,-0.057666454,-0.061940223,-0.04061949,-0.16286688,-0.06825314,-0.09052681,0.016864648,-0.115496755,-0.11783594,-0.06940588,0.6595814,1.414411,-0.041330405,0.5231516,-0.07453304,-0.044886343,-0.63072,-0.105133064,0.096707694,-0.2739484,0.2548614,-0.038356394,-0.09987139,-0.17236899,-0.22299382,-0.4013923,-0.06664966,-0.0004855065,-0.07067057,-0.44813445,-0.46997347,2.0027082,-0.41662753,-0.1489025,-0.05466397,-0.10394508,-0.14203855,0.076151274,-0.19387476,-0.41722417,-0.06952828,-0.03489508,-0.66535455,-0.04354624,-0.09391567,-0.09370761,-0.0583981,-0.042572666,0.20838685,-0.30771136,-0.066061795,-0.05600812,-0.15401693,-0.0848391,-0.0039586313,-0.69502693,-0.13713627,-0.14983527,-0.18618633,-0.08367701,0.019843204,-0.07364526,0.11961969,0.13616087,-0.12883839,-0.4635989,-0.044386145,1
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,0.17355725,-0.022102458,-0.054042384,-0.05562216,-0.0679732,0.13088727,-0.039025616,-0.05998392,-0.042500064,-0.2335459,-0.05578467,-0.039873518,-0.078358516,-0.05008855,1.2527504,-0.0069762343,0.31998682,-0.057666454,-0.061940223,-0.04061949,-0.020377984,-0.06825314,-0.09052681,0.27562764,0.7280226,-0.11783594,-0.06940588,0.468443,-0.1053454,-0.041330405,0.6252267,-0.048550848,-0.044886343,-0.10285002,-0.105133064,0.15318495,-0.49002418,0.55570745,0.22048785,-0.2979095,-0.17236899,-0.12315683,0.21614964,-0.06664966,0.080940016,0.03396207,0.0654896,-0.2910475,-0.16218084,-0.059083704,-0.1489025,-0.034584083,0.04427743,-0.14203855,0.70069176,-0.19387476,-0.13537578,-0.09103331,0.038439706,-0.415948,0.051129904,2.3263068,-0.09370761,-0.0583981,0.056350663,0.6338456,-0.3418368,-0.066061795,-0.05600812,0.4459791,-0.0848391,-0.08758957,-0.1939756,-0.13713627,-0.14983527,-0.06426333,-0.08367701,0.09215273,-0.08450369,-0.19135743,0.020429486,-0.12883839,0.50707805,-0.044386145,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,0.07319354,0.11459576,-0.054042384,-0.05562216,-0.0679732,0.09294908,-0.039025616,-0.05998392,-0.042500064,0.13254625,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.26238132,-0.15776122,0.079959646,-0.057666454,-0.061940223,-0.04061949,-0.14531487,-0.06825314,-0.09052681,-0.108386554,-0.25302067,-0.11783594,-0.06940588,-0.20056275,-0.1053454,-0.041330405,0.8809596,-0.15417592,-0.044886343,-0.13929717,-0.105133064,0.043698654,-0.11713648,-0.20402452,-0.4074342,-0.47812504,-0.17236899,-0.190819,-0.13988769,-0.06664966,-0.18182665,-0.13662043,-0.61050457,-0.41335404,-0.16218084,-0.22837353,-0.1489025,-0.0074629015,-0.2661668,-0.14203855,-0.34024242,-0.19387476,-0.3901339,-0.00039084264,-0.032978576,-0.7567914,-0.04436203,-0.09391567,-0.09370761,-0.0583981,-0.080311716,-0.6214245,-0.46143848,-0.066061795,-0.05600812,-0.51200956,-0.0848391,-0.054490335,0.2672326,-0.13713627,-0.14983527,-0.42042944,-0.08367701,0.15340503,-0.20192467,-0.31798404,-0.19252884,-0.12883839,-0.241666,-0.044386145,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,6.943784,0.04901005,-0.0706452,-0.054042384,-0.05562216,-0.0679732,0.2399879,30.849882,-0.05998392,-0.042500064,0.9132111,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.38457477,-0.0886271,0.10009542,-0.057666454,-0.061940223,-0.04061949,-0.26826948,-0.06825314,-0.09052681,0.15752968,0.11706656,-0.11783594,-0.06940588,-0.09996279,-0.1053454,-0.041330405,0.080329895,-0.1996446,-0.044886343,-0.59164274,-0.105133064,-0.24068025,-0.21309048,-0.215681,0.0735008,-0.38278067,-0.17236899,-0.26691845,-0.34806287,-0.06664966,-0.056662753,-0.055305727,-0.5294194,-0.45277673,-0.16218084,-0.44671473,-0.1489025,-0.10599094,-0.6267647,-0.14203855,-0.23312676,-0.19387476,-0.5225173,-0.19117007,-0.007974413,-0.73824006,0.03321765,-0.09391567,-0.09370761,-0.0583981,0.049316917,-0.32158417,-0.24135824,-0.066061795,-0.05600812,-0.26891583,-0.0848391,0.026739454,-0.23670277,-0.13713627,-0.14983527,-0.22721314,-0.08367701,-0.09117497,-0.15367757,-0.0164154,-0.0075377524,-0.12883839,-0.38552594,-0.044386145,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,13.587842,-0.039174013,-0.04482511,-0.051822077,0.15068379,-0.30820522,-0.054042384,-0.05562216,-0.0679732,-0.02957025,-0.039025616,-0.05998392,-0.042500064,-0.16433626,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.37635282,0.18040282,0.4754105,-0.057666454,-0.061940223,-0.04061949,-0.20711036,-0.06825314,-0.09052681,0.228497,-0.14738189,2.688619,-0.06940588,0.30771965,-0.1053454,-0.041330405,-0.085269645,-0.36154714,-0.044886343,-0.53349745,-0.105133064,0.16627023,-0.34152624,0.19003467,-0.13303106,-0.17307603,-0.17236899,-0.22052205,-0.2035689,-0.06664966,-0.045952383,-0.023695402,-0.49814382,-0.40103865,-0.16218084,-0.6957812,-0.1489025,0.0012803315,-0.6893979,-0.14203855,0.040759463,-0.19387476,-0.5735449,-0.037375238,-0.013367477,-0.3559224,0.09730959,-0.09391567,-0.09370761,-0.0583981,-0.024541177,-0.2991175,-0.46694288,-0.066061795,-0.05600812,-0.12468342,-0.0848391,-0.03237944,-0.6739836,-0.13713627,-0.14983527,-0.16347581,-0.08367701,-0.48408994,0.070218004,-0.15454979,-0.008846077,-0.12883839,-0.346578,-0.044386145,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,-0.034851898,0.03780582,-0.054042384,-0.05562216,2.8199306,0.21284336,-0.039025616,-0.05998392,-0.042500064,-0.3754502,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.35071158,-0.17183703,0.57372606,-0.057666454,-0.061940223,-0.04061949,0.1443112,-0.06825314,-0.09052681,-0.16965733,0.33368132,-0.11783594,-0.06940588,-0.15259041,-0.1053454,-0.041330405,-0.560963,-0.2627374,-0.044886343,0.022107055,-0.105133064,0.05959235,-0.3350557,-0.21098538,-0.021174693,-0.34965935,-0.17236899,-0.18592425,0.23429851,-0.06664966,-0.09586681,-0.069545165,-0.4335033,-0.22595234,-0.16218084,-0.04751172,-0.1489025,0.06592966,0.1678672,-0.14203855,0.32349834,-0.19387476,-0.36458537,-0.16718994,0.027986443,-0.5666272,-0.2981126,-0.09391567,-0.09370761,-0.0583981,0.006225549,0.13749939,-0.4236379,-0.066061795,-0.05600812,0.28323963,-0.0848391,-0.09688042,0.0056728967,-0.13713627,2.4711668,0.05454753,-0.08367701,0.21181405,-0.14936051,0.09961871,-0.12233009,-0.12883839,-0.3370697,-0.044386145,1
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,0.23949789,0.033281732,-0.054042384,-0.05562216,-0.0679732,0.41033545,-0.039025616,-0.05998392,-0.042500064,0.52980554,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.25481012,-0.10890838,0.22101425,-0.057666454,-0.061940223,-0.04061949,-0.21080582,-0.06825314,-0.09052681,-0.18665239,-0.13543485,-0.11783594,-0.06940588,-0.10056237,-0.1053454,-0.041330405,-0.085203245,-0.49141833,-0.044886343,-0.67139775,-0.105133064,-0.032317087,-0.43219313,0.43783656,-0.18754518,-0.4180059,-0.17236899,-0.14908056,-0.46093127,-0.06664966,-0.30119655,-0.13877954,-0.45443502,-0.3497585,-0.16218084,-0.71163553,-0.1489025,-0.122587055,-0.11152008,-0.14203855,-0.3539937,-0.19387476,-0.31816986,-0.28114578,-0.15476358,-0.79679424,-0.4640233,-0.09391567,-0.09370761,-0.0583981,-0.14595036,-0.44019496,-0.4878154,-0.066061795,-0.05600812,-0.5460143,-0.0848391,-0.04146607,-0.7738531,-0.13713627,-0.14983527,-0.030838883,-0.08367701,0.13682026,0.03420131,0.05905882,-0.231231,-0.12883839,-0.3602606,-0.044386145,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,-0.08366884,-0.04308855,-0.054042384,-0.05562216,-0.0679732,0.13921902,-0.039025616,-0.05998392,-0.042500064,30.025064,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.61958945,-0.17572145,0.09740208,-0.057666454,-0.061940223,-0.04061949,-0.21132116,-0.06825314,-0.09052681,-0.7325961,-0.039887074,-0.11783594,-0.06940588,-0.38283587,-0.1053454,-0.041330405,-0.044314705,-0.112169184,-0.044886343,-0.36285916,-0.105133064,-0.27612758,-0.527256,0.6077298,-0.3494189,-0.45370418,-0.17236899,-0.14719427,-0.4149992,-0.06664966,-0.18426044,-0.08628705,-0.6241964,22.586414,-0.16218084,-0.72604185,-0.1489025,-0.04560973,-0.06747242,-0.14203855,0.22905308,-0.19387476,-0.51297385,-0.15657577,-0.024684332,-0.82444483,-0.023699941,-0.09391567,-0.09370761,-0.0583981,9.915743,-0.5935022,-0.22735165,-0.066061795,-0.05600812,-0.06396014,-0.0848391,-0.11194248,-0.6098685,-0.13713627,-0.14983527,-0.06594373,-0.08367701,0.12830305,-0.3738171,-0.24630906,-0.34831917,-0.12883839,-0.54665774,-0.044386145,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,-0.07944056,0.1897512,-0.054042384,-0.05562216,-0.0679732,0.0949408,-0.039025616,-0.05998392,-0.042500064,-0.13672777,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.4192475,-0.23360069,0.13305955,-0.057666454,-0.061940223,-0.04061949,-0.15543182,-0.06825314,-0.09052681,-0.16918887,-0.31426135,-0.11783594,-0.06940588,0.3966105,-0.1053454,-0.041330405,-0.25044325,-0.16193631,-0.044886343,0.029318804,-0.105133064,-0.04760071,-0.40847984,-0.1323942,-0.19152948,-0.36340106,-0.17236899,-0.19513007,-0.1992602,-0.06664966,-0.3642037,-0.15132032,-0.56251657,-0.37196788,-0.16218084,-0.9144804,-0.1489025,-0.054074567,-0.3650427,-0.14203855,-0.2766619,-0.19387476,-0.53000045,-0.055336434,-0.07726678,-0.7615298,-0.05206028,-0.09391567,-0.09370761,-0.0583981,-0.17511068,0.27685612,-0.951837,-0.066061795,-0.05600812,-0.36615524,-0.0848391,-0.17588943,-0.86926854,-0.13713627,-0.14983527,-0.18493867,-0.08367701,0.08778491,-0.21968251,-0.12428853,-0.4457186,-0.12883839,-0.5877948,-0.044386145,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,0.20361848,-0.05309646,-0.054042384,-0.05562216,-0.0679732,0.12126152,-0.039025616,-0.05998392,-0.042500064,-0.090476856,-0.05578467,-0.039873518,-0.078358516,-0.05008855,0.59269744,-0.12652904,0.3823294,-0.057666454,-0.061940223,-0.04061949,-0.028260916,-0.06825314,-0.09052681,0.2327129,0.48474455,-0.11783594,-0.06940588,0.03343168,-0.1053454,-0.041330405,-0.100103796,-0.35907224,-0.044886343,0.029717153,-0.105133064,-0.26634946,-0.5145913,1.4815276,-0.23551847,-0.48285803,-0.17236899,-0.14520277,-0.5066197,-0.06664966,-0.029743833,-0.03994701,0.10158679,-0.13324873,-0.16218084,-0.11822657,-0.1489025,-0.023389125,0.057776358,-0.14203855,0.5365562,-0.19387476,-0.21936956,-0.15680607,0.014500087,-0.58147794,-0.7428677,-0.09391567,-0.09370761,-0.0583981,-0.16814548,-0.13405563,-0.24557179,-0.066061795,-0.05600812,0.111182295,-0.0848391,-0.07935762,0.3056414,-0.13713627,-0.14983527,-0.060579862,-0.08367701,0.02515428,0.0975581,-0.1537667,-0.0499658,-0.12883839,-0.34802774,-0.044386145,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,0.010306091,0.13231786,-0.054042384,7.739961,-0.0679732,0.15594819,-0.039025616,-0.05998392,-0.042500064,-0.05034513,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.12419365,-0.19099742,0.47377378,-0.057666454,-0.061940223,-0.04061949,-0.27647275,-0.06825314,-0.09052681,-0.2775816,0.5445112,-0.11783594,-0.06940588,-0.029127646,-0.1053454,-0.041330405,0.014642336,-0.1652847,-0.044886343,-0.43052608,-0.105133064,-0.042368624,-0.49283022,1.7000364,-0.18364248,-0.0274577,-0.17236899,-0.1696257,-0.3947566,-0.06664966,11.634971,-0.08968774,-0.5545949,-0.32102314,-0.16218084,0.301017,-0.1489025,-0.008721446,-0.909152,-0.14203855,0.47377473,-0.19387476,-0.23641169,-0.024234708,-0.054159936,0.89901507,0.007947037,-0.09391567,-0.09370761,-0.0583981,-0.107841946,-0.05187924,-0.48029447,-0.066061795,-0.05600812,-0.5791036,-0.0848391,-0.14399196,0.62149954,-0.13713627,-0.14983527,-0.30260563,-0.08367701,-0.2283396,-0.06455618,-0.16458556,0.17408624,-0.12883839,-0.34066668,-0.044386145,1
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.050053358,-0.039174013,-0.04482511,-0.051822077,0.05475083,0.22228877,-0.054042384,-0.05562216,-0.0679732,0.22257039,-0.039025616,-0.05998392,-0.042500064,-0.021050155,-0.05578467,-0.039873518,-0.078358516,-0.05008855,-0.1785569,-0.022336857,0.0050996924,-0.057666454,-0.061940223,-0.04061949,-0.34106782,-0.06825314,-0.09052681,-0.41166967,-0.07365646,-0.11783594,-0.06940588,0.6780422,-0.1053454,-0.041330405,0.06657105,0.8481728,-0.044886343,-0.30714276,-0.105133064,-0.19826858,1.496332,-0.17719968,0.11577545,-0.12844546,-0.17236899,-0.30724233,0.3259741,-0.06664966,0.8171833,-0.19222862,0.55406404,0.5219632,-0.16218084,0.20035028,-0.1489025,0.0930522,0.5736826,-0.14203855,-0.30954656,-0.19387476,0.51961,0.28006664,-0.10863741,0.29100442,-0.41089353,-0.09391567,-0.09370761,-0.0583981,-0.12398723,0.5592249,0.7758209,-0.066061795,-0.05600812,0.5074168,-0.0848391,-0.08096421,0.14006494,-0.13713627,-0.14983527,0.166982,-0.08367701,-0.16540177,-0.12461247,0.7730351,-0.1462529,-0.12883839,-0.06576082,-0.044386145,0
