rnaseq_gene__GENE_CT47A9,rnaseq_gene__GENE_PRLH,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_TEX28,rnaseq_gene__GENE_OR4S2,rnaseq_gene__GENE_TTTY6B,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_CT47A1,rnaseq_gene__GENE_SNAR-I,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_LGALS13,rnaseq_gene__GENE_OR2W1,methylation_gene__GENE_TMEM177,methylation_gene__GENE_CDC42,methylation_gene__GENE_FBXL2,methylation_gene__GENE_NRXN2,methylation_gene__GENE_C16ORF80,methylation_gene__GENE_SRD5A1;NSUN2,methylation_gene__GENE_CCRN4L,methylation_gene__GENE_NOC2L;KLHL17,rnaseq_gene__GENE_TMEM225,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_PTDSS1;MTERFD1,methylation_gene__GENE_IQCC,methylation_gene__GENE_ZBTB12,methylation_gene__GENE_ARL13B,methylation_gene__GENE_PXMP3,methylation_gene__GENE_ZNF787,methylation_gene__GENE_TRIB3,methylation_gene__GENE_C9ORF3,methylation_gene__GENE_AZIN1,methylation_gene__GENE_ATP5E,rnaseq_gene__GENE_KRTAP20-4,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_TOR1A,methylation_gene__GENE_TKT,methylation_gene__GENE_MIR1181;CDC37,methylation_gene__GENE_LDLR,methylation_gene__GENE_PREB,methylation_gene__GENE_SLC35B1,methylation_gene__GENE_RASA1,methylation_gene__GENE_PLEKHJ1;SF3A2,rnaseq_gene__GENE_DEFB118,methylation_gene__GENE_SQLE,methylation_gene__GENE_NT5C,methylation_gene__GENE_GGCT,methylation_gene__GENE_CISD2;UBE2D3,methylation_gene__GENE_ZNF672,methylation_gene__GENE_C17ORF59,methylation_gene__GENE_CAMK2D,methylation_gene__GENE_FOXC1,methylation_gene__GENE_B3GNTL1,methylation_gene__GENE_CASKIN2;TSEN54,rnaseq_gene__GENE_C15ORF43,methylation_gene__GENE_NLRX1,methylation_gene__GENE_HERPUD2,rnaseq_gene__GENE_OR6B1,rnaseq_gene__GENE_SSX3,methylation_gene__GENE_SLC16A1,methylation_gene__GENE_TMEM141,methylation_gene__GENE_DPP7,methylation_gene__GENE_CWF19L2,methylation_gene__GENE_TMEM160,methylation_gene__GENE_HNRPA1L-2;HNRNPA1,methylation_gene__GENE_EIF6,methylation_gene__GENE_SIK3,methylation_gene__GENE_IL4R,rnaseq_gene__GENE_DEFB110,methylation_gene__GENE_LSM12,methylation_gene__GENE_GRK4;NOP14,methylation_gene__GENE_ERCC5,methylation_gene__GENE_SYPL1,rnaseq_gene__GENE_LGALS14,methylation_gene__GENE_YAP1,methylation_gene__GENE_PRCP;C11ORF82,methylation_gene__GENE_NEIL3,methylation_gene__GENE_ARG2,methylation_gene__GENE_ZNF444,methylation_gene__GENE_FICD,methylation_gene__GENE_SCAMP2,methylation_gene__GENE_ARL6IP5,methylation_gene__GENE_FIZ1;ZNF524,rnaseq_gene__GENE_XAGE5,methylation_gene__GENE_MRPL34,methylation_gene__GENE_TAF1B,methylation_gene__GENE_DAP3;YY1AP1,methylation_gene__GENE_U2AF2,methylation_gene__GENE_EPC1,rnaseq_gene__GENE_OR4D2,methylation_gene__GENE_ADAM17,methylation_gene__GENE_ZNF394,methylation_gene__GENE_CXXC1;MBD1,rnaseq_gene__GENE_C11ORF64,rnaseq_gene__GENE_OR7G1,methylation_gene__GENE_KIAA1328;C18ORF10,methylation_gene__GENE_TRAF6,rnaseq_gene__GENE_SNAR-B2,methylation_gene__GENE_TRAF5,methylation_gene__GENE_SLC15A4,methylation_gene__GENE_STX17,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,22.649546,-0.07858033,-0.059945107,-0.06121572,-0.061869785,-0.062024266,-0.07577963,-0.0750947,0.040584613,-0.10218728,0.019050317,-0.05662224,-0.48290044,0.08106583,0.13491815,-0.07707038,0.04412027,-0.21787235,-0.41120574,0.45639792,-0.2267113,-0.11214796,-0.3256126,-0.0024046528,0.2231541,0.23956268,-0.24796565,-0.09609405,-0.23476811,0.45505232,0.35215423,0.011305516,-0.064622164,0.0810313,0.14596997,-0.14032824,-0.25140488,-0.11409981,-0.33073562,-0.21368778,0.3540029,0.58144486,-0.4309059,-0.062900975,-0.18282841,-0.35897106,0.09706123,0.103461765,-0.14671578,0.031205148,-0.029161636,-0.0807927,-0.1779356,-0.25858256,0.0673253,0.110605225,-1.016491,-0.25202683,0.44169927,0.5287964,0.4241089,0.32977968,-0.05913073,-0.3115141,0.71125734,0.21077196,0.94678456,-0.19943407,0.1018958,0.25403744,-0.26251492,0.05300583,0.53561926,-0.3724642,-0.3247553,0.31675476,0.21326984,-0.121873505,-0.3676268,-0.15833339,1.0120509,0.43210554,9.607767,-0.08726569,0.17920768,0.17533606,-0.34002385,-0.07561139,-0.15943184,1.1536046,-0.13989305,-0.10970624,-0.22732313,0.7054056,0.034891363,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.13122113,-0.059945107,-0.06121572,-0.061869785,-0.062024266,-0.07577963,-0.30328363,-0.17879976,-0.12984334,-0.1328428,-0.06425393,-0.15191728,0.20389967,-0.37952307,-0.07707038,0.6512446,0.28854007,0.69708747,0.25909063,0.4411795,0.06904674,-0.17132993,-0.26294208,-0.023250826,0.023130786,0.18127723,-0.09609405,0.019470807,0.8707775,-0.05744809,0.26388434,0.06558157,-0.080992565,0.29641274,0.28437078,0.18049057,-0.11409981,0.33318144,-0.16713747,0.8095123,1.5403981,-0.027387334,0.20211896,8.346219,-0.2137172,-0.026841817,-0.18821134,-0.14671578,-0.27921748,-0.01022063,-0.0807927,-0.1779356,-0.08794071,-0.051559594,0.048309334,-0.29745415,0.1073356,-0.043212805,0.9445548,0.70624715,0.15734084,-0.05913073,0.46254846,0.19900557,0.14567374,0.67364,-0.19943407,-0.35775286,0.6653688,0.7804898,0.7314395,0.31070557,0.018424416,0.3688278,0.54337376,-0.0068157166,-0.121873505,2.1547997,0.14282185,0.36792246,0.84121716,0.015044595,-0.08726569,-0.43281278,0.32038656,-0.22014168,-0.07561139,-0.15943184,1.6711497,0.15947853,-0.10970624,1.3408108,0.44401285,12.781921,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.14721732,-0.059945107,-0.06121572,-0.061869785,-0.062024266,-0.07577963,-0.1473911,-0.077829435,-0.19220857,-0.35123408,-0.41476223,-0.15691838,0.08975626,-0.23411205,-0.07707038,0.1623359,-0.3681075,-0.35349026,-0.06750109,-0.27155596,-0.0942927,-0.18175307,-0.5704162,-0.6639088,-0.37781143,-0.06171699,-0.09609405,0.074520655,-0.016775088,-0.5186831,-0.010418667,-0.28095067,-0.35502273,-0.48925266,-0.103956684,0.05438524,-0.11409981,0.3826944,0.036834188,-0.21245953,0.8036772,0.18140076,0.15653552,-0.2532712,0.2120249,-0.18183981,-0.60052955,-0.14671578,-0.34075043,-0.09691034,-0.0807927,-0.1779356,-0.30736694,-0.6378628,-0.5611241,-0.1876476,-0.28545153,-0.49890193,-0.48645544,-0.66618717,-0.17512812,-0.05913073,0.19793722,-0.22550815,-0.5848225,-0.07155826,-0.19943407,-0.35540906,-0.19011296,-0.65063834,-0.7920517,-0.026079861,-0.4382294,-0.39531416,-0.1652732,0.5048549,-0.121873505,-0.8145835,0.30959255,-0.14656703,-0.39446506,-0.4630496,-0.08726569,-0.12350135,-0.53438365,0.2041307,-0.07561139,-0.15943184,-0.7285856,-0.25970164,-0.10970624,0.83870703,-0.10633506,-0.713336,0
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,22.57716,-0.059945107,-0.06121572,-0.061869785,-0.062024266,-0.07577963,-0.31733033,-0.18923385,-0.16817191,0.0046384223,0.33568817,-0.54123235,-0.16746037,0.1517899,-0.07707038,-0.02579003,-0.47392565,-0.17907523,-0.5997652,-0.16039301,-0.21221425,-0.37168068,0.04216785,-0.25117907,-0.18499881,-0.09535069,-0.09609405,-0.2453451,-0.37130883,-0.14109173,0.31846586,0.14187114,1.1207323,-0.77023566,-0.16093627,0.14809848,-0.11409981,0.32303676,-0.5004382,-0.31424668,-0.46232137,-0.32639202,-0.42447466,-0.17498763,-0.22449556,0.015113788,-0.19906662,-0.14671578,0.5224641,-0.27275476,-0.0807927,-0.1779356,-0.31845015,0.28105685,-0.44550347,0.7665015,-0.61326844,1.6473897,0.09333515,0.35745052,0.77012736,-0.05913073,-0.6128678,0.15756796,-0.08662381,1.2399049,-0.19943407,0.3627745,-0.14995812,-0.41323197,0.0031156335,0.08151122,-0.509596,-0.580054,-0.2671743,-0.022506882,-0.121873505,-0.38261533,0.22415915,-0.014037131,-0.43307108,0.5131062,-0.08726569,0.6080147,-0.20736927,0.3626453,-0.07561139,-0.15943184,-0.7108146,-0.29421884,-0.10970624,-0.38524392,-0.3381617,-0.7589101,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,0.034613438,-0.059945107,-0.06121572,-0.061869785,-0.062024266,-0.07577963,0.1809293,0.38186443,0.0873316,0.14730503,0.4328114,0.23451115,0.19494376,0.093725696,-0.07707038,0.16814391,0.57024443,0.54607344,0.29327276,0.86569524,0.6572433,0.24064153,-0.28072175,-0.30826166,0.9385664,0.016485717,-0.09609405,0.26426387,0.10639044,0.5841889,0.3815438,0.37360296,0.4031407,0.34152278,0.5528824,0.4399684,-0.11409981,-0.16537282,0.06070483,0.046088368,0.72786754,1.1275914,0.44217148,0.047373194,0.83478683,0.15897176,-0.08054329,-0.14671578,0.71196544,0.23389275,-0.0807927,-0.1779356,-0.13879856,0.22283642,0.27960837,0.03478538,0.44124842,-0.07156987,0.688185,0.5274999,0.24676748,-0.05913073,0.66047776,0.40864697,-0.12920578,0.160596,-0.19943407,1.1796993,0.88337404,1.2705356,0.37006456,0.60101223,0.8237293,0.54678357,0.9180078,0.63800126,-0.121873505,-0.009787301,0.82607716,0.9508921,0.980196,-0.0053816307,-0.08726569,0.17524607,0.38856235,0.32381567,-0.07561139,-0.15943184,0.9384981,1.8380774,-0.10970624,1.0077797,0.08502489,0.2911045,1
