rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_CT47A9,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_TTTY6B,rnaseq_gene__GENE_DEFB110,rnaseq_gene__GENE_SNAR-I,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_LGALS13,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_C11ORF64,methylation_gene__GENE_FHOD3,methylation_gene__GENE_TMEM177,methylation_gene__GENE_ZNF296,methylation_gene__GENE_NRXN2,methylation_gene__GENE_HIST1H4C,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_HIC1,methylation_gene__GENE_FBXL2,methylation_gene__GENE_ACPL2,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_NPS,rnaseq_gene__GENE_KRTAP20-3,methylation_gene__GENE_SRD5A1;NSUN2,rnaseq_gene__GENE_DEFA6,methylation_gene__GENE_C18ORF19;RNMT,rnaseq_gene__GENE_SPINT4,methylation_gene__GENE_EMP1,rnaseq_gene__GENE_CT47A1,methylation_gene__GENE_RAB6B,rnaseq_gene__GENE_OR5D16,methylation_gene__GENE_IQCC,rnaseq_gene__GENE_TMEM225,methylation_gene__GENE_AARS;EXOSC6,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_ZNF787,methylation_gene__GENE_TRIB3,methylation_gene__GENE_SERPINB6,methylation_gene__GENE_NRCAM,methylation_gene__GENE_HIST1H1C,methylation_gene__GENE_ZBTB12,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_RPLP2,rnaseq_gene__GENE_IFNA16,rnaseq_gene__GENE_NOX3,rnaseq_gene__GENE_DEFA5,methylation_gene__GENE_C9ORF3,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_PLEKHJ1;SF3A2,methylation_gene__GENE_FADS1;MIR1908,methylation_gene__GENE_ZNF672,methylation_gene__GENE_RASA1,methylation_gene__GENE_NT5C,rnaseq_gene__GENE_OR7D4,methylation_gene__GENE_ASAP3,methylation_gene__GENE_SQLE,methylation_gene__GENE_PREB,methylation_gene__GENE_C17ORF59,methylation_gene__GENE_PHYH,rnaseq_gene__GENE_SSX3,methylation_gene__GENE_SAMD10,methylation_gene__GENE_ZHX2,rnaseq_gene__GENE_BHLHE23,methylation_gene__GENE_FOXC1,rnaseq_gene__GENE_PTH,methylation_gene__GENE_PARVB,rnaseq_gene__GENE_OR6B1,rnaseq_gene__GENE_GHSR,methylation_gene__GENE_RAB40B,rnaseq_gene__GENE_CSHL1,methylation_gene__GENE_UNG,methylation_gene__GENE_ACADM,methylation_gene__GENE_ZCCHC11,methylation_gene__GENE_ZNF354A,methylation_gene__GENE_TMEM160,rnaseq_gene__GENE_OR5H14,methylation_gene__GENE_SLC16A1,methylation_gene__GENE_EIF6,methylation_gene__GENE_HIST1H3H,methylation_gene__GENE_IL4R,methylation_gene__GENE_CWF19L2,rnaseq_gene__GENE_OTOL1,methylation_gene__GENE_HNRPA1L-2;HNRNPA1,rnaseq_gene__GENE_OTOR,methylation_gene__GENE_ZNF444,methylation_gene__GENE_NIPA1,rnaseq_gene__GENE_OR8D4,rnaseq_gene__GENE_LCN15,methylation_gene__GENE_KBTBD6,rnaseq_gene__GENE_SSX9P,methylation_gene__GENE_PLA2G16,methylation_gene__GENE_SYPL1,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_SNORA54,methylation_gene__GENE_NETO2,methylation_gene__GENE_PAK1,methylation_gene__GENE_FICD,methylation_gene__GENE_FGFBP3,methylation_gene__GENE_ARG2,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065267,-0.044065267,-0.044065263,-0.044065267,-0.044065263,22.649546,-0.05913073,-0.06121572,-0.061869785,-0.062024266,-0.06227874,-0.07561139,-0.10942163,-0.0750947,-0.04728271,0.019050317,0.17996757,-0.076208994,0.17401391,-0.10218728,-0.101136066,-0.25406423,-0.078769214,-0.05375852,-0.48290044,1.116477,-0.272834,-0.054619074,-0.16628714,-0.059945107,-0.090574324,-0.07671373,-0.41120574,-0.07707038,0.04412027,-0.05610869,-0.3256126,-0.0024046528,0.49997246,0.019435743,0.412824,0.45639792,-0.23476811,0.6331517,-0.06817627,-0.108833104,-0.13364081,0.2231541,-0.32987174,-0.25140488,-0.06537462,-0.4309059,-0.14032824,-0.21368778,-0.12458608,-0.34879747,-0.33073562,0.0810313,-0.062900975,-0.48130685,-0.1779356,-0.053020325,-0.18043454,-0.105781555,-0.35897106,-0.15906872,0.4537911,-0.0807927,-0.24195695,-0.037423294,-0.11265257,0.39903677,-0.028234983,0.13891745,-0.24809201,-0.25202683,-0.07800698,-0.25858256,0.5287964,0.4190596,0.32977968,-1.016491,-0.13132356,0.44169927,-0.16934597,0.53561926,0.2275256,-0.12419063,-0.16993497,-0.41033083,-0.12937783,1.6834711,0.94678456,-0.08857027,-0.115679696,-0.10571365,0.40906838,-0.3724642,-0.18665789,0.05300583,1
-0.044065267,-0.044065267,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.05913073,-0.06121572,-0.061869785,-0.062024266,-0.06227874,-0.07561139,-0.41569793,-0.30328363,-0.013377459,-0.1328428,0.36626863,-0.076208994,0.030808432,-0.12984334,-0.27748436,0.01841058,-0.078769214,-0.05375852,-0.15191728,-0.115279995,-0.34762946,-0.054619074,0.12752189,-0.059945107,-0.31684396,-0.07671373,0.69708747,-0.07707038,0.6512446,-0.05610869,-0.17132993,-0.26294208,-0.015029992,-0.18181695,-0.13939375,0.25909063,0.019470807,0.15874538,-0.06817627,-0.108833104,-0.13364081,-0.023250826,0.39520693,0.18049057,-0.1359984,-0.027387334,0.28437078,-0.16713747,-0.12458608,0.5663628,0.33318144,-0.080992565,0.20211896,0.84820455,-0.1779356,0.5755316,0.34136033,-0.105781555,-0.2137172,-0.15906872,0.63579744,-0.0807927,-0.24195695,0.11512136,-0.11265257,0.13700911,-0.1570013,1.052962,0.47200894,0.1073356,-0.07800698,-0.08794071,0.9445548,-0.39922613,0.15734084,-0.29745415,-0.13132356,-0.043212805,-0.16934597,0.31070557,1.0312005,-0.12419063,-0.16993497,0.053085756,-0.12937783,0.20922197,0.67364,-0.08857027,-0.115679696,-0.15112546,0.2600903,0.018424416,0.024667162,0.7314395,1
-0.044065267,-0.044065267,-0.044065263,-0.044065267,22.649546,-0.044065263,-0.05913073,-0.06121572,-0.061869785,-0.062024266,-0.06227874,-0.07561139,-0.2837865,-0.22689268,0.20647483,-0.1743002,0.48412514,-0.076208994,-0.16960093,-0.049694493,-0.21689154,21.852411,-0.078769214,-0.05375852,-0.5208568,-0.115279995,0.1973614,-0.054619074,0.15299344,-0.059945107,-0.3194067,-0.07671373,0.043256905,-0.07707038,-0.15922388,-0.05610869,0.33194417,-0.07686115,-0.22129196,0.37889737,0.0918751,0.12950008,0.23535821,0.5163156,-0.06817627,-0.108833104,-0.13364081,-0.42866367,-0.16914281,0.47331524,-0.10768589,1.59252,0.54843414,-0.12557629,-0.12458608,-0.34718522,0.22307457,0.23292808,-0.030319672,-0.12101237,-0.1779356,-0.33320862,-0.20021465,-0.105781555,-0.41683078,-0.15906872,0.37149662,-0.0807927,0.31941956,0.071185134,-0.11265257,0.006135213,-0.083685584,1.2801468,0.59595555,0.08279796,-0.07800698,0.5549827,0.16430457,0.26494965,-0.31719372,0.45640394,-0.13132356,-0.09549911,-0.16934597,0.59187615,0.20489043,-0.12419063,-0.16993497,0.46923542,-0.12937783,1.3472425,0.26608703,-0.08857027,-0.115679696,-0.1149396,0.47186047,0.2987345,0.046224423,-0.59678626,1
-0.044065267,-0.044065267,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.05913073,-0.06121572,-0.061869785,-0.062024266,-0.06227874,-0.07561139,0.1308822,0.63056535,0.36624193,-0.09859757,0.18364383,-0.076208994,0.20269956,-0.018841315,0.40589848,0.1167923,-0.078769214,-0.05375852,0.9558643,-0.115279995,0.8626419,-0.054619074,-0.011364929,-0.059945107,-0.086173855,-0.07671373,0.14007196,-0.07707038,-0.36070618,-0.05610869,-0.083801635,-0.33937678,0.2659461,0.18805186,0.16162716,0.7569919,0.9978126,0.47073302,-0.06817627,-0.108833104,-0.13364081,0.3436889,0.8842545,0.5510068,0.1014195,0.9994678,1.0589061,0.2317851,0.77529156,-0.27746496,1.1136266,-0.2531166,0.16444701,0.48570412,-0.1779356,0.18490967,0.24313019,-0.105781555,0.16145465,-0.15906872,-0.48637402,-0.0807927,0.4761374,0.6216804,-0.11265257,-0.024354013,0.20288216,0.28605083,0.034536224,0.7139329,-0.07800698,0.22098807,0.95070875,0.047866575,-0.34822527,-0.43452552,1.5288941,-0.23085819,-0.16934597,0.60573584,0.30547377,-0.12419063,-0.16993497,0.2731857,-0.12937783,0.09748092,0.8917576,-0.08857027,-0.115679696,-0.053495757,-0.02254596,0.14861032,0.16536207,1.2851707,1
-0.044065267,-0.044065267,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.05913073,-0.06121572,-0.061869785,-0.062024266,-0.06227874,-0.07561139,0.3275321,0.1809293,0.25297385,0.14730503,0.24080566,-0.076208994,0.25319344,0.0873316,0.29778668,0.28633785,-0.078769214,-0.05375852,0.23451115,-0.115279995,0.0058876094,-0.054619074,-0.03629536,-0.059945107,0.01696425,-0.07671373,0.54607344,-0.07707038,0.16814391,-0.05610869,0.24064153,-0.28072175,0.38023314,-0.010174414,0.44716844,0.29327276,0.26426387,0.3768141,-0.06817627,-0.108833104,-0.13364081,-0.30826166,0.75959927,0.4399684,-0.03430206,1.1275914,0.5528824,0.06070483,-0.12458608,-0.083346546,-0.16537282,0.4031407,0.44217148,0.050278187,-0.1779356,0.11588975,0.5602914,2.9567885,0.83478683,-0.15906872,0.42550766,-0.0807927,-0.24195695,1.4882134,-0.11265257,0.27612188,-0.07119589,0.85486966,-0.14933482,0.44124842,-0.07800698,-0.13879856,0.688185,0.50980914,0.24676748,0.03478538,-0.13132356,-0.07156987,4.653074,0.60101223,0.37035534,-0.12419063,-0.16993497,0.17964165,-0.12937783,1.5516833,0.160596,-0.08857027,-0.115679696,-0.06191287,0.16197695,0.8237293,0.3398974,0.37006456,1
