rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_CT47A9,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_OR4S2,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_SNAR-I,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_OR2W1,methylation_gene__GENE_CDC42,methylation_gene__GENE_TMEM177,methylation_gene__GENE_MAP3K11,rnaseq_gene__GENE_CT47A1,methylation_gene__GENE_FBXL2,rnaseq_gene__GENE_ADAD1,rnaseq_gene__GENE_TTTY20,methylation_gene__GENE_NRXN2,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_OR5D16,methylation_gene__GENE_C16ORF80,rnaseq_gene__GENE_KRTAP20-3,methylation_gene__GENE_GPT2,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_NIPSNAP1,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_SREBF2,methylation_gene__GENE_TRIB3,methylation_gene__GENE_PXMP3,methylation_gene__GENE_AZIN1,methylation_gene__GENE_NRCAM,methylation_gene__GENE_PNPLA6,methylation_gene__GENE_RPLP2,methylation_gene__GENE_C9ORF3,methylation_gene__GENE_TKT,rnaseq_gene__GENE_C15ORF43,rnaseq_gene__GENE_KRTAP15-1,methylation_gene__GENE_NT5C,rnaseq_gene__GENE_DEFB118,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_PREB,rnaseq_gene__GENE_DEFA6,methylation_gene__GENE_TMEM141,rnaseq_gene__GENE_BHLHE23,methylation_gene__GENE_SLC35B1,methylation_gene__GENE_MIR1181;CDC37,rnaseq_gene__GENE_PTH,methylation_gene__GENE_FOXC1,methylation_gene__GENE_ZNF672,rnaseq_gene__GENE_SSX3,methylation_gene__GENE_CISD2;UBE2D3,methylation_gene__GENE_LDLR,methylation_gene__GENE_LLPH,rnaseq_gene__GENE_OTOR,rnaseq_gene__GENE_OR6B1,methylation_gene__GENE_ENO2,methylation_gene__GENE_USP14,methylation_gene__GENE_HERPUD2,methylation_gene__GENE_CASKIN2;TSEN54,methylation_gene__GENE_DNAJC25;DNAJC25-GNG10,rnaseq_gene__GENE_KRTAP4-3,methylation_gene__GENE_LPHN1,methylation_gene__GENE_RAB40B,rnaseq_gene__GENE_CSHL1,methylation_gene__GENE_DPP7,methylation_gene__GENE_ZNF354A,rnaseq_gene__GENE_DEFB110,methylation_gene__GENE_SIK3,rnaseq_gene__GENE_OR5H14,methylation_gene__GENE_TMEM160,rnaseq_gene__GENE_OR2T12,methylation_gene__GENE_SNN,methylation_gene__GENE_LACE1,rnaseq_gene__GENE_OR10Z1,rnaseq_gene__GENE_GK2,rnaseq_gene__GENE_DEFA5,rnaseq_gene__GENE_OR4F6,methylation_gene__GENE_ERCC5,rnaseq_gene__GENE_LINC01020,methylation_gene__GENE_CWF19L2,methylation_gene__GENE_GRK4;NOP14,methylation_gene__GENE_AK7,methylation_gene__GENE_LSM12,rnaseq_gene__GENE_OR8H1,methylation_gene__GENE_CAMK2D,methylation_gene__GENE_SAMD10,methylation_gene__GENE_ANXA5,rnaseq_gene__GENE_KCNK18,rnaseq_gene__GENE_LYZL1,methylation_gene__GENE_CXXC1;MBD1,rnaseq_gene__GENE_GHSR,methylation_gene__GENE_FICD,methylation_gene__GENE_SCAMP2,methylation_gene__GENE_ARL6IP5,methylation_gene__GENE_DCK,rnaseq_gene__GENE_KRT28,rnaseq_gene__GENE_XAGE5,methylation_gene__GENE_LSM5;AVL9,methylation_gene__GENE_NOB1,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.054619074,-0.06121572,-0.061869785,-0.06227874,-0.07577963,-0.17879976,-0.30328363,-0.05182621,-0.059945107,-0.12984334,-0.076208994,-0.052885056,-0.1328428,0.01841058,-0.07671373,-0.06425393,-0.05375852,-0.11199295,0.6512446,-0.10906779,-0.05610869,-0.28428337,-0.26294208,0.06904674,0.023130786,-0.18181695,-0.23137905,0.15874538,-0.023250826,-0.05744809,-0.14671578,-0.08630882,-0.16713747,-0.11409981,0.39520693,-0.080992565,-0.115279995,-0.051559594,-0.105781555,0.29641274,0.26388434,-0.15906872,-0.2137172,-0.027387334,-0.1779356,1.5403981,0.06558157,-0.19182394,-0.16934597,-0.0807927,-0.013622768,0.1616404,-0.01022063,-0.18821134,0.57429147,-0.10047635,-0.4522121,0.11512136,-0.11265257,0.048309334,0.47200894,-0.05913073,0.70624715,-0.07800698,0.1073356,-0.09117372,0.29127577,0.37756115,-0.12302327,-0.121449016,-0.13364081,-0.11701565,0.14567374,-0.12378662,-0.29745415,0.19900557,0.23610483,0.46254846,-0.08857027,8.346219,0.5755316,0.11438593,-0.13640918,-0.10481271,-0.22014168,-0.24195695,0.018424416,0.3688278,0.54337376,0.48930272,-0.14486007,-0.121873505,-0.05163705,1.2399509,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,22.649546,-0.054619074,-0.06121572,-0.061869785,-0.06227874,-0.07577963,-0.1461287,-0.22689268,0.19828409,-0.059945107,-0.049694493,-0.076208994,-0.052885056,-0.1743002,21.852411,-0.07671373,0.29541355,-0.05375852,0.1308658,-0.15922388,0.2656125,-0.05610869,-0.116693385,-0.07686115,0.40122288,0.7223898,0.37889737,-0.018226346,0.5163156,-0.42866367,0.2110241,-0.14671578,-0.08630882,-0.12557629,-0.11409981,-0.16914281,0.23292808,-0.115279995,-0.31615198,-0.105781555,0.553002,0.5917301,-0.15906872,-0.41683078,1.59252,-0.1779356,-0.032299493,-0.25660634,-0.03673815,-0.16934597,-0.0807927,-0.4094356,-0.55169183,-0.096661575,-0.07606435,0.99921465,-0.10047635,-0.59983516,0.071185134,-0.11265257,0.50854594,0.59595555,-0.05913073,0.50532323,-0.07800698,0.08279796,-0.09117372,-0.105618656,0.54965675,-0.12302327,-0.121449016,-0.13364081,4.080123,0.8147403,-0.12378662,0.45640394,-0.35291132,0.420054,0.6165995,-0.08857027,0.18880503,-0.33320862,0.66231227,-0.13640918,-0.10481271,0.8630012,0.31941956,0.2987345,-0.29295292,1.0806522,0.32057214,-0.14486007,-0.121873505,0.11812894,0.44978628,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.054619074,-0.06121572,-0.061869785,-0.06227874,-0.07577963,0.38404068,0.63056535,0.15901825,-0.059945107,-0.018841315,-0.076208994,-0.052885056,-0.09859757,0.1167923,-0.07671373,0.23628655,-0.05375852,0.13448404,-0.36070618,-0.09866817,-0.05610869,0.104995355,-0.33937678,0.2451432,0.86982375,0.18805186,-0.020874357,0.47073302,0.3436889,0.27549875,-0.14671578,-0.08630882,0.2317851,-0.11409981,0.8842545,-0.2531166,-0.115279995,0.11614635,-0.105781555,0.18825924,0.052248225,-0.15906872,0.16145465,0.9994678,-0.1779356,-0.16346632,-0.023930194,0.080726825,-0.16934597,-0.0807927,0.43003672,1.1709068,0.4615292,0.10362501,-1.409866,-0.10047635,0.54427683,0.6216804,-0.11265257,0.039879918,0.034536224,-0.05913073,-0.27771002,-0.07800698,0.7139329,-0.09117372,-0.10698877,-0.092733175,-0.12302327,-0.121449016,-0.13364081,-0.11701565,0.19420335,-0.12378662,-0.43452552,0.19893642,0.17101908,0.63680226,-0.08857027,-0.24911012,0.18490967,0.47667217,-0.13640918,-0.10481271,-0.6125487,0.4761374,0.14861032,0.6909935,0.026631368,1.6438425,-0.14486007,-0.121873505,-0.57001865,0.5514239,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.054619074,-0.06121572,-0.061869785,-0.06227874,-0.07577963,0.38186443,0.1809293,0.041622657,-0.059945107,0.0873316,-0.076208994,-0.052885056,0.14730503,0.28633785,-0.07671373,0.4328114,-0.05375852,0.5008715,0.16814391,0.522961,-0.05610869,0.47244844,-0.28072175,0.6572433,0.9385664,-0.010174414,0.106526926,0.3768141,-0.30826166,0.5841889,-0.14671578,-0.08630882,0.06070483,-0.11409981,0.75959927,0.4031407,-0.115279995,0.22283642,2.9567885,0.34152278,0.3815438,-0.15906872,0.83478683,1.1275914,-0.1779356,0.72786754,0.37360296,0.2202928,4.653074,-0.0807927,0.10174752,0.746258,0.23389275,-0.08054329,0.4123456,-0.10047635,0.7110792,1.4882134,-0.11265257,0.27960837,-0.14933482,-0.05913073,0.5274999,-0.07800698,0.44124842,-0.09117372,-0.037513103,0.77577126,-0.12302327,-0.121449016,-0.13364081,-0.11701565,-0.12920578,-0.12378662,0.03478538,0.40864697,0.40685126,0.66047776,-0.08857027,0.047373194,0.11588975,0.53171396,-0.13640918,-0.10481271,0.32381567,-0.24195695,0.8237293,0.54678357,0.9180078,0.6270633,-0.14486007,-0.121873505,0.002653201,1.0013224,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.054619074,-0.06121572,-0.061869785,-0.06227874,-0.07577963,0.2215824,0.40879434,-0.21797541,-0.059945107,0.024388613,0.98412716,-0.052885056,0.058920022,0.39111352,-0.07671373,0.23715393,-0.05375852,-0.18810304,0.06958695,0.1426412,-0.05610869,0.07474725,-0.14925936,0.5793785,0.6365933,0.4358272,0.091714166,-0.05999517,-0.165102,0.34849346,-0.14671578,-0.08630882,0.009029532,-0.11409981,0.33081737,0.13729237,-0.115279995,0.6928898,-0.105781555,0.12634338,0.07976182,-0.15906872,-0.08950543,-0.22925687,-0.1779356,1.1371717,0.015363723,0.09146037,-0.16934597,-0.0807927,0.48741895,0.86667156,0.020161042,0.44944233,0.09732554,-0.10047635,0.31899062,4.121698,-0.11265257,0.7840979,0.0423214,-0.05913073,0.6676433,-0.07800698,0.4283426,-0.09117372,0.12532634,1.1490142,-0.12302327,-0.121449016,0.37890273,2.689256,0.312566,-0.12378662,0.13564609,0.24526954,0.5966649,0.014740129,-0.08857027,-0.090159975,-0.008949445,0.7990384,-0.13640918,-0.10481271,0.16167581,0.43821466,0.15142067,1.2662222,0.41913983,-0.04864513,-0.14486007,-0.121873505,0.1346363,0.28870726,1
