rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_SNAR-F,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_OR4A15,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_C21ORF54,rnaseq_gene__GENE_VN1R4,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_PRAMEF16,rnaseq_gene__GENE_OR4D10,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_LCE3C,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_PRAMEF18,methylation_gene__GENE_MAP3K9,methylation_gene__GENE_ENO2,rnaseq_gene__GENE_KRTAP19-6,rnaseq_gene__GENE_DEFB129,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_HES3,rnaseq_gene__GENE_GSC2,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_C10ORF96,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_OR5A1,methylation_gene__GENE_VEGFB,rnaseq_gene__GENE_FAM99A,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_PAGE3,methylation_gene__GENE_ATP5S;L2HGDH,rnaseq_gene__GENE_RBMY1A1,methylation_gene__GENE_GMCL1,rnaseq_gene__GENE_SNORA69,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_ZNF735,rnaseq_gene__GENE_LCE3E,methylation_gene__GENE_CYP51A1,rnaseq_gene__GENE_PRDM14,rnaseq_gene__GENE_CABP2,methylation_gene__GENE_UNC84B,methylation_gene__GENE_TPP1,methylation_gene__GENE_SKIL,rnaseq_gene__GENE_BCYRN1,methylation_gene__GENE_AKT1,rnaseq_gene__GENE_LIM2,methylation_gene__GENE_CNIH,rnaseq_gene__GENE_OR7G2,methylation_gene__GENE_ZNF619,rnaseq_gene__GENE_CRYGA,methylation_gene__GENE_FRY,methylation_gene__GENE_TRIB3,methylation_gene__GENE_SLC22A17,methylation_gene__GENE_ITPA,rnaseq_gene__GENE_PRAMEF22,rnaseq_gene__GENE_MRGPRG,rnaseq_gene__GENE_DKFZP434L192,methylation_gene__GENE_DCI,methylation_gene__GENE_FGFRL1,rnaseq_gene__GENE_OR1I1,methylation_gene__GENE_NSUN5,methylation_gene__GENE_DCUN1D4,methylation_gene__GENE_NKIRAS2;DNAJC7,rnaseq_gene__GENE_TGM6,rnaseq_gene__GENE_FOXB2,methylation_gene__GENE_ZNF160,methylation_gene__GENE_LPCAT1,rnaseq_gene__GENE_RTP1,rnaseq_gene__GENE_OR6C4,methylation_gene__GENE_GMFB,rnaseq_gene__GENE_TSPY1,rnaseq_gene__GENE_KRTAP11-1,rnaseq_gene__GENE_OR10T2,rnaseq_gene__GENE_TMEM207,rnaseq_gene__GENE_DEFB134,rnaseq_gene__GENE_SPRR2B,methylation_gene__GENE_MDK,methylation_gene__GENE_KTELC1,methylation_gene__GENE_RUNDC2A,methylation_gene__GENE_CGRRF1,rnaseq_gene__GENE_TBC1D28,rnaseq_gene__GENE_FABP9,rnaseq_gene__GENE_SAA3P,methylation_gene__GENE_OBFC2A,methylation_gene__GENE_GABBR1,methylation_gene__GENE_C6ORF64,methylation_gene__GENE_FGF22,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_OR9I1,target
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,0.3101925,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,-0.14972258,-0.04061949,-0.062246185,-0.19569333,-0.08606776,0.19173308,-0.25932974,-0.041330405,-0.06825314,-0.011551977,-0.06940588,-0.089100406,-0.05877857,0.57656056,-0.14370757,-0.059162382,-0.083192356,-0.09926551,0.7187467,-0.069542356,-0.22852086,-0.066061795,0.10621582,-0.044386145,0.24634306,-0.08561648,-0.021893935,-0.09391567,-0.12899014,0.17521487,-0.19387476,-0.07587367,0.7775193,-0.33230928,0.3281663,4.2809787,0.30623963,-0.23341642,0.05588302,-0.06859739,0.011240819,-0.07638114,-0.27908018,-0.13254206,0.032614566,0.15038191,-0.11066106,-0.04293071,-0.16218084,-0.024774622,0.49756652,-0.09172271,-0.14716637,0.08925887,-0.39614,-0.079487145,-0.12846951,-0.031162683,0.0769175,0.68150115,-0.0583981,-0.3209199,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,-0.06497708,-0.11737852,1.5310535,-0.43839392,-0.16144404,1.2058458,-0.16757363,-0.17745554,0.15274978,-0.14803039,-0.1685916,-0.40603894,-0.084201984,1
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.35738736,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,1.2171813,-0.04061949,-0.062246185,-0.17451125,-0.08606776,-0.19816276,1.3593142,-0.041330405,-0.06825314,-0.4280361,-0.06940588,-0.089100406,-0.05877857,-0.71576625,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.42215624,-0.069542356,0.09354478,-0.066061795,-0.11994562,-0.044386145,0.14009185,-0.08561648,-0.6102333,-0.09391567,0.9266027,0.2723972,-0.19387476,1.5843291,-1.0546275,-0.46110362,-0.33668002,-0.078358516,0.08511679,-0.23341642,-0.22201695,-0.06859739,0.032510214,-0.07638114,-0.1957288,-0.23312667,-0.38163674,-0.24306038,-0.11066106,-0.04293071,-0.16218084,-0.3370522,-0.59720945,-0.09172271,-0.023910163,-0.09313406,0.30997723,-0.079487145,-0.12846951,-0.41957563,-0.27828524,-0.4345085,-0.0583981,-0.53908545,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,0.6447594,-0.2859635,0.21723077,-0.9168443,0.20363723,-0.16144404,-0.14199477,-0.16757363,0.102395676,15.883769,-0.20901842,-0.07371792,-0.05304785,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.7782874,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,-0.362743,-0.04061949,-0.062246185,0.42001548,-0.08606776,-0.10683793,0.1476644,-0.041330405,-0.06825314,-0.11535256,-0.06940588,-0.089100406,-0.05877857,-0.23144561,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.6158347,-0.069542356,-0.06764667,-0.066061795,-0.5317535,-0.044386145,-0.7735928,-0.08561648,-0.53388613,-0.09391567,-0.12899014,-0.16014065,-0.19387476,-0.07587367,-0.8403483,-0.026973322,-0.30954435,-0.078358516,-0.7347558,-0.23341642,-0.6484652,-0.06859739,-0.21683386,-0.07638114,-0.13735005,-0.21332067,-0.4181519,-0.5213417,-0.11066106,-0.04293071,-0.16218084,-0.8175892,-1.1709406,-0.09172271,-0.3917851,-0.21176672,-0.084723234,-0.079487145,-0.12846951,-0.12447068,-0.088154756,-0.4345085,-0.0583981,0.06263252,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,2.6973155,-0.3263899,-0.8748106,0.27662385,-0.19459184,-0.16144404,-0.14199477,-0.16757363,1.0158162,-0.720373,-0.6633746,-0.22820327,-0.24560428,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.59532696,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,-0.20502926,-0.04061949,-0.062246185,-0.26209843,-0.08606776,-0.13443829,1.1040038,-0.041330405,-0.06825314,-0.21042663,-0.06940588,9.19008,-0.05877857,-0.38157156,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.60270935,-0.069542356,-0.10017331,-0.066061795,-0.040589154,-0.044386145,-0.4590015,-0.08561648,-0.29236123,-0.09391567,-0.12899014,-0.2704203,-0.19387476,-0.07587367,-0.46850756,-0.6151588,-0.09751632,-0.078358516,-0.98194766,-0.23341642,-0.27369687,-0.06859739,-0.11780682,-0.07638114,-0.15710858,-0.28265473,-0.18060613,-0.07042309,-0.11066106,-0.04293071,3.4117103,-0.6566093,-0.611467,-0.09172271,-0.3531866,-0.22703832,-0.0921642,-0.079487145,-0.12846951,-0.26420012,0.058619745,-0.4345085,-0.0583981,-0.6504877,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,-0.2718153,-1.2154335,-0.35207638,-0.20259158,-0.16144404,-0.14199477,-0.16757363,0.7215271,-0.5435887,-0.6417757,-0.22035208,-0.4049616,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.6175013,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,-0.35872674,-0.04061949,-0.062246185,-0.050521165,-0.08606776,-0.24365889,-0.27188504,-0.041330405,-0.06825314,-0.46036848,-0.06940588,-0.089100406,-0.05877857,-0.6704376,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.5031831,-0.069542356,0.09254202,-0.066061795,-0.29787517,-0.044386145,-0.34215635,-0.08561648,-0.43332306,-0.09391567,-0.12899014,-0.30966908,-0.19387476,-0.07587367,-0.6589603,0.21751697,-1.2349169,-0.078358516,-0.43324527,-0.23341642,-0.33433694,-0.06859739,-0.17789342,-0.07638114,-0.337286,-0.1786751,-0.3054717,-0.4287924,-0.11066106,-0.04293071,-0.16218084,0.03724883,-0.539692,-0.09172271,-0.43561652,-0.26455218,-0.55838555,-0.079487145,-0.12846951,-0.4447979,-0.023649158,10.692017,-0.0583981,-0.24618651,-0.061940223,-0.15536214,-0.065219104,23.236258,-0.06087582,-0.17258121,-0.2400451,-0.6929552,-0.9620127,-0.16249537,-0.16144404,-0.14199477,6.296057,0.312009,-0.5693479,-0.36266902,-0.20329796,0.16164456,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.38429222,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,0.0061614383,-0.04061949,-0.062246185,0.28104752,-0.08606776,-0.15518671,0.022114387,-0.041330405,-0.06825314,0.16479523,-0.06940588,-0.089100406,-0.05877857,-0.72669715,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.43000314,-0.069542356,-0.24563256,-0.066061795,-0.5754338,-0.044386145,-0.51493067,-0.08561648,-0.22246532,-0.09391567,-0.12899014,-0.23302352,-0.19387476,-0.07587367,-0.7913867,-0.08244687,-0.3577035,-0.078358516,-0.18580663,-0.23341642,-0.4373965,-0.06859739,-0.3520943,-0.07638114,-0.020540971,-0.16237023,-0.539932,-0.28044683,-0.11066106,-0.04293071,-0.16218084,-0.42670164,-1.201662,-0.09172271,-0.7225055,-0.40820125,-0.3217674,-0.079487145,-0.12846951,-0.35921574,-0.20687172,-0.4345085,-0.0583981,-0.13034093,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,-0.23247,-0.010986853,-0.3708379,-0.15843436,-0.16144404,-0.14199477,-0.16757363,0.31830317,-0.1273467,-0.29081565,-0.14273347,-0.4137724,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.58080935,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,-0.2915352,-0.04061949,-0.062246185,-0.597049,-0.08606776,-0.10740761,0.077817984,-0.041330405,-0.06825314,-0.23858619,5.6876655,-0.089100406,-0.05877857,-0.43117937,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.40320265,-0.069542356,0.47710767,-0.066061795,-0.4394231,-0.044386145,-0.53716314,-0.08561648,-0.60582,-0.09391567,-0.12899014,-0.20248969,1.2679695,-0.07587367,-0.11682659,-0.410896,-0.96640724,-0.078358516,-0.13595368,1.9720774,-0.24122725,-0.06859739,-0.05916653,-0.07638114,-0.38867733,-0.03897408,-0.28585574,1.1073004,-0.11066106,-0.04293071,-0.16218084,-0.6593462,-0.25579914,-0.09172271,-0.23543546,-0.2997607,-0.038078304,-0.079487145,-0.12846951,-0.3822273,-0.2308042,5.327113,-0.0583981,-0.046975054,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,-0.285757,-0.83926153,0.2574086,-0.27119234,-0.16144404,-0.14199477,-0.16757363,0.686207,-0.52108246,-0.58556736,-0.20748347,-0.14220202,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.5519732,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,-0.2176707,-0.04061949,-0.062246185,0.0754869,-0.08606776,0.058470007,-0.1375504,-0.041330405,-0.06825314,0.6322945,-0.06940588,-0.089100406,-0.05877857,-0.40786973,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.49622455,-0.069542356,0.119315736,-0.066061795,0.21944174,-0.044386145,0.26032045,-0.08561648,0.07610063,-0.09391567,-0.12899014,0.15150256,-0.19387476,-0.07587367,-0.09574434,0.16013813,-0.6176965,-0.078358516,-0.73981047,-0.23341642,0.18847354,-0.06859739,-0.13224904,-0.07638114,0.08133951,0.0056026005,-0.20306803,0.18219192,-0.11066106,-0.04293071,-0.16218084,-0.29793084,0.08397082,-0.09172271,0.32054967,-0.119732864,-0.06245742,-0.079487145,-0.12846951,-0.27750003,0.041687153,13.232445,-0.0583981,0.54119813,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,-0.21570222,-0.8157755,0.15457867,0.3846303,-0.16144404,-0.14199477,-0.16757363,0.48941058,0.3660378,0.11904044,-0.073707424,0.4246207,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,0.009013209,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,0.11816623,-0.04061949,-0.062246185,-0.1732342,-0.08606776,-0.034154866,0.19983774,-0.041330405,-0.06825314,0.46239683,-0.06940588,-0.089100406,-0.05877857,0.2651992,3.2483249,-0.059162382,-0.083192356,5.322469,0.92035216,-0.069542356,-0.047520146,-0.066061795,0.4651225,-0.044386145,-0.06828679,-0.08561648,-0.01325967,-0.09391567,-0.12899014,0.17152347,-0.19387476,-0.07587367,1.8896394,-0.10886057,1.9943819,-0.078358516,1.1806105,-0.23341642,0.40499502,-0.06859739,-0.029432625,-0.07638114,0.13117628,0.5633214,-0.5010947,-0.5286293,-0.11066106,-0.04293071,-0.16218084,-0.12593885,1.003929,-0.09172271,-0.22584215,0.26255965,0.24980222,-0.079487145,-0.12846951,1.2411112,0.099273406,-0.4345085,-0.0583981,-0.09455929,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,0.099290326,0.015239202,-1.0535771,0.49648044,-0.16144404,-0.14199477,-0.16757363,0.1872752,-0.35644493,0.062212463,0.010046429,-0.4449183,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.6191561,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,-0.18067996,-0.04061949,-0.062246185,-0.11727992,-0.08606776,-0.3747721,-0.029950162,-0.041330405,-0.06825314,-0.30664104,-0.06940588,-0.089100406,-0.05877857,-0.6099961,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.3595659,-0.069542356,-0.13184482,-0.066061795,-0.58982766,-0.044386145,0.11995292,-0.08561648,-0.3479288,-0.09391567,-0.12899014,-0.1330747,-0.19387476,-0.07587367,-0.44110486,-0.25351447,-0.5942714,-0.078358516,-0.36846972,-0.23341642,-0.6413446,-0.06859739,-0.15153565,-0.07638114,-0.27755174,-0.09283425,-0.54442817,-0.42761052,-0.11066106,-0.04293071,-0.16218084,-0.35159507,-0.7945081,-0.09172271,-0.3338601,6.6604404,-0.33849195,-0.079487145,-0.12846951,-0.31927574,-0.16510314,-0.4345085,-0.0583981,0.15666851,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,-0.32357386,-0.5836335,-0.34336656,0.5176835,-0.16144404,-0.14199477,-0.16757363,0.10358019,-0.30124423,-0.88224673,-0.09805203,-0.56434196,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,0.030960474,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,-0.6798024,-0.04061949,-0.062246185,28.48843,-0.08606776,1.1276706,-0.84993917,-0.041330405,-0.06825314,-0.37950465,-0.06940588,-0.089100406,-0.05877857,27.235342,-0.14370757,-0.059162382,-0.083192356,-0.09926551,0.95128053,-0.069542356,-0.06251964,-0.066061795,0.35989073,-0.044386145,-0.73035383,-0.08561648,-0.21890907,-0.09391567,-0.12899014,-0.32335714,-0.19387476,-0.07587367,0.39575568,0.015855439,-0.5074412,-0.078358516,1.5241761,1.256604,-0.17987877,-0.06859739,-0.2240576,-0.07638114,-0.36595583,-0.39625433,-0.44085887,-0.622761,-0.11066106,-0.04293071,-0.16218084,0.024606537,0.49198836,-0.09172271,-0.6290757,0.2506858,-0.40703985,-0.079487145,-0.12846951,-0.15206274,-0.33751926,-0.4345085,-0.0583981,-0.7221912,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,-0.40070206,-0.622842,-0.7003177,-0.6988521,-0.16144404,-0.14199477,-0.16757363,-0.300595,-0.44879797,-0.23967735,21.222311,-0.45871794,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,0.22333108,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,-0.5983872,-0.04061949,-0.062246185,-0.2767675,-0.08606776,0.12324956,-0.24983925,-0.041330405,-0.06825314,-0.48595974,-0.06940588,-0.089100406,-0.05877857,-0.5839549,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.36986285,-0.069542356,-0.28236285,-0.066061795,-0.8290979,-0.044386145,0.071745716,-0.08561648,0.18726437,-0.09391567,-0.12899014,-0.25031406,-0.19387476,-0.07587367,-0.5610367,-0.38272113,-1.0620666,-0.078358516,-0.107244365,-0.23341642,0.23150194,-0.06859739,-0.19281743,-0.07638114,-0.19712487,-0.13755259,-0.07048217,-0.39377612,-0.11066106,-0.04293071,-0.16218084,-0.28327754,-0.57289726,-0.09172271,-0.18523344,-0.35089353,-0.45269156,-0.079487145,-0.12846951,-0.26610026,-0.1606095,-0.4345085,-0.0583981,-0.26182285,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,0.0909803,0.40553027,-0.19459502,-0.5358566,-0.16144404,-0.14199477,-0.16757363,-0.26832157,15.024661,-0.44808003,-0.09605699,0.22934696,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.6791033,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,17.112064,0.1098456,-0.04061949,-0.062246185,-0.5418966,-0.08606776,-0.21929036,-0.39401415,-0.041330405,-0.06825314,-0.5051471,-0.06940588,-0.089100406,-0.05877857,-0.38118145,27.406466,-0.059162382,-0.083192356,25.938812,-0.54824936,-0.069542356,-0.016874934,-0.066061795,-0.563949,-0.044386145,-0.4576164,-0.08561648,-0.37829024,-0.09391567,-0.12899014,-0.27923888,3.4748838,-0.07587367,-0.5181657,-0.27699187,-0.74831784,-0.078358516,-0.054560386,-0.23341642,-0.54240495,-0.06859739,-0.37038368,-0.07638114,-0.15619972,-0.12951164,-0.38328117,-0.321254,-0.11066106,-0.04293071,-0.16218084,-0.36516303,-0.4699615,-0.09172271,-0.062647514,-0.52097905,-0.34284183,-0.079487145,-0.12846951,-0.5184283,-0.018569909,-0.4345085,-0.0583981,-0.33178398,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,-0.4324312,-0.93350995,-0.14724523,-0.46288258,-0.16144404,-0.14199477,-0.16757363,0.030454973,-0.23816788,-0.38871697,-0.14817643,-0.6317482,22.612976,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,0.56019634,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,0.38528407,-0.04061949,-0.062246185,-0.46842018,-0.08606776,-0.19535665,-0.04112171,-0.041330405,-0.06825314,-0.20635505,-0.06940588,-0.089100406,-0.05877857,0.11278272,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.0728475,-0.069542356,-0.23396537,-0.066061795,-0.17059328,-0.044386145,0.17742518,-0.08561648,-0.08569818,-0.09391567,-0.12899014,-0.45132056,-0.19387476,-0.07587367,-0.5199221,-0.062117897,-0.12391147,-0.078358516,-0.37969115,-0.23341642,-0.4016897,-0.06859739,-0.31470257,-0.07638114,-0.2916848,-0.020999813,-0.05706522,-0.36631456,-0.11066106,-0.04293071,-0.16218084,-0.37488338,-0.53667676,-0.09172271,0.12658244,-0.290014,-0.4186837,-0.079487145,-0.12846951,-0.24292338,0.1370278,-0.4345085,-0.0583981,-0.23415822,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,0.5530467,0.089239724,0.13234894,0.114225015,-0.5722863,-0.16144404,-0.14199477,-0.16757363,-0.41159692,-0.52960956,0.19320329,0.06862194,0.29952613,-0.084201984,1
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.8314879,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,-0.5846488,-0.04061949,-0.062246185,-0.420984,-0.08606776,0.028948694,0.81920063,-0.041330405,-0.06825314,-0.5557415,-0.06940588,-0.089100406,-0.05877857,-0.29948202,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.5522803,-0.069542356,0.9512857,-0.066061795,-0.23244625,-0.044386145,-0.65132785,-0.08561648,-0.4512083,-0.09391567,-0.12899014,-0.20550217,-0.19387476,-0.07587367,-0.28951892,1.2635417,-0.77646077,-0.078358516,-0.68580234,-0.23341642,0.24696945,-0.06859739,-0.07222011,-0.07638114,-0.32087052,-0.17413975,-0.65872926,0.052619427,-0.11066106,-0.04293071,-0.16218084,-0.41306737,-0.5337801,-0.09172271,-0.25041837,-0.13372165,0.09300504,-0.079487145,-0.12846951,-0.18217628,-0.22049524,-0.4345085,-0.0583981,0.32550445,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,-0.15007187,-0.44747066,-0.37895828,0.020541422,-0.16144404,-0.14199477,-0.16757363,0.17755368,-0.35455438,-0.6165834,-0.07799587,0.12159037,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.5382942,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,0.30832416,-0.04061949,-0.062246185,-0.45900103,-0.08606776,0.019345509,0.6647097,-0.041330405,-0.06825314,-0.11521608,-0.06940588,-0.089100406,-0.05877857,-0.3253867,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.37606052,-0.069542356,-0.29540592,-0.066061795,-0.12911566,-0.044386145,-0.36795518,-0.08561648,-0.39801255,-0.09391567,-0.12899014,-0.1029695,-0.19387476,-0.07587367,-0.27794644,-0.15807132,0.12883925,-0.078358516,-0.19470324,2.8158052,0.052008778,-0.06859739,0.10314665,-0.07638114,-0.32783327,-0.057944197,-0.51670104,-0.1569015,-0.11066106,-0.04293071,-0.16218084,-0.55840427,-0.004224573,-0.09172271,-0.03330411,-0.04423385,-0.06997689,-0.079487145,-0.12846951,-0.44849047,-0.07475149,-0.4345085,-0.0583981,-0.38256317,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,-0.19931252,-0.73636216,0.40443262,-0.12972376,-0.16144404,-0.14199477,-0.16757363,0.030975841,-0.40220055,-0.30035496,-0.041794498,0.09700378,-0.084201984,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.040199555,-0.07355285,-0.067629814,-0.042500064,-0.5745804,-0.0679732,-0.054831173,-0.039873518,-0.050053358,-0.07234395,-0.09654722,-0.34949815,-0.04061949,-0.062246185,-0.36805204,1.260626,-0.24329913,1.5273741,-0.041330405,-0.06825314,-0.40929666,-0.06940588,-0.089100406,-0.05877857,-0.6049731,-0.14370757,-0.059162382,-0.083192356,-0.09926551,-0.26525164,-0.069542356,-0.13105111,-0.066061795,-0.9190128,-0.044386145,-0.40087077,-0.08561648,-0.7673012,-0.09391567,-0.12899014,-0.22191387,1.2837509,-0.07587367,-1.0896277,0.30526772,-0.7626407,-0.078358516,0.4297636,-0.23341642,-0.42610365,-0.06859739,-0.18572794,-0.07638114,-0.52961063,-0.23287135,-0.52962875,-0.0285158,-0.11066106,-0.04293071,-0.16218084,0.0013598634,-0.5418763,-0.09172271,-0.4604293,-0.22808383,-0.12643202,-0.079487145,-0.12846951,-0.45043018,-0.10870625,-0.4345085,-0.0583981,0.24097362,-0.061940223,-0.15536214,-0.065219104,-0.11980957,-0.06087582,-0.17258121,-0.1836937,-0.9220777,-0.779106,-0.23781683,-0.16144404,-0.14199477,-0.16757363,0.06570285,-0.55868596,-0.38549703,-0.18076916,-0.03732968,-0.084201984,1
