rnaseq_gene__GENE_TTTY5,rnaseq_gene__GENE_SNAR-F,rnaseq_gene__GENE_HSFX1,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_CDY1B,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_PRM1,rnaseq_gene__GENE_SNORD8,rnaseq_gene__GENE_XKRY2,rnaseq_gene__GENE_SPO11,methylation_gene__GENE_OSBPL6,methylation_gene__GENE_GPI,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_PPIAL4B,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_FLJ44082,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_SORBS1,methylation_gene__GENE_EXT1,rnaseq_gene__GENE_FAM41AY1,methylation_gene__GENE_LPPR2,methylation_gene__GENE_PNN,rnaseq_gene__GENE_OR4A15,methylation_gene__GENE_CASP6,methylation_gene__GENE_TRAPPC2L;GALNS,methylation_gene__GENE_PRDX6,rnaseq_gene__GENE_NCRNA00230B,rnaseq_gene__GENE_VN1R4,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_HES3,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_OR5M3,rnaseq_gene__GENE_OR4D10,methylation_gene__GENE_MAP3K9,methylation_gene__GENE_CNOT10,methylation_gene__GENE_TYMP;ODF3B,methylation_gene__GENE_ZNF721;PIGG,rnaseq_gene__GENE_OR10T2,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_TAAR6,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_RBMY1J,methylation_gene__GENE_NDE1;KIAA0430,rnaseq_gene__GENE_LCE3C,methylation_gene__GENE_ENO2,methylation_gene__GENE_PIGP;TTC3,methylation_gene__GENE_CNP,methylation_gene__GENE_SLC25A38,methylation_gene__GENE_CDK5RAP1,rnaseq_gene__GENE_PRM2,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_SPSB1,methylation_gene__GENE_BID,methylation_gene__GENE_OBFC2B,rnaseq_gene__GENE_C10ORF96,methylation_gene__GENE_ZNF44,rnaseq_gene__GENE_OR51A7,methylation_gene__GENE_ASAH1,rnaseq_gene__GENE_FLJ43859,methylation_gene__GENE_SCRIB,methylation_gene__GENE_PPP2R5D,methylation_gene__GENE_YJU2B,rnaseq_gene__GENE_KRTAP19-6,rnaseq_gene__GENE_DEFB129,rnaseq_gene__GENE_BCYRN1,methylation_gene__GENE_B2M,methylation_gene__GENE_SKIL,rnaseq_gene__GENE_OR4P4,methylation_gene__GENE_RSPH3,methylation_gene__GENE_PGAP1,methylation_gene__GENE_SUV39H2,methylation_gene__GENE_PTGR2,rnaseq_gene__GENE_PRDM14,rnaseq_gene__GENE_GSC2,methylation_gene__GENE_UBE3B;KCTD10,methylation_gene__GENE_ATP5S;L2HGDH,methylation_gene__GENE_NACC1;TRMT1,methylation_gene__GENE_ERCC8;NDUFAF2,rnaseq_gene__GENE_LCN9,methylation_gene__GENE_LRP2BP,rnaseq_gene__GENE_AMBN,rnaseq_gene__GENE_OR5A1,methylation_gene__GENE_ACTR1A;SUFU,rnaseq_gene__GENE_KRTAP4-11,methylation_gene__GENE_SIN3A,methylation_gene__GENE_MLST8,methylation_gene__GENE_ST3GAL1,methylation_gene__GENE_SDC1,methylation_gene__GENE_RPUSD2,methylation_gene__GENE_MAP3K13,methylation_gene__GENE_LASS5,rnaseq_gene__GENE_OR6C4,methylation_gene__GENE_ADK;AP3M1,rnaseq_gene__GENE_P2RX6P,methylation_gene__GENE_CNIH,target
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.26722768,0.2601757,-0.07355285,-0.05578467,-0.067629814,5.9920387,-0.0679732,-0.5519732,-0.2124073,-0.039025616,-0.07540927,0.078598954,-0.042500064,0.3221402,-0.15289177,-0.05298503,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,0.058470007,-0.05617002,0.0754869,0.17247029,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,0.104985796,-0.062246185,-0.1375504,0.6322945,-0.052194584,-0.011923937,-0.45986134,-0.09052681,-0.1012672,-0.33097836,-0.02974076,-0.5608499,-0.14370757,-0.26064667,-0.06867951,0.07483034,19.290066,-0.40786973,0.2686536,0.4055398,-0.041330405,-0.06825314,-0.078358516,-0.41368783,-0.6176965,-0.044886343,0.6278422,-0.43516156,-0.65742856,-0.116559096,-0.19387476,-0.05877857,-0.120636225,0.21944174,-0.17418073,-0.15983725,-0.059162382,-0.1629182,-0.21529208,-0.09926551,-0.062862694,-0.14203855,0.20459919,0.06617697,-0.4323679,0.22906779,0.119315736,-0.061786424,0.570063,-0.0583981,-0.11073106,-0.052082743,0.18847354,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.05753733,-0.1443987,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.44055387,-0.12037134,-0.039025616,-0.06924967,0.030878613,-0.042500064,0.20821966,-0.19421305,-0.32970524,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,-0.026222855,-0.11619163,-0.3259531,-0.09046952,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,-0.2749515,-0.062246185,0.19892292,-0.44635576,-0.38863328,-0.3169682,-0.83682394,-0.09052681,-0.6645543,0.35959077,0.09110387,-0.4795627,-0.14370757,-0.3155338,-0.06867951,-0.21729527,-0.1053454,-0.62034714,-0.64329785,-0.12989818,-0.041330405,-0.06825314,-0.078358516,-0.48757637,-0.49214724,-0.044886343,-0.015973795,-0.23897436,-0.5477643,-0.7350012,-0.19387476,-0.05877857,-0.5328575,-0.7400292,-0.097060785,-0.32008576,-0.059162382,-0.044397306,-0.21529208,-0.09926551,-0.5402668,-0.14203855,0.058318518,-0.45024106,-0.1452961,0.12530978,-0.3236487,-0.027388683,0.19501112,-0.0583981,-0.25372696,22.458838,-0.18288238,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.40279594,-0.28043783,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.6191561,-0.11317841,-0.039025616,-0.112803504,-0.121013805,-0.042500064,0.28302133,0.15636778,-0.006042429,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,-0.3747721,-0.40135384,-0.11727992,0.08649048,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,0.1729606,-0.062246185,-0.029950162,-0.30664104,-0.2381336,-0.23215044,-0.62940514,-0.09052681,-0.43833393,-0.07489496,-0.23135704,-0.575128,-0.14370757,-0.181028,-0.06867951,-0.040408023,-0.1053454,-0.6099961,-0.6814582,-0.18933628,-0.041330405,-0.06825314,-0.078358516,-0.5634009,-0.5942714,-0.044886343,-0.11290401,-0.3571908,-0.44474906,-0.074478045,-0.19387476,-0.05877857,-0.5043514,-0.58982766,0.21967952,-0.19426948,-0.059162382,0.13683061,-0.21529208,-0.09926551,-0.3382098,-0.14203855,-0.16267951,0.045462083,-0.51005584,-0.1643939,-0.13184482,0.05232041,0.11781575,-0.0583981,-0.35363835,15.363808,-0.6413446,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.53206027,-0.32584172,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,0.030960474,-0.3479995,-0.039025616,-0.21056587,-0.0839126,-0.042500064,-0.13162091,-0.6980685,0.32115194,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,1.1276706,-0.42827868,28.48843,0.010519366,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,-0.37206927,-0.062246185,-0.84993917,-0.37950465,0.23065901,-0.1761933,-0.7825712,-0.09052681,0.1912046,0.64081097,0.025674034,0.01734944,-0.14370757,-0.36118978,-0.06867951,-0.30960673,-0.1053454,27.235342,-0.93464047,-0.20948608,-0.041330405,-0.06825314,-0.078358516,-0.10707944,-0.5074412,-0.044886343,-0.6520504,0.32612476,-0.07822922,-0.1637191,-0.19387476,-0.05877857,-0.51702857,0.35989073,0.01766163,0.5628839,-0.059162382,0.57716984,-0.21529208,-0.09926551,0.36180368,-0.14203855,0.04702094,-0.5256357,-0.15642545,-1.1138542,-0.06251964,-0.25597402,0.30017802,-0.0583981,-0.3997177,-0.052082743,-0.17987877,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.37386194,-0.12507486,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.31169558,-0.20521781,-0.039025616,-0.08695849,-0.22910707,-0.042500064,0.4134511,-0.15242064,-0.25874785,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,-0.20461693,-0.27247056,-0.57455975,-0.0030989917,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,-0.082407705,-0.062246185,0.31341147,-0.2599664,-0.48062932,0.019208701,-0.42839986,-0.09052681,-0.29791996,-0.8161551,-0.5631006,-0.67188317,-0.14370757,-0.48376197,-0.06867951,0.20880574,-0.1053454,-0.2207718,-0.48469806,-0.22816198,-0.041330405,-0.06825314,-0.078358516,-0.5800028,-1.0106369,-0.044886343,-0.13747162,-0.16738892,-0.41925082,-0.673476,-0.19387476,-0.05877857,-0.3159039,-0.099078916,-0.25128138,-0.30712417,-0.059162382,-0.23853825,-0.21529208,-0.09926551,-0.3279669,-0.14203855,-0.4287387,0.19537355,-0.7969117,-0.44856513,-0.098209985,-0.044151347,-0.62641805,-0.0583981,-0.37557226,-0.052082743,-0.37407783,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.1423869,-0.13273731,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.084991604,-0.20381416,-0.039025616,-0.09478947,-0.10559447,-0.042500064,-0.3113573,0.03451795,0.037025142,-0.05998392,-0.054831173,1.5919749,-0.089100406,-0.039873518,-0.053536013,-0.09654722,-0.37613794,-0.47322938,0.22357598,-0.19887397,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,0.31380168,-0.062246185,-0.11199005,-0.28321788,-0.20863158,-0.30238742,0.037447423,-0.09052681,-0.44648936,-0.6612698,-0.46452558,0.47535968,-0.14370757,-0.24926342,-0.06867951,-0.1396238,-0.1053454,-0.38287008,-0.32676104,-0.42628893,-0.041330405,-0.06825314,-0.078358516,-0.029917378,-0.50687146,-0.044886343,-0.20578903,-0.0066963104,-0.27220425,-0.02630818,-0.19387476,-0.05877857,0.12477032,-0.18404023,-0.1915799,-0.16284594,-0.059162382,-0.3753721,-0.21529208,-0.09926551,-0.36281392,1.1922908,-0.30323178,3.8720968,0.8293224,-0.6290229,-0.288979,-0.085026756,-0.31837806,-0.0583981,-0.11593366,-0.052082743,-0.46061686,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.1624215,-0.058141172,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,0.22333108,-0.16298856,-0.039025616,0.17661372,-0.16501592,-0.042500064,-0.31550306,-0.22503659,-0.18052056,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,0.12324956,-0.2809253,-0.2767675,-0.38549587,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,-0.07103232,-0.062246185,-0.24983925,-0.48595974,-0.34226388,0.023109708,-0.32072246,-0.09052681,-0.3416245,-0.30417588,-0.614378,-0.21603934,-0.14370757,-0.24806646,-0.06867951,0.061138928,-0.1053454,-0.5839549,0.06886753,-0.050062288,-0.041330405,-0.06825314,-0.078358516,-0.56928277,-1.0620666,-0.044886343,-0.1150936,0.25592047,-0.14501686,0.11004826,-0.19387476,-0.05877857,-0.3464807,-0.8290979,-0.2552916,-0.609458,-0.059162382,0.13684192,-0.21529208,-0.09926551,-0.26385787,-0.14203855,-0.05386628,0.21742411,0.01037524,-0.9936539,-0.28236285,-0.21724686,-0.20644993,-0.0583981,0.1104059,-0.052082743,0.23150194,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.5444518,-0.18148129,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.6791033,-0.16318099,-0.039025616,-0.17856902,0.18745188,-0.042500064,0.2956506,-0.49641705,-0.32021895,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,17.112064,-0.21929036,0.0811918,-0.5418966,0.12067653,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,-0.046232283,-0.062246185,-0.39401415,-0.5051471,-0.25866568,-0.19176795,-0.5153047,-0.09052681,-0.7460973,-0.34462434,-0.24144782,-0.5391262,27.406466,-0.3635983,-0.06867951,0.61536944,-0.1053454,-0.38118145,0.080876656,-0.44815484,-0.041330405,-0.06825314,-0.078358516,-0.5081352,-0.74831784,-0.044886343,-0.54943275,0.033617515,-0.72070396,-0.7109901,3.4748838,-0.05877857,-0.025477143,-0.563949,-0.5282066,-0.44315854,-0.059162382,0.44992027,-0.21529208,25.938812,-0.34630752,-0.14203855,0.1173108,-0.44865158,0.21745053,-0.2952833,-0.016874934,-0.26832393,-0.5048545,-0.0583981,0.10649502,-0.052082743,-0.54240495,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,0.123039484,-0.016209504,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,0.49007857,-0.00769606,-0.039025616,0.028398652,-0.0396234,-0.042500064,-0.42971262,0.11928948,-0.5682553,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,0.059041157,0.25990695,-0.37058347,-0.14407659,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,-0.12824692,-0.062246185,-0.11396819,-0.19249208,-0.6469459,-0.06379635,-0.47971508,-0.09052681,-0.4719469,0.50536835,-0.40455472,-0.31841388,-0.14370757,-0.645048,-0.06867951,-0.35400212,-0.1053454,-0.48373005,-0.70786107,-0.15474823,-0.041330405,-0.06825314,-0.078358516,-0.58269846,-0.4223645,-0.044886343,-0.6557633,-0.47804996,-0.5005575,-0.5805355,-0.19387476,-0.05877857,-0.33775255,-0.79963523,-0.68669,-0.30236393,-0.059162382,0.015468511,2.059532,-0.09926551,-0.3405139,-0.14203855,-0.3137206,0.3182376,-0.49326152,-0.5528423,-0.59760576,-0.017375216,0.48177385,-0.0583981,-0.63913393,-0.052082743,-0.61778617,1
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.33736375,-0.13987646,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.8314879,-0.27027044,-0.039025616,-0.28394443,0.3230151,-0.042500064,0.76467544,-0.36267936,-0.49588615,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,0.028948694,0.6787156,-0.420984,0.12877609,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,0.76568663,-0.062246185,0.81920063,-0.5557415,0.078416504,0.08379605,-0.71821463,-0.09052681,-0.64552855,-0.56452423,-0.37998152,-0.6361873,-0.14370757,-0.5318218,-0.06867951,0.46415138,-0.1053454,-0.29948202,0.026891291,-0.39186817,-0.041330405,-0.06825314,-0.078358516,-0.06227322,-0.77646077,-0.044886343,2.0570364,-0.36432245,-0.7302868,0.011000581,-0.19387476,-0.05877857,-0.35615212,-0.23244625,-0.21789056,-0.3246977,-0.059162382,0.24456778,-0.21529208,-0.09926551,-0.7856876,-0.14203855,-0.3587569,-0.27129233,-0.8278579,-0.64363843,0.9512857,13.227185,1.3357052,-0.0583981,-0.44520694,-0.052082743,0.24696945,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.3117644,0.066300936,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.5745804,-0.13435045,-0.039025616,-0.10193441,-0.21894631,-0.042500064,0.23916516,-0.68639785,-0.5239973,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,-0.24329913,-0.23339054,-0.36805204,-0.19452104,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,-0.23292339,-0.062246185,1.5273741,-0.40929666,-0.4338094,-0.17278783,-0.46082297,-0.09052681,-0.58027744,-0.07104278,-0.79223335,-0.4648243,-0.14370757,-0.4781039,-0.06867951,-0.06970011,-0.1053454,-0.6049731,-0.35978863,-0.32878813,-0.041330405,-0.06825314,-0.078358516,-0.68232536,-0.7626407,-0.044886343,0.067513764,-0.12455348,-0.12419869,0.2622188,1.2837509,-0.05877857,-0.6178519,-0.9190128,0.4586627,-0.77488905,-0.059162382,-0.049001377,-0.21529208,-0.09926551,-0.39714018,-0.14203855,-0.08880705,-0.20946924,-0.6504018,0.13516155,-0.13105111,0.09731769,0.34867373,-0.0583981,-0.22348514,-0.052082743,-0.42610365,1
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.119893044,-0.042768855,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,0.12977852,-0.22224905,-0.039025616,-0.024996644,-0.032973927,-0.042500064,0.55315894,-0.53322506,-0.22335076,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,-0.13395718,0.05179305,-0.06594649,-0.043829106,23.191854,-0.057666454,-0.06925289,-0.06940588,-0.04061949,0.32418287,-0.062246185,1.0176549,-0.26309407,-0.31480518,-0.019706292,-0.14407626,-0.09052681,-0.16734086,0.19303092,-0.14401196,-0.007903692,-0.14370757,0.20371024,-0.06867951,0.3845629,-0.1053454,-0.27358094,-0.28791294,-0.012023686,-0.041330405,-0.06825314,-0.078358516,-0.34221038,-0.1948997,-0.044886343,-0.14505932,-0.2657313,-0.4195802,-0.07801293,-0.19387476,-0.05877857,-0.4221521,0.107258715,0.84518343,-0.14115168,17.902668,-0.17567785,-0.21529208,-0.09926551,-0.6446881,-0.14203855,0.12233784,-0.1718621,-0.54682803,-0.31997898,0.20405893,0.27504262,-0.42933518,-0.0583981,0.13513775,-0.052082743,0.014179763,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,0.14433955,-0.017295945,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.41274124,-0.23729627,-0.039025616,-0.05539409,0.022323214,-0.042500064,0.25642508,0.59967893,-0.0014121509,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,0.6928612,-0.056730993,-0.13128145,0.26096427,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,0.3354617,-0.062246185,0.2832153,-0.051427145,0.11379601,-0.19220372,-0.39004877,-0.09052681,-0.51359814,0.7680459,0.16804607,-0.5657666,-0.14370757,0.2046918,-0.06867951,0.1579479,-0.1053454,-0.6445947,0.10637749,0.19767141,-0.041330405,-0.06825314,-0.078358516,-0.115500145,0.027690904,-0.044886343,0.60285425,0.19006269,0.08748218,-0.04228629,-0.19387476,-0.05877857,0.12621872,-0.72176135,-0.11802216,0.17639844,-0.059162382,0.47391403,-0.21529208,-0.09926551,-0.4613777,-0.14203855,0.32542107,-0.13155898,0.2444141,0.052002113,0.20389445,0.04756154,0.20998129,-0.0583981,-0.29854915,-0.052082743,0.8064607,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.20750341,0.12618008,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.22304852,-0.014464208,-0.039025616,0.09049853,0.07199647,-0.042500064,0.03799794,0.029524527,-0.44655448,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,-0.018560296,-0.16174269,-0.45896325,-0.18909387,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,0.030654108,-0.062246185,0.23115674,0.01469053,-0.36832616,3.5093634,-0.7321023,-0.09052681,-0.4222486,0.4699315,-0.6194976,-0.33621138,-0.14370757,-0.0814382,-0.06867951,-0.07398214,-0.1053454,-0.41397738,0.01652198,-0.10103117,-0.041330405,-0.06825314,-0.078358516,-0.49880028,-0.33855343,-0.044886343,-0.29062447,-0.24609189,-0.37174904,-0.48295286,-0.19387476,-0.05877857,-0.75996834,0.19179112,0.06431453,-0.354958,-0.059162382,-0.32336646,0.9337235,-0.09926551,-0.98372704,-0.14203855,0.088624,-0.31861886,-0.5388723,-0.18238732,-0.07570204,-0.0476488,-0.2966519,-0.0583981,-0.18977766,-0.052082743,-0.26358914,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.043147195,0.08223741,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.5701086,0.001590977,-0.039025616,-0.026149957,-0.064425156,-0.042500064,0.3462359,0.40859443,-0.3379486,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,0.10413992,0.23747505,0.8704085,-0.29877084,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,0.33462685,-0.062246185,0.552421,-0.019344583,-0.37322515,0.033213478,-0.20446223,-0.09052681,-0.38639048,0.52061117,-0.16928753,-0.16703048,0.5873795,-0.21353221,-0.06867951,-0.2649096,-0.1053454,-0.30279657,0.030780863,0.039684687,-0.041330405,-0.06825314,-0.078358516,-0.38641608,-0.0422331,-0.044886343,1.477183,-0.0111803785,-0.06422153,-0.28236786,-0.19387476,-0.05877857,-0.2552853,-0.45904598,0.22576284,-0.21211919,-0.059162382,-0.2405481,-0.21529208,-0.09926551,-0.156525,-0.14203855,0.04831575,0.04371255,0.20766075,1.1908873,-0.35878912,-0.07499054,0.078779206,-0.0583981,-0.035817724,-0.052082743,-0.2205856,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.17817608,-0.12318855,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.67022026,-0.26728088,-0.039025616,-0.27414164,-0.15389997,-0.042500064,0.077545635,-0.41165677,-0.34219924,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,-0.36639187,-0.37937528,-0.1907004,-0.3047109,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,-0.025099732,-0.062246185,0.23278372,0.14454821,-0.48235866,-0.105565056,-0.41696241,-0.09052681,-0.41161627,-0.97413945,-0.17430243,-0.2624593,-0.14370757,0.20039919,-0.06867951,0.082452744,-0.1053454,-0.5474802,-0.010566865,-0.28804633,-0.041330405,-0.06825314,-0.078358516,-0.42639464,-0.5834859,-0.044886343,-0.09965016,0.49934444,-0.8234074,0.25606924,-0.19387476,-0.05877857,-0.5719932,-0.63560563,-0.073094636,-0.29983923,-0.059162382,-0.21091868,-0.21529208,-0.09926551,-0.71645385,-0.14203855,0.0978649,-0.058871537,-0.76371944,-0.6184678,24.113916,0.4014103,1.0480123,-0.0583981,-0.29479116,-0.052082743,0.13056205,0
-0.030400895,-0.030400896,-0.030400896,-0.030400895,-0.030400898,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.051822077,-0.06710228,-0.24964793,0.017955197,-0.07355285,-0.05578467,-0.067629814,-0.054042384,-0.0679732,-0.55533034,-0.1538246,-0.039025616,0.06914402,-0.0013027547,-0.042500064,-0.2122348,-0.018060537,-0.60965323,-0.05998392,-0.054831173,-0.069158584,-0.089100406,-0.039873518,-0.053536013,-0.09654722,-0.17946641,-0.40303388,-0.33694547,-0.21058391,-0.065219104,-0.057666454,-0.06925289,-0.06940588,-0.04061949,-0.2882635,-0.062246185,0.29415998,-0.51901186,-0.06154737,-0.35037658,-0.22252247,-0.09052681,-0.5638324,0.06222773,0.6478883,-0.50908244,1.5006236,-0.24411286,-0.06867951,-0.04979389,-0.1053454,-0.5082314,-0.43469736,-0.0660908,-0.041330405,-0.06825314,-0.078358516,-0.40486088,-0.3519294,-0.044886343,0.79414934,-0.08567407,-0.35619307,-0.08650581,-0.19387476,-0.05877857,-0.31944075,0.2903777,0.29587924,-0.06120317,-0.059162382,-0.71274287,-0.21529208,-0.09926551,-0.41592574,-0.14203855,-0.19096899,-0.3706805,-0.33465448,0.2908273,-0.018138414,0.18004921,0.8799732,-0.0583981,-0.30461335,-0.052082743,-0.23853353,0
