rnaseq_gene__GENE_TTTY5,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_HSFX1,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_CDY1B,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_PRM1,rnaseq_gene__GENE_SNORD8,rnaseq_gene__GENE_SPO11,methylation_gene__GENE_OSBPL6,methylation_gene__GENE_GPI,rnaseq_gene__GENE_LRRC30,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_XKRY2,methylation_gene__GENE_COMMD5,methylation_gene__GENE_EXT1,methylation_gene__GENE_LPPR2,methylation_gene__GENE_PNN,rnaseq_gene__GENE_OR4A15,methylation_gene__GENE_CASP6,methylation_gene__GENE_PRDX6,methylation_gene__GENE_SLC25A38,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_OR5M3,methylation_gene__GENE_ACPL2,methylation_gene__GENE_ZNF721;PIGG,rnaseq_gene__GENE_OR4D10,methylation_gene__GENE_TYMP;ODF3B,methylation_gene__GENE_MAP3K9,methylation_gene__GENE_CNOT10,rnaseq_gene__GENE_OR8H1,methylation_gene__GENE_NDE1;KIAA0430,rnaseq_gene__GENE_TAAR6,methylation_gene__GENE_FRY,rnaseq_gene__GENE_MYF5,methylation_gene__GENE_CDK5RAP1,methylation_gene__GENE_YJU2B,methylation_gene__GENE_CNP,rnaseq_gene__GENE_PRM2,methylation_gene__GENE_ENO2,methylation_gene__GENE_PPP2R5D,methylation_gene__GENE_BID,methylation_gene__GENE_SCRIB,methylation_gene__GENE_ZNF44,rnaseq_gene__GENE_OR5B3,methylation_gene__GENE_B2M,methylation_gene__GENE_ASAH1,rnaseq_gene__GENE_C10ORF96,methylation_gene__GENE_NSUN5,methylation_gene__GENE_CYP51A1,rnaseq_gene__GENE_CRYGC,rnaseq_gene__GENE_OR5A1,methylation_gene__GENE_RSPH3,rnaseq_gene__GENE_C20ORF166,methylation_gene__GENE_ST3GAL1,methylation_gene__GENE_ZNF596;RPL23AP53,rnaseq_gene__GENE_DHRS7C,rnaseq_gene__GENE_OTUD6A,rnaseq_gene__GENE_AMBN,methylation_gene__GENE_ERCC8;NDUFAF2,methylation_gene__GENE_ATP5S;L2HGDH,methylation_gene__GENE_ACTR1A;SUFU,rnaseq_gene__GENE_SNORA70B,methylation_gene__GENE_CNIH,rnaseq_gene__GENE_OR5M9,methylation_gene__GENE_MAP3K13,methylation_gene__GENE_STAMBPL1,rnaseq_gene__GENE_TMIGD1,methylation_gene__GENE_NACC1;TRMT1,rnaseq_gene__GENE_OR51A7,methylation_gene__GENE_FGF22,methylation_gene__GENE_GMCL1,rnaseq_gene__GENE_KRTAP4-11,methylation_gene__GENE_ENTPD6,methylation_gene__GENE_ADK;AP3M1,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_LIM2,methylation_gene__GENE_SDC1,rnaseq_gene__GENE_OR6C4,methylation_gene__GENE_LASS5,rnaseq_gene__GENE_P2RX6P,methylation_gene__GENE_GMFB,methylation_gene__GENE_UNC84B,rnaseq_gene__GENE_PYDC2,methylation_gene__GENE_PNP,methylation_gene__GENE_ITPA,methylation_gene__GENE_PLEKHB2,methylation_gene__GENE_DVL1,methylation_gene__GENE_TNIP1,rnaseq_gene__GENE_PRODH2,methylation_gene__GENE_KIF15;KIAA1143,rnaseq_gene__GENE_PAGE3,rnaseq_gene__GENE_KRTAP4-9,rnaseq_gene__GENE_ZNF735,methylation_gene__GENE_DIS3L,rnaseq_gene__GENE_LOC642929,rnaseq_gene__GENE_FAM99A,methylation_gene__GENE_CCRN4L,rnaseq_gene__GENE_C21ORF131,target
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,-0.4528836,-0.1190006,-0.05803116,2.2999992,-0.051822077,-0.45811045,-0.15926574,-0.064406104,0.17235745,-0.042500064,-0.12416689,-0.21562104,0.56262165,-0.069158584,-0.059162382,-0.053536013,0.059015967,-0.25117227,-0.09654722,-0.44508538,-0.09879447,-0.23651384,-0.057666454,-0.038029395,-0.06925289,-0.3422118,-0.105133064,-0.22643426,-0.42989883,-0.20804983,-0.09052681,-0.43042624,-0.6074039,-0.06360575,-0.12742873,-0.31517956,-0.06940588,-0.38142255,-0.4454159,-0.14370757,-0.03541864,-0.30019623,-0.11783594,-0.09926551,-0.33900458,-0.11526267,-0.35120884,-0.37539047,-0.17625973,-0.1489025,-0.21529208,-0.09354684,-0.679859,0.0725382,-0.073301435,-0.68574923,-0.08870556,-0.16425028,-0.616502,-0.13838363,-0.4026611,-0.06867951,-0.13799363,-0.22280274,-0.14203855,-0.032010913,0.10444191,-0.55851305,1.2112347,0.09844322,-0.0583981,-0.6863466,-0.052082743,-0.24590153,-0.14436746,-0.07286304,-0.49270606,-0.27154583,-0.5698893,-0.44667026,-0.35758883,-0.16565828,-0.37903243,-0.066061795,-0.14983527,-0.09391567,-0.61079276,-0.11322361,-0.069542356,0.15365838,-0.09370761,0
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,0.24317092,-0.02396547,-0.05803116,-0.07355285,-0.051822077,5.4535832,0.14262623,0.019196313,0.37657702,-0.042500064,-0.23921658,-0.26088044,-0.24148703,-0.069158584,-0.059162382,-0.053536013,0.33676156,0.26373255,-0.09654722,-0.18756789,0.27737477,-0.19775626,-0.057666454,-0.474628,-0.06925289,0.028269729,-0.105133064,0.0059009697,0.05708092,-0.21540357,-0.09052681,-0.27349144,-0.47425702,0.45174393,0.2882631,-0.510569,-0.06940588,-0.16656116,-0.317925,-0.14370757,0.15835665,-0.011046352,-0.11783594,-0.09926551,-0.7766208,-0.11526267,-0.08234266,-0.22286737,-0.17625973,-0.1489025,-0.21529208,-0.28367555,0.012437063,0.0506613,-0.073301435,0.055793345,-0.08870556,-0.18183465,-0.1683868,-0.13838363,-0.12912466,-0.06867951,-0.059077192,0.15369721,-0.14203855,0.18980525,0.12893441,-0.08750677,-0.23341642,-0.17336857,-0.0583981,-0.059781864,-0.052082743,0.21936545,-0.14528209,-0.07286304,-0.5702031,-0.4603355,0.080815405,-0.041068558,0.1164748,-0.16565828,-0.548354,-0.066061795,-0.14983527,-0.09391567,-0.3025851,-0.11322361,-0.069542356,0.0075201,-0.09370761,0
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,-0.29570523,-0.286397,-0.05803116,-0.07355285,-0.051822077,-0.40165132,-0.11772408,-0.35416758,0.32387418,-0.042500064,-0.014744177,-0.35611904,-0.20263487,-0.069158584,-0.059162382,-0.053536013,-0.09310562,-0.31112236,-0.09654722,-0.37797546,-0.08078405,-0.38734868,-0.057666454,-0.13912283,-0.06925289,-0.3476133,-0.105133064,0.12057283,-0.5634427,-0.64501464,-0.09052681,-0.27391887,-0.44934794,-0.64844275,-0.57734555,0.5930807,-0.06940588,-0.7316027,0.2587973,-0.14370757,23.284294,-0.32448506,-0.11783594,-0.09926551,0.42138103,-0.11526267,-0.6955705,0.024001123,-0.17625973,-0.1489025,-0.21529208,-0.13740417,-0.2349095,-0.7040117,-0.073301435,-0.29172474,-0.08870556,-0.17270198,-0.56074584,-0.13838363,-0.88990265,-0.06867951,-0.050430883,-0.23509274,-0.14203855,-0.3758959,-0.12711887,-0.0054525128,-0.23341642,-0.33883026,-0.0583981,-0.41130814,-0.052082743,6.897624,-1.1784773,-0.07286304,0.035004072,23.193085,-0.53228045,-0.31777388,-0.3957766,-0.16565828,-0.44512275,-0.066061795,-0.14983527,-0.09391567,0.5016073,-0.11322361,-0.069542356,-0.18979816,-0.09370761,1
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,0.045152396,-0.059678327,-0.05803116,-0.07355285,-0.051822077,-0.16040991,-0.015079142,-0.11729329,-0.241802,-0.042500064,0.036701836,-0.15801667,0.13723525,-0.069158584,-0.059162382,-0.053536013,-0.015921023,0.07574599,-0.09654722,-0.10324836,-0.04184619,-0.11877419,-0.057666454,-0.47817546,-0.06925289,0.048792217,-0.105133064,-0.32208133,-0.35468072,-0.2312246,-0.09052681,-0.25416324,-0.54882103,-0.18050268,-0.115496755,-0.17281687,-0.06940588,-0.36009222,-0.106639594,0.97597206,-0.043063987,-0.10475749,-0.11783594,-0.09926551,-0.9225706,-0.11526267,0.10236613,0.46659002,-0.17625973,-0.1489025,-0.21529208,-0.5067082,0.019574566,0.42367285,-0.073301435,-0.086551696,-0.08870556,-0.47832727,-0.09987139,-0.13838363,-0.40716675,11.672597,-0.0039586313,0.096707694,-0.14203855,-0.10754333,-0.19729012,0.047447167,-0.23341642,-0.48113897,-0.0583981,-0.61178905,-0.052082743,-0.33861428,-0.10394508,-0.07286304,-0.26633695,-0.44813445,-0.19875096,-0.25497153,-0.27885514,-0.16565828,-0.46997347,-0.066061795,-0.14983527,-0.09391567,-0.40005577,-0.11322361,-0.069542356,-0.06952828,-0.09370761,1
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,-0.044805996,0.112284854,-0.05803116,-0.07355285,-0.051822077,-0.29403847,0.03282861,-0.21471553,-0.15076995,-0.042500064,0.15763564,-0.425342,0.0289785,-0.069158584,-0.059162382,-0.053536013,-0.338891,0.003462314,-0.09654722,-0.10884074,-0.002074415,0.38714132,-0.057666454,-0.5360296,-0.06925289,-0.07056479,-0.105133064,-0.25907356,-0.605577,-0.3082564,-0.09052681,25.13179,-0.24360518,-0.14935085,-0.05744497,-0.31332415,-0.06940588,-0.15540017,-0.18237577,-0.14370757,-0.104836546,-0.21670942,-0.11783594,-0.09926551,-0.72269905,-0.11526267,0.006741623,0.067775585,-0.17625973,-0.1489025,-0.21529208,-0.3273295,0.07882895,-0.089901075,-0.073301435,0.07981104,-0.08870556,-0.33984149,1.1497421,-0.13838363,-0.91112185,-0.06867951,0.015252156,-0.18160944,-0.14203855,0.08270459,-0.25256813,-0.20757653,-0.23341642,-0.76791376,-0.0583981,-0.16179569,-0.052082743,-0.20754512,-0.38926825,-0.07286304,0.18123907,-0.5106139,-0.014148497,-0.30460897,-0.4241396,-0.16565828,-0.08864171,-0.066061795,-0.14983527,-0.09391567,-0.5643296,-0.11322361,-0.069542356,-0.061728895,-0.09370761,1
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,0.25048032,0.23750989,-0.05803116,-0.07355285,-0.051822077,-0.64882016,-0.05416806,-0.20247388,-0.15698501,-0.042500064,0.018996278,-0.08661549,-0.1796209,-0.069158584,-0.059162382,-0.053536013,-0.14294522,-0.080998875,-0.09654722,-0.049782883,-0.21950643,-0.49493277,-0.057666454,-0.014454802,-0.06925289,0.048936974,-0.105133064,-0.32064873,-0.06950619,0.2926517,-0.09052681,0.15474066,0.26059213,-0.56404334,0.34902152,-0.021556877,-0.06940588,0.08356728,-0.23116514,-0.14370757,-0.124634676,-0.096387,-0.11783594,-0.09926551,-0.52427727,-0.11526267,0.2669326,0.18730763,-0.17625973,-0.1489025,-0.21529208,0.087698884,-0.127743,-0.057400282,-0.073301435,0.03754077,-0.08870556,-0.36519954,-0.5218773,-0.13838363,-0.48042795,-0.06867951,0.03726638,-0.09533478,-0.14203855,-0.028605502,-0.03349772,-0.09972736,-0.23341642,0.24234237,-0.0583981,-0.32658687,-0.052082743,-0.483866,0.034300968,-0.07286304,-0.27427632,-0.26395875,-0.02592928,-0.37521815,0.18289956,-0.16565828,-0.46684068,-0.066061795,-0.14983527,-0.09391567,-0.4186711,-0.11322361,-0.069542356,-0.33759534,-0.09370761,0
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,0.09983235,0.07319354,-0.05803116,-0.07355285,-0.051822077,0.13254625,-0.117029935,0.022167293,-0.1564072,-0.042500064,-0.1264555,-0.28326723,-0.16400072,-0.069158584,-0.059162382,-0.053536013,0.04605658,-0.0404674,-0.09654722,-0.15776122,-0.038478024,-0.016401872,-0.057666454,-0.49966592,-0.06925289,0.021704229,-0.105133064,-0.114311755,-0.08362867,-0.32268763,-0.09052681,-0.26756904,-0.45396048,-0.21531528,-0.25302067,-0.10232051,-0.06940588,-0.093022555,-0.33152956,-0.14370757,-0.19392753,-0.21953422,-0.11783594,-0.09926551,-0.989794,-0.11526267,-0.12114217,-0.14110723,-0.17625973,-0.1489025,-0.21529208,-0.28927335,-0.10221675,-0.48567066,-0.073301435,0.06680295,-0.08870556,-0.28662363,-0.47812504,-0.13838363,-0.401017,-0.06867951,-0.054490335,0.043698654,-0.14203855,-0.17294426,-0.0638406,-0.027644726,-0.23341642,-0.47898495,-0.0583981,-0.49871033,-0.052082743,-0.32059377,-0.2661668,-0.07286304,-0.27800623,-0.61050457,0.027438104,-0.100202136,-0.17410007,2.3709054,-0.41335404,-0.066061795,-0.14983527,-0.09391567,-0.42777127,-0.11322361,-0.069542356,-0.00039084264,-0.09370761,0
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,32.43656,-0.06710228,0.36859527,-0.09706543,-0.05803116,-0.07355285,-0.051822077,0.73901653,-0.15158416,-0.12972006,-0.4575842,-0.042500064,0.14533088,-0.4770111,0.033866946,-0.069158584,-0.059162382,-0.053536013,0.29792503,0.12777126,-0.09654722,-0.15536898,-0.03805244,-0.15738998,-0.057666454,-0.5668128,-0.06925289,-0.1273924,-0.105133064,-0.08378082,-0.3314083,-0.48580244,-0.09052681,-0.16043283,-0.6211723,-0.21313418,-0.16069727,-0.12641901,-0.06940588,-0.14818674,-0.21827883,-0.14370757,-0.057265017,-0.0948483,-0.11783594,-0.09926551,-0.607622,-0.11526267,-0.038643353,-0.19646756,-0.17625973,-0.1489025,-0.21529208,-0.29790673,-0.12636958,-0.006032988,-0.073301435,0.100875326,-0.08870556,-0.398564,-0.16647182,-0.13838363,-0.51143485,-0.06867951,0.033914834,-0.08347748,-0.14203855,-0.05695082,-0.34077665,-0.20090677,-0.23341642,-0.47626144,-0.0583981,-0.41417405,-0.052082743,-0.4741259,-0.81499934,-0.07286304,-0.47868493,-0.65444297,0.28868404,-0.1865873,-0.12837721,-0.16565828,-0.20888641,-0.066061795,-0.14983527,-0.09391567,-0.90201527,-0.11322361,-0.069542356,-0.011005122,-0.09370761,0
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,-0.41104114,-0.034851898,-0.05803116,-0.07355285,-0.051822077,-0.3754502,0.0025343338,-0.19650148,-0.24966423,-0.042500064,0.09706884,-0.13005158,0.016595338,-0.069158584,-0.059162382,-0.053536013,-0.36805224,-0.07981106,-0.09654722,-0.17183703,-0.005810235,-0.2102866,-0.057666454,-0.5161608,-0.06925289,-0.04882149,-0.105133064,-0.046456788,-0.5010143,0.29909465,-0.09052681,0.05347306,-0.28899753,0.022280572,0.33368132,-0.14304827,-0.06940588,0.11476527,-0.1792825,-0.14370757,-0.20113504,-0.16971427,-0.11783594,-0.09926551,-0.871602,-0.11526267,0.20466782,-0.046889786,-0.17625973,-0.1489025,0.8710812,-0.14387679,-0.104078345,0.23675089,-0.073301435,-0.011240966,-0.08870556,-0.38316903,-0.34965935,0.832949,-0.87739766,-0.06867951,-0.09688042,0.05959235,-0.14203855,-0.33910507,-0.12974095,-0.03192345,-0.23341642,-0.6481374,-0.0583981,-0.26880842,-0.052082743,-0.34494546,0.1678672,-0.07286304,-0.1702143,-0.4335033,-0.0030686161,-0.7449479,0.007105185,-0.16565828,-0.22595234,-0.066061795,2.4711668,-0.09391567,-0.03175542,-0.11322361,-0.069542356,-0.16718994,-0.09370761,1
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,0.048675787,0.23949789,-0.05803116,-0.07355285,-0.051822077,0.52980554,0.1619675,-0.16729128,-0.32540104,-0.042500064,-0.20895599,-0.0025494066,-0.09097733,-0.069158584,-0.059162382,-0.053536013,0.16922872,-0.19619918,-0.09654722,-0.10890838,-0.0005188379,-0.020751577,-0.057666454,-0.6188214,-0.06925289,0.025978068,-0.105133064,-0.08052281,-0.39120623,-0.4948768,-0.09052681,-0.14772722,-0.48912913,-0.20869267,-0.13543485,-0.10749738,-0.06940588,-0.064586304,-0.07597573,-0.14370757,-0.19179003,-0.13540943,-0.11783594,-0.09926551,-0.75075287,-0.11526267,0.037552726,-0.2724032,-0.17625973,-0.1489025,-0.21529208,-0.23479891,-0.084341586,-0.39585248,-0.073301435,0.0040592304,-0.08870556,-0.24941215,-0.4180059,-0.13838363,-0.6613619,-0.06867951,-0.04146607,-0.032317087,-0.14203855,-0.30162844,0.010154121,-0.11721231,-0.23341642,-0.29099318,-0.0583981,0.25384924,-0.052082743,-0.36584082,-0.11152008,-0.07286304,-0.678727,-0.45443502,0.16596457,-0.39473993,0.08226377,1.657718,-0.3497585,-0.066061795,-0.14983527,-0.09391567,-0.46770802,-0.11322361,-0.069542356,-0.28114578,-0.09370761,0
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,0.22132617,-0.08366884,-0.05803116,-0.07355285,-0.051822077,30.025064,-0.122444175,-0.19284669,-0.21419328,-0.042500064,0.0040600183,-0.13464513,0.49795473,-0.069158584,-0.059162382,-0.053536013,-0.22310296,0.033364665,-0.09654722,-0.17572145,-0.10444228,-0.36092514,-0.057666454,-0.55773216,-0.06925289,0.039445963,-0.105133064,-0.14917922,-0.46495917,-0.40970132,-0.09052681,-0.2241815,-0.5868423,-0.2142297,-0.039887074,-0.17219616,-0.06940588,-0.2066921,-0.2818091,-0.14370757,-0.15653385,-0.16129541,-0.11783594,8.123228,-0.77948684,-0.11526267,-0.08909992,0.0949323,-0.17625973,-0.1489025,-0.21529208,-0.14576772,-0.02600607,-0.068843625,-0.073301435,-0.03331705,-0.08870556,-0.36130935,-0.45370418,-0.13838363,-0.70750564,-0.06867951,-0.11194248,-0.27612758,-0.14203855,0.08771349,-0.13450655,-0.114434384,-0.23341642,-0.41184714,-0.0583981,-0.21702419,-0.052082743,-0.4926039,-0.06747242,-0.07286304,-0.39043394,-0.6241964,-0.06581174,-0.39225152,-0.40248406,-0.16565828,22.586414,-0.066061795,-0.14983527,-0.09391567,-0.5450616,-0.11322361,-0.069542356,-0.15657577,-0.09370761,0
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,0.090848796,-0.012187731,-0.05803116,-0.07355285,-0.051822077,-0.020048268,-0.12909342,0.033660088,-0.29306996,-0.042500064,-0.085488684,-0.28690743,-0.08878249,-0.069158584,-0.059162382,-0.053536013,-0.24941191,0.12746687,-0.09654722,-0.16535097,0.067530945,-0.26689792,-0.057666454,-0.7324831,-0.06925289,-0.18785056,-0.105133064,-0.42890063,0.011546492,-0.5959799,-0.09052681,-0.011593119,-0.45383906,-0.20917103,-0.21563137,-0.09085893,-0.06940588,-0.47085628,-0.34360406,-0.14370757,-0.02964916,-0.20501484,-0.11783594,-0.09926551,-0.7147426,-0.11526267,-0.26265538,-0.060417593,-0.17625973,-0.1489025,-0.21529208,-0.32586542,0.033552423,-0.1298989,-0.073301435,0.15796205,-0.08870556,-0.35847837,-0.22651786,-0.13838363,-0.9027237,-0.06867951,-0.011004893,-0.2654588,-0.14203855,-0.23938477,-0.19069335,0.067878,-0.23341642,-0.6793582,-0.0583981,-0.20506255,-0.052082743,-0.5263574,-0.1131503,-0.07286304,-0.51213247,-0.5768084,-0.070813045,-0.2874592,-0.08454843,-0.16565828,-0.57580656,-0.066061795,-0.14983527,-0.09391567,-0.4179982,-0.11322361,-0.069542356,0.041921135,-0.09370761,0
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,-0.08671775,0.20361848,-0.05803116,-0.07355285,-0.051822077,-0.090476856,0.105065286,0.047795195,-0.35534453,-0.042500064,-0.11127817,0.08863841,-0.25911227,-0.069158584,-0.059162382,-0.053536013,-0.5204749,-0.059795726,-0.09654722,-0.12652904,0.52463144,-0.7007905,-0.057666454,-0.4361896,-0.06925289,-0.30891648,-0.105133064,-0.30299887,0.025208035,0.1642559,-0.09052681,-0.32333386,0.1943043,-0.05989026,0.48474455,0.009467239,-0.06940588,-0.23878776,-0.24586818,-0.14370757,0.009263683,0.02208237,-0.11783594,-0.09926551,0.33841366,-0.11526267,0.2077258,-0.2758118,-0.17625973,-0.1489025,-0.21529208,-0.07881793,-0.047835577,0.13168901,-0.073301435,-0.15742591,-0.08870556,-0.38086593,-0.48285803,-0.13838363,-0.43072695,-0.06867951,-0.07935762,-0.26634946,-0.14203855,0.050109196,-0.17491595,-0.073754735,-0.23341642,-0.01766624,-0.0583981,-0.83176726,-0.052082743,-0.5338802,0.057776358,-0.07286304,-0.4661931,0.10158679,0.0998417,-0.28528935,-0.16328992,-0.16565828,-0.13324873,-0.066061795,-0.14983527,-0.09391567,-0.6163276,-0.11322361,-0.069542356,-0.15680607,-0.09370761,0
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,-0.0029413346,0.010306091,-0.05803116,-0.07355285,-0.051822077,-0.05034513,0.17303152,-0.029416464,-0.13723545,-0.042500064,-0.08384263,-0.18944669,13.383863,-0.069158584,-0.059162382,-0.053536013,-0.015065735,0.108565226,-0.09654722,-0.19099742,-0.03626915,-0.09677654,-0.057666454,-0.5818337,-0.06925289,0.46907163,-0.105133064,-0.72151136,0.67986554,-0.3783174,-0.09052681,10.001546,-0.047065776,-0.06701329,0.5445112,-0.0071043046,-0.06940588,-0.04902487,-0.31186104,-0.14370757,-0.10317649,-0.24550478,-0.11783594,-0.09926551,-0.75878006,-0.11526267,-0.15954848,-0.1287423,-0.17625973,-0.1489025,1.1503313,-0.4072832,0.022868829,0.020102438,-0.073301435,-0.04575147,-0.08870556,-0.31165966,-0.0274577,-0.13838363,-0.5960709,-0.06867951,-0.14399196,-0.042368624,-0.14203855,1.1391323,-0.12459382,-0.16827345,-0.23341642,0.030270102,-0.0583981,-0.68490666,-0.052082743,-0.31537184,-0.909152,-0.07286304,0.004845096,-0.5545949,0.059263416,-0.16231044,0.035005365,-0.16565828,-0.32102314,-0.066061795,-0.14983527,-0.09391567,-0.53705716,-0.11322361,-0.069542356,-0.024234708,-0.09370761,1
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,-0.18176943,-0.14148027,-0.05803116,-0.07355285,-0.051822077,0.56551015,-0.04534413,-0.16431275,-0.26031345,-0.042500064,-0.0006102488,-0.28756794,-0.2542654,-0.069158584,-0.059162382,-0.053536013,-0.24712402,-0.08689193,-0.09654722,-0.43924522,-0.098618135,-0.38227814,-0.057666454,0.24711207,-0.06925289,-0.05956817,-0.105133064,-0.033832736,-0.103390105,-0.30035496,-0.09052681,-0.45258394,-0.27600992,0.0344154,-1.0256453,0.010042469,-0.06940588,-0.7184666,-0.31801382,-0.14370757,0.055415127,-0.09145487,-0.11783594,-0.09926551,0.6019273,3.1761496,-0.2284429,-0.11763079,-0.17625973,-0.1489025,-0.21529208,-0.46167913,-0.32111427,1.324336,-0.073301435,-0.80774677,-0.08870556,-0.035565287,-0.57772213,-0.13838363,0.11841587,-0.06867951,-0.20241836,-0.77303946,-0.14203855,-0.3195986,-0.3183442,0.67859674,-0.23341642,-0.1548863,-0.0583981,-0.31416938,-0.052082743,-0.1359749,-0.7664985,-0.07286304,-0.58111733,-0.12855591,-0.8001361,-0.35215843,-0.49629602,-0.16565828,-0.2660779,-0.066061795,-0.14983527,-0.09391567,0.36542413,-0.11322361,-0.069542356,-0.41162345,-0.09370761,0
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,-0.22695851,-0.09873101,-0.05803116,-0.07355285,-0.051822077,-0.15430504,-0.048524577,-0.11117771,0.03659175,-0.042500064,0.8733975,0.11901498,2.7915683,-0.069158584,-0.059162382,-0.053536013,0.4529695,-0.09397111,-0.09654722,-0.076543406,-0.1555248,0.5314106,-0.057666454,0.38121188,-0.06925289,0.08315212,-0.105133064,0.60242116,-0.10786077,-0.11692476,-0.09052681,-0.368382,-0.15374234,-0.37144428,-0.23828502,-0.2966349,-0.06940588,-0.070180856,-0.15871242,-0.14370757,0.1899241,-0.02636796,-0.11783594,-0.09926551,0.8385642,-0.11526267,0.02867113,-0.09842933,-0.17625973,-0.1489025,-0.21529208,0.40784663,0.15443501,0.18784027,-0.073301435,-0.22473349,-0.08870556,-0.051291257,-0.031080825,1.6043786,0.16342549,-0.06867951,0.2184332,-0.068062946,-0.14203855,0.03535784,0.010603865,0.13494767,-0.23341642,-0.16070789,-0.0583981,0.20595054,-0.052082743,0.06265825,-0.16391206,-0.07286304,0.20061973,0.11502269,-0.25107035,0.3946093,-0.19843939,-0.16565828,0.11368934,-0.066061795,-0.14983527,-0.09391567,0.2156264,-0.11322361,-0.069542356,-0.122064725,-0.09370761,0
-0.030400895,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.039174013,-0.03489425,-0.06710228,0.47304174,0.16772074,-0.05803116,-0.07355285,-0.051822077,-0.10293091,-0.07612968,0.26168746,0.2958381,-0.042500064,-0.045882918,0.5064434,-0.08943092,-0.069158584,-0.059162382,-0.053536013,0.15969776,0.04137535,-0.09654722,0.29622707,0.05342853,-0.0553991,-0.057666454,0.08661731,-0.06925289,0.014483668,-0.105133064,0.40782005,0.002414767,-0.4088539,-0.09052681,-0.276274,0.15344484,0.29071593,0.4199134,0.10067967,-0.06940588,0.21300966,-0.09416633,0.86628157,0.18358552,0.2186338,-0.11783594,-0.09926551,0.4916578,-0.11526267,0.57260364,-0.184269,-0.17625973,-0.1489025,-0.21529208,0.058515534,-0.023629487,0.37941167,-0.073301435,0.17616671,-0.08870556,0.12074662,0.27140453,-0.13838363,0.5105079,-0.06867951,-0.096092634,0.025087835,-0.14203855,0.52719927,-0.03504983,-0.1642982,-0.23341642,0.16017139,-0.0583981,0.6897284,-0.052082743,0.27072898,-0.014611053,-0.07286304,0.09120462,-0.050856907,0.107518256,-0.109256625,0.40586624,-0.16565828,0.3839375,-0.066061795,-0.14983527,-0.09391567,-0.025989084,-0.11322361,-0.069542356,0.26942113,-0.09370761,0
