rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_CT47A9,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_PRLH,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_OR4S2,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_KRTAP20-3,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_DEFB110,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_C11ORF64,rnaseq_gene__GENE_OR2W1,methylation_gene__GENE_CDC42,methylation_gene__GENE_TMEM177,methylation_gene__GENE_ZNF296,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_HIST1H4C,methylation_gene__GENE_FBXL2,methylation_gene__GENE_NDUFAF1,methylation_gene__GENE_NRXN2,rnaseq_gene__GENE_NPS,methylation_gene__GENE_C16ORF80,methylation_gene__GENE_SRD5A1;NSUN2,methylation_gene__GENE_EMP1,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_CCRN4L,rnaseq_gene__GENE_CT47A1,methylation_gene__GENE_NOC2L;KLHL17,rnaseq_gene__GENE_OR5D16,methylation_gene__GENE_GPT2,methylation_gene__GENE_IQCC,rnaseq_gene__GENE_DEFB115,rnaseq_gene__GENE_DEFA6,methylation_gene__GENE_ZBTB12,methylation_gene__GENE_ZNF787,methylation_gene__GENE_PXMP3,methylation_gene__GENE_SREBF2,methylation_gene__GENE_TRIB3,methylation_gene__GENE_AZIN1,methylation_gene__GENE_NRCAM,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_C9ORF3,methylation_gene__GENE_ATP5E,rnaseq_gene__GENE_IFNA16,methylation_gene__GENE_PNPLA6,rnaseq_gene__GENE_KRTAP4-3,methylation_gene__GENE_RPLP2,rnaseq_gene__GENE_OR7D4,methylation_gene__GENE_HIST1H1C,methylation_gene__GENE_TOR1A,rnaseq_gene__GENE_KRTAP15-1,rnaseq_gene__GENE_NOX3,rnaseq_gene__GENE_DEFA5,methylation_gene__GENE_TKT,methylation_gene__GENE_PLEKHJ1;SF3A2,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_MIR1181;CDC37,methylation_gene__GENE_PREB,methylation_gene__GENE_TMEM141,methylation_gene__GENE_SLC35B1,methylation_gene__GENE_RASA1,rnaseq_gene__GENE_OTOR,methylation_gene__GENE_CISD2;UBE2D3,rnaseq_gene__GENE_GHSR,methylation_gene__GENE_C17ORF59,rnaseq_gene__GENE_BHLHE23,methylation_gene__GENE_HERPUD2,rnaseq_gene__GENE_OR6B1,rnaseq_gene__GENE_PTH,methylation_gene__GENE_CASKIN2;TSEN54,rnaseq_gene__GENE_SSX3,methylation_gene__GENE_RAB40B,methylation_gene__GENE_SLC16A1,rnaseq_gene__GENE_CSHL1,methylation_gene__GENE_DPP7,methylation_gene__GENE_EIF6,methylation_gene__GENE_KRTCAP2;TRIM46,rnaseq_gene__GENE_KRT28,rnaseq_gene__GENE_OR2T12,rnaseq_gene__GENE_OR8D4,methylation_gene__GENE_LSM12,methylation_gene__GENE_ZNF354A,methylation_gene__GENE_LACE1,methylation_gene__GENE_GRK4;NOP14,methylation_gene__GENE_UNG,rnaseq_gene__GENE_OR4F6,rnaseq_gene__GENE_LINC01020,methylation_gene__GENE_IL4R,methylation_gene__GENE_SAMD10,methylation_gene__GENE_NIPA1,rnaseq_gene__GENE_OTOL1,methylation_gene__GENE_YAP1,rnaseq_gene__GENE_GK2,methylation_gene__GENE_SNORD43;RPL3,rnaseq_gene__GENE_OR8H1,methylation_gene__GENE_ZNF444,methylation_gene__GENE_TNFRSF1A,methylation_gene__GENE_ERCC5,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.05375852,-0.054619074,-0.05913073,-0.06227874,-0.07561139,-0.07577963,-0.17879976,-0.30328363,-0.013377459,-0.076208994,0.36626863,-0.12984334,0.01841058,-0.1328428,-0.078769214,-0.06425393,-0.15191728,0.12752189,-0.34762946,0.20389967,-0.059945107,-0.37952307,-0.07671373,-0.11199295,0.69708747,-0.05610869,-0.115279995,0.25909063,-0.17132993,0.06904674,-0.28428337,-0.26294208,0.023130786,-0.18181695,0.019470807,-0.023250826,0.18127723,-0.06817627,-0.23137905,-0.10047635,0.15874538,-0.12458608,-0.13939375,0.8707775,-0.08630882,-0.108833104,-0.13364081,-0.05744809,0.18049057,0.39520693,0.26388434,-0.080992565,-0.051559594,0.29641274,0.28437078,-0.16934597,1.5403981,-0.24195695,0.20211896,-0.105781555,-0.01022063,-0.0807927,-0.15906872,-0.18821134,-0.1779356,0.11512136,-0.08794071,-0.11265257,0.048309334,0.9445548,14.362353,-0.14486007,-0.09117372,-0.12419063,0.46254846,0.47200894,0.37756115,0.19900557,0.13700911,-0.11701565,-0.12378662,0.15734084,0.5755316,1.0312005,-0.13132356,-0.35775286,-0.121449016,-0.056772817,-0.08857027,0.31070557,-0.17608577,0.14567374,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,22.649546,-0.05375852,-0.054619074,-0.05913073,-0.06227874,-0.07561139,-0.07577963,-0.1461287,-0.22689268,0.20647483,-0.076208994,0.48412514,-0.049694493,21.852411,-0.1743002,-0.078769214,0.29541355,-0.5208568,0.15299344,0.1973614,0.2924213,-0.059945107,0.15791818,-0.07671373,0.1308658,0.043256905,-0.05610869,-0.115279995,0.12950008,0.33194417,0.40122288,-0.116693385,-0.07686115,0.7223898,0.37889737,0.23535821,-0.42866367,0.18587509,-0.06817627,-0.018226346,-0.10047635,0.5163156,-0.12458608,0.0918751,0.86256975,-0.08630882,-0.108833104,-0.13364081,0.2110241,0.47331524,-0.16914281,0.5917301,0.23292808,-0.31615198,0.553002,0.54843414,-0.16934597,-0.032299493,0.31941956,-0.030319672,-0.105781555,-0.096661575,-0.0807927,-0.15906872,-0.07606435,-0.1779356,0.071185134,0.5549827,-0.11265257,0.50854594,0.16430457,-0.2236812,-0.14486007,-0.09117372,-0.12419063,0.6165995,0.59595555,0.54965675,-0.35291132,0.006135213,4.080123,-0.12378662,-0.31719372,-0.33320862,0.20489043,-0.13132356,0.37593147,-0.121449016,-0.06798627,-0.08857027,0.59187615,0.40538466,0.8147403,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.05375852,-0.054619074,-0.05913073,-0.06227874,-0.07561139,-0.07577963,0.38404068,0.63056535,0.36624193,-0.076208994,0.18364383,-0.018841315,0.1167923,-0.09859757,-0.078769214,0.23628655,0.9558643,-0.011364929,0.8626419,0.6524617,-0.059945107,-0.21964447,-0.07671373,0.13448404,0.14007196,-0.05610869,-0.115279995,0.7569919,-0.083801635,0.2451432,0.104995355,-0.33937678,0.86982375,0.18805186,0.9978126,0.3436889,0.14348331,-0.06817627,-0.020874357,-0.10047635,0.47073302,0.77529156,0.16162716,0.0867133,-0.08630882,-0.108833104,-0.13364081,0.27549875,0.5510068,0.8842545,0.052248225,-0.2531166,0.11614635,0.18825924,1.0589061,-0.16934597,-0.16346632,0.4761374,0.16444701,-0.105781555,0.4615292,-0.0807927,-0.15906872,0.10362501,-0.1779356,0.6216804,0.22098807,-0.11265257,0.039879918,0.95070875,0.28961843,-0.14486007,-0.09117372,-0.12419063,0.63680226,0.034536224,-0.092733175,0.19893642,-0.024354013,-0.11701565,-0.12378662,-0.34822527,0.18490967,0.30547377,1.5288941,0.56332445,-0.121449016,0.13207911,-0.08857027,0.60573584,-0.5127172,0.19420335,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.05375852,-0.054619074,-0.05913073,-0.06227874,-0.07561139,-0.07577963,0.38186443,0.1809293,0.25297385,-0.076208994,0.24080566,0.0873316,0.28633785,0.14730503,-0.078769214,0.4328114,0.23451115,-0.03629536,0.0058876094,0.19494376,-0.059945107,0.093725696,-0.07671373,0.5008715,0.54607344,-0.05610869,-0.115279995,0.29327276,0.24064153,0.6572433,0.47244844,-0.28072175,0.9385664,-0.010174414,0.26426387,-0.30826166,0.016485717,-0.06817627,0.106526926,-0.10047635,0.3768141,-0.12458608,0.44716844,0.10639044,-0.08630882,-0.108833104,-0.13364081,0.5841889,0.4399684,0.75959927,0.3815438,0.4031407,0.22283642,0.34152278,0.5528824,4.653074,0.72786754,-0.24195695,0.44217148,2.9567885,0.23389275,-0.0807927,-0.15906872,-0.08054329,-0.1779356,1.4882134,-0.13879856,-0.11265257,0.27960837,0.688185,0.40607014,-0.14486007,-0.09117372,-0.12419063,0.66047776,-0.14933482,0.77577126,0.40864697,0.27612188,-0.11701565,-0.12378662,0.24676748,0.11588975,0.37035534,-0.13132356,1.1796993,-0.121449016,-0.09802434,-0.08857027,0.60101223,1.7917508,-0.12920578,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.05375852,-0.054619074,-0.05913073,-0.06227874,-0.07561139,-0.07577963,0.2215824,0.40879434,0.3501614,0.98412716,0.006756701,0.024388613,0.39111352,0.058920022,-0.078769214,0.23715393,0.6446471,-0.25099206,0.12235895,0.32923594,-0.059945107,-0.077757016,-0.07671373,-0.18810304,0.18170229,-0.05610869,-0.115279995,0.32561365,-0.1547675,0.5793785,0.07474725,-0.14925936,0.6365933,0.4358272,0.056880694,-0.165102,0.04888144,-0.06817627,0.091714166,-0.10047635,-0.05999517,-0.12458608,0.44655526,0.8954189,-0.08630882,-0.108833104,0.37890273,0.34849346,0.5106974,0.33081737,0.07976182,0.13729237,0.6928898,0.12634338,-0.00089115766,-0.16934597,1.1371717,0.43821466,0.35392275,-0.105781555,0.020161042,-0.0807927,-0.15906872,0.44944233,-0.1779356,4.121698,0.25074264,-0.11265257,0.7840979,0.82445484,-0.248209,-0.14486007,-0.09117372,-0.12419063,0.014740129,0.0423214,1.1490142,0.24526954,0.4094541,2.689256,-0.12378662,-0.00041115287,-0.008949445,0.8890245,-0.13132356,0.04136386,-0.121449016,0.13971558,-0.08857027,0.7028765,1.3649826,0.312566,1
