scope,cancer,endpoint,repeat,fold,seed,n_total,n_train,n_validation,n_test,class_1_train,class_1_validation,class_1_test,patient_overlap_train_test,feature_candidates,features_selected,feature_selection,patient_overlap_train_validation,patient_overlap_validation_test,class_0_train,class_0_validation,class_0_test,bundle_path,bundle_size_bytes,bundle_sha256,selected_modality_counts
per_cancer,BRCA,extreme_os,4,0,42,268,171,43,54,42,12,17,0,279056,100,variance ranking fitted on training rows only,0,0,129,31,37,folds/per_cancer/extreme_os/BRCA/repeat_04/fold_00.tar.zst,116248,2236923d8e8c21d83bbe355d80e700451d94a730855b45614e51cdbdcf29c920,"{""methylation_gene"": 38, ""rnaseq_gene"": 62}"
per_cancer,BRCA,extreme_os,4,1,42,268,171,43,54,42,15,14,0,279056,100,variance ranking fitted on training rows only,0,0,129,28,40,folds/per_cancer/extreme_os/BRCA/repeat_04/fold_01.tar.zst,119875,08a15600ac08cfa8dbb966a1577567adee4b8dbe79942ff4556b13a4e4d59888,"{""methylation_gene"": 40, ""rnaseq_gene"": 60}"
per_cancer,BRCA,extreme_os,4,2,42,268,172,43,53,48,13,10,0,279056,100,variance ranking fitted on training rows only,0,0,124,30,43,folds/per_cancer/extreme_os/BRCA/repeat_04/fold_02.tar.zst,122483,3b1b45b9debee208727e430e2d9aa1ad86f60b6c2108c0465728a21658a7b754,"{""methylation_gene"": 40, ""rnaseq_gene"": 60}"
per_cancer,BRCA,extreme_os,4,3,42,268,172,43,53,48,11,12,0,279056,100,variance ranking fitted on training rows only,0,0,124,32,41,folds/per_cancer/extreme_os/BRCA/repeat_04/fold_03.tar.zst,116711,79e54ca2b5517dc92e5f94d3cfabc0da9731226dff694f1e01b5ea20990d37c2,"{""methylation_gene"": 37, ""rnaseq_gene"": 63}"
per_cancer,BRCA,extreme_os,4,4,42,268,171,43,54,42,11,18,0,279056,100,variance ranking fitted on training rows only,0,0,129,32,36,folds/per_cancer/extreme_os/BRCA/repeat_04/fold_04.tar.zst,118801,5d2f7038c57212ea328b5aedd0bb9e2b1bf674761cb7deed3fa4c42980486362,"{""methylation_gene"": 38, ""rnaseq_gene"": 62}"
per_cancer,HNSCC,extreme_os,0,0,42,244,156,39,49,135,34,41,0,294286,100,variance ranking fitted on training rows only,0,0,21,5,8,folds/per_cancer/extreme_os/HNSCC/repeat_00/fold_00.tar.zst,162037,19a2bb6f9388b2f650624dd3463d4e32aedd269b8db42b59c27d0c8e2a71aa24,"{""methylation_gene"": 75, ""rnaseq_gene"": 25}"
per_cancer,HNSCC,extreme_os,0,1,42,244,156,39,49,134,33,43,0,294286,100,variance ranking fitted on training rows only,0,0,22,6,6,folds/per_cancer/extreme_os/HNSCC/repeat_00/fold_01.tar.zst,134483,7ca8e891ac374361a212ee00d69f4efb6cda00d8ac08cc08da4e5bd7397affd4,"{""methylation_gene"": 58, ""rnaseq_gene"": 42}"
per_cancer,HNSCC,extreme_os,0,2,42,244,156,39,49,132,37,41,0,294286,100,variance ranking fitted on training rows only,0,0,24,2,8,folds/per_cancer/extreme_os/HNSCC/repeat_00/fold_02.tar.zst,149252,6b3a35e6cee4e09f12d4adc61d581587f7f4f8b2b5487c97291719e77f16976a,"{""cnv_log2"": 6, ""methylation_gene"": 67, ""rnaseq_gene"": 27}"
per_cancer,HNSCC,extreme_os,0,3,42,244,157,39,48,132,37,41,0,294286,100,variance ranking fitted on training rows only,0,0,25,2,7,folds/per_cancer/extreme_os/HNSCC/repeat_00/fold_03.tar.zst,149534,3903b1d62e449312db4eed3a0a5908514eab98aec7dbc993032bdc38a2b6543f,"{""methylation_gene"": 68, ""rnaseq_gene"": 32}"
per_cancer,HNSCC,extreme_os,0,4,42,244,156,39,49,133,33,44,0,294286,100,variance ranking fitted on training rows only,0,0,23,6,5,folds/per_cancer/extreme_os/HNSCC/repeat_00/fold_04.tar.zst,151903,6050582715c35a9d4543dcd1bc3fbbd81b8b375cfa742addc1204cb518f2bb60,"{""methylation_gene"": 69, ""rnaseq_gene"": 31}"
per_cancer,HNSCC,extreme_os,1,0,42,244,156,39,49,133,37,40,0,294286,100,variance ranking fitted on training rows only,0,0,23,2,9,folds/per_cancer/extreme_os/HNSCC/repeat_01/fold_00.tar.zst,162452,c93d1817477f010926c22d03312c1ae50c75ecb8f76405c7e4338bf79a9d356c,"{""methylation_gene"": 76, ""rnaseq_gene"": 24}"
per_cancer,HNSCC,extreme_os,1,1,42,244,156,39,49,133,34,43,0,294286,100,variance ranking fitted on training rows only,0,0,23,5,6,folds/per_cancer/extreme_os/HNSCC/repeat_01/fold_01.tar.zst,139323,7caa7ed5d9d0ec37067510241959fdf4e9219d6771ad1fe78a303b975c21ee94,"{""methylation_gene"": 61, ""rnaseq_gene"": 39}"
per_cancer,HNSCC,extreme_os,1,2,42,244,156,39,49,130,35,45,0,294286,100,variance ranking fitted on training rows only,0,0,26,4,4,folds/per_cancer/extreme_os/HNSCC/repeat_01/fold_02.tar.zst,142002,be92045a57f9b85e53ff9e0fc6789c5393d1164312b11ce70db65afaf1aa8920,"{""methylation_gene"": 63, ""rnaseq_gene"": 37}"
per_cancer,HNSCC,extreme_os,1,3,42,244,157,39,48,134,32,44,0,294286,100,variance ranking fitted on training rows only,0,0,23,7,4,folds/per_cancer/extreme_os/HNSCC/repeat_01/fold_03.tar.zst,142806,0285c602e27ead2b08909d296c4399bc061e4925d51562cadc2d3dca30c15a11,"{""methylation_gene"": 63, ""rnaseq_gene"": 37}"
per_cancer,HNSCC,extreme_os,1,4,42,244,156,39,49,137,35,38,0,294286,100,variance ranking fitted on training rows only,0,0,19,4,11,folds/per_cancer/extreme_os/HNSCC/repeat_01/fold_04.tar.zst,134827,a157816055840184009439621974e8004b54d7205d3270fac121c2b9fa466b77,"{""cnv_log2"": 16, ""methylation_gene"": 57, ""rnaseq_gene"": 27}"
per_cancer,HNSCC,extreme_os,2,0,42,244,156,39,49,133,35,42,0,294286,100,variance ranking fitted on training rows only,0,0,23,4,7,folds/per_cancer/extreme_os/HNSCC/repeat_02/fold_00.tar.zst,165330,456986e6543fdf3775113653bd9cd925467d1ca10b3e8ddbc4654e3ab9dabd63,"{""methylation_gene"": 78, ""rnaseq_gene"": 22}"
per_cancer,HNSCC,extreme_os,2,1,42,244,156,39,49,133,37,40,0,294286,100,variance ranking fitted on training rows only,0,0,23,2,9,folds/per_cancer/extreme_os/HNSCC/repeat_02/fold_01.tar.zst,136488,89e98b5a6922f83301344476398ccb20bc6a39ef9b272be56b8fc9d4df34388e,"{""methylation_gene"": 59, ""rnaseq_gene"": 41}"
per_cancer,HNSCC,extreme_os,2,2,42,244,157,39,48,132,33,45,0,294286,100,variance ranking fitted on training rows only,0,0,25,6,3,folds/per_cancer/extreme_os/HNSCC/repeat_02/fold_02.tar.zst,127533,d5dadc25c3683240ed714299f522b632dfff4557cdffd62c7ef9e9f3f9d86c3d,"{""methylation_gene"": 54, ""rnaseq_gene"": 46}"
per_cancer,HNSCC,extreme_os,2,3,42,244,156,39,49,131,36,43,0,294286,100,variance ranking fitted on training rows only,0,0,25,3,6,folds/per_cancer/extreme_os/HNSCC/repeat_02/fold_03.tar.zst,147115,cb32356c489436e7b4f63617fed18cc66dd703940168f4d1327f341fc484e49d,"{""methylation_gene"": 66, ""rnaseq_gene"": 34}"
per_cancer,HNSCC,extreme_os,2,4,42,244,156,39,49,135,35,40,0,294286,100,variance ranking fitted on training rows only,0,0,21,4,9,folds/per_cancer/extreme_os/HNSCC/repeat_02/fold_04.tar.zst,143404,7b6c57b6edfbcecf859ab7882adb5d7be0fe19e26088bc4bd56c7c420325eef5,"{""cnv_log2"": 5, ""methylation_gene"": 63, ""rnaseq_gene"": 32}"
per_cancer,HNSCC,extreme_os,3,0,42,244,156,39,49,132,34,44,0,294286,100,variance ranking fitted on training rows only,0,0,24,5,5,folds/per_cancer/extreme_os/HNSCC/repeat_03/fold_00.tar.zst,113135,4e4852faf75c682bbb30be97729adf9fa8f191711a3efc40f469546ee68379b9,"{""cnv_log2"": 19, ""methylation_gene"": 44, ""rnaseq_gene"": 37}"
per_cancer,HNSCC,extreme_os,3,1,42,244,156,39,49,131,36,43,0,294286,100,variance ranking fitted on training rows only,0,0,25,3,6,folds/per_cancer/extreme_os/HNSCC/repeat_03/fold_01.tar.zst,134729,4d9ccbc0aba75e1dc0ca7b8a738ab3de9791dc3f91adcbcae0d5941e12a33937,"{""cnv_log2"": 5, ""methylation_gene"": 58, ""rnaseq_gene"": 37}"
per_cancer,HNSCC,extreme_os,3,2,42,244,156,40,48,132,37,41,0,294286,100,variance ranking fitted on training rows only,0,0,24,3,7,folds/per_cancer/extreme_os/HNSCC/repeat_03/fold_02.tar.zst,136222,307ccd91a2de50f4b399536049b34d2cbb81c181af9f5996b35615872ce98abf,"{""methylation_gene"": 59, ""rnaseq_gene"": 41}"
per_cancer,HNSCC,extreme_os,3,3,42,244,156,39,49,131,38,41,0,294286,100,variance ranking fitted on training rows only,0,0,25,1,8,folds/per_cancer/extreme_os/HNSCC/repeat_03/fold_03.tar.zst,173104,d91ab7533c10143bc2111164ee8dbc0947bb353609e75f09d76ee44794ce8a8d,"{""methylation_gene"": 83, ""rnaseq_gene"": 17}"
per_cancer,HNSCC,extreme_os,3,4,42,244,156,39,49,136,33,41,0,294286,100,variance ranking fitted on training rows only,0,0,20,6,8,folds/per_cancer/extreme_os/HNSCC/repeat_03/fold_04.tar.zst,144503,60f00b2e0a50506d1da14a0959a59f35735fe9e3b11068bbf5713210b1252b4b,"{""methylation_gene"": 64, ""rnaseq_gene"": 36}"
per_cancer,HNSCC,extreme_os,4,0,42,244,156,39,49,133,35,42,0,294286,100,variance ranking fitted on training rows only,0,0,23,4,7,folds/per_cancer/extreme_os/HNSCC/repeat_04/fold_00.tar.zst,129490,fea7ad32c2c9a49a5e125d6ab93783accb3247b99252ee707124538c1f000cca,"{""cnv_log2"": 24, ""methylation_gene"": 53, ""rnaseq_gene"": 23}"
per_cancer,HNSCC,extreme_os,4,1,42,244,156,39,49,129,38,43,0,294286,100,variance ranking fitted on training rows only,0,0,27,1,6,folds/per_cancer/extreme_os/HNSCC/repeat_04/fold_01.tar.zst,135832,7b3b95a46818b12095a6460f8dfea9cfb0c1f7063f26c1774b4122041baf22f8,"{""cnv_log2"": 11, ""methylation_gene"": 58, ""rnaseq_gene"": 31}"
per_cancer,HNSCC,extreme_os,4,2,42,244,156,40,48,135,34,41,0,294286,100,variance ranking fitted on training rows only,0,0,21,6,7,folds/per_cancer/extreme_os/HNSCC/repeat_04/fold_02.tar.zst,137278,faf38d67200548f821d2ee037d503c87822b0eb9dbc75f571e4b7f730aabbf0f,"{""methylation_gene"": 60, ""rnaseq_gene"": 40}"
per_cancer,HNSCC,extreme_os,4,3,42,244,156,39,49,134,34,42,0,294286,100,variance ranking fitted on training rows only,0,0,22,5,7,folds/per_cancer/extreme_os/HNSCC/repeat_04/fold_03.tar.zst,145414,f4bef99a0d02a490f528e34056a2bec2fbeee4d16b674e2d15e71de5f7571357,"{""methylation_gene"": 65, ""rnaseq_gene"": 35}"
per_cancer,HNSCC,extreme_os,4,4,42,244,156,39,49,134,34,42,0,294286,100,variance ranking fitted on training rows only,0,0,22,5,7,folds/per_cancer/extreme_os/HNSCC/repeat_04/fold_04.tar.zst,145487,ff141460f23fced135e5117d853d2d0504e11b1d8c7ab42d62c0b8cd7d9e153c,"{""methylation_gene"": 66, ""rnaseq_gene"": 34}"
per_cancer,LSCC,extreme_os,0,0,42,222,142,36,44,113,25,32,0,296979,100,variance ranking fitted on training rows only,0,0,29,11,12,folds/per_cancer/extreme_os/LSCC/repeat_00/fold_00.tar.zst,168325,f7e9d51de84da5157e9659a2045c87950b642c487addeb45742fbca720439ebe,"{""methylation_gene"": 86, ""rnaseq_gene"": 14}"
per_cancer,LSCC,extreme_os,0,1,42,222,142,36,44,110,28,32,0,296979,100,variance ranking fitted on training rows only,0,0,32,8,12,folds/per_cancer/extreme_os/LSCC/repeat_00/fold_01.tar.zst,143126,81fd6be912354913eaa80b4c115fe3b72616e8bfb20989c185e72c53c1b203ec,"{""methylation_gene"": 69, ""rnaseq_gene"": 31}"
per_cancer,LSCC,extreme_os,0,2,42,222,142,35,45,109,25,36,0,296979,100,variance ranking fitted on training rows only,0,0,33,10,9,folds/per_cancer/extreme_os/LSCC/repeat_00/fold_02.tar.zst,159946,a305d63f76c841d3440143dbff56150fe098105d42205919eb08e88fa0fe9cde,"{""methylation_gene"": 81, ""rnaseq_gene"": 19}"
per_cancer,LSCC,extreme_os,0,3,42,222,141,36,45,104,26,40,0,296979,100,variance ranking fitted on training rows only,0,0,37,10,5,folds/per_cancer/extreme_os/LSCC/repeat_00/fold_03.tar.zst,149361,12455698d20d8962de5d1f92eff6769e0cf0ab6c6e414509e6680084190d56aa,"{""methylation_gene"": 73, ""rnaseq_gene"": 27}"
per_cancer,LSCC,extreme_os,0,4,42,222,142,36,44,113,27,30,0,296979,100,variance ranking fitted on training rows only,0,0,29,9,14,folds/per_cancer/extreme_os/LSCC/repeat_00/fold_04.tar.zst,33189,e3846364c5a0b57e028e6c008f128df2e950ac172c600336da957c5cd2b96632,"{""methylation_gene"": 2, ""rnaseq_gene"": 98}"
per_cancer,LSCC,extreme_os,1,0,42,222,142,35,45,111,24,35,0,296979,100,variance ranking fitted on training rows only,0,0,31,11,10,folds/per_cancer/extreme_os/LSCC/repeat_01/fold_00.tar.zst,36420,252bf45b8587032dca30e3b610b9d12487dc18affb44507456a7298bf7fa9584,"{""methylation_gene"": 4, ""rnaseq_gene"": 96}"
per_cancer,LSCC,extreme_os,1,1,42,222,142,36,44,106,27,37,0,296979,100,variance ranking fitted on training rows only,0,0,36,9,7,folds/per_cancer/extreme_os/LSCC/repeat_01/fold_01.tar.zst,35539,276571d16607e4cc8012d51cd258a78a29d4a835c63a6111607473413ac84823,"{""methylation_gene"": 4, ""rnaseq_gene"": 96}"
per_cancer,LSCC,extreme_os,1,2,42,222,142,36,44,113,24,33,0,296979,100,variance ranking fitted on training rows only,0,0,29,12,11,folds/per_cancer/extreme_os/LSCC/repeat_01/fold_02.tar.zst,37765,dc9aa409a5c6fea38e3e1e9508e7abf41f7616b2277d015e03d06c2df5157032,"{""methylation_gene"": 6, ""rnaseq_gene"": 94}"
per_cancer,LSCC,extreme_os,1,3,42,222,141,36,45,113,27,30,0,296979,100,variance ranking fitted on training rows only,0,0,28,9,15,folds/per_cancer/extreme_os/LSCC/repeat_01/fold_03.tar.zst,38887,bbe5705ffdafaad3302633162321aa560921ee52de11701e31dd4db0f61c3e1e,"{""methylation_gene"": 6, ""rnaseq_gene"": 94}"
per_cancer,LSCC,extreme_os,1,4,42,222,142,36,44,109,26,35,0,296979,100,variance ranking fitted on training rows only,0,0,33,10,9,folds/per_cancer/extreme_os/LSCC/repeat_01/fold_04.tar.zst,168424,e114db9a4d5b81b72e23954102a90f08bb17209f216392f1da346afb2fbbadd0,"{""methylation_gene"": 86, ""rnaseq_gene"": 14}"
per_cancer,LSCC,extreme_os,2,0,42,222,142,36,44,109,27,34,0,296979,100,variance ranking fitted on training rows only,0,0,33,9,10,folds/per_cancer/extreme_os/LSCC/repeat_02/fold_00.tar.zst,142644,3fbbb7f779a784ac2f7b4fe0d857a4967c7b850b2e2c4d9d999f58a20dfd984f,"{""methylation_gene"": 69, ""rnaseq_gene"": 31}"
per_cancer,LSCC,extreme_os,2,1,42,222,142,36,44,111,25,34,0,296979,100,variance ranking fitted on training rows only,0,0,31,11,10,folds/per_cancer/extreme_os/LSCC/repeat_02/fold_01.tar.zst,139570,68ae7b62c119d1d07e64779f9765ca70b01487184c00cde1e13a016e28b126a4,"{""methylation_gene"": 67, ""rnaseq_gene"": 33}"
per_cancer,LSCC,extreme_os,2,2,42,222,142,36,44,108,27,35,0,296979,100,variance ranking fitted on training rows only,0,0,34,9,9,folds/per_cancer/extreme_os/LSCC/repeat_02/fold_02.tar.zst,158308,39ed0ff180117dbbb2fae78b019168af4f9ac7e864837209aca3f108ac7df9f9,"{""methylation_gene"": 79, ""rnaseq_gene"": 21}"
per_cancer,LSCC,extreme_os,2,3,42,222,141,36,45,109,29,32,0,296979,100,variance ranking fitted on training rows only,0,0,32,7,13,folds/per_cancer/extreme_os/LSCC/repeat_02/fold_03.tar.zst,36706,3730f67aa90fc6c5fe1981293c3d455fe9ab3952a507fde56d65894fc2fc315f,"{""methylation_gene"": 4, ""rnaseq_gene"": 96}"
per_cancer,LSCC,extreme_os,2,4,42,222,142,35,45,111,24,35,0,296979,100,variance ranking fitted on training rows only,0,0,31,11,10,folds/per_cancer/extreme_os/LSCC/repeat_02/fold_04.tar.zst,42457,8f2f00d81522f07a7030874c93292e598e547b112db33603230c866d1923a386,"{""methylation_gene"": 8, ""rnaseq_gene"": 92}"
per_cancer,LSCC,extreme_os,3,0,42,222,142,36,44,109,28,33,0,296979,100,variance ranking fitted on training rows only,0,0,33,8,11,folds/per_cancer/extreme_os/LSCC/repeat_03/fold_00.tar.zst,157037,4d4e6ac23e5fb330a99e76e4d1c1ea20858652d220a63d25b9dfc82c996d72ec,"{""methylation_gene"": 79, ""rnaseq_gene"": 21}"
per_cancer,LSCC,extreme_os,3,1,42,222,141,36,45,112,25,33,0,296979,100,variance ranking fitted on training rows only,0,0,29,11,12,folds/per_cancer/extreme_os/LSCC/repeat_03/fold_01.tar.zst,41018,f62bb795d2355bd3a1831896a316a97a12f8925697db9e7d8630c93e84c538ef,"{""methylation_gene"": 7, ""rnaseq_gene"": 93}"
per_cancer,LSCC,extreme_os,3,2,42,222,142,36,44,109,24,37,0,296979,100,variance ranking fitted on training rows only,0,0,33,12,7,folds/per_cancer/extreme_os/LSCC/repeat_03/fold_02.tar.zst,147129,a79a93e97c6e32798e23d4ab38d995b185e21f014d67d578030f48ebc02f9c9f,"{""methylation_gene"": 72, ""rnaseq_gene"": 28}"
per_cancer,LSCC,extreme_os,3,3,42,222,142,36,44,112,27,31,0,296979,100,variance ranking fitted on training rows only,0,0,30,9,13,folds/per_cancer/extreme_os/LSCC/repeat_03/fold_03.tar.zst,145453,6c2dd201a81ee2693628e6414d719c544b6ca32631eba7421bf432a7f16abe10,"{""methylation_gene"": 70, ""rnaseq_gene"": 30}"
per_cancer,LSCC,extreme_os,3,4,42,222,141,36,45,110,24,36,0,296979,100,variance ranking fitted on training rows only,0,0,31,12,9,folds/per_cancer/extreme_os/LSCC/repeat_03/fold_04.tar.zst,34578,315456c7e375fec9091d1685ea66590b2957dde99465b381ddcbbf4fbabe0fbf,"{""methylation_gene"": 3, ""rnaseq_gene"": 97}"
per_cancer,LSCC,extreme_os,4,0,42,222,142,36,44,110,24,36,0,296979,100,variance ranking fitted on training rows only,0,0,32,12,8,folds/per_cancer/extreme_os/LSCC/repeat_04/fold_00.tar.zst,37596,f35543bf4e2df79bd4eb8e76fd1d91d74b30ae0eaf9f57eb3ed5e0045fda3caa,"{""methylation_gene"": 5, ""rnaseq_gene"": 95}"
per_cancer,LSCC,extreme_os,4,1,42,222,142,35,45,110,28,32,0,296979,100,variance ranking fitted on training rows only,0,0,32,7,13,folds/per_cancer/extreme_os/LSCC/repeat_04/fold_01.tar.zst,141264,ff6597e8e07ad5a58b6b918c59a482e878a151c0d260ebd84f1692b96c37c621,"{""methylation_gene"": 67, ""rnaseq_gene"": 33}"
per_cancer,LSCC,extreme_os,4,2,42,222,142,36,44,111,27,32,0,296979,100,variance ranking fitted on training rows only,0,0,31,9,12,folds/per_cancer/extreme_os/LSCC/repeat_04/fold_02.tar.zst,39606,03db7f1a8f98cae6c5ad68d63c745ebf668252efb8a27295418f704818b5ff86,"{""methylation_gene"": 6, ""rnaseq_gene"": 94}"
per_cancer,LSCC,extreme_os,4,3,42,222,142,36,44,109,28,33,0,296979,100,variance ranking fitted on training rows only,0,0,33,8,11,folds/per_cancer/extreme_os/LSCC/repeat_04/fold_03.tar.zst,144661,28ed2c55468c2d4fc388d51f7b9174d0e18afff2ee1c5b01552dba97b99d9568,"{""methylation_gene"": 69, ""rnaseq_gene"": 31}"
