rnaseq_gene__GENE_SUN5,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_DEFB105A,rnaseq_gene__GENE_SNORA19,rnaseq_gene__GENE_TTTY11,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_DEFB136,methylation_gene__GENE_TMEM109,methylation_gene__GENE_CCNDBP1,rnaseq_gene__GENE_SCARNA4,rnaseq_gene__GENE_DEFB107A,methylation_gene__GENE_RPUSD2,methylation_gene__GENE_CNOT10,methylation_gene__GENE_IL10RB,methylation_gene__GENE_SNORD84;BAT1,rnaseq_gene__GENE_TBC1D21,methylation_gene__GENE_SLC25A38,methylation_gene__GENE_COMMD5,methylation_gene__GENE_HSPD1;HSPE1,methylation_gene__GENE_RAB3GAP1,methylation_gene__GENE_TM7SF2,methylation_gene__GENE_TYMP;SCO2,methylation_gene__GENE_SPATA13,methylation_gene__GENE_ZNF672,methylation_gene__GENE_NAA50,methylation_gene__GENE_TIGD3,methylation_gene__GENE_MYH10,methylation_gene__GENE_GPATCH1,methylation_gene__GENE_TEF,methylation_gene__GENE_C4ORF21;LARP7,methylation_gene__GENE_RPL37,methylation_gene__GENE_DDX21,methylation_gene__GENE_PRKAG1;MLL2,methylation_gene__GENE_CARKD,methylation_gene__GENE_AK2,methylation_gene__GENE_ABHD6,methylation_gene__GENE_CFAP418,methylation_gene__GENE_FSIP1,rnaseq_gene__GENE_C2ORF27B,methylation_gene__GENE_SCRIB,methylation_gene__GENE_GCN1L1,methylation_gene__GENE_PALB2;DCTN5,methylation_gene__GENE_C5ORF25,methylation_gene__GENE_RSAD2,rnaseq_gene__GENE_DEFB123,methylation_gene__GENE_C19ORF36;MOBKL2A,methylation_gene__GENE_COMMD3,methylation_gene__GENE_BTF3L4;TXNDC12,methylation_gene__GENE_NLK,methylation_gene__GENE_STRAP,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_POLD3,methylation_gene__GENE_PRNP,methylation_gene__GENE_CCDC34,methylation_gene__GENE_TPCN2,methylation_gene__GENE_MRPS34;EME2,rnaseq_gene__GENE_DEFB132,rnaseq_gene__GENE_SPAG11A,methylation_gene__GENE_TINF2,methylation_gene__GENE_NUBP1,methylation_gene__GENE_STK10,methylation_gene__GENE_QTRT1,methylation_gene__GENE_VPS28,methylation_gene__GENE_COPZ1,methylation_gene__GENE_CTSC,methylation_gene__GENE_C6ORF57,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_ZMAT2,methylation_gene__GENE_PGRMC2,rnaseq_gene__GENE_GYPB,methylation_gene__GENE_LAP3,methylation_gene__GENE_C14ORF143;TDP1,rnaseq_gene__GENE_TREML2P1,methylation_gene__GENE_CRELD1;IL17RC,methylation_gene__GENE_LOC283314;C1RL,methylation_gene__GENE_CAMK2D,methylation_gene__GENE_TUBD1;RPS6KB1,methylation_gene__GENE_BCL7A,methylation_gene__GENE_STK32C,methylation_gene__GENE_BLMH,methylation_gene__GENE_CTTN,methylation_gene__GENE_FCHSD2,methylation_gene__GENE_HIST1H1T,methylation_gene__GENE_SART3,methylation_gene__GENE_PIP5K1A,methylation_gene__GENE_HIST1H2BN;HIST1H2AK,rnaseq_gene__GENE_HIST1H4G,methylation_gene__GENE_FAM73B,rnaseq_gene__GENE_UBE2DNL,methylation_gene__GENE_NDUFC1,methylation_gene__GENE_STT3B,methylation_gene__GENE_HDHD3,rnaseq_gene__GENE_DEFB106A,methylation_gene__GENE_BANP,methylation_gene__GENE_IQCC,rnaseq_gene__GENE_LINC01591,methylation_gene__GENE_EML2,methylation_gene__GENE_PIGL,methylation_gene__GENE_SHCBP1,methylation_gene__GENE_ACYP1,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454543,0.026213178,0.123891346,-0.07712625,-0.0510505,-0.00546483,0.010354679,0.05496861,0.42945364,-0.07560294,-0.08854886,0.20930603,-0.16549222,-0.13026728,-0.0014703001,0.27867046,0.34405574,0.0075206487,0.19318482,0.22313906,0.058328282,-0.008255056,-0.035964943,-0.08704222,-0.017830815,0.8971477,0.3459178,-0.17174122,0.18717764,0.19976237,0.58181924,0.8357188,-0.12132999,0.4177621,0.177277,-0.17391363,0.10902377,0.35076898,-0.09053003,0.008156449,0.03576586,0.9815012,0.034324005,0.23493233,-0.11734243,0.109834366,0.3894572,-0.026134897,-0.017548116,0.6714834,-0.09292495,-0.12514226,0.35929692,0.19455156,3.461759,0.012704287,1.0879319,-0.031772554,0.12509142,0.3700894,0.5405498,-0.10575867,0.073184624,-0.12686665,2.3254156,-0.0572387,-0.13920209,-0.23293154,-0.01896023,0.11325546,-0.14536843,1.2245042,1.542352,0.06376371,2.17692,0.14519547,-0.27842215,17.972397,0.3605754,-0.22409144,-0.13413256,0.76363957,-0.12741643,0.28196192,1.1238354,-0.018143082,-0.08767347,0.49667037,0.5766908,-0.14762473,1.4669945,-0.03608988,0.38041523,0.33550772,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454543,-0.060223382,-0.054904364,-0.07712625,-0.0510505,-0.023724241,0.0063300165,0.10857834,0.18604071,2.16411,-0.10644303,-0.11052783,-0.1372667,-0.20457222,-0.12371717,0.19001928,0.41996992,-0.36157265,-0.04646463,0.024295857,0.101112574,-0.33702388,-0.4011718,0.086979054,-0.053461596,0.15897368,0.28177342,0.21110554,0.74099326,-0.10716832,-0.023889586,0.76980704,-0.12132999,0.09420176,0.019352932,-0.10001507,-0.11124334,0.2659317,-0.09053003,-0.28808537,0.7345488,0.3016969,0.010496432,-0.09947893,-0.11734243,-0.10272075,-0.11603817,-0.18617858,-0.15860812,0.24021968,-0.09292495,-0.12514226,-0.34887475,0.013376881,0.005263341,-0.10231501,0.20078841,-0.42262802,-0.1069755,0.45863554,-0.022469189,0.15108275,0.14049557,-0.12686665,0.23647249,-0.4428249,-0.13920209,-0.10649427,-0.02635317,-0.08260892,-0.053284615,-0.3561144,-0.7695192,-0.76336193,1.189765,0.27675828,-0.05200178,-0.027870137,-0.20791431,0.054971654,-0.13413256,0.08211303,-0.12741643,0.2951104,1.8594239,-0.02703793,-0.08767347,-0.25864524,0.26259986,-0.14762473,0.267448,0.63568044,0.2495399,-0.23020007,0
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454543,-0.026304621,0.20671712,-0.07712625,-0.0510505,0.07610735,0.40591368,0.0662344,0.32678154,-0.07560294,-0.024055734,-0.0015903354,0.21541722,-0.13497671,0.03365878,0.05776881,0.32865962,-0.058846302,0.631228,0.22933331,-0.013046109,-0.33843085,-0.07800165,0.2646833,0.017837567,0.3931222,0.26361775,0.16435407,0.7809011,0.37030107,-0.07874506,0.09725301,-0.12132999,0.23965448,0.342901,-0.14620562,-0.14663891,0.10270285,-0.09053003,-0.23737662,0.89481944,0.5154483,0.135227,-0.37941143,-0.11734243,-1.08576,0.52322453,-0.20322622,0.006305497,0.5200759,-0.09292495,-0.12514226,0.4583473,-0.00077257457,18.26316,-0.098167956,0.08192202,-0.03154424,-0.13269816,0.8392299,0.22201525,-0.004928933,0.363666,-0.12686665,0.977309,-0.1656516,-0.13920209,-0.56941813,11.24932,0.11361497,0.047794316,2.1846757,1.2051525,0.22569966,-0.06549464,0.06085871,0.21973632,0.41080758,-0.14132856,0.13313332,-0.13413256,0.1770064,-0.12741643,0.6648595,1.2486117,0.4126425,-0.08767347,-0.63281465,0.01875313,-0.14762473,1.1409756,1.2940052,-0.12257877,0.61198467,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454543,0.0065139355,-0.12793615,-0.07712625,-0.0510505,-0.0030244084,0.030327728,-0.023873253,-0.10767321,-0.07560294,-0.058662783,-0.29797605,-0.08663605,-0.14755653,-0.15560229,0.6743571,0.25576505,0.01251986,0.15848231,-0.097748026,0.62039477,-0.477956,-0.39203927,0.009688604,-0.077336796,-0.13461225,-0.25330362,-0.2279228,-0.16893984,0.17132619,-0.092855275,0.046742857,-0.12132999,0.09119493,0.15309241,-0.38661298,-0.12136639,0.7401969,-0.09053003,-0.3144539,0.45073083,0.08257944,0.32782152,0.080714375,-0.11734243,0.07915886,0.04582664,-0.12904312,-0.08462696,0.1856196,-0.09292495,-0.12514226,-0.018044336,-0.25114623,-0.016110111,-0.20336075,0.07888355,0.028855024,0.100446306,0.31296864,-0.20412017,0.11193632,-0.19911654,-0.12686665,0.8778921,-0.120225124,-0.13920209,0.20993048,-0.18944828,0.0043736543,-0.092183076,1.0805176,3.5459383,0.6401416,0.12773761,0.017861012,-3.1951942,0.3455983,-0.30565017,-0.06606904,-0.13413256,-0.14350702,-0.12741643,0.20639318,0.010929036,-0.021294521,-0.08767347,-0.385534,0.05495039,-0.14762473,-0.32744917,0.80418074,-0.44920498,0.06479927,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454543,-0.05650264,0.0057542752,-0.07712625,-0.0510505,0.0066073453,0.026620133,0.15540007,0.0029505189,-0.07560294,-0.082064085,-0.30784377,0.19654696,-0.11832585,-0.096599326,0.4566397,-0.003324773,-0.26411343,0.09288953,0.057744913,0.20401385,-0.13011433,-0.060972303,-0.20647463,-0.14053564,-0.1391421,0.22577436,-0.10375235,0.3087004,0.31488952,-0.043662205,0.0130242165,-0.12132999,0.2623861,0.13371089,-0.06262213,-0.051681112,1.3006067,-0.09053003,0.10324978,0.18651515,0.6707714,0.22721255,-0.021209082,-0.11734243,0.25866687,0.30003548,0.06862429,-0.10464403,-0.21480395,-0.09292495,-0.12514226,0.03945884,0.44079664,0.02472181,-0.025837544,0.12515736,0.038224,0.24994503,-0.2361239,0.1339628,-0.316023,-0.06061791,-0.12686665,0.25032428,-0.13013352,-0.13920209,-0.23405688,-0.19191629,0.02398397,-0.7816559,-0.23205085,-0.37977943,0.09177901,4.812786,0.2834788,-0.07664297,0.39452362,-0.44651133,0.062549636,-0.13413256,0.67440087,-0.12741643,-0.013006095,0.19390646,-0.090168335,-0.08767347,0.16979939,17.724586,-0.14762473,1.0713247,0.035765518,-0.059440613,0.5092443,0
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454543,-0.06281336,-0.19842687,-0.07712625,-0.0510505,-0.19120635,-0.2918975,-0.08480165,-0.12399007,-0.07560294,-0.13644297,-0.24679646,-0.5801785,-0.32441795,-0.15883282,-0.11096757,0.59653723,-0.018644938,-0.13719156,-0.084535174,-0.61090267,0.18853308,-0.0017920902,-0.18140323,-0.17147017,-0.4542011,-0.19792633,-0.1983476,-0.34377405,-0.38888177,-0.16768332,-0.3409106,-0.12132999,0.36035943,-0.533732,-0.59821135,-0.07803036,-0.4266481,-0.09053003,-0.33553478,0.010345773,-0.33659977,0.23103239,-0.26418507,-0.11734243,-0.19693463,-0.16521706,-0.23966411,-0.1455564,1.139783,-0.09292495,-0.12514226,-0.71483535,-0.1509617,0.5587406,-0.18901879,0.23513484,-0.39415148,-0.0833065,-0.07708161,-0.17632838,-0.26794657,-0.23367937,-0.12686665,-0.28369233,-0.43383366,-0.13920209,-0.6089889,-0.31701556,-0.18326643,-0.5867199,0.97821933,-0.3352065,-0.11678695,-0.15462945,-0.06487415,0.20454022,0.102948375,-0.32419083,10.317463,-0.13413256,-0.5448148,-0.12741643,-0.23123752,0.6368525,-0.6375814,-0.08767347,-0.3502193,-0.078836136,-0.14762473,-0.34045732,-0.5550824,-0.27975336,-0.09711076,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454543,-0.008823827,-0.21389154,-0.07712625,-0.0510505,-0.17620862,-0.24740428,0.014689917,-0.3147769,-0.07560294,-0.133666,-0.25077528,-0.325326,0.034408025,-0.15822075,0.057833895,0.5249141,-0.49858043,-0.29218262,-0.02651372,-0.5187829,-0.0456328,-0.08799398,-0.29687205,-0.08901555,-0.64583874,-0.15239102,-0.17827187,-0.509517,-0.09120096,-0.27299696,-0.13361834,-0.12132999,0.29032528,-0.111397125,0.30304617,0.17339885,-0.5442213,-0.09053003,-0.18463905,0.3370148,-0.71389365,0.24023153,-0.28579336,-0.11734243,-0.071227364,-0.2542429,-0.016003717,-0.036171798,0.44579038,-0.09292495,-0.12514226,-0.42912552,-0.28320163,-0.079887465,-0.12997627,-0.56893086,-0.07721394,-0.034578286,-0.27852258,-0.50025785,-0.29296565,-0.4620957,-0.12686665,0.074340284,-0.4902797,-0.13920209,-0.47703978,-0.32472986,-0.0735961,-0.74827313,-0.09751724,-0.6377822,-0.25627792,-0.10441551,-0.08279824,-0.12787645,-0.025596527,-0.2624406,-0.22519532,-0.13413256,-0.68476224,-0.12741643,-0.3707353,0.58467555,0.13608126,-0.08767347,-0.23777711,-0.2637369,-0.14762473,-0.09618825,-0.73669803,-0.6567284,-0.12728386,1
-0.045454547,-0.045454547,-0.045454547,-0.04545455,-0.045454547,-0.045454547,-0.045454543,0.019661153,-0.016308395,-0.07712625,-0.0510505,21.590397,-0.28372338,0.40120977,-0.3364944,-0.07560294,-0.13310347,-0.020738961,-0.29609266,-0.14591148,-0.047835883,0.33408824,0.37685218,-0.45898136,-0.34374008,0.13944279,-0.4935428,-0.28133738,-0.11640244,-0.03868519,-0.09455243,-0.26039597,-0.21368584,-0.14203174,-0.503787,0.26903197,-0.3402368,0.25154945,-0.12132999,-0.15805404,0.20218292,-0.4682509,0.19018257,0.5478613,-0.09053003,0.09940046,0.28525686,-0.10460461,0.25106922,-0.20123014,-0.11734243,0.34152588,-0.060059454,0.14380036,1.2916294,0.11630031,-0.09292495,-0.12514226,-0.08785928,0.53632605,-0.19892731,-0.14230153,-0.051445253,-0.098847374,0.1034208,-0.49327528,0.52320445,-0.30493727,0.5135508,-0.12686665,-1.1862587,0.04865693,-0.13920209,-0.41132927,-0.21216309,0.017377406,-0.35647985,-1.0746727,0.22941585,0.33022478,1.2680981,-0.047924206,-0.16375601,0.33210024,-0.4236104,-0.26349202,-0.13413256,-0.79816186,-0.12741643,0.39253262,1.0533589,-0.25602254,-0.08767347,-0.13732235,-0.056301847,-0.14762473,-0.37086385,-0.51326454,-0.71941954,-0.106773004,0
