rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_CT47A9,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_PRLH,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_OR4S2,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_KRTAP20-3,rnaseq_gene__GENE_DEFB110,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_SNAR-C4,methylation_gene__GENE_MYO6,methylation_gene__GENE_FHOD3,methylation_gene__GENE_TMEM177,methylation_gene__GENE_CDC42,methylation_gene__GENE_ZNF296,methylation_gene__GENE_NRXN2,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_HIST1H4C,methylation_gene__GENE_FBXL2,methylation_gene__GENE_ACPL2,methylation_gene__GENE_NDUFAF1,methylation_gene__GENE_HIC1,rnaseq_gene__GENE_OR5D16,rnaseq_gene__GENE_NPS,methylation_gene__GENE_C16ORF80,methylation_gene__GENE_SERPINB6,methylation_gene__GENE_EMP1,methylation_gene__GENE_SRD5A1;NSUN2,methylation_gene__GENE_CCRN4L,rnaseq_gene__GENE_SPINT4,methylation_gene__GENE_C18ORF19;RNMT,rnaseq_gene__GENE_KRTAP20-4,methylation_gene__GENE_NOC2L;KLHL17,rnaseq_gene__GENE_CT47A1,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_PTDSS1;MTERFD1,methylation_gene__GENE_NIPSNAP1,methylation_gene__GENE_ZNF787,rnaseq_gene__GENE_DEFA6,methylation_gene__GENE_ZBTB12,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_IQCC,methylation_gene__GENE_PXMP3,methylation_gene__GENE_TRIB3,methylation_gene__GENE_HIST1H1C,methylation_gene__GENE_C9ORF3,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_RFK,methylation_gene__GENE_AZIN1,rnaseq_gene__GENE_IFNA16,rnaseq_gene__GENE_KRTAP4-3,methylation_gene__GENE_TP53I11,rnaseq_gene__GENE_DEFA5,methylation_gene__GENE_TOR1A,methylation_gene__GENE_TKT,rnaseq_gene__GENE_OR7D4,rnaseq_gene__GENE_C15ORF43,methylation_gene__GENE_NT5C,methylation_gene__GENE_PLEKHJ1;SF3A2,rnaseq_gene__GENE_NOX3,methylation_gene__GENE_PREB,methylation_gene__GENE_SLC35B1,methylation_gene__GENE_MIR1181;CDC37,rnaseq_gene__GENE_PTH,methylation_gene__GENE_RASA1,methylation_gene__GENE_ACADM,methylation_gene__GENE_ZNF672,methylation_gene__GENE_PHYH,methylation_gene__GENE_TMEM141,rnaseq_gene__GENE_SSX3,cnv_log2__GENE_STAC2,cnv_log2__GENE_RPL19,cnv_log2__GENE_CACNB1,cnv_log2__GENE_PLXDC1,cnv_log2__GENE_ARL5C,methylation_gene__GENE_LLPH,methylation_gene__GENE_RAB6B,methylation_gene__GENE_FOXC1,rnaseq_gene__GENE_BHLHE23,methylation_gene__GENE_C17ORF59,methylation_gene__GENE_ZHX2,rnaseq_gene__GENE_CSHL1,methylation_gene__GENE_LIG4,methylation_gene__GENE_GGCT,methylation_gene__GENE_HERPUD2,methylation_gene__GENE_CISD2;UBE2D3,methylation_gene__GENE_CASKIN2;TSEN54,rnaseq_gene__GENE_OTOR,rnaseq_gene__GENE_TMEM225,methylation_gene__GENE_ICA1L,methylation_gene__GENE_SAMD10,methylation_gene__GENE_IL4R,methylation_gene__GENE_TMEM160,cnv_log2__GENE_MIR4726,cnv_log2__GENE_PIP4K2B,cnv_log2__GENE_C17ORF98,cnv_log2__GENE_MIR4727,cnv_log2__GENE_CWC25,cnv_log2__GENE_PCGF2,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05375852,-0.05913073,-0.061869785,-0.06227874,-0.010684008,-0.41569793,-0.30328363,-0.17879976,-0.013377459,-0.1328428,-0.076208994,0.36626863,-0.12984334,-0.27748436,0.01841058,0.030808432,-0.07671373,-0.078769214,-0.06425393,-0.015029992,0.12752189,-0.15191728,0.20389967,-0.054619074,-0.34762946,-0.09609405,-0.37952307,-0.059945107,0.6512446,0.28854007,-0.10906779,-0.17132993,-0.115279995,0.25909063,-0.05610869,0.69708747,0.06904674,-0.26294208,-0.13939375,-0.023250826,0.019470807,-0.22687852,0.023130786,-0.06817627,-0.10047635,-0.17755133,-0.13364081,0.8707775,-0.05744809,-0.12458608,-0.14671578,-0.16713747,0.18049057,-0.108833104,-0.080992565,0.29641274,0.26388434,-0.15906872,0.28437078,-0.1570013,-0.027387334,0.84820455,-0.051559594,-0.1779356,-0.29080623,-0.29080623,-0.29080623,-0.29080623,-0.29080623,-0.19182394,-0.31684396,-0.2137172,-0.105781555,0.20211896,0.34136033,-0.11265257,-0.0026356638,0.8095123,-0.01022063,1.5403981,-0.18821134,-0.16934597,-0.07707038,0.29712805,0.5755316,0.15734084,0.1073356,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,22.649546,-0.05375852,-0.05913073,-0.061869785,-0.06227874,-0.30007553,-0.2837865,-0.22689268,-0.1461287,0.20647483,-0.1743002,-0.076208994,0.48412514,-0.049694493,-0.21689154,21.852411,-0.16960093,-0.07671373,-0.078769214,0.29541355,-0.22129196,0.15299344,-0.5208568,0.2924213,-0.054619074,0.1973614,-0.09609405,0.15791818,-0.059945107,-0.15922388,-0.4286327,0.2656125,0.33194417,-0.115279995,0.12950008,-0.05610869,0.043256905,0.40122288,-0.07686115,0.0918751,-0.42866367,0.23535821,-0.1106946,0.7223898,-0.06817627,-0.10047635,-0.15197843,-0.13364081,0.86256975,0.2110241,-0.12458608,-0.14671578,-0.12557629,0.47331524,-0.108833104,0.23292808,0.553002,0.5917301,-0.15906872,0.54843414,-0.083685584,1.59252,-0.12101237,-0.31615198,-0.1779356,-0.16335349,-0.16335349,-0.16335349,-0.16335349,-0.16335349,-0.03673815,-0.3194067,-0.41683078,-0.105781555,-0.030319672,-0.20021465,-0.11265257,0.029811976,0.5460771,-0.096661575,-0.032299493,-0.07606435,-0.16934597,-0.07707038,-0.13028336,-0.33320862,-0.31719372,0.08279796,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05375852,-0.05913073,-0.061869785,-0.06227874,-0.08554686,0.1308822,0.63056535,0.38404068,0.36624193,-0.09859757,-0.076208994,0.18364383,-0.018841315,0.40589848,0.1167923,0.20269956,-0.07671373,-0.078769214,0.23628655,0.2659461,-0.011364929,0.9558643,0.6524617,-0.054619074,0.8626419,-0.09609405,-0.21964447,-0.059945107,-0.36070618,0.33553958,-0.09866817,-0.083801635,-0.115279995,0.7569919,-0.05610869,0.14007196,0.2451432,-0.33937678,0.16162716,0.3436889,0.9978126,0.29324663,0.86982375,-0.06817627,-0.10047635,-0.058527637,-0.13364081,0.0867133,0.27549875,0.77529156,-0.14671578,0.2317851,0.5510068,-0.108833104,-0.2531166,0.18825924,0.052248225,-0.15906872,1.0589061,0.20288216,0.9994678,0.48570412,0.11614635,-0.1779356,-0.089253046,-0.089253046,-0.089253046,-0.089253046,-0.089253046,0.080726825,-0.086173855,0.16145465,-0.105781555,0.16444701,0.24313019,-0.11265257,0.18653649,0.18638188,0.4615292,-0.16346632,0.10362501,-0.16934597,-0.07707038,0.1674203,0.18490967,-0.34822527,0.7139329,-0.0722823,-0.0722823,-0.0722823,-0.0722823,-0.0722823,-0.0722823,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05375852,-0.05913073,-0.061869785,-0.06227874,-0.17908403,0.3275321,0.1809293,0.38186443,0.25297385,0.14730503,-0.076208994,0.24080566,0.0873316,0.29778668,0.28633785,0.25319344,-0.07671373,-0.078769214,0.4328114,0.38023314,-0.03629536,0.23451115,0.19494376,-0.054619074,0.0058876094,-0.09609405,0.093725696,-0.059945107,0.16814391,0.57024443,0.522961,0.24064153,-0.115279995,0.29327276,-0.05610869,0.54607344,0.6572433,-0.28072175,0.44716844,-0.30826166,0.26426387,0.38442776,0.9385664,-0.06817627,-0.10047635,0.22919774,-0.13364081,0.10639044,0.5841889,-0.12458608,-0.14671578,0.06070483,0.4399684,-0.108833104,0.4031407,0.34152278,0.3815438,-0.15906872,0.5528824,-0.07119589,1.1275914,0.050278187,0.22283642,-0.1779356,-0.48939538,-0.48939538,-0.48939538,-0.48939538,-0.48939538,0.2202928,0.01696425,0.83478683,2.9567885,0.44217148,0.5602914,-0.11265257,0.22410421,0.046088368,0.23389275,0.72786754,-0.08054329,4.653074,-0.07707038,0.13405555,0.11588975,0.24676748,0.44124842,-0.53020585,-0.53020585,-0.53020585,-0.53020585,-0.53020585,-0.53020585,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05375852,-0.05913073,-0.061869785,-0.06227874,-0.13584803,0.08554608,0.40879434,0.2215824,0.3501614,0.058920022,0.98412716,0.006756701,0.024388613,-0.2232188,0.39111352,0.09069368,-0.07671373,-0.078769214,0.23715393,0.35765126,-0.25099206,0.6446471,0.32923594,-0.054619074,0.12235895,-0.09609405,-0.077757016,-0.059945107,0.06958695,0.8228489,0.1426412,-0.1547675,-0.115279995,0.32561365,-0.05610869,0.18170229,0.5793785,-0.14925936,0.44655526,-0.165102,0.056880694,-0.010234381,0.6365933,-0.06817627,-0.10047635,0.124843895,0.37890273,0.8954189,0.34849346,-0.12458608,-0.14671578,0.009029532,0.5106974,-0.108833104,0.13729237,0.12634338,0.07976182,-0.15906872,-0.00089115766,0.10510191,-0.22925687,0.9844302,0.6928898,-0.1779356,-1.27486,-1.27486,-1.27486,-1.27486,-1.27486,0.09146037,-0.025694774,-0.08950543,-0.105781555,0.35392275,0.0322174,-0.11265257,0.32556647,-0.13438453,0.020161042,1.1371717,0.44944233,-0.16934597,-0.07707038,0.31746122,-0.008949445,-0.00041115287,0.4283426,-1.4290926,-1.4290926,-1.4290926,-1.4290926,-1.4290926,-1.4290926,1
