rnaseq_gene__GENE_CT47A9,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_PRLH,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_TTTY6B,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_DEFB110,rnaseq_gene__GENE_OR2W1,rnaseq_gene__GENE_SCARNA23,methylation_gene__GENE_FHOD3,methylation_gene__GENE_TMEM177,methylation_gene__GENE_NRXN2,methylation_gene__GENE_MAP3K11,rnaseq_gene__GENE_CT47A1,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_FBXL2,methylation_gene__GENE_HIC1,methylation_gene__GENE_NDUFAF1,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_TTTY20,methylation_gene__GENE_SERPINB6,methylation_gene__GENE_SRD5A1;NSUN2,methylation_gene__GENE_NOC2L;KLHL17,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_CCRN4L,methylation_gene__GENE_GPT2,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_IQCC,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_ZNF787,rnaseq_gene__GENE_DEFA6,methylation_gene__GENE_ZBTB12,methylation_gene__GENE_LPHN1,methylation_gene__GENE_ATP5E,rnaseq_gene__GENE_IFNA16,methylation_gene__GENE_C9ORF3,rnaseq_gene__GENE_DEFA5,methylation_gene__GENE_ASAP3,methylation_gene__GENE_TP53I11,methylation_gene__GENE_TOR1A,methylation_gene__GENE_FADS1;MIR1908,methylation_gene__GENE_NT5C,methylation_gene__GENE_USP14,methylation_gene__GENE_PLEKHJ1;SF3A2,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_RASA1,methylation_gene__GENE_PHYH,rnaseq_gene__GENE_OR7D4,rnaseq_gene__GENE_DEFB118,methylation_gene__GENE_SQLE,rnaseq_gene__GENE_SSX3,methylation_gene__GENE_C17ORF59,rnaseq_gene__GENE_PTH,methylation_gene__GENE_ZHX2,methylation_gene__GENE_LDLR,methylation_gene__GENE_DNAJC25;DNAJC25-GNG10,methylation_gene__GENE_ACADM,methylation_gene__GENE_ENO2,methylation_gene__GENE_PREB,methylation_gene__GENE_RAB40B,rnaseq_gene__GENE_LGALS14,methylation_gene__GENE_EIF6,methylation_gene__GENE_CWF19L2,methylation_gene__GENE_ICA1L,methylation_gene__GENE_SLC16A1,methylation_gene__GENE_TMEM160,methylation_gene__GENE_SAMD10,methylation_gene__GENE_ZNF354A,methylation_gene__GENE_HNRPA1L-2;HNRNPA1,methylation_gene__GENE_ZCCHC11,methylation_gene__GENE_SNN,methylation_gene__GENE_AK7,methylation_gene__GENE_HIST1H3H,methylation_gene__GENE_NIPA1,methylation_gene__GENE_SEPT7,methylation_gene__GENE_GGA2,methylation_gene__GENE_ZNF444,methylation_gene__GENE_KRTCAP2;TRIM46,methylation_gene__GENE_ANG;RNASE4,methylation_gene__GENE_SYPL1,methylation_gene__GENE_ARG2,methylation_gene__GENE_ANXA5,rnaseq_gene__GENE_KRT28,methylation_gene__GENE_RMND5A,methylation_gene__GENE_DCK,rnaseq_gene__GENE_OTOR,methylation_gene__GENE_U2AF2,methylation_gene__GENE_PAK1,methylation_gene__GENE_FICD,methylation_gene__GENE_YAP1,methylation_gene__GENE_MYBBP1A,methylation_gene__GENE_C1ORF85,methylation_gene__GENE_SH3GLB1,methylation_gene__GENE_H2AFY2,methylation_gene__GENE_FGFBP3,rnaseq_gene__GENE_SSX9P,methylation_gene__GENE_LSM5;AVL9,rnaseq_gene__GENE_XAGE5,methylation_gene__GENE_SIK3,rnaseq_gene__GENE_LYZL1,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,22.649546,-0.044065263,-0.05913073,-0.07577963,-0.076317295,-0.10942163,-0.0750947,0.019050317,-0.1118276,-0.059945107,-0.076208994,-0.10218728,0.17401391,-0.25406423,-0.101136066,-0.052885056,0.49997246,-0.48290044,0.13491815,-0.272834,0.08106583,-0.017973538,0.04412027,-0.41120574,-0.23476811,-0.3256126,1.116477,0.45639792,-0.21069829,-0.24796565,-0.06817627,0.2231541,-0.13364081,-0.34879747,-0.060731634,0.45505232,-0.06537462,-0.21368778,0.055338185,-0.25140488,-0.32987174,-0.14032824,-0.48130685,-0.12458608,-0.11409981,-0.33073562,-0.1779356,-0.062900975,-0.15906872,-0.18043454,-0.064622164,-0.46912256,-0.028234983,-0.29850915,0.0810313,-0.037423294,-0.19943407,0.5287964,-1.016491,-0.16837429,-0.25858256,-0.25202683,-0.053020325,-0.24809201,0.44169927,0.13891745,0.06917891,-0.05805511,0.4190596,0.2275256,11.090322,-0.18615979,0.53561926,0.028484795,0.0018740414,0.94678456,0.05300583,0.3041634,-0.14486007,-0.075523086,0.35205016,-0.16934597,0.43210554,0.40906838,-0.3724642,0.1018958,-0.26390457,-0.15621398,0.06565104,-0.19744058,-0.18665789,-0.12937783,-0.022861699,-0.121873505,0.4241089,-0.10481271,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05913073,-0.07577963,-0.076317295,-0.41569793,-0.30328363,-0.1328428,-0.05182621,-0.059945107,-0.076208994,-0.12984334,0.030808432,0.01841058,-0.27748436,-0.052885056,-0.015029992,-0.15191728,-0.37952307,-0.34762946,0.20389967,-0.11199295,0.6512446,0.69708747,0.019470807,-0.17132993,-0.115279995,0.25909063,-0.4522121,0.18127723,-0.06817627,-0.023250826,-0.13364081,0.5663628,-0.17755133,0.8707775,-0.1359984,-0.16713747,0.1616404,0.18049057,0.39520693,0.28437078,0.84820455,-0.12458608,-0.11409981,0.33318144,-0.1779356,0.20211896,-0.15906872,0.34136033,0.06558157,0.57429147,-0.1570013,-0.013622768,-0.080992565,0.11512136,-0.19943407,0.9445548,-0.29745415,0.29712805,-0.08794071,0.1073356,0.5755316,0.47200894,-0.043212805,1.052962,0.29127577,0.23610483,-0.39922613,1.0312005,2.0038471,-0.015008631,0.31070557,14.362353,0.2104631,0.67364,0.7314395,0.11438593,-0.14486007,0.086543396,0.48930272,-0.16934597,0.84121716,0.2600903,0.018424416,-0.35775286,0.4403332,-0.30205488,4.8507833,-0.20844199,0.024667162,-0.12937783,-0.05163705,-0.121873505,0.70624715,-0.10481271,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,22.649546,-0.05913073,-0.07577963,-0.076317295,-0.2837865,-0.22689268,-0.1743002,0.19828409,-0.059945107,-0.076208994,-0.049694493,-0.16960093,21.852411,-0.21689154,-0.052885056,-0.22129196,-0.5208568,0.15791818,0.1973614,0.2924213,0.1308658,-0.15922388,0.043256905,0.23535821,0.33194417,-0.115279995,0.12950008,-0.59983516,0.18587509,-0.06817627,-0.42866367,-0.13364081,-0.34718522,-0.15197843,0.86256975,-0.10768589,-0.12557629,-0.55169183,0.47331524,-0.16914281,0.54843414,-0.12101237,-0.12458608,-0.11409981,0.22307457,-0.1779356,-0.030319672,-0.15906872,-0.20021465,-0.25660634,0.99921465,-0.083685584,-0.4094356,0.23292808,0.071185134,-0.19943407,0.16430457,0.45640394,-0.13028336,0.5549827,0.08279796,-0.33320862,0.59595555,-0.09549911,1.2801468,-0.105618656,0.420054,0.26494965,0.20489043,0.047073584,-0.027279107,0.59187615,-0.2236812,0.6157782,0.26608703,-0.59678626,0.66231227,-0.14486007,0.26771143,0.32057214,-0.16934597,0.7450693,0.47186047,0.2987345,0.37593147,-0.07359156,-0.17422076,0.38312137,-0.12073604,0.046224423,-0.12937783,0.11812894,-0.121873505,0.50532323,-0.10481271,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05913073,-0.07577963,-0.076317295,0.1308822,0.63056535,-0.09859757,0.15901825,-0.059945107,-0.076208994,-0.018841315,0.20269956,0.1167923,0.40589848,-0.052885056,0.2659461,0.9558643,-0.21964447,0.8626419,0.6524617,0.13448404,-0.36070618,0.14007196,0.9978126,-0.083801635,-0.115279995,0.7569919,0.54427683,0.14348331,-0.06817627,0.3436889,-0.13364081,-0.27746496,-0.058527637,0.0867133,0.1014195,0.2317851,1.1709068,0.5510068,0.8842545,1.0589061,0.48570412,0.77529156,-0.11409981,1.1136266,-0.1779356,0.16444701,-0.15906872,0.24313019,-0.023930194,-1.409866,0.20288216,0.43003672,-0.2531166,0.6216804,-0.19943407,0.95070875,-0.43452552,0.1674203,0.22098807,0.7139329,0.18490967,0.034536224,-0.23085819,0.28605083,-0.10698877,0.17101908,0.047866575,0.30547377,0.6195549,1.1319443,0.60573584,0.28961843,-0.39518368,0.8917576,1.2851707,0.47667217,-0.14486007,-0.1432488,1.6438425,-0.16934597,0.2540272,-0.02254596,0.14861032,0.56332445,1.3896126,4.516989,1.5456867,0.32364798,0.16536207,-0.12937783,-0.57001865,-0.121873505,-0.27771002,-0.10481271,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05913073,-0.07577963,-0.076317295,0.3275321,0.1809293,0.14730503,0.041622657,-0.059945107,-0.076208994,0.0873316,0.25319344,0.28633785,0.29778668,-0.052885056,0.38023314,0.23451115,0.093725696,0.0058876094,0.19494376,0.5008715,0.16814391,0.54607344,0.26426387,0.24064153,-0.115279995,0.29327276,0.7110792,0.016485717,-0.06817627,-0.30826166,-0.13364081,-0.083346546,0.22919774,0.10639044,-0.03430206,0.06070483,0.746258,0.4399684,0.75959927,0.5528824,0.050278187,-0.12458608,-0.11409981,-0.16537282,-0.1779356,0.44217148,-0.15906872,0.5602914,0.37360296,0.4123456,-0.07119589,0.10174752,0.4031407,1.4882134,-0.19943407,0.688185,0.03478538,0.13405555,-0.13879856,0.44124842,0.11588975,-0.14933482,-0.07156987,0.85486966,-0.037513103,0.40685126,0.50980914,0.37035534,0.079832174,0.2789107,0.60101223,0.40607014,0.4168352,0.160596,0.37006456,0.53171396,-0.14486007,0.15975691,0.6270633,4.653074,0.980196,0.16197695,0.8237293,1.1796993,0.43368497,0.3787189,-0.016163466,0.2789687,0.3398974,-0.12937783,0.002653201,-0.121873505,0.5274999,-0.10481271,1
-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.05913073,-0.07577963,-0.076317295,0.08554608,0.40879434,0.058920022,-0.21797541,-0.059945107,0.98412716,0.024388613,0.09069368,0.39111352,-0.2232188,-0.052885056,0.35765126,0.6446471,-0.077757016,0.12235895,0.32923594,-0.18810304,0.06958695,0.18170229,0.056880694,-0.1547675,-0.115279995,0.32561365,0.31899062,0.04888144,-0.06817627,-0.165102,0.37890273,-0.22458452,0.124843895,0.8954189,-0.0687741,0.009029532,0.86667156,0.5106974,0.33081737,-0.00089115766,0.9844302,-0.12458608,-0.11409981,0.5782425,-0.1779356,0.35392275,-0.15906872,0.0322174,0.015363723,0.09732554,0.10510191,0.48741895,0.13729237,4.121698,-0.19943407,0.82445484,0.13564609,0.31746122,0.25074264,0.4283426,-0.008949445,0.0423214,-0.64020497,0.3734606,0.12532634,0.5966649,0.5786878,0.8890245,0.2627026,-0.048790235,0.7028765,-0.248209,0.19210024,1.0643959,-0.04045788,0.7990384,-0.14486007,0.15971652,-0.04864513,-0.16934597,1.2123486,0.4247568,0.15142067,0.04136386,0.7054235,0.6181456,0.7642167,-0.13597348,-0.03582838,-0.12937783,0.1346363,-0.121873505,0.6676433,-0.10481271,1
