rnaseq_gene__GENE_CT47A9,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_OR4S2,rnaseq_gene__GENE_TTTY6B,rnaseq_gene__GENE_MS4A5,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_SNAR-I,rnaseq_gene__GENE_OR2W1,methylation_gene__GENE_MAP3K11,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_HIC1,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_TTTY20,methylation_gene__GENE_NDUFAF1,methylation_gene__GENE_SRD5A1;NSUN2,methylation_gene__GENE_CCRN4L,rnaseq_gene__GENE_CT47A1,methylation_gene__GENE_NOC2L;KLHL17,methylation_gene__GENE_IQCC,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_PTDSS1;MTERFD1,methylation_gene__GENE_ZNF787,methylation_gene__GENE_ARL13B,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_SREBF2,methylation_gene__GENE_ZBTB12,methylation_gene__GENE_PXMP3,methylation_gene__GENE_RPLP2,methylation_gene__GENE_ATP5E,methylation_gene__GENE_TP53I11,rnaseq_gene__GENE_DEFA5,rnaseq_gene__GENE_DEFA6,methylation_gene__GENE_TOR1A,methylation_gene__GENE_FADS1;MIR1908,methylation_gene__GENE_C10ORF32,rnaseq_gene__GENE_C15ORF43,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_PLEKHJ1;SF3A2,rnaseq_gene__GENE_PTH,rnaseq_gene__GENE_CFC1B,methylation_gene__GENE_RASA1,rnaseq_gene__GENE_DEFB118,methylation_gene__GENE_USP14,methylation_gene__GENE_FOXC1,methylation_gene__GENE_ZNF672,methylation_gene__GENE_NLRX1,methylation_gene__GENE_GGCT,methylation_gene__GENE_C17ORF59,methylation_gene__GENE_NT5C,cnv_log2__GENE_CACNB1,cnv_log2__GENE_STAC2,cnv_log2__GENE_ARL5C,cnv_log2__GENE_RPL19,cnv_log2__GENE_PLXDC1,methylation_gene__GENE_HERPUD2,methylation_gene__GENE_ACADM,methylation_gene__GENE_KRTCAP2;TRIM46,methylation_gene__GENE_DNAJC25;DNAJC25-GNG10,rnaseq_gene__GENE_SSX3,methylation_gene__GENE_ENO2,methylation_gene__GENE_CWF19L2,rnaseq_gene__GENE_LGALS14,methylation_gene__GENE_UNG,methylation_gene__GENE_RAB40B,rnaseq_gene__GENE_DEFB110,methylation_gene__GENE_SLC16A1,methylation_gene__GENE_EIF6,methylation_gene__GENE_ZNF354A,methylation_gene__GENE_ZCCHC11,cnv_log2__GENE_MIR6779,cnv_log2__GENE_LASP1,cnv_log2__GENE_LINC00672,cnv_log2__GENE_PSMB3,cnv_log2__GENE_MIR4734,cnv_log2__GENE_MIR4726,cnv_log2__GENE_C17ORF98,cnv_log2__GENE_C17ORF96,cnv_log2__GENE_PCGF2,cnv_log2__GENE_RPL23,cnv_log2__GENE_SNORA21,cnv_log2__GENE_MLLT6,cnv_log2__GENE_PIP4K2B,cnv_log2__GENE_CWC25,cnv_log2__GENE_CISD3,cnv_log2__GENE_MIR4727,methylation_gene__GENE_NIPA1,methylation_gene__GENE_LACE1,methylation_gene__GENE_AK7,methylation_gene__GENE_ERP29;TMEM116,methylation_gene__GENE_HIST1H3H,rnaseq_gene__GENE_KRT28,cnv_log2__GENE_LRRC37A11P,cnv_log2__GENE_FBXO47,cnv_log2__GENE_RDM1P5,methylation_gene__GENE_SYPL1,methylation_gene__GENE_NEIL3,rnaseq_gene__GENE_OTOR,methylation_gene__GENE_ARG2,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065267,-0.044065263,-0.044065263,-0.044065267,-0.044065263,22.649546,-0.044065263,-0.07858033,-0.06121572,-0.07577963,-0.1118276,-0.076208994,0.17401391,-0.101136066,-0.052885056,-0.25406423,-0.48290044,0.08106583,-0.059945107,0.13491815,-0.41120574,0.04412027,-0.21787235,-0.3256126,-0.2267113,-0.23476811,0.5253481,0.45639792,-0.11214796,0.6331517,-0.24796565,-0.060731634,-0.13364081,1.116477,0.45505232,-0.06537462,-0.11205199,-0.14671578,-0.32987174,-0.25140488,-0.15906872,-0.12754409,-0.14032824,-0.11409981,0.055338185,-0.35897106,-0.4309059,0.031205148,0.3540029,-0.062900975,-0.21368778,-0.14556937,-0.14556937,-0.14556937,-0.14556937,-0.14556937,-0.029161636,-0.028234983,0.028484795,-0.46912256,-0.1779356,-0.29850915,-1.016491,-0.19943407,0.39903677,-0.037423294,-0.05913073,-0.25858256,0.5287964,-0.24809201,0.13891745,-0.13674393,-0.13674393,-0.13674393,-0.13673079,-0.13673079,-0.13673079,-0.13673079,-0.13673079,-0.13673079,-0.13673079,-0.13673079,-0.13673079,-0.13673079,-0.13673079,-0.13673079,-0.13673079,0.2275256,-0.16957097,-0.05805511,-0.13922034,0.4190596,-0.14486007,-0.14236729,-0.14236729,-0.14236729,0.94678456,-0.26251492,-0.16934597,0.05300583,1
-0.044065267,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.13122113,-0.06121572,-0.07577963,-0.05182621,-0.076208994,0.030808432,-0.27748436,-0.052885056,0.01841058,-0.15191728,0.20389967,-0.059945107,-0.37952307,0.69708747,0.6512446,0.28854007,-0.17132993,0.4411795,0.019470807,-0.28428337,0.25909063,0.06904674,0.15874538,0.18127723,-0.17755133,-0.13364081,-0.115279995,0.8707775,-0.1359984,0.062231556,-0.14671578,0.39520693,0.18049057,-0.15906872,-0.12754409,0.28437078,-0.11409981,0.1616404,-0.2137172,-0.027387334,-0.27921748,0.8095123,0.20211896,-0.16713747,-0.29080623,-0.29080623,-0.29080623,-0.29080623,-0.29080623,-0.01022063,-0.1570013,14.362353,0.57429147,-0.1779356,-0.013622768,-0.29745415,-0.19943407,0.13700911,0.11512136,-0.05913073,-0.08794071,0.9445548,0.47200894,1.052962,-0.30295324,-0.30295324,-0.30295324,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,-0.30294007,1.0312005,0.37756115,0.23610483,0.19230793,-0.39922613,-0.14486007,-0.30702174,-0.30702174,-0.30702174,0.67364,0.7804898,-0.16934597,0.7314395,1
-0.044065267,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,22.649546,-0.06306767,-0.06121572,-0.07577963,0.19828409,-0.076208994,-0.16960093,-0.21689154,-0.052885056,21.852411,-0.5208568,0.2924213,-0.059945107,0.15791818,0.043256905,-0.15922388,-0.4286327,0.33194417,-0.0011845735,0.23535821,-0.116693385,0.12950008,0.40122288,0.5163156,0.18587509,-0.15197843,-0.13364081,-0.115279995,0.86256975,-0.10768589,-0.10682833,-0.14671578,-0.16914281,0.47331524,-0.15906872,-0.12754409,0.54843414,-0.11409981,-0.55169183,-0.41683078,1.59252,-0.32065576,0.5460771,-0.030319672,-0.12557629,-0.16335349,-0.16335349,-0.16335349,-0.16335349,-0.16335349,-0.096661575,-0.083685584,-0.2236812,0.99921465,-0.1779356,-0.4094356,0.45640394,-0.19943407,0.006135213,0.071185134,-0.05913073,0.5549827,0.16430457,0.59595555,1.2801468,-0.1570961,-0.1570961,-0.1570961,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,-0.15708295,0.20489043,0.54965675,0.420054,12.537069,0.26494965,-0.14486007,-0.16252905,-0.16252905,-0.16252905,0.26608703,-0.17983316,-0.16934597,-0.59678626,1
-0.044065267,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.14721732,-0.06121572,-0.07577963,-0.22842355,-0.076208994,-0.107341565,-0.0064509343,-0.052885056,-0.12164964,-0.15691838,0.08975626,-0.059945107,-0.23411205,-0.35349026,0.1623359,-0.3681075,-0.18175307,-0.27155596,0.074520655,-0.18602462,-0.06750109,-0.0942927,-0.13882717,-0.06171699,-0.25405714,-0.13364081,-0.115279995,-0.016775088,-0.052199163,-0.11623313,-0.14671578,-0.33533788,0.05438524,-0.15906872,-0.12754409,-0.103956684,-0.11409981,-0.25043398,0.2120249,0.18140076,-0.34075043,-0.21245953,0.15653552,0.036834188,-0.12482125,-0.12482125,-0.12482125,-0.12482125,-0.12482125,-0.09691034,-0.22774604,0.031421293,-0.46233514,-0.1779356,0.05041578,-0.1876476,-0.19943407,-0.32281208,0.048780065,-0.05913073,-0.30736694,-0.48645544,0.30990535,-0.31481168,-0.11299975,-0.11299975,-0.11299975,-0.11298661,-0.11298661,-0.11298661,-0.11298661,-0.11298661,-0.11298661,-0.11298661,-0.11298661,-0.11298661,-0.11298661,-0.11298661,-0.11298661,-0.11298661,0.12633388,-0.26313955,-0.42053127,-0.34434557,-0.11727271,-0.14486007,-0.118845224,-0.118845224,-0.118845224,-0.07155826,-0.65063834,-0.16934597,-0.7920517,0
-0.044065267,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065263,22.57716,-0.06121572,-0.07577963,0.1115251,-0.076208994,-0.26074648,0.36312,-0.052885056,-0.16460103,-0.54123235,-0.16746037,-0.059945107,0.1517899,-0.17907523,-0.02579003,-0.47392565,-0.37168068,-0.16039301,-0.2453451,-0.05863245,-0.5997652,-0.21221425,-0.48702678,-0.09535069,-0.20017968,-0.13364081,-0.115279995,-0.37130883,-0.1614196,0.19251145,-0.14671578,-0.70173997,0.14809848,-0.15906872,-0.12754409,-0.16093627,-0.11409981,-0.19254848,-0.22449556,-0.32639202,0.5224641,-0.31424668,-0.42447466,-0.5004382,-1.1770475,-1.1770475,-1.1770475,-1.1770475,-1.1770475,-0.27275476,-0.20118277,-0.08121106,0.30550662,-0.1779356,0.70378923,0.7665015,-0.19943407,-0.22742215,-0.30464584,-0.05913073,-0.31845015,0.09333515,0.81877357,-0.06793513,-1.3171692,-1.3171692,-1.3171692,-1.3171558,-1.3171558,-1.3171558,-1.3171558,-1.3171558,-1.3171558,-1.3171558,-1.3171558,-1.3171558,-1.3171558,-1.3171558,-1.3171558,-1.3171558,-0.2492124,-0.18699802,0.013773901,-0.36229542,0.6069554,0.42560446,-1.3117498,-1.3117498,-1.3117498,1.2399049,-0.41323197,-0.16934597,0.0031156335,1
