rnaseq_gene__GENE_SNAR-F,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_SCARNA14,rnaseq_gene__GENE_FLJ44082,rnaseq_gene__GENE_PPIAL4B,rnaseq_gene__GENE_HSFX1,rnaseq_gene__GENE_GPHB5,rnaseq_gene__GENE_TEX28,rnaseq_gene__GENE_SCARNA23,rnaseq_gene__GENE_SNORA11B,rnaseq_gene__GENE_CT47A10,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_OR1S2,rnaseq_gene__GENE_MT4,rnaseq_gene__GENE_OR51L1,rnaseq_gene__GENE_FGF6,rnaseq_gene__GENE_OR10AG1,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_MYT1L-AS1,rnaseq_gene__GENE_CT47A11,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_ZMYND19,rnaseq_gene__GENE_SCARNA11,rnaseq_gene__GENE_PSKH2,methylation_gene__GENE_PPP6C,rnaseq_gene__GENE_RBMY2EP,rnaseq_gene__GENE_OR14J1,rnaseq_gene__GENE_CETN1,rnaseq_gene__GENE_OR5B3,methylation_gene__GENE_SLC2A12,methylation_gene__GENE_ATP5E,rnaseq_gene__GENE_TEX13A,rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_CRYGD,methylation_gene__GENE_ADC,methylation_gene__GENE_ZNF764,methylation_gene__GENE_ZNF354A,methylation_gene__GENE_CCNG1,rnaseq_gene__GENE_TECRL,rnaseq_gene__GENE_GOLGA8F,rnaseq_gene__GENE_SCARNA8,methylation_gene__GENE_TMEM63A,methylation_gene__GENE_NES,rnaseq_gene__GENE_OR5AC2,methylation_gene__GENE_SHBG;SAT2,methylation_gene__GENE_U2AF1,methylation_gene__GENE_DDX11,methylation_gene__GENE_DND1,rnaseq_gene__GENE_RNASE9,methylation_gene__GENE_MCFD2,rnaseq_gene__GENE_OR8B12,methylation_gene__GENE_FADS1;MIR1908,rnaseq_gene__GENE_SNAR-C4,methylation_gene__GENE_C19ORF24,rnaseq_gene__GENE_HPVC1,rnaseq_gene__GENE_GPR32,methylation_gene__GENE_NT5C3L,methylation_gene__GENE_UBE2T,rnaseq_gene__GENE_CCDC105,rnaseq_gene__GENE_OR4F5,rnaseq_gene__GENE_F9,rnaseq_gene__GENE_CXORF66,cnv_log2__GENE_RLIM,methylation_gene__GENE_MIR219-1;RING1,cnv_log2__GENE_JPX,cnv_log2__GENE_MIR374C,cnv_log2__GENE_ZCCHC13,cnv_log2__GENE_MIR374A,cnv_log2__GENE_MIR421,cnv_log2__GENE_SLC16A2,cnv_log2__GENE_MIR545,cnv_log2__GENE_MIR374B,cnv_log2__GENE_FTX,cnv_log2__GENE_KIAA2022,rnaseq_gene__GENE_TAAR8,rnaseq_gene__GENE_FAM9A,methylation_gene__GENE_POLR2J2,rnaseq_gene__GENE_IL3,rnaseq_gene__GENE_OR52A5,methylation_gene__GENE_CCNB1,rnaseq_gene__GENE_DUSP21,rnaseq_gene__GENE_RNASE11,rnaseq_gene__GENE_KRTAP10-12,methylation_gene__GENE_PDHX;APIP,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_C10ORF96,rnaseq_gene__GENE_OR4F4,rnaseq_gene__GENE_OR5H14,methylation_gene__GENE_ZNF785,rnaseq_gene__GENE_TMEM174,rnaseq_gene__GENE_WFDC9,methylation_gene__GENE_YAP1,rnaseq_gene__GENE_TCP10,methylation_gene__GENE_ZC3H13,rnaseq_gene__GENE_PSG2,rnaseq_gene__GENE_GYPA,rnaseq_gene__GENE_MAGEB3,methylation_gene__GENE_HMHA1,methylation_gene__GENE_PKN3,methylation_gene__GENE_SPSB3;NUBP2,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.059154127,-0.06100211,-0.06199895,-0.06239218,-0.06263095,-0.06268985,-0.07051628,-0.73033756,-0.92654955,-0.086499214,-0.10144153,-0.3160254,-0.13055657,-0.064649016,-0.07620693,-0.0843408,-0.59819824,-0.60400254,-0.1006545,-0.104859196,-0.124300115,-0.6912404,-0.638212,-0.21172734,-0.88845956,-0.09187428,-0.10746877,-0.07551869,-0.8161039,-0.53620285,-0.082131,-1.088257,-1.0078996,-0.8294619,0.89486927,-0.09052918,-0.53729004,-0.113286406,-0.40604565,-0.06097022,-0.24195568,-0.09131542,-0.19521156,-0.8666286,-0.8606703,-0.07777694,-0.111529574,-0.16356814,-0.08460147,0.025953952,-0.27805135,0.028279757,0.021203464,0.021203464,0.021203464,0.021203464,0.021203464,0.021203464,0.021203464,0.02350696,0.030968264,-0.12829776,-0.21009833,-1.0095325,-0.16054243,-0.095991835,0.011551815,-0.119156815,-0.10883868,-0.097908616,-0.8678718,-0.13281175,-0.080184266,-0.10747062,-0.07120374,-0.6505955,-0.14965495,-0.07853914,-0.49787945,-0.18129501,-1.08272,0.53722715,-0.29331535,-0.1763773,-0.4221449,-0.8824566,-0.73116535,1
-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.059154127,-0.06100211,-0.06199895,-0.06239218,-0.06263095,-0.06268985,-0.07051628,-0.6871326,-0.5143611,-0.086499214,-0.10144153,-0.53280985,-0.13055657,-0.064649016,-0.07620693,-0.0843408,12.846467,-0.6487455,-0.1006545,-0.104859196,-0.124300115,-0.657158,-0.68934643,0.35663694,-0.6542857,-0.09187428,-0.10746877,-0.07551869,-0.82069945,-0.8812181,-0.082131,18.742804,-0.93229735,-0.9139824,0.6917605,-0.09052918,-0.105231665,-0.113286406,-0.08109553,-0.06097022,-0.13570271,-0.09131542,-0.19521156,-0.64476293,-0.95752233,-0.07777694,-0.111529574,-0.16356814,-0.08460147,0.16763222,0.02866147,0.1697866,0.1624093,0.1624093,0.1624093,0.1624093,0.1624093,0.1624093,0.1624093,0.16466326,0.17186207,-0.12829776,1.0759168,-0.8830358,-0.16054243,-0.095991835,-0.19837217,-0.119156815,-0.10883868,-0.097908616,-1.250184,-0.13281175,-0.080184266,-0.10747062,-0.07120374,-0.83131415,-0.14965495,-0.07853914,-0.9667426,-0.18129501,-0.85496485,-0.14480719,-0.29331535,-0.1763773,-0.49996984,-0.702177,-0.57756585,1
-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.059154127,-0.06100211,-0.06199895,-0.06239218,-0.06263095,-0.06268985,-0.07051628,0.12037528,0.57729167,-0.086499214,-0.10144153,0.38567767,-0.13055657,-0.064649016,-0.07620693,-0.0843408,0.19829425,0.18675472,-0.1006545,-0.104859196,-0.124300115,0.20934476,0.11041468,15.622192,-0.08094198,-0.09187428,-0.10746877,-0.07551869,0.24833684,-0.21050213,-0.082131,-0.14790961,0.4485376,1.4219378,0.25803643,-0.09052918,-0.5289134,-0.113286406,0.55332386,-0.06097022,0.27194935,-0.09131542,-0.19521156,-0.10290085,0.36355144,-0.07777694,-0.111529574,-0.16356814,-0.08460147,-0.5269368,-0.2624388,-0.52394205,-0.52984375,-0.52984375,-0.52984375,-0.52984375,-0.52984375,-0.52984375,-0.52984375,-0.52734685,-0.51886123,-0.12829776,-0.21009833,0.45773718,-0.16054243,-0.095991835,0.30197206,-0.119156815,-0.10883868,-0.097908616,0.63156396,-0.13281175,-0.080184266,-0.10747062,-0.07120374,0.29443195,-0.14965495,-0.07853914,0.7146053,-0.18129501,0.4253788,-0.14480719,-0.29331535,-0.1763773,0.5020193,0.26971003,0.30735794,1
-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.059154127,-0.06100211,-0.06199895,-0.06239218,-0.06263095,-0.06268985,-0.07051628,-0.88844246,-0.7850561,-0.086499214,-0.10144153,-0.5626853,-0.13055657,-0.064649016,-0.07620693,-0.0843408,-0.7100265,-0.6244834,-0.1006545,-0.104859196,-0.124300115,-1.2324812,-1.0827137,-0.19979395,-0.5915938,-0.09187428,-0.10746877,-0.07551869,-0.643889,-0.82473445,-0.082131,-1.0926623,-1.1500893,-1.124856,0.4006028,-0.09052918,-0.30274245,-0.113286406,-0.33658138,-0.06097022,-0.4069387,-0.09131542,-0.19521156,-0.74589294,-0.9207495,-0.07777694,-0.111529574,-0.16356814,9.409887,-0.17792451,-0.44249415,-0.17535204,-0.1819952,-0.1819952,-0.1819952,-0.1819952,-0.1819952,-0.1819952,-0.1819952,-0.1796204,-0.17178135,-0.12829776,-0.21009833,-1.2788552,-0.16054243,-0.095991835,-0.0031062656,-0.119156815,-0.10883868,-0.097908616,-1.2900003,-0.13281175,-0.080184266,-0.10747062,-0.07120374,-1.0065262,-0.14965495,-0.07853914,-1.1244122,-0.18129501,-0.6205628,-0.14480719,-0.29331535,0.9774957,-1.0008429,-0.9131981,-0.6318266,1
-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.044280745,-0.04428074,-0.044280745,-0.04428074,-0.059154127,-0.06100211,-0.06199895,-0.06239218,-0.06263095,-0.06268985,-0.07051628,-0.7808165,-0.52972156,-0.086499214,-0.10144153,-0.96990347,6.388056,-0.064649016,-0.07620693,-0.0843408,-0.51500314,-0.68851167,-0.1006545,-0.104859196,-0.124300115,-1.0186176,-0.7462207,-0.30696583,-0.61712307,-0.09187428,1.7787843,-0.07551869,-0.9749409,0.15835862,-0.082131,-1.0623995,-1.0953597,-1.1275482,0.18922195,-0.09052918,-0.3413686,-0.113286406,-0.26069924,-0.06097022,-0.28166935,-0.09131542,-0.19521156,-0.75536054,-0.78081864,-0.07777694,-0.111529574,-0.16356814,-0.08460147,0.008676113,-0.35231224,0.011022823,0.0039832355,0.0039832355,0.0039832355,0.0039832355,0.0039832355,0.0039832355,0.0039832355,0.006292774,0.01378609,7.9731913,-0.21009833,-0.9046179,-0.16054243,-0.095991835,0.12996416,-0.119156815,-0.10883868,-0.097908616,-0.9482802,7.063589,-0.080184266,-0.10747062,-0.07120374,1.0314971,-0.14965495,-0.07853914,-0.8938141,-0.18129501,-1.1953504,-0.14480719,-0.29331535,1.3555517,-0.4269129,-0.741767,-0.65406024,1
