rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_CT47A9,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_PRLH,rnaseq_gene__GENE_TEX28,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_OR4S2,rnaseq_gene__GENE_TTTY6B,methylation_gene__GENE_DGUOK,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_DEFB110,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_SNAR-C4,methylation_gene__GENE_MYO6,methylation_gene__GENE_CDC42,methylation_gene__GENE_ZNF296,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_HIC1,methylation_gene__GENE_ACPL2,methylation_gene__GENE_C16ORF80,rnaseq_gene__GENE_KRTAP20-3,methylation_gene__GENE_SRD5A1;NSUN2,methylation_gene__GENE_RAB6B,rnaseq_gene__GENE_CT47A1,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_GPT2,methylation_gene__GENE_PTDSS1;MTERFD1,methylation_gene__GENE_NIPSNAP1,rnaseq_gene__GENE_DEFB115,rnaseq_gene__GENE_OR5D16,methylation_gene__GENE_ZNF787,methylation_gene__GENE_ZBTB12,methylation_gene__GENE_TRIB3,methylation_gene__GENE_AZIN1,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_RPLP2,methylation_gene__GENE_C9ORF3,methylation_gene__GENE_PNPLA6,rnaseq_gene__GENE_OR7D4,rnaseq_gene__GENE_DEFA6,methylation_gene__GENE_NRCAM,methylation_gene__GENE_TP53I11,methylation_gene__GENE_TKT,methylation_gene__GENE_FADS1;MIR1908,methylation_gene__GENE_SLC25A29;MIR345,methylation_gene__GENE_PLEKHJ1;SF3A2,methylation_gene__GENE_SLC35B1,methylation_gene__GENE_PREB,methylation_gene__GENE_RASA1,rnaseq_gene__GENE_DEFB118,methylation_gene__GENE_GGCT,methylation_gene__GENE_TMEM141,rnaseq_gene__GENE_PTH,methylation_gene__GENE_CISD2;UBE2D3,methylation_gene__GENE_C17ORF59,methylation_gene__GENE_B3GNTL1,rnaseq_gene__GENE_SSX3,methylation_gene__GENE_MIR1181;CDC37,methylation_gene__GENE_LPHN1,methylation_gene__GENE_ACADM,methylation_gene__GENE_CASKIN2;TSEN54,rnaseq_gene__GENE_BHLHE23,methylation_gene__GENE_TMEM160,rnaseq_gene__GENE_GK2,methylation_gene__GENE_RAB40B,rnaseq_gene__GENE_DEFA5,methylation_gene__GENE_ZNF354A,methylation_gene__GENE_SNN,methylation_gene__GENE_SLC16A1,methylation_gene__GENE_CWF19L2,methylation_gene__GENE_SIK3,rnaseq_gene__GENE_CSHL1,methylation_gene__GENE_DPP7,methylation_gene__GENE_EIF6,methylation_gene__GENE_ZCCHC11,methylation_gene__GENE_LSM12,methylation_gene__GENE_NIPA1,methylation_gene__GENE_SYPL1,methylation_gene__GENE_ERCC5,methylation_gene__GENE_SNORD43;RPL3,methylation_gene__GENE_CXXC1;MBD1,rnaseq_gene__GENE_OR8H1,rnaseq_gene__GENE_KRTAP4-3,rnaseq_gene__GENE_KRT28,methylation_gene__GENE_ZNF444,rnaseq_gene__GENE_OR2T12,rnaseq_gene__GENE_OR6B1,methylation_gene__GENE_ARG2,rnaseq_gene__GENE_LINC01020,rnaseq_gene__GENE_OR4F6,methylation_gene__GENE_PAK1,methylation_gene__GENE_ARL6IP5,rnaseq_gene__GENE_SNORA54,methylation_gene__GENE_SCAMP2,rnaseq_gene__GENE_C15ORF43,methylation_gene__GENE_USP13,methylation_gene__GENE_HNRPA1L-2;HNRNPA1,methylation_gene__GENE_FIZ1;ZNF524,methylation_gene__GENE_SH2B3,methylation_gene__GENE_U2AF2,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,22.649546,-0.07858033,-0.054619074,-0.05913073,-0.061869785,-0.06227874,-0.22966444,0.040584613,-0.04728271,-0.076208994,0.17401391,-0.101136066,-0.05662224,-0.05375852,-0.48290044,-0.090574324,-0.059945107,0.04412027,-0.017973538,-0.21787235,0.07027014,-0.05610869,-0.07671373,-0.3256126,0.45639792,-0.0024046528,0.23956268,-0.23476811,0.6331517,0.2231541,-0.2798297,-0.12458608,1.116477,0.019435743,-0.060731634,0.35215423,-0.06537462,-0.32987174,-0.25140488,0.14596997,0.0810313,-0.14032824,-0.11409981,0.3540029,0.0673253,-0.15906872,0.58144486,-0.062900975,0.09706123,-0.1779356,0.011305516,-0.21069829,-0.028234983,0.103461765,-0.105781555,-0.25202683,-0.121449016,-0.037423294,-0.13364081,-0.24809201,0.06917891,-0.25858256,-1.016491,0.4241089,-0.11265257,0.110605225,0.5287964,0.13891745,-0.3115141,0.2275256,0.94678456,0.21077196,-0.11004478,-0.34002385,-0.08857027,-0.10047635,-0.14486007,0.53561926,-0.09117372,-0.0807927,0.05300583,-0.12378662,-0.11701565,0.40906838,0.31675476,-0.115679696,-0.3247553,-0.14671578,-0.0010847733,0.44169927,0.21326984,-0.13461201,0.43210554,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.13122113,-0.054619074,-0.05913073,-0.061869785,-0.06227874,-0.010684008,-0.17879976,-0.013377459,-0.076208994,0.030808432,-0.27748436,-0.06425393,-0.05375852,-0.15191728,-0.31684396,-0.059945107,0.6512446,-0.11199295,0.28854007,-0.10906779,-0.05610869,-0.07671373,-0.17132993,0.25909063,-0.26294208,0.023130786,0.019470807,0.15874538,-0.023250826,-0.23137905,-0.12458608,-0.115279995,-0.18181695,-0.17755133,-0.05744809,-0.1359984,0.39520693,0.18049057,0.29641274,-0.080992565,0.28437078,-0.11409981,0.8095123,-0.051559594,-0.15906872,1.5403981,0.20211896,-0.026841817,-0.1779356,0.26388434,-0.4522121,-0.1570013,-0.18821134,-0.105781555,0.1073356,-0.121449016,0.11512136,-0.13364081,0.47200894,0.29127577,-0.08794071,-0.29745415,0.70624715,-0.11265257,0.048309334,0.9445548,1.052962,0.46254846,1.0312005,0.67364,0.14567374,-0.056772817,-0.22014168,-0.08857027,-0.10047635,-0.14486007,0.31070557,-0.09117372,-0.0807927,0.7314395,-0.12378662,-0.11701565,0.2600903,0.54337376,-0.115679696,0.3688278,-0.14671578,-0.024949707,-0.043212805,-0.0068157166,5.5385656,0.84121716,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,0.025011983,-0.054619074,-0.05913073,-0.061869785,-0.06227874,-0.08554686,0.38404068,0.36624193,-0.076208994,0.20269956,0.40589848,0.23628655,-0.05375852,0.9558643,-0.086173855,-0.059945107,-0.36070618,0.13448404,0.33553958,-0.09866817,-0.05610869,-0.07671373,-0.083801635,0.7569919,-0.33937678,0.86982375,0.9978126,0.47073302,0.3436889,-0.020874357,0.77529156,-0.115279995,0.18805186,-0.058527637,0.27549875,0.1014195,0.8842545,0.5510068,0.18825924,-0.2531166,1.0589061,-0.11409981,0.18638188,0.11614635,-0.15906872,-0.16346632,0.16444701,0.42893887,-0.1779356,0.052248225,0.54427683,0.20288216,0.10362501,-0.105781555,0.7139329,-0.121449016,0.6216804,-0.13364081,0.034536224,-0.10698877,0.22098807,-0.43452552,-0.27771002,-0.11265257,0.039879918,0.95070875,0.28605083,0.63680226,0.30547377,0.8917576,0.19420335,0.13207911,-0.6125487,-0.08857027,-0.10047635,-0.14486007,0.60573584,-0.09117372,-0.0807927,1.2851707,-0.12378662,-0.11701565,-0.02254596,0.026631368,-0.115679696,0.6909935,-0.14671578,0.011475828,-0.23085819,0.49126062,-0.27488732,0.2540272,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,22.57716,-0.054619074,-0.05913073,-0.061869785,-0.06227874,-0.13935201,-0.18923385,-0.0068718516,-0.076208994,-0.26074648,0.36312,0.33568817,-0.05375852,-0.54123235,-0.16147372,-0.059945107,-0.02579003,-0.04658748,-0.47392565,0.50966614,-0.05610869,-0.07671373,-0.37168068,-0.5997652,0.04216785,-0.18499881,-0.2453451,-0.48702678,-0.25117907,-0.0657215,-0.12458608,-0.115279995,-0.40112397,-0.20017968,-0.14109173,-0.1614196,-0.70173997,0.14809848,-0.77023566,1.1207323,-0.16093627,-0.11409981,-0.31424668,0.28105685,-0.15906872,-0.46232137,-0.42447466,0.015113788,-0.1779356,0.31846586,-0.34062546,-0.20118277,-0.19906662,-0.105781555,-0.61326844,-0.121449016,-0.30464584,-0.13364081,0.81877357,0.8844607,-0.31845015,0.7665015,0.35745052,-0.11265257,-0.44550347,0.09333515,-0.06793513,-0.6128678,-0.2492124,1.2399049,-0.08662381,0.21687737,0.3626453,-0.08857027,-0.10047635,0.42560446,0.08151122,-0.09117372,-0.0807927,0.0031156335,-0.12378662,-0.11701565,-0.41131476,-0.2671743,-0.115679696,-0.580054,-0.14671578,-0.21968706,1.6473897,-0.022506882,-0.17166212,-0.43307108,1
-0.044065267,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.014757961,-0.054619074,-0.05913073,-0.061869785,-0.06227874,-0.13584803,0.2215824,0.3501614,0.98412716,0.09069368,-0.2232188,0.23715393,-0.05375852,0.6446471,-0.025694774,-0.059945107,0.06958695,-0.18810304,0.8228489,0.1426412,-0.05610869,-0.07671373,-0.1547675,0.32561365,-0.14925936,0.6365933,0.056880694,-0.05999517,-0.165102,0.091714166,-0.12458608,-0.115279995,0.4358272,0.124843895,0.34849346,-0.0687741,0.33081737,0.5106974,0.12634338,0.13729237,-0.00089115766,-0.11409981,-0.13438453,0.6928898,-0.15906872,1.1371717,0.35392275,0.040927697,-0.1779356,0.07976182,0.31899062,0.10510191,0.44944233,-0.105781555,0.4283426,-0.121449016,4.121698,0.37890273,0.0423214,0.12532634,0.25074264,0.13564609,0.6676433,-0.11265257,0.7840979,0.82445484,0.3734606,0.014740129,0.8890245,1.0643959,0.312566,0.13971558,0.16167581,-0.08857027,-0.10047635,-0.14486007,0.7028765,-0.09117372,-0.0807927,-0.04045788,-0.12378662,2.689256,0.4247568,0.41913983,-0.115679696,1.2662222,-0.14671578,0.33040887,-0.64020497,0.46136674,0.0492187,1.2123486,1
