methylation_gene__GENE_S1PR2,methylation_gene__GENE_NHEDC2,methylation_gene__GENE_FAM55C,methylation_gene__GENE_C1ORF216,methylation_gene__GENE_FDFT1,methylation_gene__GENE_EFHC1,methylation_gene__GENE_ADH5,methylation_gene__GENE_ZNF33B,methylation_gene__GENE_C14ORF80,methylation_gene__GENE_GOLIM4,methylation_gene__GENE_LPCAT1,methylation_gene__GENE_CLIC4,methylation_gene__GENE_BCL7A,methylation_gene__GENE_DNMT3B,methylation_gene__GENE_HEXB,methylation_gene__GENE_THUMPD3,methylation_gene__GENE_MAN2A1,methylation_gene__GENE_SIKE1,methylation_gene__GENE_KIF15;KIAA1143,methylation_gene__GENE_ICA1L,methylation_gene__GENE_MRPS17,methylation_gene__GENE_SLC22A4,methylation_gene__GENE_SIN3A,methylation_gene__GENE_LLPH,methylation_gene__GENE_ZNF747,methylation_gene__GENE_DNAJC18,methylation_gene__GENE_OSBPL8,methylation_gene__GENE_KIAA0101,methylation_gene__GENE_GEMIN6,methylation_gene__GENE_HSPBP1,methylation_gene__GENE_USPL1,methylation_gene__GENE_BRI3,methylation_gene__GENE_UBE2L6,methylation_gene__GENE_GPRIN1,methylation_gene__GENE_BET1,methylation_gene__GENE_PRKAG2,methylation_gene__GENE_TSPAN12,methylation_gene__GENE_HERC5,methylation_gene__GENE_CLTCL1,methylation_gene__GENE_BLVRA,methylation_gene__GENE_UQCRB,methylation_gene__GENE_NEO1,methylation_gene__GENE_APLP2,methylation_gene__GENE_FUCA1,methylation_gene__GENE_CNPY3,methylation_gene__GENE_PTPN12,methylation_gene__GENE_NCK1,methylation_gene__GENE_FIBCD1,methylation_gene__GENE_DLX2,methylation_gene__GENE_RNF17,methylation_gene__GENE_LHX4,methylation_gene__GENE_CASD1,methylation_gene__GENE_SH3RF2,methylation_gene__GENE_WWOX,methylation_gene__GENE_C3ORF59,methylation_gene__GENE_HOMER1,methylation_gene__GENE_LIF,methylation_gene__GENE_SMARCA4,methylation_gene__GENE_MITF,methylation_gene__GENE_KLHL7,methylation_gene__GENE_NAAA,methylation_gene__GENE_ATP6V1C1,methylation_gene__GENE_ITPR1,methylation_gene__GENE_HACE1,methylation_gene__GENE_POLR1B,methylation_gene__GENE_MDH1B;FASTKD2,methylation_gene__GENE_MAP4K4,methylation_gene__GENE_C1ORF85,methylation_gene__GENE_SLC35F2,methylation_gene__GENE_BBX,methylation_gene__GENE_H3F3B,methylation_gene__GENE_MIR548G;C3ORF26,methylation_gene__GENE_CYP39A1;SLC25A27,methylation_gene__GENE_CRIP2,methylation_gene__GENE_RAI14,methylation_gene__GENE_E2F5,methylation_gene__GENE_MARCH8,methylation_gene__GENE_KLHL32,methylation_gene__GENE_USF1,methylation_gene__GENE_ACPL2,methylation_gene__GENE_MSRB2,methylation_gene__GENE_GAS2L1,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_GALNT11,methylation_gene__GENE_C19ORF2,methylation_gene__GENE_SSBP2,methylation_gene__GENE_SBNO1,methylation_gene__GENE_NAA20,methylation_gene__GENE_ZNF507,methylation_gene__GENE_FHIT,methylation_gene__GENE_ZNF277;DOCK4,methylation_gene__GENE_FCHSD2,methylation_gene__GENE_NDUFB8,methylation_gene__GENE_CAMK2D,methylation_gene__GENE_TMEM67,methylation_gene__GENE_FKBPL,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_HEY1,methylation_gene__GENE_RFXAP,methylation_gene__GENE_UBE2Q2,target
-0.1811715,-0.1737857,-0.21857429,0.09694378,-0.13344458,-0.19894968,-0.01720053,-0.052787606,-0.12293833,-0.10177632,0.053683452,0.38851297,-0.06592238,-0.06935662,-0.11817958,-0.3570381,-0.27869058,-0.10577587,0.12312337,-0.06847036,-0.15004455,-0.32595962,-0.26547843,0.10726592,-0.54325694,-0.312726,-0.01982568,-0.29442933,-0.13384826,-0.3963385,6.7637315,0.026650878,0.080399185,-0.27053738,0.115123615,-0.28631777,-0.1932865,-0.04902227,-0.39939028,-0.33818287,0.20047063,-0.17066048,-0.15809728,-0.33605233,-0.39827892,-0.24084288,-0.4865477,-0.18907048,0.00031559955,0.29620838,0.5295309,-0.3087741,-0.6310984,-0.22395378,-0.21540082,-0.6624402,0.42451644,-0.52643824,-0.2404783,-0.291063,-0.7764345,-0.6239479,0.116447285,-0.2134586,-0.47224715,0.13051352,-0.35457915,-0.5041818,0.60950226,-0.38772103,-0.34924832,-0.14569464,-0.7148396,0.0034763548,-0.24511774,0.0070614517,0.14799772,-0.12425787,-0.26906514,0.33996645,-0.025400717,-0.30418417,-0.2913015,-0.4442524,-0.3637662,-0.16831948,0.027214156,-0.0008412564,-0.73552066,-0.42199066,-0.11446608,0.024146266,-0.44478142,-0.020381238,-0.1377819,-0.5844573,-0.12790692,-0.38897482,-0.19379133,-0.039591152,1
-0.057850618,-0.06355351,0.060538683,-0.18198988,-0.01696369,0.08656763,0.13992615,-0.22546056,0.20701627,0.045828372,-0.08429808,-0.15774499,0.14986381,0.028556513,-0.06074021,0.01298286,0.0009847824,-0.24010433,-0.18666649,-0.14062953,0.29312512,-0.002801545,0.43049416,-0.22236025,-0.08654143,-0.16915062,0.012839815,0.000558663,-0.31234035,-0.36904627,-0.029975645,-0.24474142,0.25999323,-0.07590293,-0.034857582,0.047317095,1.237881,0.033285465,0.050745312,-0.4205269,-0.23537031,0.035515964,0.01744652,12.181988,-0.014803887,0.17643495,0.19063309,-0.29779017,-0.15354429,0.09670681,0.16994435,0.116091214,-0.19820073,-0.22684553,-0.06936423,0.10780176,0.31832343,0.21852292,-0.46589118,-0.16064069,0.13658528,-0.22378892,-0.11698004,-0.03513606,11.571389,0.02622118,-0.2372233,2.0682127,-0.26283646,-0.009762806,0.1207344,-0.23845923,0.36378267,-0.06750488,-0.095740974,0.8203122,0.0099736545,5.3165426,-0.5874716,0.040336404,0.29547837,-0.5186344,0.02561583,-0.20739777,1.1228876,-0.1993305,0.33481616,-0.0037879946,0.1358055,0.6027473,0.13444477,1.118999,0.568513,0.35329092,-0.12326146,-0.13373536,-0.12790692,-0.35901433,-0.045697935,0.6398255,1
0.015733717,-0.011410854,-0.028860865,-0.12704292,-0.027062958,-0.1273062,0.11602111,-0.18525508,0.007448235,-0.19787784,0.060664643,-0.10609361,-0.042941783,-0.10402138,13.174102,13.144105,-0.10956645,-0.10366374,-0.20836438,0.11120217,-0.07089972,-0.063798696,-0.039877746,-0.18756886,-0.017544039,-0.20777331,0.32981402,-0.006931759,-0.105534144,-0.06176113,-0.18303716,-0.029776165,12.713695,-0.028784454,-0.17452335,-0.27212894,-0.061496593,0.18571626,-0.029984025,0.09387151,-0.42572635,-0.10111455,0.34274152,-0.4090264,0.20681939,0.22890152,0.6593804,-0.164073,-0.4247786,-0.33014488,-0.24369359,-0.30265027,5.1463795,-0.09444048,0.4351133,0.27755395,0.03553216,0.21612439,-0.04604011,-0.1811731,5.9612465,0.7186471,-0.20784178,-0.0457548,0.33357394,-0.011542507,0.60915035,-0.009841709,-0.15102369,0.85121965,-0.04458963,-0.38859248,0.095847346,0.018943487,-0.10260929,0.21726845,-0.5241509,-0.020524789,0.45690498,-0.524178,0.5270789,-0.03572495,1.2699463,-0.09144839,0.43336934,-0.11554425,0.5978708,0.13834606,0.15282358,-0.368195,0.16398408,0.04917249,0.15268537,0.05115587,-0.15019517,0.07455257,-0.12790692,0.32007217,-0.005239438,-0.21851143,0
-0.16014312,-0.12778373,-0.18672615,0.064032495,-0.19022052,-0.12873681,-0.22037664,-0.25294772,0.013261898,-0.26166838,0.063205376,-0.10797654,-0.2463025,-0.07725674,-0.17901891,-0.056527365,-0.2580417,-0.32496786,-0.36419675,-0.26861936,-0.21948795,-0.18886909,-0.18819124,-0.18975584,-0.36842754,-0.4100699,-0.13950385,12.843907,-0.2749479,-0.2589643,-0.34656212,-0.1463834,-0.102282666,-0.18480426,-0.29615602,-0.26710337,-0.53767663,-0.10645457,3.0728154,-0.61675125,0.1307461,0.003970559,-0.17474985,0.24380523,0.24307905,0.06897266,-0.3210967,-0.024301503,-0.33355474,0.19917315,-0.19821258,-0.08343012,-0.45259982,-0.48934317,-0.39761376,-0.17436506,0.012429111,-0.14509676,-0.17016846,0.4916403,-0.13395317,-0.1285002,-0.08842425,-0.12844944,-0.5525898,-0.27395067,-0.5008261,-0.13041522,-0.41826352,-0.27199557,-0.27367532,2.7972639,1.1043372,-0.38863966,-0.15167028,-0.11848394,-0.24564958,0.26132545,-0.5492927,-0.16341151,0.41895297,-0.6665694,-0.13544208,-0.35714063,0.34652367,-0.009129552,0.63923305,-0.7769905,-0.7017679,10.136441,-0.20412403,-0.030649329,0.11059185,-0.25059688,-0.21856315,-0.30553523,-0.12790692,-0.9712018,-0.18737467,0.024236768,0
-0.15445718,-0.14258598,-0.05997771,-0.07108028,-0.119550824,-0.033812672,-0.12854779,-0.12689817,-0.17600775,-0.025885742,0.11843195,-0.1754607,-0.04283694,0.016444419,0.02474854,0.01125466,-0.20344493,-0.24141131,-0.32190746,-0.14281458,-0.11665585,-0.0689458,-0.00560355,-0.29099464,-0.3946161,-0.21170296,-0.13437457,-0.30140805,-0.096228644,0.08664608,0.042827018,-0.21687299,0.0237749,-0.1879951,-0.2355868,-0.044631455,0.75564253,0.437868,-0.25124857,0.076681636,-0.3525517,-0.17158927,-0.21721767,-0.10196216,-0.43892795,-0.01653058,0.10852226,-0.108697586,-0.49442062,0.17685686,-0.19225,0.24280207,-0.73087937,-0.10597821,-0.25362164,0.29975107,-0.30913526,-0.34710348,-0.09445425,-0.49440306,-0.20329149,-0.42233822,-0.3626942,-0.061542448,-0.25815466,-0.28500193,-0.23803224,0.37087765,-0.3318086,0.36139104,-0.1501636,-0.4795628,0.25438553,-0.122688875,0.039868448,-0.55049366,-0.7030429,-0.31353402,-0.25948185,-0.24044596,-0.18305086,-0.2853152,-0.015810732,-0.15913,-0.083046384,-0.43501836,0.45664576,-0.47035927,0.29466295,0.75092924,0.34570795,-0.06785756,0.4895545,-0.017991515,-0.07299132,-0.017268673,-0.12790692,-0.4709843,-0.07956454,-0.25446844,0
-0.12407668,-0.1550431,-0.052796666,-0.05480137,0.0063226596,-0.29007378,-0.050880395,-0.25798324,-0.004910185,-0.03379189,0.26972097,0.013705417,-0.25643477,-0.08244564,-0.06833224,0.11858968,-0.24742706,0.016813625,-0.36952484,-0.2258911,-0.23316461,-0.14167626,-0.36236137,-0.10485086,0.1655836,-0.3870501,-0.16431865,-0.28005132,-0.24530165,-0.10879334,-0.049070816,-0.3273518,-0.22980945,-0.1730233,-0.19947436,-0.1789283,-0.2045142,-0.29568645,-0.15260987,0.24161285,-0.116505675,0.09730893,-0.36250922,-0.21055228,-0.5813915,-0.4268125,0.14377345,-0.3596246,-0.3742929,0.12972417,0.05058926,-0.41649956,-0.041982986,-0.14331056,-0.46179512,0.244864,-0.24474972,0.034833923,-0.5035729,-0.5975748,-0.63952935,-0.139509,-0.34953353,-0.2558989,-0.4921369,-0.27335864,-0.50253725,-0.11266654,-0.22296624,-0.41195804,-0.03351497,-0.11932772,0.2742584,0.10865799,-0.2082385,-0.007978119,-0.5914433,-0.50848764,-0.6181154,-0.21852975,0.47553512,0.268559,-0.24382532,0.08955945,0.37868217,-0.31980127,0.28406447,0.0969546,-0.03246461,-0.82347983,-0.471548,-0.029860543,-0.18162316,-0.091382496,-0.058712352,0.10032934,-0.12790692,-0.22210991,-0.08373256,-0.3993574,1
-0.08589794,-0.15457666,-0.20994994,0.122032724,0.065674424,-0.13862738,0.08593787,0.39908993,-0.05660345,-0.023368977,-0.3443099,-0.011371638,0.07006316,-0.15569538,0.24063237,0.5748222,-0.27632278,0.15185755,-0.084545515,0.22611496,-0.09774635,0.19569677,0.18688144,0.34094864,-0.23592626,-0.023749381,0.28050688,0.5719339,-0.047778726,0.35164797,0.49133757,0.23351192,-0.44104543,-0.021802304,0.4004897,-0.25917622,-0.24710348,0.12522534,-0.0959783,-0.44275743,0.012300514,0.12534466,-0.18494125,0.1544738,0.25019622,-0.17567652,-0.06843569,-0.41308233,0.1455155,0.3052423,-0.24297254,0.008264558,0.6820756,-0.43990034,-0.040075075,-0.18986557,0.22174565,-0.56256074,0.16925755,-0.0146484,-0.3380191,0.115688294,0.55299294,0.36776286,-0.043999325,-0.29627714,-0.056784477,-0.20199402,0.059951268,0.5626646,0.073991366,0.2447808,-0.1983097,-0.15594268,-0.15143739,0.49473417,0.64236754,0.030107703,0.124788165,-0.17499691,0.4992523,0.21582307,-0.42336896,-0.4542948,-0.2117788,0.6637923,0.5020628,0.58380276,-0.18512718,-0.09665,-0.4882589,0.06784311,-0.25238305,0.19390655,0.057926018,0.50532794,-0.12790692,-0.36270759,0.013678728,0.05072218,1
-0.022370258,-0.10593575,0.06280723,0.14117183,-0.007946095,-0.044630487,-0.089409165,0.09097786,0.23546395,-0.073564544,0.34732863,-0.10689738,0.057626896,-0.014924489,-0.031258203,-0.28747463,0.094557375,0.1971657,0.54002887,0.046722535,0.1655009,0.016358959,0.251544,-0.17077379,-0.080886364,-0.018281827,0.43356,0.3637168,0.044639926,-0.006428342,-0.21325023,-0.13200542,0.39067513,0.051879626,0.110291556,-0.17321849,0.48429433,-0.14094353,0.0567443,0.58025056,-0.44302014,0.0010229253,0.16879076,-0.04461623,0.2055373,0.06527136,0.04953544,0.14692003,0.88390434,0.23789634,0.03638191,0.28505045,-0.015817218,0.14779064,0.44846836,0.31086972,0.26276252,0.3479931,0.16384691,0.25141165,0.2065673,-0.17907347,-0.014951354,0.101730116,1.1593152,0.053979103,0.38651758,-0.16451962,0.3828176,0.26850083,12.334211,0.19284044,0.07177596,0.53519857,-0.036653347,-0.08045995,0.27909502,-0.08986759,0.53514147,-0.25777856,0.34453967,0.1710355,1.0902479,0.29724592,-0.041789643,-0.12130878,0.50753415,-0.009749487,0.13481227,0.09307953,0.37243652,-0.045867924,-0.023962738,-0.023087049,-0.07263279,-0.003192969,-0.12790692,0.14651856,0.045592558,0.18770868,1
0.03984867,-0.124602064,-0.07319661,0.02052351,-0.1531613,0.19087406,-0.06772446,-0.14886408,0.11299425,-0.13337979,-0.073165305,-0.053586874,-0.028648319,-0.05700762,-0.061119642,0.12152371,13.028462,-0.08908168,0.2848447,-0.09700446,0.206262,-0.009067889,0.14763851,-0.25901812,-0.10185527,0.08917924,0.16338652,0.20447357,-0.20433977,0.09744613,-0.14073448,-0.035215143,0.3364499,-0.23191182,0.1612708,-0.014267885,-0.101591036,-0.15722336,0.10514105,0.53105986,-0.07275239,-0.4428057,-0.2122498,-0.32331994,-0.21778448,0.21410938,-0.5684837,-0.15414536,0.014628867,0.27149564,-0.025647165,-0.08089264,0.22509879,0.38903275,0.39338708,0.5307888,-0.48898122,-0.2082021,-0.4752434,-0.016139263,-0.47863907,2.1450646,-0.16909279,-0.06934016,0.25470063,-0.21088102,0.50410193,7.8986006,-0.24901499,-0.032498345,-0.32848436,-0.30809295,-0.27272633,0.495038,1.5968375,-0.23470604,-0.21023183,-0.075514086,-0.22557393,0.053305242,0.38915765,-0.030725574,0.43755737,-0.28713474,1.6101096,-0.3237831,0.5326976,-0.02338032,0.1398885,-0.48433998,-0.53325814,0.056943476,0.5385647,-0.15970805,-0.043066517,0.46882877,-0.12790692,-0.010665377,0.100890696,-0.28968763,1
-0.12353987,-0.02076237,-0.029021963,0.020898635,-0.14238504,-0.029773893,-0.097862884,-0.21686007,-0.05389043,-0.06134434,-0.17266111,-0.2148816,-0.1311097,-0.1403699,-0.31064054,-0.24932478,-0.19846281,-0.17117615,-0.010304247,0.17083658,-0.06981432,-0.032156773,-0.3481368,-0.23024914,-0.016628778,-0.1177716,-0.17655061,-0.33134592,-0.28645423,-0.24623361,-0.1074942,-0.33000797,-0.2460299,-0.29066402,-0.22356738,0.65296966,-0.47491813,-0.2147845,-0.059782486,0.11351762,-0.37564784,0.016507026,-0.40608105,0.2504819,-0.28281936,1.6881404,-0.03990312,-0.3089593,-0.2986726,0.28552604,-0.27514997,0.73553616,-0.17574877,-0.17057064,1.3409742,-0.101667,-0.35230017,-0.26075357,0.036663588,0.3557117,0.17698905,0.21031335,-0.29045975,-0.20709784,-0.31793433,-0.35052902,-0.050520923,-0.17273468,-0.040527288,-0.489167,-0.29911155,0.6863835,0.3871909,-0.140184,-0.16841021,-0.30484843,-0.24038811,-0.3978453,-0.10853337,-0.30822608,-0.49086514,-0.3283307,0.6781723,-0.006796301,0.04759477,-0.49721375,0.25991324,0.1550214,-0.7760452,-0.31983042,0.85835683,-0.25161427,-0.043130666,-0.34485576,0.62799156,-0.5531884,-0.12790692,-0.31704918,-0.05298721,3.8820574,1
-0.21488595,-0.26403916,-0.20044325,-0.15696578,-0.14161317,-0.2580751,-0.1479047,-0.26126125,-0.035361774,-0.32695165,0.10148039,-0.20175593,13.119064,-0.112019904,-0.32819563,-0.19313844,-0.3159303,-0.25420156,-0.2733746,-0.3466032,-0.29316127,-0.2994065,-0.22074015,-0.18514667,-0.20178469,-0.47924533,-0.41012064,-0.26954415,-0.38392732,-0.5396767,-0.11713072,-0.36276263,-0.11093095,-0.075299434,-0.44547382,2.515318,-0.5681668,-0.121565215,-0.33895746,-0.3972603,0.08490572,-0.05216321,0.5688645,-0.270328,-0.25203294,-0.358443,-0.109039746,-0.316324,-0.13147765,-7.0351205,-0.18638569,0.16943732,-0.09322786,-0.25986075,-0.69617724,1.1463548,-0.19545357,-0.63239515,-0.45957202,-0.4819053,-0.42418686,0.30804753,-0.48602986,-0.30887893,-0.85323876,-0.2014928,-0.29997092,-0.17279865,-0.4690934,-0.2815079,-0.21790087,-0.66836774,-0.5595779,0.23447083,-0.31073943,-0.3271472,-0.8132706,-0.29891092,-0.45352626,-0.07248128,-0.601497,-0.3230937,-0.46137285,0.06075044,-0.38667026,-0.44242617,-0.42233136,-0.93435544,-0.033019375,-0.65101683,-0.5803363,-0.20832467,-0.45644483,-0.6933036,-0.32556155,-0.70343184,11.988398,-0.8516514,-0.25954252,-0.48105708,1
-0.17414652,-0.20248373,-0.10002291,-0.2378333,-0.19602863,0.1374756,-0.119516484,-0.27933326,-0.24849693,-0.12980807,-0.08756288,-0.25133607,-0.18031417,-0.12137739,-0.119334824,-0.1541038,-0.20554675,-0.1054412,-0.2075969,-0.16943258,-0.016849361,-0.21168342,-0.07534623,-0.20448437,-0.17797183,0.040833317,-0.2976007,-0.25939596,-0.17437173,12.809915,-0.22174278,-0.36311543,-0.27866203,-0.12447618,-0.42125002,-0.2852641,-0.38867307,-0.16081123,-0.064942166,-0.22257118,-0.2840775,-0.05464352,-0.53487134,-0.3918651,-0.54032135,-0.45104396,-0.13470694,-0.4356682,-0.010987418,0.3687507,0.17947467,-0.008518683,0.45947748,-0.29628488,-0.22073814,-0.14032172,0.014005446,-0.115743734,0.18437025,-0.18409713,-0.40302575,-0.16158986,0.058254,0.10754151,-0.22786042,0.49476463,-0.14047468,4.5229235,0.3089368,0.2817759,0.056918524,-0.35308853,0.21704315,-0.028212193,-0.26178735,-0.4355277,-0.2939658,-0.29759622,-0.28515223,-0.03629352,-0.5959453,-0.48704252,-0.42413443,-0.20999482,-0.28506556,-0.51648605,0.09491795,0.22364286,0.27740806,-0.057628073,-0.4651261,-0.23617436,-0.2920329,-0.5232203,-0.14081308,-0.6129909,-0.12790692,1.0552336,-0.058826778,-0.27323666,1
-0.14692537,0.11640896,-0.09243476,-0.052259374,-0.18165399,0.07886574,-0.35279876,-0.22292101,-0.024544619,-0.16338703,-0.37930268,-0.3658872,-0.194774,-0.07092138,-0.043344893,-0.3335964,-0.14202406,-0.06160958,-0.24805881,-0.19685747,-0.14708066,-0.10287703,-0.25409374,-0.24394758,0.06009595,-0.21544436,-0.24956656,-0.085198075,-0.14647411,-0.1056187,-0.12774566,-0.37577304,0.17066415,-0.14656612,-0.25027975,0.034732956,-0.1567279,-0.27179843,-0.058415994,0.32054442,-0.25854722,0.5678102,-0.3038361,-0.10442189,-0.22582187,-0.24924925,-0.2135634,0.44837186,-0.14073999,0.27605507,0.22326168,-0.28534725,-0.025067287,-0.07287709,-0.281891,0.42607206,12.160659,0.13036267,-0.062682286,-0.2136496,0.4072512,-0.37400427,-0.372057,-0.1656665,-0.35989198,-0.2858066,-0.3531689,-0.11546651,0.04677695,-0.5815498,-0.22914474,-0.36343703,0.14992411,-0.027998766,-0.17695364,-0.3448158,-0.50725347,-0.29673734,0.067082554,-0.3231665,-0.31764752,-0.26311558,-0.6003342,-0.1370833,-0.15304404,0.11939359,-0.03400897,-0.3869979,-0.26772735,0.11858101,-0.40528607,-0.26804182,-0.06191291,-0.26979566,-0.013848919,0.14293449,-0.12790692,-0.22298808,-0.19727047,-0.34319374,1
0.11046962,0.08013669,0.54115677,-0.35218632,-0.18451588,0.16277969,-0.028882992,0.057063986,13.18333,0.26003194,-0.1490377,-0.2304849,0.11920909,-0.105254896,-0.23672657,0.051312402,0.031968605,0.350515,0.13266867,0.031649016,0.17825249,0.26056343,0.018473828,-0.011415003,5.226473,0.7081049,-0.07870924,0.31984955,-0.23950377,-0.19792669,-0.19658443,-0.061456114,-0.084738344,0.1020985,-0.069499716,-0.1847038,0.01520626,-0.030383963,-0.022951089,0.4510814,0.029983921,0.20304997,-0.20226048,0.18214807,-0.035015706,-0.051573012,1.3312523,0.13623573,-0.0355209,-2.957683,0.048732754,0.4473141,-0.17418516,-0.12193713,0.55993694,1.0929607,0.18416914,0.1979474,0.44924393,-0.11740648,-0.44404772,0.069498286,-0.096095055,0.118084475,0.20274934,0.3943732,1.1685574,-0.23790134,0.13986659,-0.05092419,0.5011455,-0.019401422,0.0854895,12.259976,-0.17828381,0.09241775,0.32913044,-0.030749792,0.7143503,-0.18112999,-0.5575529,0.4091477,0.61898255,0.21010032,0.34063712,-0.12640044,-1.3255266,0.63698727,0.030881759,-0.23742719,0.09818464,-0.16548263,-0.08092557,11.534094,-0.21363044,-0.25588962,-0.12790692,-0.013511927,-0.039964486,-0.020161409,0
-0.04729257,0.117910385,-0.013675805,-0.1477779,-0.10382544,0.12092397,-0.17415166,0.103911236,-0.10415579,-0.03179859,-0.19979574,0.050844606,0.12472072,-0.056941677,-0.041980747,-0.11534982,-0.0642574,-0.03171362,0.17920348,-0.20267572,0.2629185,0.4975874,-0.25543383,-0.23878999,0.1030737,0.12079041,-0.27638,-0.043184277,0.013653453,-0.20977888,-0.38088244,-0.21608596,0.40316707,-0.018204793,0.12746783,0.077756934,-0.17529802,0.0035534627,-0.061370313,0.1682236,-0.26422748,0.55724853,0.577029,0.075684465,0.26600552,0.037813213,0.11544284,0.0386616,-0.122427054,0.28764528,0.19232154,0.059381764,0.018817246,0.30024877,-0.15228485,0.33976173,-0.37813863,0.1072007,0.14878267,-0.104767755,0.3230915,-0.18449794,-0.19681287,-0.048039548,0.9758138,0.24600358,1.1671599,-0.029599998,0.24957079,-0.6689168,0.5925902,9.865299,0.3194657,1.3638381,-0.21131398,-0.10782094,-0.054213278,-0.27558035,-0.003169601,0.13947909,-0.10390717,0.36134967,0.14589366,-0.048764773,0.26313457,-0.28315526,-0.025151862,-0.044795323,-0.041226942,-0.15969338,-0.0187386,-0.20109795,0.37009493,0.4546259,0.1567429,9.005169,-0.12790692,-0.087345675,0.80421036,-0.25920853,1
-0.039387804,-0.12094355,-0.23257911,-0.2856353,-0.030721053,-0.053523604,-0.19887277,-0.047596183,0.27082443,-0.04700094,0.24639447,-0.023150502,-0.24995042,-0.02141462,-0.0038738046,-0.0278042,-0.20918,-0.17502163,-0.2910456,0.0047509903,-0.15027699,-0.14074624,0.03754326,-0.24783857,-0.37246576,0.026573561,-0.13540924,-0.009337572,0.009445628,0.13374372,-0.24106438,-0.1677705,0.21340825,-0.21656883,0.038089417,-0.042583417,-0.1562394,-0.07391902,-0.20901638,-0.38883367,-0.57910395,0.4158336,-0.056080684,0.39224195,-0.28400362,0.6581131,-0.7060808,0.069206804,-0.44796786,0.20385744,-0.37260658,-0.035111427,-0.6706689,-0.202857,-0.5229908,0.7862317,-0.31784976,-0.41998675,-0.017278068,-0.312427,-0.20366774,0.36572456,-0.28210858,-0.31612992,-0.3549937,0.029794876,-0.26686892,0.09700306,-0.5054412,-0.27672923,0.020032331,-0.4017417,-0.52343494,0.026194481,-0.09139573,-0.2018056,-0.21928737,0.5424627,0.13419588,-0.13720046,-0.10026635,-0.06800035,0.63459045,0.50634104,0.04189342,-0.3213854,-0.15674609,-0.393826,-0.6398684,5.618193,-0.4410219,0.021408265,0.29837444,-0.18009362,-0.23269084,-0.2970859,-0.12790692,-0.49921498,-0.17863111,-0.24184774,1
0.08780345,-0.018565208,0.37294686,0.21358822,-0.058726225,0.12543674,0.23990364,0.19542478,0.47748977,0.20511138,0.03972212,0.049467497,0.76273316,0.005808183,0.3841023,-0.06431359,0.6368675,0.26932114,0.08622403,0.05857218,0.27709258,0.15833843,0.3060229,1.7306815,-0.06338374,0.3298719,0.724281,-0.11826337,0.55873936,0.3690876,0.20190907,1.005165,0.67339486,0.06964649,1.0160139,0.18068942,0.920544,-0.009539424,0.16569962,-0.1756628,0.4782494,1.6284276,0.30693096,0.627046,0.5517913,0.5966672,1.0203599,-0.21784854,0.19445425,-0.075656824,-0.32023495,0.2094003,0.7660172,0.3202577,0.05671109,-0.31030086,0.62416,1.404069,0.35946158,0.08465278,0.9150721,0.5338239,0.440404,0.3212494,0.4772666,0.4212604,0.12408517,0.1337411,0.738079,0.3545574,0.89589286,0.86585337,-0.026194407,0.26596224,0.079202764,0.98930335,0.6527561,0.20852686,0.5542759,1.2330606,-0.058313884,0.13698554,0.20281413,0.47176993,-0.6733836,0.3924942,-2.37148,0.56374973,1.4559735,-0.61804515,0.8283177,0.12791577,0.39391747,0.0020086325,0.104401566,-0.05698968,-0.12790692,0.013108746,0.08251189,-0.27981955,0
-0.06231479,0.10815841,0.002945978,-0.14599702,-0.09916806,-0.26111427,-0.13148294,0.09593886,-0.16511677,-0.047871485,0.06484889,-0.05278583,0.10740134,-0.10912161,0.116879426,-0.100621924,0.3088784,-0.11095322,0.063885935,-0.12711635,-0.0058401884,-0.05244841,-0.07209627,-0.21403052,1.721396,0.124458484,0.13635115,-0.13912202,0.04362775,0.5441685,-0.1271027,12.790189,0.24667028,-0.011730715,0.26247904,0.018654559,-0.16477461,-0.17665721,-0.23191322,-0.3163883,0.06446153,-0.3610548,-0.016221331,-0.19144157,0.34451887,-0.20000951,0.50248075,0.27739087,-0.13729578,0.28464565,-0.06749473,-0.19270884,0.16450103,0.23100513,0.26470548,-0.3335099,-0.15726975,0.047635507,-0.22145936,0.005357344,0.19946459,1.2664888,-0.07095857,-0.23301728,0.16758223,0.13142222,-0.47562936,-0.11630716,-0.06377179,0.08284137,-0.33560792,-0.16613978,-0.31958863,-0.41132316,-0.16620852,0.2163235,0.75395703,0.024695132,0.17419396,-0.4294757,0.060689684,0.08948739,-0.29364246,-0.27991962,-0.6146122,0.39949274,0.08076985,-0.0125367865,-0.1452221,-0.33734164,0.52393955,0.12237902,0.29632467,0.112075344,-0.04476851,0.6328158,-0.12790692,0.43406767,-0.15475653,-0.35047427,1
