rnaseq_gene__GENE_DEFB105A,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_DUX4L2,rnaseq_gene__GENE_SNORA19,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_TTTY11,rnaseq_gene__GENE_SNORA32,rnaseq_gene__GENE_SUN5,rnaseq_gene__GENE_DEFB130,rnaseq_gene__GENE_KRTAP13-3,rnaseq_gene__GENE_DEFB136,rnaseq_gene__GENE_CSN1S2A,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_LGALS13,methylation_gene__GENE_RASSF8,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_DCD,methylation_gene__GENE_CNOT10,methylation_gene__GENE_STARD5,methylation_gene__GENE_ZNF33B,methylation_gene__GENE_IL10RB,methylation_gene__GENE_MIB1,methylation_gene__GENE_SNORD84;BAT1,methylation_gene__GENE_SLC25A38,methylation_gene__GENE_CCDC90B,methylation_gene__GENE_ZDHHC8,methylation_gene__GENE_TYMP;SCO2,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_C5ORF25,methylation_gene__GENE_RAB3GAP1,methylation_gene__GENE_SPATA13,methylation_gene__GENE_HSPD1;HSPE1,methylation_gene__GENE_ZMYM6,rnaseq_gene__GENE_TBC1D21,methylation_gene__GENE_MYH10,methylation_gene__GENE_H2AFX,methylation_gene__GENE_TIGD3,methylation_gene__GENE_C4ORF21;LARP7,methylation_gene__GENE_TMEM85,methylation_gene__GENE_TEF,methylation_gene__GENE_CARKD,methylation_gene__GENE_DDX21,methylation_gene__GENE_FBXL8;TRADD,methylation_gene__GENE_ABHD6,methylation_gene__GENE_FAM177A1,methylation_gene__GENE_FSIP1,rnaseq_gene__GENE_DEFB123,methylation_gene__GENE_NF2,methylation_gene__GENE_GCN1L1,rnaseq_gene__GENE_SPAG11A,methylation_gene__GENE_SEMA3F,methylation_gene__GENE_PRNP,methylation_gene__GENE_TM7SF2,methylation_gene__GENE_GPATCH1,methylation_gene__GENE_TLL2,methylation_gene__GENE_NUBP1,methylation_gene__GENE_UBR1,rnaseq_gene__GENE_OR6M1,methylation_gene__GENE_NLK,methylation_gene__GENE_PALB2;DCTN5,methylation_gene__GENE_STIP1,methylation_gene__GENE_POLD3,methylation_gene__GENE_ZFP36,methylation_gene__GENE_BTF3L4;TXNDC12,methylation_gene__GENE_COMMD3,methylation_gene__GENE_STRAP,methylation_gene__GENE_SCRIB,methylation_gene__GENE_COPZ1,methylation_gene__GENE_CCDC102A,methylation_gene__GENE_STK10,methylation_gene__GENE_TPCN2,methylation_gene__GENE_BLMH,methylation_gene__GENE_SHCBP1,methylation_gene__GENE_PGRMC2,methylation_gene__GENE_C14ORF102,methylation_gene__GENE_TH1L,methylation_gene__GENE_UBE2T,rnaseq_gene__GENE_TTTY23,methylation_gene__GENE_MRPS34;EME2,methylation_gene__GENE_COL27A1,methylation_gene__GENE_TINF2,methylation_gene__GENE_RPL37,rnaseq_gene__GENE_ADAD1,rnaseq_gene__GENE_SLC6A18,rnaseq_gene__GENE_RNU6ATAC,rnaseq_gene__GENE_DEFB132,methylation_gene__GENE_HIST1H1T,methylation_gene__GENE_TRMT11,methylation_gene__GENE_QTRT1,methylation_gene__GENE_MTHFD2,methylation_gene__GENE_SDCBP,methylation_gene__GENE_UBQLN1,methylation_gene__GENE_ZNF643,methylation_gene__GENE_ETV6,methylation_gene__GENE_FAH,methylation_gene__GENE_C6ORF57,rnaseq_gene__GENE_SNORA70B,methylation_gene__GENE_TUBD1;RPS6KB1,methylation_gene__GENE_CRELD1;IL17RC,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.06147661,-0.063021496,-0.0687474,0.17611387,0.13683918,-0.0510505,-0.07261519,-0.05931265,0.056400068,0.009975695,0.115089364,0.038130186,-0.15677907,-0.03843589,0.12533693,-0.02116146,0.109747,21.215345,-0.11597662,0.008016121,0.56901705,-0.281599,0.06529605,-0.07560294,-0.120250806,0.15604018,0.15571235,-0.013843258,0.059244335,-0.009326429,0.035016384,0.16930343,0.24028827,0.16583702,-0.4579625,0.9145582,-0.09053003,0.006295738,0.2815941,-0.12514226,0.069291115,0.38116875,0.030457664,0.223192,0.057979673,0.060595248,0.034800623,-0.119216844,0.19284423,-0.21135338,-0.040474612,-0.05419952,-0.29149476,-0.15022413,0.05582663,0.119364955,0.39913407,0.08037074,0.037539814,0.31229022,-0.037372455,0.22152236,-0.23276694,0.07119756,-0.01462493,0.48942053,-0.015827592,-0.06604976,0.42557785,-0.014809027,0.37092286,-0.018594598,-0.11734243,-0.18507113,10.122663,-0.09292495,-0.5426975,-0.17892696,0.056875356,0.29266718,6.1853337,1.230545,0.04714491,0.551049,0.037458986,0.23273988,-0.075058505,0.031037215,-0.62443894,1
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.06147661,-0.063021496,-0.0687474,0.32955304,-0.00546483,-0.0510505,-0.07261519,0.010354679,0.09003738,0.065539494,0.05496861,0.24387312,0.42945364,-0.08854886,0.16542876,0.05117521,0.27867046,-0.055644006,0.10902377,-0.13026728,0.34405574,-0.16549222,0.11541811,-0.07560294,0.058328282,0.30215257,0.22313906,-0.08704222,-0.041290276,-0.035964943,-0.17174122,0.8971477,0.3053059,0.19976237,-0.2416122,0.8357188,-0.09053003,0.17975505,0.177277,-0.12514226,-0.02688657,0.3894572,-0.0014703001,-0.008255056,0.9482733,0.19455156,0.15306064,-0.119216844,0.034324005,-0.17391363,-0.12560855,0.109834366,-0.08558077,0.9815012,0.03576586,0.23493233,0.4177621,-0.031772554,-0.06979872,3.461759,-0.017548116,0.06376371,0.38041523,0.073184624,0.014265873,0.7726025,-0.078197554,-0.06604976,0.6714834,3.3582845,0.35929692,-0.017830815,-0.11734243,-0.18507113,-0.10943896,-0.09292495,-0.27842215,-0.090765305,0.012704287,0.15881242,0.8940539,-0.25978196,-0.007008811,0.38763893,0.0032518655,0.3700894,-0.075058505,-0.14536843,-0.23293154,1
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.06147661,-0.063021496,-0.0687474,0.29925197,0.072745375,-0.0510505,-0.07261519,0.600855,0.4356061,0.012702221,0.13687806,0.18989217,0.8207895,-0.086659566,0.5456846,0.012465875,0.5786487,-0.055644006,-0.07909417,-0.07947404,0.5503442,0.6641241,0.21751869,-0.07560294,0.5645557,0.9582041,0.16013235,-0.27745387,1.7007216,-0.08489433,-0.0024329221,1.0684891,1.2490774,0.5159228,-0.08478619,-0.24995013,-0.09053003,0.7627627,0.4791405,-0.12514226,0.16210946,0.36436123,0.037963275,0.23681845,-0.37520152,0.42224076,-0.27076194,-0.119216844,0.20554264,-0.040159047,-0.15158814,-0.42517877,-0.31306204,0.6352676,0.24160112,0.29021448,0.053263925,0.012491868,-0.0070601446,0.6454124,0.121402785,0.080558166,6.584307,-0.3032198,-0.25349262,3.7179096,0.8456788,-0.06604976,0.9998394,-0.1202956,0.8339191,0.0057119173,-0.11734243,-0.18507113,-0.10943896,-0.09292495,-2.1542914,-0.050679732,0.098622836,-0.12017282,1.2703476,-0.06112717,-0.010388752,0.3079643,0.109125085,1.3565855,-0.075058505,-0.48554486,0.2751643,1
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.06147661,-0.063021496,-0.0687474,1.6779693,0.07610735,-0.0510505,-0.07261519,0.40591368,0.07592596,-0.08438023,0.0662344,0.1814237,0.32678154,-0.024055734,0.30184898,0.0039615612,0.05776881,-0.055644006,-0.14663891,-0.13497671,0.32865962,0.21541722,0.026608696,-0.07560294,-0.013046109,0.028928386,0.22933331,0.2646833,0.5245256,-0.07800165,0.16435407,0.3931222,0.008651567,0.37030107,-0.239364,0.09725301,-0.09053003,0.028933018,0.342901,-0.12514226,-0.19084817,0.52322453,0.03365878,-0.33843085,0.0949922,-0.00077257457,0.06482622,-0.119216844,0.135227,-0.14620562,0.09236943,-1.08576,-0.21432221,0.5154483,0.89481944,-0.37941143,0.23965448,-0.03154424,-0.124935955,18.26316,0.006305497,0.22569966,-0.12257877,0.363666,-0.5671939,0.70102066,0.76064897,-0.06604976,0.5200759,-0.23311086,0.4583473,0.017837567,-0.11734243,-0.18507113,-0.10943896,-0.09292495,0.21973632,-0.06554451,-0.098167956,-0.029369744,0.5217667,1.1028454,-0.04745532,0.038128562,1.239707,0.8392299,-0.075058505,0.047794316,-0.56941813,1
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.06147661,-0.063021496,-0.0687474,0.09633076,-0.0030244084,-0.0510505,-0.07261519,0.030327728,-0.26167434,-0.015141954,-0.023873253,0.08352996,-0.10767321,-0.058662783,0.063955724,0.00879222,0.6743571,-0.055644006,-0.12136639,-0.14755653,0.25576505,-0.08663605,0.0051091565,-0.07560294,0.62039477,-0.09344332,-0.097748026,0.009688604,-0.18238136,-0.39203927,-0.2279228,-0.13461225,-0.23647025,0.17132619,-0.42465895,0.046742857,-0.09053003,-0.2317041,0.15309241,-0.12514226,-0.06405398,0.04582664,-0.15560229,-0.477956,0.002245222,-0.25114623,-0.10044641,-0.119216844,0.32782152,-0.38661298,-0.08611732,0.07915886,-0.27278718,0.08257944,0.45073083,0.080714375,0.09119493,0.028855024,-0.15741739,-0.016110111,-0.08462696,0.6401416,-0.44920498,-0.19911654,-0.5876821,-0.41227376,-0.21646895,-0.06604976,0.1856196,-0.39260814,-0.018044336,-0.077336796,-0.11734243,-0.18507113,-0.10943896,-0.09292495,-3.1951942,-0.28423858,-0.20336075,0.58455205,-0.0032215614,-0.26828212,0.029480044,0.0026195035,-0.17643015,0.31296864,-0.075058505,-0.092183076,0.20993048,1
-0.045454547,-0.045454547,-0.045454543,-0.04545455,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.06147661,-0.063021496,-0.0687474,0.1453396,0.046714507,-0.0510505,-0.07261519,0.35651994,-0.09099898,0.01619008,0.29669073,0.06772682,-0.10538901,-0.10715304,0.22015,-0.015608883,0.028725626,-0.055644006,0.0066851904,0.010174483,0.33951563,-0.32477936,0.037746716,-0.07560294,0.014157167,0.018198302,-0.016427882,-0.10961757,-0.029772315,-0.11914832,-0.1479742,-0.066095926,0.18817233,0.18568891,-0.24039829,0.50150406,-0.09053003,-0.16059849,0.2075083,-0.12514226,1.5415496,0.4142284,-0.03732137,0.06588109,0.20743784,0.1120476,-0.026606807,-0.119216844,0.15203515,-0.16781849,0.0115624,-0.008012196,0.1818766,0.044325214,0.26241377,0.113134556,0.25345558,0.06559603,-0.09488454,-0.11828842,-0.043292675,0.50607264,0.11969319,-0.14412332,0.24415994,0.07636588,-0.2771336,-0.06604976,-0.11127421,0.4326261,-0.049822733,0.042751625,-0.11734243,-0.18507113,-0.10943896,-0.09292495,0.015286276,18.045818,1.6683941,0.79996806,0.11979711,8.025701,0.107500106,-0.0657112,0.7441453,0.4025814,-0.075058505,-0.78788316,-0.06655288,1
