rnaseq_gene__GENE_TTTY5,rnaseq_gene__GENE_SNAR-F,rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_HSFX1,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_CDY1B,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_SNAR-A13,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_PRM1,rnaseq_gene__GENE_OR4B1,rnaseq_gene__GENE_SNORD8,rnaseq_gene__GENE_LRRC30,methylation_gene__GENE_OSBPL6,methylation_gene__GENE_ADAR,methylation_gene__GENE_CDK2AP2,rnaseq_gene__GENE_FLJ44082,rnaseq_gene__GENE_SLC6A5,methylation_gene__GENE_CASP6,rnaseq_gene__GENE_SPO11,methylation_gene__GENE_COMMD5,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_EXT1,rnaseq_gene__GENE_OR10J1,methylation_gene__GENE_LPPR2,methylation_gene__GENE_PNN,methylation_gene__GENE_PRDX6,rnaseq_gene__GENE_NCRNA00230B,rnaseq_gene__GENE_OR4A15,methylation_gene__GENE_ZNF721;PIGG,methylation_gene__GENE_TRAPPC2L;GALNS,methylation_gene__GENE_MAP3K9,rnaseq_gene__GENE_PPIAL4B,rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_MS4A5,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_KRTAP10-9,rnaseq_gene__GENE_VN1R4,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_RBMY2FP,methylation_gene__GENE_ACPL2,methylation_gene__GENE_NDE1;KIAA0430,rnaseq_gene__GENE_XKRY2,rnaseq_gene__GENE_ADAM5P,methylation_gene__GENE_DCUN1D4,methylation_gene__GENE_PIGP;TTC3,methylation_gene__GENE_ZNF33B,methylation_gene__GENE_ASAH1,methylation_gene__GENE_VEGFA,methylation_gene__GENE_YJU2B,methylation_gene__GENE_CNOT10,methylation_gene__GENE_BID,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_TAAR6,methylation_gene__GENE_CDK5RAP1,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_BCYRN1,methylation_gene__GENE_PPP2R5D,methylation_gene__GENE_QTRT1,methylation_gene__GENE_B2M,rnaseq_gene__GENE_PRM2,rnaseq_gene__GENE_OR5H15,methylation_gene__GENE_CNP,methylation_gene__GENE_ZNF44,methylation_gene__GENE_SCRIB,methylation_gene__GENE_CNIH,methylation_gene__GENE_ACTR1A;SUFU,methylation_gene__GENE_PGAP1,methylation_gene__GENE_ZNF624,methylation_gene__GENE_UBE3B;KCTD10,rnaseq_gene__GENE_MYF5,methylation_gene__GENE_PTGR2,methylation_gene__GENE_NSUN5,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_TSPY1,rnaseq_gene__GENE_OR5A1,rnaseq_gene__GENE_OR8H1,methylation_gene__GENE_SPSB1,methylation_gene__GENE_ZNF619,rnaseq_gene__GENE_FLJ43859,methylation_gene__GENE_ST3GAL1,rnaseq_gene__GENE_KRTAP19-6,methylation_gene__GENE_DVL1,rnaseq_gene__GENE_OR6C76,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_C10ORF96,methylation_gene__GENE_KIF15;KIAA1143,methylation_gene__GENE_RSPH3,rnaseq_gene__GENE_LELP1,methylation_gene__GENE_ATP5S;L2HGDH,methylation_gene__GENE_TNIP1,methylation_gene__GENE_LASS5,rnaseq_gene__GENE_C20ORF166,methylation_gene__GENE_GMCL1,target
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,0.024115462,-0.14709388,-0.4756167,-0.054042384,-0.067629814,-0.18597287,-0.06710228,-0.15728451,-0.82717836,-0.0679732,-0.17977801,-0.07421895,-0.05038224,-0.17584431,-0.4396722,-0.05998392,-0.042500064,-0.067841515,0.029775968,-0.106458634,-0.05578467,-0.08720162,-0.069158584,-0.49098557,-0.05562216,-0.054831173,0.122106,-0.039873518,-0.29519975,0.41555554,-0.051822077,1.2441254,-0.061832737,-0.48651806,-0.12520662,-0.21737494,-0.08957511,0.04696425,-0.46217236,-0.81718886,-0.050053358,-0.06925289,-0.58680546,-0.04061949,-0.078358516,-0.026902542,-0.36863905,-0.5299451,-0.09052681,-0.05800454,-0.36869818,-0.613282,-0.7156328,-0.47831213,-0.88798916,-0.3475712,-0.45672724,-0.9301005,4.2744436,-0.67118907,-0.3200648,-0.18102524,-0.061940223,-0.09926551,-0.057666454,0.2535614,-0.20051344,-0.1053454,-0.592679,-0.041330405,0.5742984,-0.07708009,-0.52183497,-0.14370757,-0.6171579,0.88547504,-0.06767534,-0.8947419,-0.5087793,-0.3097126,-0.11526267,-0.72617924,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,32.515717,-0.04482511,-0.03489425,-0.05803116,0.057766158,-0.3720101,-0.534337,-0.054042384,-0.067629814,0.09655659,-0.06710228,-0.3976899,-0.5790713,-0.0679732,-0.17282449,-0.07421895,-0.2347304,-0.009854068,-0.5340923,-0.05998392,-0.042500064,-0.0921745,-0.63258344,0.33512768,-0.05578467,-0.08720162,-0.069158584,-0.39970884,-0.05562216,-0.054831173,-0.54753804,-0.039873518,-0.25697643,-0.17544599,-0.051822077,-0.13250025,-0.4865004,-0.7238635,-0.22983795,0.20537284,-0.37318048,-0.41382888,-0.39251912,-0.83743376,-0.050053358,-0.06925289,-0.3627457,-0.04061949,-0.078358516,-0.5122113,-0.23229922,0.2734692,28.580603,-0.05800454,0.16533999,-0.37475175,-0.59937257,0.15912987,-0.78895426,1.8633908,-0.3104808,0.22164172,-0.105133064,-0.5198854,-0.084888294,-0.06268798,-0.061940223,-0.09926551,-0.057666454,1.1795788,-0.21244346,-0.1053454,-0.7908059,-0.041330405,0.010922055,-0.07708009,-0.5237753,-0.14370757,-0.4608752,0.47721028,-0.06767534,-0.628524,-0.5000844,1.5457946,-0.11526267,-0.64358157,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.38502628,-0.16227403,-0.15530582,-0.054042384,-0.067629814,-0.122029275,-0.06710228,0.087891474,-0.34538478,-0.0679732,-0.050063394,-0.07421895,-0.0793006,-0.2161124,-0.52331173,-0.05998392,-0.042500064,0.19816679,-0.47254694,-0.22163449,-0.05578467,-0.08720162,-0.069158584,-0.38970134,-0.05562216,-0.054831173,0.47888544,-0.039873518,0.21330371,0.34560308,-0.051822077,-0.13250025,-0.32518017,-0.47987357,-0.33859015,-0.07308273,-0.13905345,0.97945976,-0.32395336,-0.30268842,-0.050053358,-0.06925289,-0.69811773,-0.04061949,-0.078358516,-0.40467623,-0.16436014,-0.73631954,-0.09052681,-0.05800454,-0.08200673,-0.13328058,-0.3386264,-0.2578179,-0.76234835,-0.3397208,-0.010891227,-0.708393,3.4731863,-0.46295446,-0.21992314,-0.30680686,-0.061940223,-0.09926551,-0.057666454,-0.6496395,-0.10588636,-0.1053454,-0.19671257,-0.041330405,0.2400817,-0.07708009,-0.46403423,-0.14370757,-0.08992649,-0.49953672,-0.06767534,-0.99295354,-0.29866245,-0.23362748,7.505626,-0.3830355,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.16133195,-0.26006612,-0.20013668,-0.054042384,-0.067629814,-0.2412127,-0.06710228,0.26623055,-0.38429222,-0.0679732,-0.034460824,-0.07421895,-0.06406593,0.065960854,-0.44037038,-0.05998392,-0.042500064,-0.12257117,0.39444333,-0.15518671,-0.05578467,-0.08720162,-0.069158584,-0.368602,-0.05562216,-0.054831173,0.28104752,-0.039873518,0.0061614383,0.23779349,-0.051822077,-0.13250025,-0.40820125,0.16479523,-0.18489984,-0.11236234,0.020176074,0.23898514,-0.2685343,-0.33314943,-0.050053358,-0.06925289,-0.13049369,-0.04061949,-0.078358516,-0.27798307,-0.02729828,-0.6696598,-0.09052681,-0.05800454,-0.18192329,-0.3831599,-0.72669715,-0.4373965,-0.85375756,-0.23134568,-0.34938416,-0.5951645,-0.105133064,-0.5670105,-0.7225055,-0.4137724,-0.061940223,-0.09926551,-0.057666454,-0.22655718,-0.3520943,-0.1053454,0.1009982,-0.041330405,0.14408198,-0.07708009,-0.22246532,-0.14370757,-0.51500607,-0.2286058,-0.06767534,-0.5754338,-0.002807644,3.9897652,-0.11526267,-0.51493067,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.32158154,-0.19796947,-0.2878421,-0.054042384,-0.067629814,-0.122625686,-0.06710228,-0.052927922,-0.58080935,-0.0679732,-0.15246087,-0.07421895,-0.1782005,0.054962672,-0.43999332,-0.05998392,-0.042500064,-0.045249864,-0.3811834,-0.10740761,-0.05578467,-0.08720162,-0.069158584,-0.50987047,-0.05562216,-0.054831173,-0.597049,-0.039873518,-0.2915352,-0.25921464,-0.051822077,-0.13250025,-0.2997607,-0.23858619,-0.21384294,-0.21120463,-0.18426532,0.35715887,-0.31813285,-0.8495263,-0.050053358,-0.06925289,-0.55226636,-0.04061949,-0.078358516,-0.06843657,-0.32125703,-0.17038009,-0.09052681,-0.05800454,-0.32023436,-0.39914206,-0.43117937,-0.24122725,-0.7312297,-0.47412798,-0.42804596,-0.4618783,-0.105133064,-0.34885323,-0.23543546,-0.14220202,-0.061940223,-0.09926551,-0.057666454,-0.5816846,-0.05916653,-0.1053454,-0.7392409,-0.041330405,-0.38571468,-0.07708009,-0.60582,-0.14370757,-0.4071929,-0.13975339,-0.06767534,-0.4394231,-0.26252016,-0.32215923,-0.11526267,-0.53716314,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.26722768,-0.16221114,-0.29255876,5.9920387,-0.067629814,0.3221402,-0.06710228,0.054673646,-0.5519732,-0.0679732,-0.2124073,-0.07421895,-0.07540927,0.078598954,-0.05298503,-0.05998392,-0.042500064,0.17247029,-0.15289177,0.058470007,-0.05578467,-0.08720162,-0.069158584,-0.14925168,-0.05562216,-0.054831173,0.0754869,-0.039873518,-0.2176707,0.104985796,-0.051822077,-0.13250025,-0.119732864,0.6322945,0.41126767,0.07483034,-0.3329854,0.4055398,-0.05617002,-0.02974076,-0.050053358,-0.06925289,-0.45986134,-0.04061949,-0.078358516,0.2686536,-0.05429557,-0.41368783,-0.09052681,-0.05800454,-0.052194584,-0.26064667,-0.40786973,0.18847354,-0.062862694,-0.43516156,-0.53351766,-0.120636225,-0.105133064,-0.116559096,0.32054967,0.4246207,-0.061940223,-0.09926551,-0.057666454,-0.33097836,-0.13224904,19.290066,-0.4323679,-0.041330405,0.08853461,-0.07708009,0.07610063,-0.14370757,0.10230981,0.6278422,-0.06767534,0.21944174,-0.5105589,0.570063,-0.11526267,0.26032045,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,0.18443348,0.8182862,-0.012550461,-0.054042384,-0.067629814,0.10078778,-0.06710228,0.6062307,0.009013209,-0.0679732,-0.04296711,-0.07421895,-0.081511885,-0.22384979,0.49902245,-0.05998392,-0.042500064,0.3551093,-0.09356339,-0.034154866,-0.05578467,-0.08720162,-0.069158584,-0.32686198,-0.05562216,-0.054831173,-0.1732342,-0.039873518,0.11816623,-0.37861317,-0.051822077,-0.13250025,0.26255965,0.46239683,-0.121496834,0.022172833,0.18383338,0.5147744,0.94003665,-0.07227772,-0.050053358,-0.06925289,0.2805616,-0.04061949,-0.078358516,-0.1713913,0.29223868,0.3110298,-0.09052681,-0.05800454,0.235998,0.066839166,0.2651992,0.40499502,0.6982264,-0.29141855,0.16381733,-0.5365286,-0.105133064,0.27877,-0.22584215,-0.4449183,-0.061940223,5.322469,-0.057666454,0.4680176,-0.029432625,-0.1053454,0.023820123,-0.041330405,0.0074053695,-0.07708009,-0.01325967,3.2483249,-0.03231007,0.4058217,-0.06767534,0.4651225,-0.214399,0.040869944,-0.11526267,-0.06828679,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.05753733,-0.11223922,-0.5258173,-0.054042384,-0.067629814,0.20821966,-0.06710228,-0.00863875,-0.44055387,-0.0679732,-0.12037134,-0.07421895,-0.06924967,0.030878613,-0.32970524,-0.05998392,-0.042500064,-0.09046952,-0.19421305,-0.026222855,-0.05578467,-0.08720162,-0.069158584,-0.30943432,-0.05562216,-0.054831173,-0.3259531,-0.039873518,1.1945614,-0.2749515,-0.051822077,-0.13250025,-0.31933576,-0.44635576,-0.12980682,-0.21729527,-0.20327508,-0.12989818,-0.11619163,0.09110387,-0.050053358,-0.06925289,-0.83682394,-0.04061949,-0.078358516,-0.64329785,3.1569498,-0.48757637,-0.09052681,-0.05800454,-0.38863328,-0.3155338,-0.62034714,-0.18288238,-0.5402668,-0.23897436,-0.34180644,-0.5328575,-0.105133064,-0.7350012,-0.2567359,-0.2121954,-0.061940223,-0.09926551,-0.057666454,0.35959077,-0.3223644,-0.1053454,-0.1452961,-0.041330405,-0.20218843,-0.07708009,-0.3428531,-0.14370757,-0.024940725,-0.015973795,-0.06767534,-0.7400292,0.058931008,0.19501112,-0.11526267,-0.15623549,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.53206027,-0.36135048,-0.8617207,-0.054042384,-0.067629814,-0.13162091,-0.06710228,-0.37054998,0.030960474,-0.0679732,-0.3479995,-0.07421895,-0.21056587,-0.0839126,0.32115194,-0.05998392,-0.042500064,0.010519366,-0.6980685,1.1276706,-0.05578467,-0.08720162,-0.069158584,-0.34216267,-0.05562216,-0.054831173,28.48843,-0.039873518,-0.6798024,-0.37206927,-0.051822077,-0.13250025,0.2506858,-0.37950465,-0.31603533,-0.30960673,-0.49633366,-0.20948608,-0.42827868,0.025674034,-0.050053358,-0.06925289,-0.7825712,-0.04061949,-0.078358516,-0.93464047,-0.3623732,-0.10707944,-0.09052681,-0.05800454,0.23065901,-0.36118978,27.235342,-0.17987877,0.36180368,0.32612476,0.067380585,-0.51702857,-0.105133064,-0.1637191,-0.6290757,-0.45871794,-0.061940223,-0.09926551,-0.057666454,0.64081097,-0.2240576,-0.1053454,-0.15642545,-0.041330405,2.0566218,-0.07708009,-0.21890907,-0.14370757,-0.2769395,-0.6520504,-0.06767534,0.35989073,-0.8471482,0.30017802,2.6111293,-0.73035383,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.37386194,-0.19914997,-0.61596495,-0.054042384,-0.067629814,0.4134511,-0.06710228,-0.39198905,-0.31169558,-0.0679732,-0.20521781,-0.07421895,-0.08695849,-0.22910707,-0.25874785,-0.05998392,-0.042500064,-0.0030989917,-0.15242064,-0.20461693,-0.05578467,-0.08720162,-0.069158584,-0.37863782,-0.05562216,-0.054831173,-0.57455975,-0.039873518,-0.29674393,-0.082407705,-0.051822077,-0.13250025,-0.14020592,-0.2599664,-0.25971588,0.20880574,-0.16805989,-0.22816198,-0.27247056,-0.5631006,-0.050053358,-0.06925289,-0.42839986,-0.04061949,-0.078358516,-0.48469806,-0.14300303,-0.5800028,-0.09052681,-0.05800454,-0.48062932,-0.48376197,-0.2207718,-0.37407783,-0.3279669,-0.16738892,-0.56781876,-0.3159039,-0.105133064,-0.673476,-0.22551382,-0.35066143,-0.061940223,-0.09926551,-0.057666454,-0.8161551,-0.17805727,-0.1053454,-0.7969117,-0.041330405,-0.255727,-0.07708009,-0.3928263,-0.14370757,0.06529727,-0.13747162,-0.06767534,-0.099078916,-0.392267,-0.62641805,-0.11526267,-0.60518104,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.1423869,-0.2021175,-0.14429249,-0.054042384,-0.067629814,-0.3113573,-0.06710228,-0.41739377,-0.084991604,-0.0679732,-0.20381416,-0.07421895,-0.09478947,-0.10559447,0.037025142,-0.05998392,-0.042500064,-0.19887397,0.03451795,-0.37613794,-0.05578467,1.0058736,1.5919749,-0.28707343,-0.05562216,-0.054831173,0.22357598,-0.039873518,-0.23673443,0.31380168,-0.051822077,-0.13250025,-0.03249004,-0.28321788,-0.3500674,-0.1396238,-0.24109611,-0.42628893,-0.47322938,-0.46452558,-0.050053358,-0.06925289,0.037447423,-0.04061949,-0.078358516,-0.32676104,0.0002569741,-0.029917378,-0.09052681,-0.05800454,-0.20863158,-0.24926342,-0.38287008,-0.46061686,-0.36281392,-0.0066963104,-0.33685634,0.12477032,-0.105133064,-0.02630818,0.077838324,-0.2428775,-0.061940223,-0.09926551,-0.057666454,-0.6612698,-0.18979402,-0.1053454,0.8293224,-0.041330405,0.018035568,-0.07708009,-0.2735913,-0.14370757,-0.30791095,-0.20578903,-0.06767534,-0.18404023,-0.5814438,-0.31837806,-0.11526267,-0.16927673,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.1624215,-0.30290815,-0.23105188,-0.054042384,-0.067629814,-0.31550306,-0.06710228,-0.044152223,0.22333108,-0.0679732,-0.16298856,-0.07421895,0.17661372,-0.16501592,-0.18052056,-0.05998392,-0.042500064,-0.38549587,-0.22503659,0.12324956,-0.05578467,-0.08720162,-0.069158584,-0.06904075,-0.05562216,-0.054831173,-0.2767675,-0.039873518,-0.5983872,-0.07103232,-0.051822077,-0.13250025,-0.35089353,-0.48595974,-0.44879112,0.061138928,-0.023738448,-0.050062288,-0.2809253,-0.614378,-0.050053358,-0.06925289,-0.32072246,-0.04061949,-0.078358516,0.06886753,-0.30444968,-0.56928277,-0.09052681,-0.05800454,-0.34226388,-0.24806646,-0.5839549,0.23150194,-0.26385787,0.25592047,-0.23783782,-0.3464807,-0.105133064,0.11004826,-0.18523344,0.22934696,-0.061940223,-0.09926551,-0.057666454,-0.30417588,-0.19281743,-0.1053454,0.01037524,-0.041330405,-0.11859045,-0.07708009,0.18726437,-0.14370757,-0.027200125,-0.1150936,-0.06767534,-0.8290979,-0.15996224,-0.20644993,-0.11526267,0.071745716,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.5444518,-0.07634592,-0.5131599,-0.054042384,-0.067629814,0.2956506,-0.06710228,0.18530218,-0.6791033,-0.0679732,-0.16318099,-0.07421895,-0.17856902,0.18745188,-0.32021895,-0.05998392,-0.042500064,0.12067653,-0.49641705,-0.21929036,-0.05578467,-0.08720162,-0.069158584,-0.26998508,-0.05562216,-0.054831173,-0.5418966,-0.039873518,0.1098456,-0.046232283,-0.051822077,-0.13250025,-0.52097905,-0.5051471,-0.06193087,0.61536944,0.45361668,-0.44815484,0.0811918,-0.24144782,-0.050053358,-0.06925289,-0.5153047,-0.04061949,-0.078358516,0.080876656,-0.21528393,-0.5081352,-0.09052681,-0.05800454,-0.25866568,-0.3635983,-0.38118145,-0.54240495,-0.34630752,0.033617515,-0.6231488,-0.025477143,-0.105133064,-0.7109901,-0.062647514,-0.6317482,-0.061940223,25.938812,-0.057666454,-0.34462434,-0.37038368,-0.1053454,0.21745053,-0.041330405,-0.41643867,10.932132,-0.37829024,27.406466,-0.17734474,-0.54943275,-0.06767534,-0.563949,-0.2520703,-0.5048545,-0.11526267,-0.4576164,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,0.4667724,0.04427961,-0.14996052,-0.054042384,-0.067629814,0.103434265,-0.06710228,0.10344306,0.56019634,-0.0679732,-0.03726952,-0.07421895,-0.085905045,0.091717616,-0.060839664,-0.05998392,-0.042500064,-0.4224592,0.22730522,-0.19535665,-0.05578467,-0.08720162,-0.069158584,-0.03999896,-0.05562216,-0.054831173,-0.46842018,-0.039873518,0.38528407,-0.16720845,-0.051822077,-0.13250025,-0.290014,-0.20635505,-0.17882985,-0.20938492,-0.18079704,-0.15631036,-0.2116799,-0.01931548,-0.050053358,-0.06925289,-0.008391886,-0.04061949,-0.078358516,-0.15822196,-0.19438064,0.11723967,-0.09052681,-0.05800454,-0.52121586,-0.37364474,0.11278272,-0.4016897,0.46407002,-0.03512662,-0.17520314,0.17484458,-0.105133064,-0.48345917,0.12658244,0.29952613,-0.061940223,-0.09926551,-0.057666454,-0.16787615,-0.31470257,-0.1053454,-0.527832,-0.041330405,-0.20566736,-0.07708009,-0.08569818,-0.14370757,-0.36734986,-0.33306876,-0.06767534,-0.17059328,-0.46111408,-0.74977815,-0.11526267,0.17742518,1
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.33736375,-0.3370153,-0.060483012,-0.054042384,-0.067629814,0.76467544,-0.06710228,-0.43968025,-0.8314879,-0.0679732,-0.27027044,-0.07421895,-0.28394443,0.3230151,-0.49588615,-0.05998392,-0.042500064,0.12877609,-0.36267936,0.028948694,-0.05578467,-0.08720162,-0.069158584,-0.45696518,-0.05562216,-0.054831173,-0.420984,-0.039873518,-0.5846488,0.76568663,-0.051822077,-0.13250025,-0.13372165,-0.5557415,-0.4154796,0.46415138,0.033389155,-0.39186817,0.6787156,-0.37998152,-0.050053358,-0.06925289,-0.71821463,-0.04061949,-0.078358516,0.026891291,-0.310088,-0.06227322,-0.09052681,-0.05800454,0.078416504,-0.5318218,-0.29948202,0.24696945,-0.7856876,-0.36432245,-0.38179415,-0.35615212,-0.105133064,0.011000581,-0.25041837,0.12159037,-0.061940223,-0.09926551,-0.057666454,-0.56452423,-0.07222011,-0.1053454,-0.8278579,-0.041330405,-0.29736874,-0.07708009,-0.4512083,-0.14370757,0.12213349,2.0570364,-0.06767534,-0.23244625,-0.43937653,1.3357052,-0.11526267,-0.65132785,0
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,-0.3117644,-0.21975873,-0.40962538,-0.054042384,-0.067629814,0.23916516,-0.06710228,0.27265927,-0.5745804,-0.0679732,-0.13435045,-0.07421895,-0.10193441,-0.21894631,-0.5239973,-0.05998392,-0.042500064,-0.19452104,-0.68639785,-0.24329913,-0.05578467,-0.08720162,-0.069158584,0.1390367,-0.05562216,-0.054831173,-0.36805204,-0.039873518,-0.34949815,-0.23292339,-0.051822077,-0.13250025,-0.22808383,-0.40929666,-0.006062311,-0.06970011,-0.072789155,-0.32878813,-0.23339054,-0.79223335,-0.050053358,-0.06925289,-0.46082297,-0.04061949,-0.078358516,-0.35978863,-0.3729656,-0.68232536,-0.09052681,-0.05800454,-0.4338094,-0.4781039,-0.6049731,-0.42610365,-0.39714018,-0.12455348,-0.30614278,-0.6178519,-0.105133064,0.2622188,-0.4604293,-0.03732968,-0.061940223,-0.09926551,-0.057666454,-0.07104278,-0.18572794,-0.1053454,-0.6504018,-0.041330405,-0.27924252,-0.07708009,-0.7673012,-0.14370757,-0.2140048,0.067513764,-0.06767534,-0.9190128,-0.31872407,0.34867373,-0.11526267,-0.40087077,1
-0.030400895,-0.030400896,-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.030400895,-0.039174013,-0.04482511,-0.03489425,-0.05803116,0.41121945,0.51381844,0.09630194,-0.054042384,-0.067629814,0.020279394,-0.06710228,-0.44134232,0.13700588,-0.0679732,-0.12689422,-0.07421895,-0.026299808,-0.07945708,0.031548306,-0.05998392,-0.042500064,-0.025525955,-0.22157736,-0.15356746,-0.05578467,-0.08720162,-0.069158584,0.11266589,-0.05562216,-0.054831173,0.01436665,-0.039873518,-0.730289,-0.43863055,-0.051822077,-0.13250025,0.08481145,0.2838505,0.16825108,0.23465392,1.3493544,0.27180555,0.9355538,-0.04072257,-0.050053358,-0.06925289,-0.6140517,-0.04061949,-0.078358516,-0.24419549,-0.23731871,0.82458526,-0.09052681,-0.05800454,1.6301959,0.13342458,0.52222365,-0.27763095,1.20358,0.2647319,0.37573758,0.5587583,-0.105133064,0.70855904,-0.04852861,0.45532066,-0.061940223,-0.09926551,-0.057666454,1.274921,-0.01477793,-0.1053454,0.044889804,-0.041330405,0.8149454,-0.07708009,0.177482,-0.14370757,0.84905064,-0.2650972,-0.06767534,0.6620897,-0.9134815,0.35837173,-0.11526267,-0.53971034,0
