rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_SUN5,rnaseq_gene__GENE_DEFB105A,rnaseq_gene__GENE_DUX4L2,rnaseq_gene__GENE_TTTY11,rnaseq_gene__GENE_DEFB136,methylation_gene__GENE_CCNDBP1,methylation_gene__GENE_ZNHIT2,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_SCARNA8,methylation_gene__GENE_IL10RB,methylation_gene__GENE_CNOT10,rnaseq_gene__GENE_SCARNA18,methylation_gene__GENE_SNORD84;BAT1,methylation_gene__GENE_SLC25A38,methylation_gene__GENE_MIB1,rnaseq_gene__GENE_SNORA54,rnaseq_gene__GENE_TBC1D21,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_COMMD5,methylation_gene__GENE_TYMP;SCO2,methylation_gene__GENE_RAB3GAP1,methylation_gene__GENE_SPATA13,methylation_gene__GENE_TIGD3,methylation_gene__GENE_MYH10,rnaseq_gene__GENE_SNORA11E,methylation_gene__GENE_GEMIN6,methylation_gene__GENE_TEF,rnaseq_gene__GENE_SNORA79,methylation_gene__GENE_C4ORF21;LARP7,methylation_gene__GENE_GPATCH1,methylation_gene__GENE_CARKD,methylation_gene__GENE_DDX21,methylation_gene__GENE_AK2,methylation_gene__GENE_PRKAG1;MLL2,methylation_gene__GENE_MRPL35,methylation_gene__GENE_ABHD6,methylation_gene__GENE_CFAP418,methylation_gene__GENE_FAM177A1,methylation_gene__GENE_FSIP1,rnaseq_gene__GENE_SNORA38,methylation_gene__GENE_GCN1L1,rnaseq_gene__GENE_C2ORF27B,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_DEFB123,methylation_gene__GENE_PALB2;DCTN5,methylation_gene__GENE_NLK,rnaseq_gene__GENE_TTTY23,methylation_gene__GENE_RSAD2,methylation_gene__GENE_COMMD3,methylation_gene__GENE_SHCBP1,methylation_gene__GENE_BTF3L4;TXNDC12,rnaseq_gene__GENE_SNORA26,rnaseq_gene__GENE_SCARNA21,methylation_gene__GENE_C5ORF25,methylation_gene__GENE_PRNP,methylation_gene__GENE_STRAP,methylation_gene__GENE_CCDC34,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_POLD3,rnaseq_gene__GENE_SCARNA1,methylation_gene__GENE_MRPS34;EME2,methylation_gene__GENE_CTSC,methylation_gene__GENE_VPS28,methylation_gene__GENE_TINF2,rnaseq_gene__GENE_DEFB132,rnaseq_gene__GENE_SNORA16A,rnaseq_gene__GENE_SNORA64,methylation_gene__GENE_NUBP1,rnaseq_gene__GENE_SNORA37,methylation_gene__GENE_C6ORF57,rnaseq_gene__GENE_SNORA70B,methylation_gene__GENE_TPCN2,methylation_gene__GENE_ZMAT2,rnaseq_gene__GENE_SCARNA4,methylation_gene__GENE_NIPSNAP1,methylation_gene__GENE_SDCBP,rnaseq_gene__GENE_UBE2DNL,rnaseq_gene__GENE_SCARNA22,methylation_gene__GENE_PGRMC2,methylation_gene__GENE_TM7SF2,methylation_gene__GENE_ARPC2,methylation_gene__GENE_COPZ1,methylation_gene__GENE_CRELD1;IL17RC,rnaseq_gene__GENE_C1ORF146,methylation_gene__GENE_C14ORF143;TDP1,methylation_gene__GENE_TUBD1;RPS6KB1,methylation_gene__GENE_NEK11;ASTE1,methylation_gene__GENE_TRMT11,rnaseq_gene__GENE_SNORA22,methylation_gene__GENE_PIP5K1A,methylation_gene__GENE_FAM73B,methylation_gene__GENE_CAMK2D,methylation_gene__GENE_IQCC,methylation_gene__GENE_ATP6V1G1,methylation_gene__GENE_HIST1H1T,methylation_gene__GENE_STK32C,methylation_gene__GENE_SART3,methylation_gene__GENE_BCL7A,rnaseq_gene__GENE_SNORA71D,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454543,0.13879126,-0.02143848,-0.0510505,-0.077656925,0.115089364,-0.05931265,-0.08420343,-0.15677907,-0.03843589,0.038130186,-0.062202632,-0.07560294,21.215345,0.021735935,0.109747,0.008016121,0.56901705,0.15571235,-0.120250806,-0.12668397,-0.07052775,-0.009326429,-0.09405645,-0.013843258,0.223192,0.035016384,0.16930343,-0.22234523,0.0069895964,-0.059284784,0.16583702,-0.10210866,-0.4579625,0.9145582,-0.06538503,0.2815941,-0.12132999,0.39913407,-0.09053003,-0.21135338,0.19284423,-0.06604976,0.5502926,0.05582663,-0.23276694,-0.15022413,-0.098405525,-0.16946821,-0.11597662,0.38116875,0.119364955,0.02181477,-0.11734243,-0.05419952,-0.14398706,0.42557785,0.19854519,0.77826685,0.37092286,-0.09292495,-0.16123992,-0.16189265,0.060595248,-0.12478135,0.23273988,-0.075058505,-0.037372455,-0.26626635,-0.07712625,0.016386965,6.1853337,-0.12741643,-0.08098747,0.07119756,0.030457664,-0.13901696,0.08037074,-0.62443894,-0.1601053,0.0010934082,0.031037215,0.4633536,-0.17892696,-0.20551696,0.23790076,1.0577922,-0.0003022427,0.33813846,0.1118178,-0.5426975,-0.06846281,0.280472,1.2261119,-0.1580065,1
-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454543,0.123891346,0.11366087,-0.0510505,-0.077656925,0.05496861,0.010354679,-0.08420343,0.42945364,-0.08854886,0.24387312,-0.062202632,-0.07560294,-0.055644006,0.20930603,0.27867046,-0.13026728,0.34405574,0.22313906,0.058328282,-0.12668397,-0.08771877,-0.035964943,-0.09405645,-0.08704222,-0.008255056,-0.17174122,0.8971477,0.18717764,0.3459178,-0.17547643,0.19976237,0.58181924,-0.2416122,0.8357188,-0.06538503,0.177277,-0.12132999,0.4177621,-0.09053003,-0.17391363,0.034324005,-0.06604976,0.35076898,0.03576586,0.38041523,0.9815012,-0.098405525,-0.16946821,0.10902377,0.3894572,0.23493233,-0.026134897,-0.11734243,0.109834366,-0.14398706,0.6714834,0.12509142,1.0879319,0.35929692,-0.09292495,-0.16123992,-0.16189265,0.19455156,-0.12478135,0.3700894,-0.075058505,-0.017548116,-0.10575867,-0.07712625,0.19609515,0.8940539,-0.12741643,-0.08098747,0.073184624,-0.0014703001,0.22928321,-0.031772554,-0.23293154,-0.1601053,-0.0572387,-0.14536843,0.5405498,-0.090765305,-0.20551696,0.3605754,0.76363957,0.11325546,0.5766908,0.22494292,-0.27842215,1.542352,17.972397,1.2245042,2.1097538,1
-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454543,-0.1716004,0.13559557,-0.0510505,-0.077656925,0.13687806,0.600855,-0.08420343,0.8207895,-0.086659566,0.18989217,-0.062202632,-0.07560294,-0.055644006,-0.36470613,0.5786487,-0.07947404,0.5503442,0.16013235,0.5645557,-0.12668397,-0.044347864,-0.08489433,-0.09405645,-0.27745387,0.23681845,-0.0024329221,1.0684891,0.8185419,-0.08869567,-0.010895384,0.5159228,1.4132686,-0.08478619,-0.24995013,-0.06538503,0.4791405,-0.12132999,0.053263925,-0.09053003,-0.040159047,0.20554264,-0.06604976,0.75956094,0.24160112,6.584307,0.6352676,-0.098405525,-0.16946821,-0.07909417,0.36436123,0.29021448,0.25378633,-0.11734243,-0.42517877,-0.14398706,0.9998394,-0.054314177,1.5126345,0.8339191,-0.09292495,-0.16123992,-0.16189265,0.42224076,-0.12478135,1.3565855,-0.075058505,0.121402785,0.15982834,-0.07712625,-0.038713276,1.2703476,-0.12741643,-0.08098747,-0.3032198,0.037963275,18.11165,0.012491868,0.2751643,-0.1601053,0.38290974,-0.48554486,-0.069065325,-0.050679732,-0.20551696,0.9707161,2.8831508,-0.25008965,0.73733413,0.5973824,-2.1542914,-0.32459104,0.39928702,0.2619954,-0.1580065,1
-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454543,-0.12793615,-0.029095246,-0.0510505,-0.077656925,-0.023873253,0.030327728,-0.08420343,-0.10767321,-0.058662783,0.08352996,-0.062202632,-0.07560294,-0.055644006,-0.29797605,0.6743571,-0.14755653,0.25576505,-0.097748026,0.62039477,-0.12668397,0.14453988,-0.39203927,-0.09405645,0.009688604,-0.477956,-0.2279228,-0.13461225,-0.16893984,-0.25330362,-0.5559005,0.17132619,-0.092855275,-0.42465895,0.046742857,-0.06538503,0.15309241,-0.12132999,0.09119493,-0.09053003,-0.38661298,0.32782152,-0.06604976,0.7401969,0.45073083,-0.44920498,0.08257944,-0.098405525,-0.16946821,-0.12136639,0.04582664,0.080714375,-0.12904312,-0.11734243,0.07915886,-0.14398706,0.1856196,0.100446306,0.07888355,-0.018044336,-0.09292495,-0.16123992,-0.16189265,-0.25114623,-0.12478135,0.31296864,-0.075058505,-0.08462696,0.11193632,-0.07712625,-0.34183866,-0.0032215614,-0.12741643,-0.08098747,-0.19911654,-0.15560229,0.17994909,0.028855024,0.20993048,-0.1601053,-0.120225124,-0.092183076,-0.20412017,-0.28423858,-0.20551696,-0.30565017,-0.14350702,0.0043736543,0.05495039,-0.47050133,-3.1951942,3.5459383,0.3455983,1.0805176,-0.1580065,1
-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454543,0.064474486,-0.02063643,-0.0510505,-0.077656925,0.29669073,0.35651994,-0.08420343,-0.10538901,-0.10715304,0.06772682,-0.062202632,-0.07560294,-0.055644006,-0.31550097,0.028725626,0.010174483,0.33951563,-0.016427882,0.014157167,-0.12668397,-0.25991908,-0.11914832,-0.09405645,-0.10961757,0.06588109,-0.1479742,-0.066095926,-0.29569808,0.15334834,-0.33401728,0.18568891,0.0158276,-0.24039829,0.50150406,-0.06538503,0.2075083,-0.12132999,0.25345558,-0.09053003,-0.16781849,0.15203515,-0.06604976,-0.11392435,0.26241377,0.11969319,0.044325214,-0.098405525,-0.16946821,0.0066851904,0.4142284,0.113134556,0.10477288,-0.11734243,-0.008012196,-0.14398706,-0.11127421,0.064565256,-0.3970272,-0.049822733,-0.09292495,-0.16123992,-0.16189265,0.1120476,-0.12478135,0.4025814,-0.075058505,-0.043292675,-0.08200213,-0.07712625,-0.052938312,0.11979711,-0.12741643,-0.08098747,-0.14412332,-0.03732137,1.018752,0.06559603,-0.06655288,-0.1601053,-0.22905914,-0.78788316,0.51446605,18.045818,2.3434758,-0.12882556,-0.26854628,-0.08321369,-0.20353268,-0.14021924,0.015286276,0.43145356,0.45653853,1.5363292,-0.1580065,1
-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454543,0.0057542752,0.066743255,-0.0510505,-0.077656925,0.15540007,0.026620133,-0.08420343,0.0029505189,-0.082064085,0.10806374,-0.062202632,-0.07560294,-0.055644006,-0.30784377,0.4566397,-0.11832585,-0.003324773,0.057744913,0.20401385,-0.12668397,-0.12974872,-0.060972303,-0.09405645,-0.20647463,-0.13011433,-0.10375235,-0.1391421,0.3087004,0.22577436,0.0073755896,0.31488952,-0.043662205,-0.23002721,0.0130242165,-0.06538503,0.13371089,-0.12132999,0.2623861,-0.09053003,-0.06262213,0.22721255,-0.06604976,1.3006067,0.18651515,-0.059440613,0.6707714,-0.098405525,-0.16946821,-0.051681112,0.30003548,-0.021209082,0.06862429,-0.11734243,0.25866687,-0.14398706,-0.21480395,0.24994503,0.12515736,0.03945884,-0.09292495,-0.16123992,-0.16189265,0.44079664,-0.12478135,-0.2361239,-0.075058505,-0.10464403,-0.316023,-0.07712625,-0.011247987,0.24761727,-0.12741643,-0.08098747,-0.06061791,-0.096599326,0.73633987,0.038224,-0.23405688,6.1255054,-0.13013352,-0.7816559,0.1339628,-0.1071301,-0.20551696,-0.44651133,0.67440087,0.02398397,17.724586,0.06215681,-0.07664297,-0.37977943,0.39452362,-0.23205085,-0.1580065,0
-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454543,-0.19842687,-0.004967123,-0.0510505,-0.077656925,-0.08480165,-0.2918975,-0.08420343,-0.12399007,-0.13644297,-0.14756846,-0.062202632,-0.07560294,-0.055644006,-0.24679646,-0.11096757,-0.32441795,0.59653723,-0.084535174,-0.61090267,-0.12668397,-0.34890494,-0.0017920902,-0.09405645,-0.18140323,0.18853308,-0.1983476,-0.4542011,-0.34377405,-0.19792633,-0.3581373,-0.38888177,-0.16768332,0.14214955,-0.3409106,-0.06538503,-0.533732,-0.12132999,0.36035943,-0.09053003,-0.59821135,0.23103239,-0.06604976,-0.4266481,0.010345773,-0.27975336,-0.33659977,-0.098405525,-0.16946821,-0.07803036,-0.16521706,-0.26418507,-0.23966411,-0.11734243,-0.19693463,-0.14398706,1.139783,-0.0833065,0.23513484,-0.71483535,-0.09292495,-0.16123992,-0.16189265,-0.1509617,-0.12478135,-0.07708161,-0.075058505,-0.1455564,-0.26794657,-0.07712625,-0.07466314,-0.14520329,-0.12741643,-0.08098747,-0.23367937,-0.15883282,0.6135536,-0.39415148,-0.6089889,-0.1601053,-0.43383366,-0.5867199,-0.17632838,-0.06265919,-0.20551696,-0.32419083,-0.5448148,-0.18326643,-0.078836136,-0.085237056,0.20454022,-0.3352065,0.102948375,0.97821933,-0.1580065,1
-0.045454547,-0.045454547,-0.045454547,-0.045454543,-0.045454547,-0.045454543,-0.14984393,-0.22254434,-0.0510505,-0.077656925,-0.45617527,-0.38641647,-0.08420343,-0.2143986,-0.17272314,-0.6099742,-0.062202632,-0.07560294,-0.055644006,-0.367262,-0.3616108,-0.13203979,-0.6901528,-0.3211411,-0.3065887,-0.12668397,0.0661368,-0.08502015,-0.09405645,-0.27106607,-0.15880346,0.38702255,0.057134505,0.43934768,-0.55913204,-0.12061684,-0.798504,-0.5394951,-0.21992178,-0.58201295,-0.06538503,0.4496607,-0.12132999,-0.30376917,-0.09053003,-0.25573003,-0.38240492,-0.06604976,-0.22136843,-0.6776865,-0.13289185,0.023459574,-0.098405525,-0.16946821,-0.08619569,-0.55195296,-0.50049764,-0.62087816,-0.11734243,-0.60647196,-0.14398706,-0.24444492,-0.63265187,-0.12634479,-0.5254679,-0.09292495,-0.16123992,-0.16189265,-0.40295944,-0.12478135,-0.7083202,-0.075058505,-0.36413088,0.34085202,-0.07712625,-0.74986,-0.5929744,-0.12741643,-0.08098747,-0.07408095,-0.18887873,-0.1148828,-0.82746464,-0.5840302,-0.1601053,0.054678585,0.52583325,-0.74001604,0.43012708,-0.20551696,-0.5660113,-0.10032305,-0.6237917,-1.2157699,-0.44684404,0.4166473,-0.49356645,-1.2453419,-0.6411622,-0.1580065,0
