rnaseq_gene__GENE_TTTY6B,rnaseq_gene__GENE_MS4A5,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_OR4S2,rnaseq_gene__GENE_SPANXN4,rnaseq_gene__GENE_TEX28,rnaseq_gene__GENE_TEX36-AS1,rnaseq_gene__GENE_SNORA70C,rnaseq_gene__GENE_PRLH,rnaseq_gene__GENE_SPINT4,rnaseq_gene__GENE_SNAR-I,rnaseq_gene__GENE_SNAR-C4,methylation_gene__GENE_FHOD3,methylation_gene__GENE_MYO6,methylation_gene__GENE_CDC42,methylation_gene__GENE_TMEM177,methylation_gene__GENE_ZNF296,rnaseq_gene__GENE_ADAD1,methylation_gene__GENE_HIST1H4C,methylation_gene__GENE_FBXL2,methylation_gene__GENE_ACPL2,methylation_gene__GENE_NDUFAF1,methylation_gene__GENE_HIC1,rnaseq_gene__GENE_NPS,methylation_gene__GENE_C16ORF80,methylation_gene__GENE_EMP1,rnaseq_gene__GENE_KRTAP20-3,methylation_gene__GENE_SRD5A1;NSUN2,rnaseq_gene__GENE_DEFA6,methylation_gene__GENE_C18ORF19;RNMT,methylation_gene__GENE_CCRN4L,methylation_gene__GENE_NOC2L;KLHL17,methylation_gene__GENE_AARS;EXOSC6,methylation_gene__GENE_PTDSS1;MTERFD1,methylation_gene__GENE_IQCC,methylation_gene__GENE_ARL13B,methylation_gene__GENE_ZNF787,rnaseq_gene__GENE_DEFB115,methylation_gene__GENE_NIPSNAP1,methylation_gene__GENE_ZBTB12,methylation_gene__GENE_PXMP3,methylation_gene__GENE_HIST1H1C,methylation_gene__GENE_SERPINB6,methylation_gene__GENE_TRIB3,methylation_gene__GENE_SETD3;CCNK,rnaseq_gene__GENE_NOX3,methylation_gene__GENE_AZIN1,methylation_gene__GENE_RPLP2,methylation_gene__GENE_ATP5E,rnaseq_gene__GENE_IFNA16,rnaseq_gene__GENE_DEFA5,methylation_gene__GENE_RFK,methylation_gene__GENE_TOR1A,rnaseq_gene__GENE_OR7D4,rnaseq_gene__GENE_KRTAP15-1,rnaseq_gene__GENE_BHLHE23,methylation_gene__GENE_TKT,methylation_gene__GENE_CAMK2D,rnaseq_gene__GENE_OR5D16,rnaseq_gene__GENE_PTH,methylation_gene__GENE_PLEKHJ1;SF3A2,methylation_gene__GENE_NT5C,rnaseq_gene__GENE_C15ORF43,methylation_gene__GENE_SLC35B1,methylation_gene__GENE_TMEM141,methylation_gene__GENE_RASA1,methylation_gene__GENE_GGCT,methylation_gene__GENE_ACADM,methylation_gene__GENE_MIR1181;CDC37,methylation_gene__GENE_ZNF672,methylation_gene__GENE_C17ORF59,methylation_gene__GENE_FOXC1,methylation_gene__GENE_B3GNTL1,methylation_gene__GENE_CISD2;UBE2D3,rnaseq_gene__GENE_DEFB118,rnaseq_gene__GENE_OTOR,methylation_gene__GENE_CASKIN2;TSEN54,methylation_gene__GENE_LLPH,methylation_gene__GENE_ZHX2,methylation_gene__GENE_NLRX1,methylation_gene__GENE_PHYH,methylation_gene__GENE_LIG4,methylation_gene__GENE_PARVB,methylation_gene__GENE_RAB6B,rnaseq_gene__GENE_OR6B1,methylation_gene__GENE_CWF19L2,methylation_gene__GENE_TMEM160,methylation_gene__GENE_ICA1L,rnaseq_gene__GENE_KRT28,methylation_gene__GENE_EIF6,methylation_gene__GENE_HNRPA1L-2;HNRNPA1,methylation_gene__GENE_SLC16A1,methylation_gene__GENE_LSM12,rnaseq_gene__GENE_OR5H14,methylation_gene__GENE_ZCCHC11,methylation_gene__GENE_ZNF354A,methylation_gene__GENE_IL4R,methylation_gene__GENE_HIST1H3H,rnaseq_gene__GENE_OR8D4,methylation_gene__GENE_YAP1,target
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22.649546,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.054619074,-0.06121572,-0.06227874,-0.10942163,-0.22966444,0.040584613,-0.0750947,-0.04728271,-0.076208994,0.17996757,-0.10218728,-0.101136066,-0.25406423,0.17401391,-0.078769214,-0.05662224,-0.16628714,-0.05375852,-0.48290044,1.116477,-0.272834,0.08106583,0.13491815,0.04412027,-0.21787235,-0.41120574,-0.2267113,-0.3256126,-0.05610869,0.07027014,0.45639792,-0.11214796,0.412824,0.49997246,-0.0024046528,-0.23476811,-0.108833104,0.23956268,0.6331517,-0.24796565,-0.06817627,-0.13364081,0.022742985,0.45505232,-0.12458608,-0.08630882,-0.105781555,0.35215423,-0.18282841,-0.07671373,-0.15906872,-0.25140488,-0.21368778,-0.14671578,0.14596997,0.0673253,-0.14032824,0.3540029,-0.028234983,0.011305516,-0.4309059,-0.062900975,-0.35897106,0.09706123,0.58144486,-0.11409981,-0.16934597,0.103461765,-0.07995713,-0.18043454,0.031205148,-0.48130685,0.01342837,0.4537911,-0.090574324,-0.0807927,-1.016491,-0.25202683,-0.16837429,-0.14486007,0.5287964,0.44169927,-0.25858256,-0.3115141,-0.07800698,0.13891745,-0.24809201,0.32977968,0.4190596,-0.12419063,0.1018958,1
-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.054619074,-0.06121572,-0.06227874,-0.41569793,-0.010684008,-0.17879976,-0.30328363,-0.013377459,-0.076208994,0.36626863,-0.12984334,-0.27748436,0.01841058,0.030808432,-0.078769214,-0.06425393,0.12752189,-0.05375852,-0.15191728,-0.115279995,-0.34762946,0.20389967,-0.37952307,0.6512446,0.28854007,0.69708747,0.4411795,-0.17132993,-0.05610869,-0.10906779,0.25909063,0.06904674,-0.13939375,-0.015029992,-0.26294208,0.019470807,-0.108833104,0.023130786,0.15874538,0.18127723,-0.06817627,-0.13364081,-0.22687852,0.8707775,-0.12458608,-0.08630882,-0.105781555,-0.05744809,8.346219,-0.07671373,-0.15906872,0.18049057,-0.16713747,-0.14671578,0.29641274,-0.051559594,0.28437078,0.8095123,-0.1570013,0.26388434,-0.027387334,0.20211896,-0.2137172,-0.026841817,1.5403981,-0.11409981,-0.16934597,-0.18821134,-0.19182394,0.34136033,-0.27921748,0.84820455,-0.0026356638,0.63579744,-0.31684396,-0.0807927,-0.29745415,0.1073356,0.29712805,-0.14486007,0.9445548,-0.043212805,-0.08794071,0.46254846,-0.07800698,1.052962,0.47200894,0.15734084,-0.39922613,-0.12419063,-0.35775286,1
-0.044065263,22.649546,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.054619074,-0.06121572,-0.06227874,-0.2837865,-0.30007553,-0.1461287,-0.22689268,0.20647483,-0.076208994,0.48412514,-0.049694493,-0.21689154,21.852411,-0.16960093,-0.078769214,0.29541355,0.15299344,-0.05375852,-0.5208568,-0.115279995,0.1973614,0.2924213,0.15791818,-0.15922388,-0.4286327,0.043256905,-0.0011845735,0.33194417,-0.05610869,0.2656125,0.12950008,0.40122288,0.0918751,-0.22129196,-0.07686115,0.23535821,-0.108833104,0.7223898,0.5163156,0.18587509,-0.06817627,-0.13364081,-0.1106946,0.86256975,-0.12458608,-0.08630882,-0.105781555,0.2110241,0.18880503,-0.07671373,-0.15906872,0.47331524,-0.12557629,-0.14671578,0.553002,-0.31615198,0.54843414,0.5460771,-0.083685584,0.5917301,1.59252,-0.030319672,-0.41683078,0.27377135,-0.032299493,-0.11409981,-0.16934597,-0.07606435,-0.03673815,-0.20021465,-0.32065576,-0.12101237,0.029811976,0.37149662,-0.3194067,-0.0807927,0.45640394,0.08279796,-0.13028336,-0.14486007,0.16430457,-0.09549911,0.5549827,0.6165995,-0.07800698,1.2801468,0.59595555,-0.31719372,0.26494965,-0.12419063,0.37593147,1
-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.054619074,-0.06121572,-0.06227874,-0.10463214,-0.2087099,-0.077829435,-0.1473911,-0.11844456,-0.076208994,0.04290441,-0.19220857,-0.0064509343,-0.12164964,-0.107341565,-0.078769214,-0.41476223,-0.23230582,-0.05375852,-0.15691838,-0.115279995,-0.22703856,0.08975626,-0.23411205,0.1623359,-0.3681075,-0.35349026,-0.27155596,-0.18175307,-0.05610869,-0.17841674,-0.06750109,-0.0942927,-0.13768579,-0.22654878,-0.5704162,0.074520655,-0.108833104,-0.37781143,-0.13882717,-0.06171699,-0.06817627,-0.13364081,0.105521776,-0.016775088,-0.12458608,-0.08630882,-0.105781555,-0.5186831,-0.2532712,-0.07671373,-0.15906872,0.05438524,0.036834188,-0.14671578,-0.48925266,-0.6378628,-0.103956684,-0.21245953,-0.22774604,-0.010418667,0.18140076,0.15653552,0.2120249,-0.18183981,0.8036772,-0.11409981,-0.16934597,-0.60052955,-0.23851705,0.04396669,-0.34075043,0.12852952,-0.08901261,0.39669818,-0.2230268,-0.0807927,-0.1876476,-0.28545153,-0.25962245,-0.14486007,-0.48645544,-0.49890193,-0.30736694,0.19793722,-0.07800698,-0.31481168,0.30990535,-0.17512812,-0.11727271,-0.12419063,-0.35540906,0
-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.044065263,-0.044065263,-0.044065263,-0.044065267,-0.044065263,-0.054619074,-0.06121572,-0.06227874,0.3275321,-0.17908403,0.38186443,0.1809293,0.25297385,-0.076208994,0.24080566,0.0873316,0.29778668,0.28633785,0.25319344,-0.078769214,0.4328114,-0.03629536,-0.05375852,0.23451115,-0.115279995,0.0058876094,0.19494376,0.093725696,0.16814391,0.57024443,0.54607344,0.86569524,0.24064153,-0.05610869,0.522961,0.29327276,0.6572433,0.44716844,0.38023314,-0.28072175,0.26426387,-0.108833104,0.9385664,0.3768141,0.016485717,-0.06817627,-0.13364081,0.38442776,0.10639044,-0.12458608,-0.08630882,2.9567885,0.5841889,0.047373194,-0.07671373,-0.15906872,0.4399684,0.06070483,-0.14671578,0.34152278,0.22283642,0.5528824,0.046088368,-0.07119589,0.3815438,1.1275914,0.44217148,0.83478683,0.15897176,0.72786754,-0.11409981,4.653074,-0.08054329,0.2202928,0.5602914,0.71196544,0.050278187,0.22410421,0.42550766,0.01696425,-0.0807927,0.03478538,0.44124842,0.13405555,-0.14486007,0.688185,-0.07156987,-0.13879856,0.66047776,-0.07800698,0.85486966,-0.14933482,0.24676748,0.50980914,-0.12419063,1.1796993,1
