rnaseq_gene__GENE_OR8H1,methylation_gene__GENE_ACPL2,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_FGF6,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_TECRL,rnaseq_gene__GENE_DEFB136,methylation_gene__GENE_GPI,methylation_gene__GENE_LASS5,methylation_gene__GENE_PNN,methylation_gene__GENE_NT5C3L,rnaseq_gene__GENE_SCARNA23,methylation_gene__GENE_PIGP;TTC3,methylation_gene__GENE_C19ORF24,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_VEGFA,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_CSPG4P2Y,methylation_gene__GENE_FRY,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_LRRC30,methylation_gene__GENE_EXT1,methylation_gene__GENE_PRDX6,rnaseq_gene__GENE_MYL1,methylation_gene__GENE_CASP6,methylation_gene__GENE_ZNF721;PIGG,rnaseq_gene__GENE_LCN9,methylation_gene__GENE_ZNF619,rnaseq_gene__GENE_OR4A15,methylation_gene__GENE_YJU2B,rnaseq_gene__GENE_C20ORF166,rnaseq_gene__GENE_VN1R4,methylation_gene__GENE_CNP,rnaseq_gene__GENE_C8ORF22,rnaseq_gene__GENE_AMBN,methylation_gene__GENE_NACC1;TRMT1,rnaseq_gene__GENE_OR51A7,methylation_gene__GENE_NDE1;KIAA0430,methylation_gene__GENE_RSPH3,rnaseq_gene__GENE_SPACA1,rnaseq_gene__GENE_OR2T27,methylation_gene__GENE_ADAR,rnaseq_gene__GENE_OR5AC2,methylation_gene__GENE_BID,methylation_gene__GENE_CDK5RAP1,methylation_gene__GENE_LRRC20,methylation_gene__GENE_PPP2R5D,rnaseq_gene__GENE_MLN,methylation_gene__GENE_CCNG1,methylation_gene__GENE_B2M,methylation_gene__GENE_KTELC1,rnaseq_gene__GENE_SSX3,rnaseq_gene__GENE_MS4A5,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_SLC22A17,rnaseq_gene__GENE_SPANXE,methylation_gene__GENE_PRELID1;RAB24,methylation_gene__GENE_H3F3B,methylation_gene__GENE_PLEKHB2,rnaseq_gene__GENE_SLC6A5,cnv_log2__GENE_RLIM,rnaseq_gene__GENE_CRYGA,rnaseq_gene__GENE_CST8,methylation_gene__GENE_PSMG1,rnaseq_gene__GENE_SNORA69,methylation_gene__GENE_PRCP,methylation_gene__GENE_MAP3K9,rnaseq_gene__GENE_OR2W5,rnaseq_gene__GENE_FSHB,methylation_gene__GENE_GMCL1,rnaseq_gene__GENE_AADACL3,rnaseq_gene__GENE_OR10AG1,methylation_gene__GENE_SYPL1,methylation_gene__GENE_COX6A1,rnaseq_gene__GENE_KRTAP19-3,rnaseq_gene__GENE_DAZ1,methylation_gene__GENE_NDUFB8,cnv_log2__GENE_SLC16A2,methylation_gene__GENE_GSR,methylation_gene__GENE_OSBPL6,rnaseq_gene__GENE_TMEM207,methylation_gene__GENE_ENTPD6,methylation_gene__GENE_ASAH1,methylation_gene__GENE_HIST1H1T,methylation_gene__GENE_CAMK2D,methylation_gene__GENE_NSUN5,methylation_gene__GENE_INPP5A,methylation_gene__GENE_ZMAT2,rnaseq_gene__GENE_FAM99A,methylation_gene__GENE_TOR1A,methylation_gene__GENE_SPPL3,methylation_gene__GENE_TMEM63A,methylation_gene__GENE_EXOSC6,methylation_gene__GENE_ATP5S;L2HGDH,methylation_gene__GENE_ABAT,rnaseq_gene__GENE_MAGEB3,methylation_gene__GENE_USP14,methylation_gene__GENE_ACTR1A;SUFU,methylation_gene__GENE_SPATA13,target
-0.057666454,-0.59978724,-0.07355285,-0.035875507,-0.08795058,1.8281121,-0.11196494,-0.051518552,0.1564381,4.1960053,-0.0022960287,1.1931134,-0.078748696,3.9454308,0.27070448,-0.0679732,-0.028886752,2.815451,-0.030400893,3.7843564,-0.04756436,-0.05803116,-0.36752564,2.1300566,-0.15378062,2.815834,4.4018655,-0.059162382,3.7824774,-0.042500064,3.0294182,-0.11526267,-0.054831173,1.9985156,-0.21443304,-0.21529208,-1.2166504,-0.06867951,4.0582376,1.4272074,-0.10053951,-0.050521668,-0.43640858,-0.08507758,3.3774269,2.821273,3.941546,2.7389362,-0.11664121,1.1169478,3.261601,4.0626926,-0.17225634,-0.069158584,6.3348265,2.6762776,-0.17491919,0.5239288,2.1152337,3.3607023,-0.067629814,-0.4544584,-0.07638114,-0.15146537,-0.08919541,-0.08561648,2.045781,2.6602113,-0.14741206,-0.16675237,3.6252599,-0.31696543,-0.07527141,1.9245535,1.2604598,-0.124685876,-0.08408102,3.5243478,-0.46207094,3.7549617,0.40771466,-0.11980957,2.8577363,4.5853057,1.2518088,0.5840847,2.3471797,4.1581855,1.7558897,-0.069542356,0.6382723,2.3493712,5.6459146,0.35434794,1.8562703,3.8050804,-0.19023986,-2.0047295,3.3909416,3.0948315,0
-0.057666454,0.0122981975,-0.07355285,-0.035875507,-0.08795058,-0.21147825,-0.11196494,-0.051518552,-0.18044701,-0.42742208,-0.11352385,-0.13208076,-0.078748696,-0.2680833,-0.045622937,-0.0679732,-0.26221967,-0.14569815,-0.030400893,0.012420988,-0.04756436,-0.05803116,-0.1041228,0.03480826,-0.15378062,-0.3991912,-0.2639336,-0.059162382,-0.2532957,-0.042500064,-0.3533604,-0.11526267,-0.054831173,-0.323892,1.3499079,-0.21529208,-0.4046392,-0.06867951,-0.16689137,-0.8661528,-0.10053951,-0.050521668,0.15561767,-0.08507758,-0.2049602,0.06706932,-0.3525124,-0.4137795,-0.11664121,-0.16349606,-0.1970973,0.04737492,-0.17225634,-0.069158584,-0.15581125,0.60957247,-0.17491919,-0.51088595,-0.7837771,-0.16623566,-0.067629814,0.038521815,-0.07638114,-0.15146537,-0.15983854,-0.08561648,-0.6812032,-0.21391815,-0.14741206,-0.16675237,-0.14061943,-0.31696543,-0.07527141,-0.069786854,-0.8345308,-0.124685876,-0.08408102,-0.56619173,0.030333878,0.01949335,-0.13876148,-0.11980957,0.11288528,-0.32779723,0.6523615,-0.40638024,0.23724823,-0.32173336,-0.5027562,-0.069542356,-0.6308929,2.0438435,-0.3373059,-0.4241427,-0.50373554,0.16206123,-0.19023986,0.08692336,-0.56037635,-0.38934866,0
-0.057666454,-0.5533763,-0.07355285,-0.035875507,-0.08795058,-0.07405807,-0.11196494,-0.051518552,-0.29256988,-0.22447482,-0.06743414,-0.19193463,-0.078748696,0.21623088,-0.13052744,-0.0679732,1.7912089,0.41433942,-0.030400893,-0.22173359,-0.04756436,-0.05803116,-0.17962998,-0.2079939,-0.15378062,-0.105185606,-0.070126854,-0.059162382,5.5147076,-0.042500064,-0.42448094,-0.11526267,-0.054831173,-0.58841795,-0.21443304,-0.21529208,-0.53791004,-0.06867951,-0.2270217,1.2909616,-0.10053951,-0.050521668,-0.18274042,-0.08507758,-0.07144893,-0.04314262,-0.023108117,0.9340383,-0.11664121,-0.11150195,-0.002664013,-0.20640743,-0.17225634,-0.069158584,-1.1905417,-0.38849688,0.41300917,-0.4508441,0.7548814,0.26408193,-0.067629814,-0.94224924,-0.07638114,-0.15146537,-0.31843385,-0.08561648,0.7940721,-0.4676675,-0.14741206,-0.16675237,-0.22596186,8.286926,-0.07527141,-0.5620402,-0.07858795,-0.124685876,-0.08408102,-0.22082934,-0.94929254,-0.0023588187,-0.028526695,-0.11980957,-0.60697794,0.30664304,-0.12626757,1.910457,-0.3074748,-0.5418274,-0.008184942,-0.069542356,1.4027854,-0.31891587,0.27641135,2.3080678,0.98687035,0.5487415,-0.19023986,-1.4546086,0.052224807,0.25746426,1
-0.057666454,0.42286786,-0.07355285,-0.035875507,-0.08795058,-0.5452504,-0.11196494,-0.051518552,0.20074132,0.09545022,-0.049059037,-0.19421014,-0.078748696,-0.32566747,0.2605601,-0.0679732,-0.10439054,-0.08599264,-0.030400893,-0.04938687,-0.04756436,-0.05803116,-0.00402079,-0.18102479,-0.15378062,-0.37841266,-0.26716128,-0.059162382,-0.20585823,-0.042500064,-0.3748512,-0.11526267,-0.054831173,0.0059876656,-0.21443304,-0.21529208,0.11094326,-0.06867951,-0.25518894,-0.5575176,-0.10053951,-0.050521668,0.063059956,-0.08507758,0.45875162,-0.31697997,-0.18778257,-0.21031003,-0.11664121,-0.34284914,-0.47514045,-0.02218332,-0.17225634,-0.069158584,-0.30821815,0.6630552,-0.17491919,0.06422079,-0.24538463,-0.32838485,-0.067629814,0.022954024,-0.07638114,-0.15146537,-0.17256433,-0.08561648,-0.69993013,-0.053274672,-0.14741206,-0.16675237,0.16908208,-0.31696543,-0.07527141,-0.22295006,-0.6353894,-0.124685876,-0.08408102,-0.21103525,0.014784255,-0.39869747,-0.0051045474,-0.11980957,-0.312027,-0.14755785,0.11990044,-0.31258652,0.3140394,-0.28133184,-0.1866822,-0.069542356,-0.28735736,-0.12609875,-0.3868785,-0.20903172,-0.74205875,-0.0887893,-0.19023986,-0.16668728,-0.05831016,-0.5622923,1
-0.057666454,0.081839405,-0.07355285,-0.035875507,-0.08795058,-0.26624307,-0.11196494,-0.051518552,-0.12368965,-0.29908758,0.19164093,-0.12936056,-0.078748696,0.268674,0.012857168,-0.0679732,-0.113592036,-0.25276822,-0.030400893,0.123582594,-0.04756436,-0.05803116,-0.01282034,-0.17568429,-0.15378062,-0.124689065,-0.021665303,-0.059162382,-0.16808999,-0.042500064,0.05847979,-0.11526267,-0.054831173,-0.3546758,-0.21443304,-0.21529208,0.3041074,-0.06867951,-0.35347807,-0.0015494197,-0.10053951,-0.050521668,-0.044916,-0.08507758,-0.23602267,0.27284333,0.4690216,-0.2329402,-0.11664121,-0.32171762,-0.09506715,0.6519502,-0.17225634,-0.069158584,-0.02101223,-0.3892823,-0.17491919,0.18715884,-0.52200985,0.19964817,-0.067629814,0.22533537,-0.07638114,-0.15146537,-0.2685594,-0.08561648,0.13473131,-0.023614483,-0.14741206,-0.16675237,-0.36396214,-0.31696543,-0.07527141,0.026753819,0.27719435,-0.124685876,-0.08408102,0.35240227,0.21692939,0.4734396,-0.13211349,-0.11980957,-0.0761244,-0.20281994,0.7600652,-0.12724826,0.017258607,-0.17117396,-0.04626187,-0.069542356,-0.22101976,-0.40092182,0.3588493,-0.30895582,-0.36691633,0.00627729,-0.19023986,-0.1276041,-0.13290283,-0.22107401,1
-0.057666454,-0.22967865,-0.07355285,-0.035875507,-0.08795058,-0.49325663,-0.11196494,-0.051518552,-0.3324297,-0.18073465,-0.062348973,-0.27680758,-0.078748696,-0.12470915,-0.1299468,-0.0679732,-0.2473024,-0.27679792,-0.030400893,-0.587096,-0.04756436,-0.05803116,-0.28164354,-0.2964877,-0.15378062,-0.6101437,-0.5182657,-0.059162382,-0.21839365,-0.042500064,-0.6944366,-0.11526267,-0.054831173,-0.29148263,-0.21443304,-0.21529208,-0.21927732,-0.06867951,-0.24314365,-0.50766516,-0.10053951,-0.050521668,0.042614944,-0.08507758,-0.38384905,-0.124179214,-0.5210043,-0.45693895,-0.11664121,-0.3682513,-0.28093874,-0.15427928,-0.17225634,-0.069158584,-0.63228166,-0.44596112,0.35755697,-0.58636856,-0.55770296,-0.42254466,-0.067629814,-0.27802336,-0.07638114,-0.15146537,-0.26381248,-0.08561648,-0.70563763,-0.46027333,-0.14741206,-0.16675237,-0.6921088,-0.31696543,-0.07527141,-0.44340003,-0.614418,-0.124685876,-0.08408102,-0.7389608,-0.28584185,0.18499053,-0.04297263,-0.11980957,-0.4140713,-0.46384534,-0.047472935,-0.35262734,-0.12586182,-0.4119398,-0.38777477,-0.069542356,-0.41082168,-0.5270307,-0.17565483,-0.5611831,-0.014205439,-0.2286676,-0.19023986,-0.16940646,0.21116933,-0.5326532,1
-0.057666454,-0.66411453,-0.07355285,-0.035875507,-0.08795058,0.4899994,-0.11196494,-0.051518552,0.314351,-0.27943507,0.82931286,-0.2227911,-0.078748696,0.27561694,0.13094808,-0.0679732,1.1801298,0.080719694,-0.030400893,-0.19045642,-0.04756436,-0.05803116,0.0018829256,-0.16726318,-0.15378062,0.11028196,0.042903557,-0.059162382,0.1029273,-0.042500064,0.50785565,-0.11526267,-0.054831173,-0.7446911,-0.21443304,-0.21529208,1.9341346,-0.06867951,-0.5881289,0.9901224,-0.10053951,-0.050521668,-0.052301478,-0.08507758,0.025950683,0.05537206,-0.16215593,0.32982442,-0.11664121,0.08686644,0.64158875,0.015121601,-0.17225634,-0.069158584,0.7718033,-0.054686863,-0.17491919,1.2302178,0.225503,0.31928626,-0.067629814,0.2201461,-0.07638114,-0.15146537,-0.0862722,-0.08561648,0.020531794,-0.101632155,-0.14741206,-0.16675237,-0.30320492,-0.31696543,-0.07527141,-0.2661014,0.47637936,-0.124685876,-0.08408102,0.63626647,0.2117462,0.89068204,0.2669603,-0.11980957,-0.14901759,0.63256776,-1.047751,0.11812086,-0.23298527,0.78586674,-0.13361458,-0.069542356,2.8351858,-0.08252436,0.49716818,1.3729696,0.0020309386,0.06671179,-0.19023986,-2.0311425,0.72934455,-0.35959354,0
-0.057666454,-0.74172795,-0.07355285,-0.035875507,-0.08795058,-0.15164308,-0.11196494,-0.051518552,-0.31746274,0.39374578,-0.1731421,-0.21181937,-0.078748696,-0.28689298,-0.097119994,-0.0679732,-0.41780683,0.28506526,-0.030400893,-0.3590331,-0.04756436,-0.05803116,-0.11403624,0.47102848,-0.15378062,-0.11429319,-0.029268758,-0.059162382,-0.20602876,-0.042500064,0.14991575,-0.11526267,29.981255,0.09518123,-0.21443304,-0.21529208,-0.21809259,-0.06867951,-0.118451916,-0.45454827,-0.10053951,-0.050521668,-0.15287296,-0.08507758,0.060913492,0.11813026,0.35036016,-0.1068053,-0.11664121,0.17126358,0.2993021,-0.43294233,-0.17225634,-0.069158584,-0.12063924,-0.26173797,-0.17491919,0.5352896,1.8286077,0.21158509,-0.067629814,0.27722803,-0.07638114,-0.15146537,-0.40611702,-0.08561648,-0.28145665,-0.07201558,-0.14741206,-0.16675237,-0.25615543,-0.31696543,-0.07527141,-0.1869303,-0.35389954,-0.124685876,-0.08408102,0.8112921,0.2687615,-0.09997241,0.3216474,-0.11980957,-0.15802436,-0.20629221,0.3185916,1.0275586,-0.36508068,-0.37425968,0.04589932,-0.069542356,2.1345737,-0.3567547,0.45706058,0.6997629,0.07229271,-0.0965262,-0.19023986,-1.249196,-0.13372183,0.012174972,1
-0.057666454,-0.45379034,-0.07355285,-0.035875507,-0.08795058,0.11416865,-0.11196494,-0.051518552,-0.31555456,-0.67946017,-0.4691191,4.174924,-0.078748696,-0.39598888,0.029830903,-0.0679732,-0.15277292,0.34968755,-0.030400893,-0.12979794,-0.04756436,-0.05803116,-0.11839482,-0.1298399,-0.15378062,-0.43710223,-0.19896053,-0.059162382,-0.05058846,-0.042500064,-0.14126034,-0.11526267,-0.054831173,0.024398664,-0.21443304,-0.21529208,0.26602238,-0.06867951,0.3190894,1.0317005,-0.10053951,-0.050521668,-0.20004568,-0.08507758,-0.17773804,-0.3396763,-0.027630152,0.18078122,-0.11664121,-0.04080682,-0.1641474,-0.4156217,-0.17225634,-0.069158584,-0.90017,-0.3791909,0.5756467,-0.59182405,-0.16896798,-0.051412497,-0.067629814,1.5745442,-0.07638114,-0.15146537,-0.38901943,-0.08561648,0.908942,-0.32436776,-0.14741206,-0.16675237,0.4620411,-0.31696543,-0.07527141,-0.4555276,-0.77822006,-0.124685876,-0.08408102,-0.51209986,1.5645635,-0.8569458,-0.4120469,-0.11980957,-0.5280732,-0.1632964,-1.138656,-0.066015996,-0.459997,-0.5342426,-0.5307146,-0.069542356,2.0472865,-0.38676733,0.24266781,0.53525233,-0.15906972,-0.045783,-0.19023986,2.480684,-0.089530475,0.3156937,0
-0.057666454,0.34858766,-0.07355285,-0.035875507,-0.08795058,-0.40259096,-0.11196494,-0.051518552,-0.091799766,-0.384392,0.2601876,-0.23265298,-0.078748696,-0.37655017,-0.15521766,-0.0679732,0.15083244,-0.21227895,-0.030400893,-0.17736895,-0.04756436,-0.05803116,0.008754137,-0.3313811,-0.15378062,0.45694593,-0.31826073,-0.059162382,-0.2851619,-0.042500064,-0.00033908992,-0.11526267,-0.054831173,-0.33546937,2.3017569,-0.21529208,0.48021007,-0.06867951,-0.04486953,0.21574555,-0.10053951,-0.050521668,0.06195792,-0.08507758,-0.63538325,-0.23741604,0.229913,-0.15602951,-0.11664121,-0.08216974,-0.38037902,-0.39766115,-0.17225634,-0.069158584,-0.52807677,-0.21634632,-0.17491919,-0.2668854,0.07062192,-0.15574966,-0.067629814,0.054089613,-0.07638114,-0.15146537,-0.07652067,-0.08561648,-0.4237236,-0.32538977,-0.14741206,-0.16675237,0.25359645,-0.31696543,-0.07527141,-0.5177075,-0.5619549,-0.124685876,-0.08408102,0.1537621,0.045883507,0.29559827,-0.24296342,-0.11980957,-0.5245493,-0.33231965,-0.5051762,-0.2459381,-0.41406697,-0.27556378,-0.19585803,-0.069542356,-0.32878146,0.5476618,-0.5717659,-0.2820607,0.647936,-0.6762598,-0.19023986,-0.04415059,-0.2327027,-0.08406251,0
-0.057666454,0.3715622,-0.07355285,-0.035875507,-0.08795058,-0.30255678,-0.11196494,-0.051518552,-0.15635748,-0.3116899,0.07208685,-0.26030225,-0.078748696,-0.4639878,-0.18903112,-0.0679732,-0.10717121,-0.2799621,-0.030400893,-0.49001053,-0.04756436,-0.05803116,-0.031240012,-0.31935683,-0.15378062,-0.27350193,-0.38389325,-0.059162382,-0.2017043,-0.042500064,-0.29051623,-0.11526267,-0.054831173,-0.13771823,-0.21443304,-0.21529208,-0.22646,-0.06867951,0.3334965,-0.08126892,-0.10053951,-0.050521668,0.06936859,-0.08507758,-0.3007237,-0.2057255,-0.2039463,-0.42899907,-0.11664121,-0.2594516,-0.37534258,-0.54611063,0.34095067,-0.069158584,-1.0125191,-0.31879565,-0.17491919,-0.15526019,17.389221,2.6455016,-0.067629814,0.12673932,-0.07638114,-0.15146537,1.3415705,-0.08561648,-0.25086796,-0.28354546,-0.14741206,-0.16675237,-0.014218031,1.2197378,-0.07527141,-0.25109142,-0.2465562,-0.124685876,-0.08408102,-0.13824557,0.11844842,-0.11228599,-0.22583877,-0.11980957,-0.72468215,-0.27823737,0.17237136,-0.29290357,-0.16000137,-0.21068987,-0.2604521,-0.069542356,-0.29763895,0.012493781,-0.8986458,-0.4991812,-1.2975856,-0.67069924,-0.19023986,-0.4580426,-0.5754879,-0.669748,0
-0.057666454,0.1251224,-0.07355285,-0.035875507,-0.08795058,-0.28276864,-0.11196494,-0.051518552,-0.03049399,0.043720312,0.03861071,-0.22213762,-0.078748696,-0.3584793,-0.07365015,-0.0679732,-0.009430923,-0.3295125,-0.030400893,-0.30045494,-0.04756436,-0.05803116,0.00019918174,-0.40945104,-0.15378062,-0.030600086,-0.26274267,-0.059162382,-0.31539735,-0.042500064,0.031604905,-0.11526267,-0.054831173,-0.33656767,-0.21443304,-0.21529208,0.39536697,-0.06867951,0.2340103,0.3142862,-0.10053951,-0.050521668,-0.0676285,-0.08507758,-0.4207468,0.17181739,-0.42097312,-0.31102154,-0.11664121,-0.20191371,-0.44760185,-0.82441926,-0.17225634,-0.069158584,-0.33644953,-0.37357035,-0.17491919,-0.19863433,-0.4551308,-0.4927874,-0.067629814,0.012575491,-0.07638114,-0.15146537,-0.115998775,-0.08561648,-0.13826416,-0.24096757,-0.14741206,-0.16675237,-0.14047009,-0.31696543,-0.07527141,-0.2325817,-0.6229688,-0.124685876,-0.08408102,-0.35997003,0.004417836,-0.2100071,-0.17029025,-0.11980957,-0.2864342,-0.15099747,-0.28257793,-0.3527065,-0.2739917,-0.16554983,-0.2325126,-0.069542356,-0.24054195,-0.6381386,-0.9440944,-0.29316297,-0.062087726,-0.8365655,-0.19023986,-0.6634239,-0.028971884,-0.31063572,1
-0.057666454,-0.01480017,-0.07355285,-0.035875507,-0.08795058,-0.285466,-0.11196494,-0.051518552,-0.2955824,-0.5867802,-0.14289388,-0.17963062,-0.078748696,-0.33533043,-0.21250394,-0.0679732,-0.33635414,-0.3062995,-0.030400893,-0.2695125,-0.04756436,-0.05803116,-0.10837819,-0.60035205,-0.15378062,-0.22507495,-0.30381212,-0.059162382,-0.3341851,-0.042500064,-0.34769598,-0.11526267,-0.054831173,-0.62985146,-0.21443304,-0.21529208,-0.1533765,-0.06867951,-0.378891,-0.52947074,-0.10053951,-0.050521668,-0.17820081,-0.08507758,-0.65159786,-0.44294408,-0.45384708,-0.40496862,-0.11664121,-0.34481034,-0.44672275,-0.1258883,-0.17225634,-0.069158584,-0.6935646,-0.47168732,-0.17491919,-0.8456461,-0.512655,-0.6191799,-0.067629814,0.08003594,-0.07638114,-0.15146537,-0.30487895,-0.08561648,-0.049635205,-0.32903567,-0.14741206,-0.16675237,-0.033065416,-0.31696543,-0.07527141,-0.3848826,-0.716136,-0.124685876,-0.08408102,-0.605939,0.071799554,-0.6640102,-0.39261466,-0.11980957,-0.13401386,-0.23692837,-0.5265922,-0.3764391,-0.07580983,-0.38043854,-0.6837041,-0.069542356,-0.3756255,-0.6159903,-0.46666744,-0.63812333,-0.47710875,-0.53793174,-0.19023986,0.02153146,-0.2548885,-0.4817646,0
-0.057666454,-0.073158585,-0.07355285,-0.035875507,-0.08795058,-0.49682125,-0.11196494,-0.051518552,-0.31883723,-0.60889095,-0.40370634,-0.14202803,-0.078748696,-0.5884207,-0.14819574,-0.0679732,-0.41991237,-0.54805964,-0.030400893,-0.33746114,-0.04756436,-0.05803116,-0.17777042,-0.22265641,-0.15378062,-0.2988349,-0.3076334,-0.059162382,-0.4333257,-0.042500064,-0.4190939,-0.11526267,-0.054831173,-0.45928416,-0.21443304,-0.21529208,-0.5546182,-0.06867951,-0.050191637,-0.40477872,-0.10053951,-0.050521668,-0.15819511,-0.08507758,-0.29957867,-0.17509168,-0.69163245,0.039007444,-0.11664121,-0.0036784553,-0.4928909,-0.69812644,-0.17225634,-0.069158584,-0.34599608,-0.43138552,-0.17491919,-0.12805031,-0.0030703687,-0.32626057,-0.067629814,-0.2884019,-0.07638114,-0.15146537,-0.30808592,-0.08561648,-0.64681613,-0.30678988,-0.14741206,2.0547414,-0.48776138,-0.31696543,-0.07527141,-0.273311,-0.6937198,-0.124685876,-0.08408102,-0.54200095,-0.2962083,-0.6133342,-0.21838978,-0.11980957,-0.0747775,-0.39242122,-0.23053855,-0.362495,-0.14486171,-0.23838347,-0.4086331,-0.069542356,-0.5994428,0.341208,-0.67912954,-0.61792636,-0.7437828,-0.3446499,-0.19023986,0.023608722,0.110055275,-0.7757953,0
-0.057666454,-0.1693388,-0.07355285,-0.035875507,-0.08795058,-0.3627838,-0.11196494,-0.051518552,-0.20363139,-0.94520754,-0.32735187,5.9491873,-0.078748696,-0.6820825,-0.25485274,-0.0679732,-0.43060488,-0.5732259,-0.030400893,-0.5388276,-0.04756436,-0.05803116,-0.18270887,-0.5842339,-0.15378062,-0.23546849,-0.2849693,-0.059162382,-0.2415876,-0.042500064,-0.29846427,-0.11526267,-0.054831173,-0.50954485,-0.21443304,-0.21529208,-0.39030668,-0.06867951,0.06071521,-0.34989977,-0.10053951,-0.050521668,-0.277433,-0.08507758,0.31280968,-0.42889655,-0.61862457,-0.39183462,-0.11664121,-0.352632,-0.7731452,0.009860201,-0.17225634,-0.069158584,-1.0135148,-0.42219254,-0.17491919,-0.78429407,-0.55905807,-0.85173374,-0.067629814,-0.23650923,-0.07638114,-0.15146537,-0.26360753,-0.08561648,-0.6212797,-0.45307192,-0.14741206,-0.16675237,-0.20996904,-0.31696543,-0.07527141,-0.33244193,-1.0551833,-0.124685876,-0.08408102,-0.6212193,-0.24437618,-0.46675092,-0.29350448,-0.11980957,-0.8061037,0.2884459,0.62011397,-0.4795071,-0.49346456,-0.23598434,-0.5447074,-0.069542356,-0.47442698,-0.71898055,-0.86746234,-0.62333554,-1.0118148,-0.53517497,1.2356716,-0.8422887,-0.49496472,-0.69466096,0
-0.057666454,-0.4474239,-0.07355285,-0.035875507,-0.08795058,-0.23226102,-0.11196494,-0.051518552,-0.10370694,0.25821763,-0.074391976,5.6239533,-0.078748696,0.09423189,-0.16756058,-0.0679732,-0.43092725,0.04451761,-0.030400893,0.12785408,-0.04756436,-0.05803116,-0.06929033,0.046203163,-0.15378062,-0.2725754,-0.37010035,-0.059162382,-0.08017532,-0.042500064,-0.51118094,-0.11526267,-0.054831173,-0.18090867,-0.21443304,-0.21529208,-0.69971484,-0.06867951,-0.086035185,-0.18094195,-0.10053951,-0.050521668,-0.04550927,-0.08507758,-0.05843196,0.5229858,-0.44711614,-0.6685714,-0.11664121,-0.34684235,-0.123168245,-0.43708542,-0.17225634,-0.069158584,0.055334553,-0.26769558,-0.17491919,-0.26009792,-0.611397,0.10504712,-0.067629814,0.4277167,-0.07638114,-0.15146537,-0.26084998,-0.08561648,-0.13708837,-0.17716588,-0.14741206,-0.16675237,-0.00082087616,-0.31696543,-0.07527141,-0.4185984,-0.27999765,-0.124685876,-0.08408102,-0.1437764,0.41907454,0.1484332,-0.42790335,-0.11980957,0.1284516,-0.15649934,0.25862372,-0.38303083,-0.23622768,-0.2667055,-0.07396018,-0.069542356,-0.47359878,-0.1375314,-0.09614731,-0.56892437,-0.6360725,0.2863298,-0.19023986,-0.14224929,-0.21423043,-0.39437896,1
-0.057666454,0.01145381,-0.07355285,-0.035875507,-0.08795058,-0.062321313,-0.11196494,-0.051518552,-0.116386235,0.33855963,0.063597485,-0.2170648,-0.078748696,0.024205081,0.06084179,-0.0679732,-0.03775633,-0.14795353,-0.030400893,-0.05646565,-0.04756436,-0.05803116,-0.08994166,0.026294647,-0.15378062,0.12792648,-0.14421381,-0.059162382,0.17222011,-0.042500064,0.14139952,-0.11526267,-0.054831173,-0.24969795,-0.21443304,-0.21529208,0.21954733,-0.06867951,0.072986335,-0.42002797,-0.10053951,-0.050521668,-0.15549439,-0.08507758,-0.21301445,-0.28527564,0.3026101,-0.07083809,-0.11664121,-0.16693799,-0.010872497,0.6914462,-0.17225634,-0.069158584,0.036458712,1.9393909,-0.17491919,-0.0316905,-0.3928288,-0.08917935,-0.067629814,1.667951,24.1337,-0.15146537,-0.25414538,-0.08561648,-0.42088115,-0.06294743,-0.14741206,-0.16675237,0.21625628,-0.31696543,-0.07527141,-0.2080933,1.1634045,-0.124685876,-0.08408102,0.039907504,1.6578614,-0.15682448,0.12370345,-0.11980957,0.16624258,-0.06098455,0.12993562,-0.25699514,-0.19139883,-0.1902821,0.117260024,-0.069542356,-0.26688364,-0.2813884,0.383958,0.020654703,0.91607887,-0.02878169,-0.19023986,0.33513245,0.264476,-0.2697208,0
