rnaseq_gene__GENE_CDY2B,rnaseq_gene__GENE_SNAR-F,rnaseq_gene__GENE_OR2T29,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_CT47A6,rnaseq_gene__GENE_TTTY21,rnaseq_gene__GENE_DEFB121,rnaseq_gene__GENE_CSPG4P2Y,rnaseq_gene__GENE_RBMY1A3P,rnaseq_gene__GENE_RBMY1F,rnaseq_gene__GENE_RBMY1E,rnaseq_gene__GENE_RBMY3AP,rnaseq_gene__GENE_RBMY2FP,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_RBMY1J,rnaseq_gene__GENE_RBMY1A1,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_TSPY3,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_SLC6A5,rnaseq_gene__GENE_C21ORF54,methylation_gene__GENE_SORBS1,rnaseq_gene__GENE_TSPY2,rnaseq_gene__GENE_SNAR-C4,rnaseq_gene__GENE_OR4D10,rnaseq_gene__GENE_PRAMEF16,rnaseq_gene__GENE_TAAR6,methylation_gene__GENE_TYMP;ODF3B,rnaseq_gene__GENE_PRAMEF18,rnaseq_gene__GENE_LCE3C,methylation_gene__GENE_MAP3K9,rnaseq_gene__GENE_KRTAP19-6,rnaseq_gene__GENE_DEFB129,methylation_gene__GENE_PIGP;TTC3,rnaseq_gene__GENE_DEFB104A,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_GSC2,methylation_gene__GENE_SCRIB,rnaseq_gene__GENE_LCN9,rnaseq_gene__GENE_ONECUT3,rnaseq_gene__GENE_C10ORF96,rnaseq_gene__GENE_SRY,rnaseq_gene__GENE_HES3,methylation_gene__GENE_VEGFB,rnaseq_gene__GENE_OR5A1,rnaseq_gene__GENE_TMIGD1,methylation_gene__GENE_ENO2,rnaseq_gene__GENE_DAZ1,rnaseq_gene__GENE_PAGE3,methylation_gene__GENE_ATP5S;L2HGDH,rnaseq_gene__GENE_NKX6-2,rnaseq_gene__GENE_ZNF735,rnaseq_gene__GENE_SNORA69,rnaseq_gene__GENE_PRDM14,methylation_gene__GENE_LRRC20,rnaseq_gene__GENE_MOS,rnaseq_gene__GENE_CABP2,methylation_gene__GENE_SKIL,methylation_gene__GENE_UNC84B,methylation_gene__GENE_DCUN1D4,methylation_gene__GENE_CYP51A1,rnaseq_gene__GENE_OR2T27,rnaseq_gene__GENE_NPBWR2,methylation_gene__GENE_QTRT1,rnaseq_gene__GENE_TMEM207,methylation_gene__GENE_CNIH,methylation_gene__GENE_TRIB3,methylation_gene__GENE_ZNF619,methylation_gene__GENE_ITPA,rnaseq_gene__GENE_BCYRN1,rnaseq_gene__GENE_MRGPRG,rnaseq_gene__GENE_LIM2,rnaseq_gene__GENE_PRAMEF22,methylation_gene__GENE_DCI,methylation_gene__GENE_FGFRL1,rnaseq_gene__GENE_KRTAP10-1,rnaseq_gene__GENE_RTP1,methylation_gene__GENE_DDX60,methylation_gene__GENE_LPCAT1,methylation_gene__GENE_ZNF160,methylation_gene__GENE_DUSP4,methylation_gene__GENE_NSUN5,rnaseq_gene__GENE_TGM6,rnaseq_gene__GENE_TSPY1,methylation_gene__GENE_NKIRAS2;DNAJC7,rnaseq_gene__GENE_OR10T2,methylation_gene__GENE_RCBTB2,methylation_gene__GENE_KTELC1,rnaseq_gene__GENE_RPS4Y2,rnaseq_gene__GENE_TBC1D28,methylation_gene__GENE_GMFB,methylation_gene__GENE_ZNF345,rnaseq_gene__GENE_TMEM225,rnaseq_gene__GENE_OR9I1,methylation_gene__GENE_DDX56,methylation_gene__GENE_CGRRF1,methylation_gene__GENE_OBFC2A,rnaseq_gene__GENE_FABP9,methylation_gene__GENE_FAM59A,rnaseq_gene__GENE_DEFB108B,target
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,32.86337,32.86337,32.863365,32.863365,30.251072,-0.040199555,29.582117,26.338202,-0.035875507,13.629293,-0.07355285,-0.067629814,-0.0679732,30.244833,21.85804,-0.050053358,-0.09654722,-0.07234395,-0.06925289,-0.6331607,-0.08606776,-0.062246185,-0.0010756722,-0.041330405,-0.06825314,-0.031606283,-0.048288155,-0.083192356,-0.05877857,-0.49497616,-0.059162382,-0.071920976,-0.14370757,8.349444,-0.089100406,-0.6495826,-0.09926551,-0.13838363,-0.08358174,4.329714,-0.066061795,-1.2116696,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.15101233,-0.09939945,-0.07587367,-0.9499611,-0.21742621,22.840202,-0.4240657,-0.050521668,-0.08846551,-0.10422413,-0.11980957,-0.23697612,-0.16574429,-0.2958147,-0.37290892,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.13028274,22.871681,-0.13944355,-0.4345085,-0.25621215,-0.018185165,-0.26809457,-0.6826952,-0.14415032,-0.079487145,22.693146,-0.32950196,-0.065219104,0.020368572,-0.52612454,-0.04301151,-0.16144404,-0.5596226,0.55634767,-0.051617455,-0.084201984,-0.55176735,0.5817009,22.029802,-0.14199477,20.208456,-0.05221101,1
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.46498978,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,-0.28748855,-0.08606776,-0.062246185,-0.38627976,-0.041330405,-0.06825314,-0.07429602,-0.048288155,-0.083192356,-0.05877857,-0.68205667,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,-0.4936474,-0.09926551,-0.13838363,0.31190652,-0.08408102,-0.066061795,-0.8899391,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.30190673,-0.09939945,-0.07587367,-0.20204808,-1.0408863,-0.19204527,0.049265794,-0.050521668,-0.08846551,-0.20123261,-0.11980957,-0.5276499,-0.23821199,-0.04232777,-0.522562,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.41035628,-0.20412947,-0.13944355,-0.4345085,-0.25760797,-0.21987662,-0.33661178,-0.67879474,-0.43153968,-0.079487145,-0.061940223,-0.17251678,-0.065219104,-0.6369151,-0.7454187,-0.04301151,-0.16144404,-0.33199638,-0.4913135,-0.051617455,-0.084201984,-0.9543125,0.23711911,0.27959707,-0.14199477,0.24675544,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,0.0878455,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,0.18360576,-0.08606776,-0.062246185,-0.043627203,-0.041330405,-0.06825314,-0.4585417,-0.048288155,-0.083192356,-0.05877857,-0.49976155,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,-0.54395366,-0.09926551,-0.13838363,0.18311164,-0.08408102,-0.066061795,0.93119705,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.12511674,-0.09939945,8.665532,-0.4093782,-0.88286567,-0.2554518,0.08525262,-0.050521668,-0.08846551,-0.24208066,-0.11980957,-0.6806799,-0.042551864,-0.26191863,0.0857021,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.4571068,0.03978274,-0.13944355,1.8650565,0.1540846,-0.032574262,-0.2080389,-0.57079345,-0.02345579,-0.079487145,-0.061940223,-0.0650774,-0.065219104,-0.06848057,0.052651197,-0.04301151,-0.16144404,-0.37872088,0.21193865,-0.051617455,-0.084201984,-0.64041233,0.010575264,0.85461,-0.14199477,-0.27728406,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.084111705,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,-0.15684849,-0.08606776,-0.062246185,0.16499473,-0.041330405,-0.06825314,0.18731119,-0.048288155,-0.083192356,-0.05877857,0.47240615,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,0.21467839,-0.09926551,-0.13838363,-0.40184927,-0.08408102,-0.066061795,0.25784492,-0.09467098,-0.09391567,20.423634,-0.19387476,0.018835144,-0.09939945,-0.07587367,-0.36195675,0.87286556,-0.021451378,-0.13192974,-0.050521668,-0.08846551,-0.114990294,-0.11980957,-0.19340633,0.1436388,0.08889763,-0.029803978,-0.078358516,-0.04293071,-0.23341642,-0.11066106,0.09090638,0.57857764,-0.13944355,-0.4345085,-0.08186773,0.14234112,-0.109238304,0.043023665,-0.06853823,-0.079487145,-0.061940223,-0.47105113,-0.065219104,0.1521083,-0.09161706,-0.04301151,-0.16144404,-0.37777457,-0.5192062,-0.051617455,-0.084201984,-0.32765645,-0.101089,-0.11103072,-0.14199477,0.1311077,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,0.3101925,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,-0.19569333,-0.08606776,-0.062246185,0.19173308,-0.041330405,-0.06825314,-0.011551977,-0.048288155,-0.083192356,-0.05877857,0.57656056,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,0.7187467,-0.09926551,-0.13838363,-0.25932974,-0.08408102,-0.066061795,0.10621582,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.021893935,-0.09939945,-0.07587367,0.3281663,0.7775193,0.08925887,0.17521487,-0.050521668,-0.08846551,-0.052152947,-0.11980957,0.05588302,-0.13254206,0.011240819,0.15038191,4.2809787,-0.04293071,-0.23341642,-0.11066106,-0.024774622,0.49756652,-0.13944355,0.68150115,-0.06814133,0.0769175,-0.031162683,0.91302603,-0.14716637,-0.079487145,-0.061940223,-0.39614,-0.065219104,0.21425104,-0.11737852,-0.04301151,-0.16144404,-0.3209199,-0.75405407,-0.051617455,-0.084201984,-0.5156211,-0.43839392,-0.17745554,1.2058458,0.11099682,-0.05221101,1
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.35738736,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,-0.17451125,-0.08606776,-0.062246185,-0.19816276,-0.041330405,-0.06825314,-0.4280361,-0.048288155,-0.083192356,-0.05877857,-0.71576625,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,-0.42215624,-0.09926551,-0.13838363,1.3593142,-0.08408102,-0.066061795,-0.11994562,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.6102333,-0.09939945,1.5843291,-0.33668002,-1.0546275,-0.09313406,0.2723972,-0.050521668,-0.08846551,0.15921353,-0.11980957,-0.22201695,-0.23312667,0.032510214,-0.24306038,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.3370522,-0.59720945,-0.13944355,-0.4345085,-0.13831428,-0.27828524,-0.41957563,-0.43267727,-0.023910163,-0.079487145,-0.061940223,0.30997723,-0.065219104,-0.42215294,0.21723077,-0.04301151,-0.16144404,-0.53908545,0.21623465,-0.051617455,-0.084201984,-0.61005986,0.20363723,0.102395676,-0.14199477,0.06358429,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.7782874,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,0.42001548,-0.08606776,-0.062246185,-0.10683793,-0.041330405,-0.06825314,-0.11535256,-0.048288155,-0.083192356,-0.05877857,-0.23144561,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,-0.6158347,-0.09926551,-0.13838363,0.1476644,-0.08408102,-0.066061795,-0.5317535,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.53388613,-0.09939945,-0.07587367,-0.30954435,-0.8403483,-0.21176672,-0.16014065,-0.050521668,-0.08846551,-0.31316683,-0.11980957,-0.6484652,-0.21332067,-0.21683386,-0.5213417,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.8175892,-1.1709406,-0.13944355,-0.4345085,0.0034875772,-0.088154756,-0.12447068,-0.7205203,-0.3917851,-0.079487145,-0.061940223,-0.084723234,-0.065219104,-0.4431182,-0.8748106,-0.04301151,-0.16144404,0.06263252,0.6734267,-0.051617455,-0.084201984,0.096256465,-0.19459184,1.0158162,-0.14199477,-0.40054634,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.6175013,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,-0.050521165,-0.08606776,-0.062246185,-0.24365889,-0.041330405,-0.06825314,-0.46036848,-0.048288155,-0.083192356,-0.05877857,-0.6704376,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,-0.5031831,-0.09926551,-0.13838363,-0.27188504,-0.08408102,-0.066061795,-0.29787517,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.43332306,-0.09939945,-0.07587367,-1.2349169,-0.6589603,-0.26455218,-0.30966908,-0.050521668,-0.08846551,-0.15874079,23.236258,-0.33433694,-0.1786751,-0.17789342,-0.4287924,-0.078358516,-0.04293071,-0.23341642,-0.11066106,0.03724883,-0.539692,-0.13944355,10.692017,-0.2153787,-0.023649158,-0.4447979,-0.26266748,-0.43561652,-0.079487145,-0.061940223,-0.55838555,-0.065219104,0.73950577,-0.6929552,-0.04301151,-0.16144404,-0.24618651,0.010836495,-0.051617455,-0.084201984,-0.5363818,-0.16249537,0.312009,-0.14199477,-0.38253716,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.38429222,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,0.28104752,-0.08606776,-0.062246185,-0.15518671,-0.041330405,-0.06825314,0.16479523,-0.048288155,-0.083192356,-0.05877857,-0.72669715,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,-0.43000314,-0.09926551,-0.13838363,0.022114387,-0.08408102,-0.066061795,-0.5754338,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.22246532,-0.09939945,-0.07587367,-0.3577035,-0.7913867,-0.40820125,-0.23302352,-0.050521668,-0.08846551,-0.02729828,-0.11980957,-0.4373965,-0.16237023,-0.3520943,-0.28044683,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.42670164,-1.201662,-0.13944355,-0.4345085,-0.23397738,-0.20687172,-0.35921574,-0.61584765,-0.7225055,-0.079487145,-0.061940223,-0.3217674,-0.065219104,-0.6802969,-0.010986853,-0.04301151,-0.16144404,-0.13034093,-0.05164417,-0.051617455,-0.084201984,-0.25097615,-0.15843436,0.31830317,-0.14199477,-0.57218176,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.5940925,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,-0.1031004,-0.08606776,-0.062246185,0.16268016,-0.041330405,-0.06825314,-0.34155756,-0.048288155,-0.083192356,-0.05877857,-0.35217065,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,-0.48987144,-0.09926551,-0.13838363,0.12027193,-0.08408102,-0.066061795,-1.2249403,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.05714104,-0.09939945,-0.07587367,-0.3538613,-0.48053473,-0.19124396,0.014738215,-0.050521668,-0.08846551,-0.06195666,-0.11980957,0.21274719,-0.03890393,0.017271101,-0.5166632,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.36701897,-0.43907148,-0.13944355,-0.4345085,-0.13322468,-0.11265045,-0.3355716,-0.31862202,0.4121847,-0.079487145,-0.061940223,-0.2796033,-0.065219104,-0.4147929,-0.19248816,-0.04301151,-0.16144404,0.51757896,0.16114011,-0.051617455,-0.084201984,-0.33025077,0.60216373,0.87006426,-0.14199477,-0.046412814,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.58080935,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,-0.597049,-0.08606776,-0.062246185,-0.10740761,-0.041330405,-0.06825314,-0.23858619,-0.048288155,-0.083192356,-0.05877857,-0.43117937,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,-0.40320265,-0.09926551,-0.13838363,0.077817984,-0.08408102,-0.066061795,-0.4394231,-0.09467098,-0.09391567,-0.08561648,1.2679695,-0.60582,-0.09939945,-0.07587367,-0.96640724,-0.11682659,-0.2997607,-0.20248969,-0.050521668,-0.08846551,-0.32125703,-0.11980957,-0.24122725,-0.03897408,-0.05916653,1.1073004,-0.078358516,-0.04293071,1.9720774,-0.11066106,-0.6593462,-0.25579914,-0.13944355,5.327113,-0.4333858,-0.2308042,-0.3822273,-0.5819996,-0.23543546,-0.079487145,-0.061940223,-0.038078304,-0.065219104,-1.1582124,-0.83926153,-0.04301151,-0.16144404,-0.046975054,0.20233586,-0.051617455,-0.084201984,-0.039062362,-0.27119234,0.686207,-0.14199477,0.021469321,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.5519732,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,0.0754869,-0.08606776,-0.062246185,0.058470007,-0.041330405,-0.06825314,0.6322945,-0.048288155,-0.083192356,-0.05877857,-0.40786973,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,-0.49622455,-0.09926551,-0.13838363,-0.1375504,-0.08408102,-0.066061795,0.21944174,-0.09467098,-0.09391567,-0.08561648,-0.19387476,0.07610063,-0.09939945,-0.07587367,-0.6176965,-0.09574434,-0.119732864,0.15150256,-0.050521668,-0.08846551,-0.05429557,-0.11980957,0.18847354,0.0056026005,-0.13224904,0.18219192,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.29793084,0.08397082,-0.13944355,13.232445,-0.17638859,0.041687153,-0.27750003,-0.36071262,0.32054967,-0.079487145,-0.061940223,-0.06245742,-0.065219104,-0.7671486,-0.8157755,-0.04301151,-0.16144404,0.54119813,-0.10127785,-0.051617455,-0.084201984,0.06205864,0.3846303,0.48941058,-0.14199477,0.19446382,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,32.86337,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.16234359,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,-0.42213073,-0.08606776,-0.062246185,-0.32346815,-0.041330405,-0.06825314,-0.46341604,-0.048288155,-0.083192356,-0.05877857,0.08252616,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,-0.47598872,3.9908123,-0.13838363,-0.05643036,-0.08408102,-0.066061795,0.30140257,-0.09467098,-0.09391567,-0.08561648,-0.19387476,0.53736943,-0.09939945,-0.07587367,0.161373,1.2090065,0.022933701,-0.12363977,-0.050521668,-0.08846551,-0.15356934,-0.11980957,-0.25764775,-0.1938442,0.016306093,-0.40705305,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.26420322,0.55245286,-0.13944355,4.359342,-0.16692087,-0.016977657,0.21999952,-0.38815287,-0.5344737,-0.079487145,-0.061940223,-0.17821102,-0.065219104,0.017773457,-0.28640482,-0.04301151,-0.16144404,-0.21868458,0.45904595,-0.051617455,-0.084201984,0.6622494,-0.17002179,-0.13769953,-0.14199477,-0.19263121,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.6191561,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,-0.11727992,-0.08606776,-0.062246185,-0.3747721,-0.041330405,-0.06825314,-0.30664104,-0.048288155,-0.083192356,-0.05877857,-0.6099961,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,-0.3595659,-0.09926551,-0.13838363,-0.029950162,-0.08408102,-0.066061795,-0.58982766,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.3479288,-0.09939945,-0.07587367,-0.5942714,-0.44110486,6.6604404,-0.1330747,-0.050521668,-0.08846551,-0.31117046,-0.11980957,-0.6413446,-0.09283425,-0.15153565,-0.42761052,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.35159507,-0.7945081,-0.13944355,-0.4345085,-0.49992555,-0.16510314,-0.31927574,-0.65389776,-0.3338601,-0.079487145,-0.061940223,-0.33849195,-0.065219104,-0.6175726,-0.5836335,-0.04301151,-0.16144404,0.15666851,-0.017692894,-0.051617455,-0.084201984,-0.58669,0.5176835,0.10358019,-0.14199477,-0.16289431,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,0.030960474,-0.061702468,-0.050053358,-0.09654722,-0.07234395,-0.06925289,28.48843,-0.08606776,-0.062246185,1.1276706,-0.041330405,-0.06825314,-0.37950465,-0.048288155,-0.083192356,-0.05877857,27.235342,-0.059162382,-0.071920976,-0.14370757,-0.06418999,-0.089100406,0.95128053,-0.09926551,-0.13838363,-0.84993917,-0.08408102,-0.066061795,0.35989073,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.21890907,-0.09939945,-0.07587367,-0.5074412,0.39575568,0.2506858,-0.32335714,-0.050521668,-0.08846551,-0.3623732,-0.11980957,-0.17987877,-0.39625433,-0.2240576,-0.622761,-0.078358516,-0.04293071,1.256604,-0.11066106,0.024606537,0.49198836,-0.13944355,-0.4345085,-0.109704256,-0.33751926,-0.15206274,-0.60413945,-0.6290757,-0.079487145,-0.061940223,-0.40703985,-0.065219104,0.22020724,-0.622842,-0.04301151,-0.16144404,-0.7221912,0.066507384,-0.051617455,-0.084201984,0.4138045,-0.6988521,-0.300595,-0.14199477,-0.5899951,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,32.863365,-0.030400895,-0.030400896,-0.030400895,-0.030400895,12.812329,-0.040199555,14.28693,19.520115,32.19855,28.397066,-0.07355285,-0.067629814,-0.0679732,-0.29842216,20.45905,-0.050053358,-0.09654722,-0.07234395,-0.06925289,-0.06931613,-0.08606776,-0.062246185,-0.1595753,-0.041330405,-0.06825314,-0.1284348,-0.048288155,-0.083192356,-0.05877857,-0.3412578,-0.059162382,-0.071920976,1.210352,26.11536,-0.089100406,-0.3750854,-0.09926551,-0.13838363,-0.5849671,26.03018,-0.066061795,-0.50653076,-0.09467098,-0.09391567,-0.08561648,-0.19387476,-0.57045937,-0.09939945,-0.07587367,-0.5455502,-1.2770925,-0.42454097,0.13240092,-0.050521668,-0.08846551,-0.24257879,8.596241,-0.46623477,-0.17990148,-0.065190256,0.5298288,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.07902423,-0.491865,-0.13944355,0.56173885,0.0251344,0.00971993,-0.2814526,-0.5015193,-0.21166688,-0.079487145,-0.061940223,-0.2878762,-0.065219104,8.802213,0.3091137,23.016365,2.1956363,-0.5604911,-0.3321237,-0.051617455,-0.084201984,0.45687413,-0.044357177,-0.36858925,-0.14199477,-0.16147895,-0.05221101,0
-0.030400895,-0.030400896,-0.030400898,-0.030400895,-0.030400895,-0.030400895,-0.030400896,-0.030400893,-0.030400895,-0.030400896,-0.030400895,-0.030400895,-0.039873518,-0.040199555,-0.04061949,-0.044386145,-0.035875507,-0.04756436,-0.07355285,-0.067629814,-0.0679732,-0.6791033,-0.061702468,-0.050053358,17.112064,-0.07234395,-0.06925289,-0.5418966,-0.08606776,-0.062246185,-0.21929036,-0.041330405,-0.06825314,-0.5051471,-0.048288155,-0.083192356,-0.05877857,-0.38118145,-0.059162382,-0.071920976,27.406466,-0.06418999,-0.089100406,-0.54824936,25.938812,-0.13838363,-0.39401415,-0.08408102,-0.066061795,-0.563949,-0.09467098,-0.09391567,-0.08561648,3.4748838,-0.37829024,-0.09939945,-0.07587367,-0.74831784,-0.5181657,-0.52097905,-0.27923888,-0.050521668,-0.08846551,-0.21528393,-0.11980957,-0.54240495,-0.12951164,-0.37038368,-0.321254,-0.078358516,-0.04293071,-0.23341642,-0.11066106,-0.36516303,-0.4699615,-0.13944355,-0.4345085,-0.15170722,-0.018569909,-0.5184283,-0.02184093,-0.062647514,-0.079487145,-0.061940223,-0.34284183,-0.065219104,-0.9474937,-0.93350995,-0.04301151,-0.16144404,-0.33178398,-0.5882989,-0.051617455,22.612976,-1.1204033,-0.46288258,0.030454973,-0.14199477,-0.3740354,-0.05221101,0
