rnaseq_gene__GENE_PSG11,rnaseq_gene__GENE_TSPY4,rnaseq_gene__GENE_VN1R4,methylation_gene__GENE_GPI,methylation_gene__GENE_RPUSD2,rnaseq_gene__GENE_CSPG4P2Y,methylation_gene__GENE_ENO2,rnaseq_gene__GENE_LOC646813,rnaseq_gene__GENE_OR5B3,rnaseq_gene__GENE_ONECUT3,methylation_gene__GENE_VEGFA,rnaseq_gene__GENE_OR10AG1,rnaseq_gene__GENE_C10ORF96,rnaseq_gene__GENE_DEFB107A,rnaseq_gene__GENE_PSG7,rnaseq_gene__GENE_TSPY3,methylation_gene__GENE_NDUFAF1,rnaseq_gene__GENE_SPACA1,methylation_gene__GENE_FRY,rnaseq_gene__GENE_PRAMEF18,methylation_gene__GENE_TNKS2,rnaseq_gene__GENE_LCE3C,rnaseq_gene__GENE_OR2T1,methylation_gene__GENE_DDX11,rnaseq_gene__GENE_PRAMEF16,rnaseq_gene__GENE_PSG2,rnaseq_gene__GENE_SPAG11A,rnaseq_gene__GENE_CT47A6,methylation_gene__GENE_KTELC1,rnaseq_gene__GENE_MLN,rnaseq_gene__GENE_DEFB132,rnaseq_gene__GENE_OR4D10,rnaseq_gene__GENE_CT47A7,rnaseq_gene__GENE_IFNK,rnaseq_gene__GENE_TMIGD1,rnaseq_gene__GENE_NPPB,rnaseq_gene__GENE_CRYGA,methylation_gene__GENE_ZNF672,methylation_gene__GENE_PRCP,rnaseq_gene__GENE_OR2T6,rnaseq_gene__GENE_SCARNA8,rnaseq_gene__GENE_PRAMEF17,rnaseq_gene__GENE_LINC01591,methylation_gene__GENE_LRRC20,cnv_log2__GENE_SLC16A2,cnv_log2__GENE_RLIM,rnaseq_gene__GENE_TEX28,methylation_gene__GENE_SLC22A17,methylation_gene__GENE_COASY,rnaseq_gene__GENE_ACCSL,rnaseq_gene__GENE_OR4A5,rnaseq_gene__GENE_HSD3B1,rnaseq_gene__GENE_NKX6-2,methylation_gene__GENE_ZNF345,rnaseq_gene__GENE_OR10J1,methylation_gene__GENE_PTGR2,rnaseq_gene__GENE_DAZ1,methylation_gene__GENE_KBTBD7,methylation_gene__GENE_ADAR,methylation_gene__GENE_SYPL1,rnaseq_gene__GENE_LCE3E,methylation_gene__GENE_DUSP4,rnaseq_gene__GENE_GUCA1C,methylation_gene__GENE_SPATA13,methylation_gene__GENE_AMDHD2,methylation_gene__GENE_UNC84B,methylation_gene__GENE_RSAD2,cnv_log2__GENE_IL36G,rnaseq_gene__GENE_IQCF5,rnaseq_gene__GENE_VCY,cnv_log2__GENE_DDX18,methylation_gene__GENE_TRAF6,cnv_log2__GENE_LOC101927709,rnaseq_gene__GENE_TEX13A,methylation_gene__GENE_ZNF619,cnv_log2__GENE_STEAP3,rnaseq_gene__GENE_SRY,methylation_gene__GENE_KCNIP3,rnaseq_gene__GENE_HDGFL1,methylation_gene__GENE_SETD3;CCNK,methylation_gene__GENE_PARP4,methylation_gene__GENE_CCNG1,methylation_gene__GENE_ITPA,cnv_log2__GENE_TMEM37,cnv_log2__GENE_MARCO,cnv_log2__GENE_C2ORF76,cnv_log2__GENE_DBI,cnv_log2__GENE_INSIG2,cnv_log2__GENE_EN1,rnaseq_gene__GENE_FLJ25328,rnaseq_gene__GENE_SCARNA4,cnv_log2__GENE_HIPK3,cnv_log2__GENE_C1QL2,rnaseq_gene__GENE_AADACL3,methylation_gene__GENE_ANXA5,cnv_log2__GENE_CKAP2L,cnv_log2__GENE_IL1A,rnaseq_gene__GENE_LIM2,methylation_gene__GENE_PCMTD2,methylation_gene__GENE_ZNF160,target
-0.08720162,-0.035875507,-0.054831173,0.20074132,-0.5452504,-0.030400893,-0.18417612,-0.07355285,-0.06940588,-0.071920976,-0.10439054,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.31307665,-0.10053951,-0.04938687,-0.08606776,-0.16619584,-0.062246185,-0.06331775,-0.14725053,-0.07234395,-0.2157582,-0.10430648,-0.030400895,-0.02218332,-0.11664121,0.23225689,-0.09654722,-0.030400895,-0.28798902,-0.13838363,-0.23330294,-0.07638114,0.37914762,-0.69993013,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.18778257,0.014784255,0.022954024,-0.030400895,0.6630552,0.38566118,-0.25247434,-0.06427042,0.35919747,-0.09467098,-0.5514606,-0.07421895,-0.0948096,-0.08408102,-0.2463463,0.063059956,-0.22295006,-0.12899014,-0.33687967,-0.10974532,-0.5622923,-0.1665571,-0.24647363,-0.20238905,-0.42503712,-0.09630276,-0.05755121,-0.39360747,-0.53493375,-0.3811946,-0.09973995,-0.20585823,-0.37757543,-0.06418999,0.049260817,-0.37641618,-0.30821815,-0.07762537,-0.34284914,0.066381045,-0.3756568,-0.38863102,-0.3792175,-0.3792175,-0.39573938,-0.38562775,-0.1885197,-0.11476634,-0.18785582,-0.3782525,-0.31696543,-0.23605363,-0.41697672,-0.41697672,-0.23341642,0.09924275,-0.019585533,1
-0.08720162,-0.035875507,-0.054831173,-0.12368965,-0.26624307,-0.030400893,-0.3497762,-0.07355285,-0.06940588,-0.071920976,-0.113592036,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.32195815,-0.10053951,0.123582594,-0.08606776,-0.21721326,-0.062246185,-0.06331775,0.47598746,-0.07234395,-0.2157582,-0.10430648,-0.030400895,0.6519502,-0.11664121,0.8424137,-0.09654722,-0.030400895,3.4768412,-0.13838363,-0.23330294,-0.07638114,1.1259158,0.13473131,-0.083192356,-0.16951889,-0.040199555,-0.18395357,0.4690216,0.21692939,0.22533537,-0.030400895,-0.3892823,2.7722363,-0.25247434,-0.06427042,-0.41950408,-0.09467098,-0.31671923,-0.07421895,0.16499875,-0.08408102,-0.33363006,-0.044916,0.026753819,-0.12899014,-0.2717374,-0.10974532,-0.22107401,0.14451686,0.53331786,-0.28937835,0.15224184,-0.09630276,-0.05755121,0.17753665,0.20957498,0.18763237,-0.09973995,-0.16808999,0.19946042,-0.06418999,-0.45692968,-0.37641618,-0.02101223,0.010746805,-0.32171762,0.79702544,0.20254572,0.18862307,0.1982477,0.1982477,0.16793701,0.19090225,-0.1885197,-0.11476634,-0.15427165,0.19559944,-0.31696543,-0.19481261,0.15897153,0.15897153,-0.23341642,-0.066773154,0.19415526,1
-0.08720162,-0.035875507,-0.054831173,0.314351,0.4899994,-0.030400893,-0.4342879,-0.07355285,-0.06940588,-0.071920976,1.1801298,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.30790994,-0.10053951,-0.19045642,-0.08606776,0.44865417,-0.062246185,-0.06331775,-0.21271974,-0.07234395,3.1020129,-0.10430648,-0.030400895,0.015121601,-0.11664121,2.0615952,-0.09654722,-0.030400895,-0.28798902,-0.13838363,-0.23330294,-0.07638114,-0.23758222,0.020531794,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.16215593,0.2117462,0.2201461,-0.030400895,-0.054686863,-0.028097892,-0.25247434,-0.06427042,-0.41950408,-0.09467098,1.7038509,-0.07421895,0.004018688,-0.08408102,0.21963122,-0.052301478,-0.2661014,-0.12899014,0.30429605,-0.10974532,-0.35959354,0.12674698,-0.42635465,0.40151814,0.12252896,-0.09630276,-0.05755121,0.14813954,0.040749148,0.1583545,-0.09973995,0.1029273,0.16976005,-0.06418999,-0.06426864,-0.37641618,0.7718033,-0.41400713,0.08686644,-0.74119335,0.17278528,0.15891147,0.16852523,0.16852523,0.13892426,0.16122793,1.6933818,-0.11476634,-0.1856169,0.16606294,-0.31696543,0.06117739,0.12932715,0.12932715,-0.23341642,0.07095419,0.9550014,0
-0.08720162,-0.035875507,29.981255,-0.31746274,-0.15164308,-0.030400893,-0.21037513,-0.07355285,-0.06940588,-0.071920976,-0.41780683,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.35062823,-0.10053951,-0.3590331,-0.08606776,-0.33926138,-0.062246185,-0.06331775,0.056372877,-0.07234395,-0.2157582,-0.10430648,-0.030400895,-0.43294233,-0.11664121,-0.4692399,-0.09654722,-0.030400895,-0.28798902,-0.13838363,-0.23330294,-0.07638114,0.60544854,-0.28145665,-0.083192356,9.54679,-0.040199555,-0.18395357,0.35036016,0.2687615,0.27722803,-0.030400895,-0.26173797,-0.14475025,-0.25247434,-0.06427042,-0.41950408,-0.09467098,0.26695272,-0.07421895,-0.10511616,-0.08408102,0.25646773,-0.15287296,-0.1869303,-0.12899014,0.8017761,-0.10974532,0.012174972,-0.03026804,0.80972546,0.14451945,-1.3673601,-0.09630276,-0.05755121,-1.3259162,0.33935514,-1.309721,-0.09973995,-0.20602876,-1.3195016,-0.06418999,0.22955532,-0.37641618,-0.12063924,13.530398,0.17126358,-0.5309894,-1.3194875,-1.3309134,-1.3218446,-1.3218446,-1.3158582,-1.3267281,-0.1885197,-0.11476634,-0.9558138,-1.3149813,-0.31696543,2.9781747,-1.3571275,-1.3571275,-0.23341642,-0.026257137,0.3579681,1
-0.08720162,-0.035875507,-0.054831173,0.17222965,0.15956141,-0.030400893,-0.39729732,-0.07355285,-0.06940588,-0.071920976,-0.00034461363,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,0.20424137,-0.10053951,-0.35831577,-0.08606776,0.07612347,-0.062246185,-0.06331775,1.2449099,-0.07234395,-0.2157582,-0.10430648,-0.030400895,-0.1790128,-0.11664121,-0.6494845,-0.09654722,-0.030400895,-0.28798902,-0.13838363,13.880817,-0.07638114,-0.9077852,-0.41546476,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.18959723,0.03551709,0.04371108,-0.030400895,0.5576644,4.28489,-0.25247434,-0.06427042,-0.41950408,-0.09467098,0.69948393,-0.07421895,-0.16812994,-0.08408102,-0.015426428,0.018364774,-0.1416931,-0.12899014,0.40934217,-0.10974532,0.3040591,-0.037175674,0.8575393,0.0774564,0.36872143,-0.09630276,-0.05755121,0.3917157,0.33775786,0.40094247,-0.09973995,0.05894049,0.41584885,-0.06418999,-0.120411895,-0.37641618,0.22599426,-0.37509996,0.11490288,-0.4222585,0.41937166,0.40509334,0.41479713,0.41479713,0.37931564,0.40710098,-0.1885197,-0.11476634,-0.90207916,0.4107939,2.466907,-0.13563257,0.3749521,0.3749521,2.7832952,-0.31130978,0.10769508,0
1.1855959,-0.035875507,-0.054831173,-0.31555456,0.11416865,-0.030400893,-0.42150187,-0.07355285,-0.06940588,-0.071920976,-0.15277292,-0.07527141,-0.14370757,-0.06594675,1.6660643,-0.04756436,0.105642974,-0.10053951,-0.12979794,-0.08606776,-0.3226041,-0.062246185,-0.06331775,-0.51757455,-0.07234395,-0.2157582,-0.10430648,-0.030400895,-0.4156217,-0.11664121,-0.3228014,-0.09654722,-0.030400895,-0.28798902,-0.13838363,-0.23330294,-0.07638114,-0.84478754,0.908942,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.027630152,1.5645635,1.5745442,-0.030400895,-0.3791909,-0.3626524,-0.25247434,-0.06427042,-0.41950408,-0.09467098,-0.030218355,-0.07421895,-0.14856075,-0.08408102,-0.058187462,-0.20004568,-0.4555276,-0.12899014,-0.34033236,-0.10974532,0.3156937,0.15688828,1.13598,-0.15089089,-0.31891963,-0.09630276,-0.05755121,-0.2886177,0.329199,-0.2766308,-0.09973995,-0.05058846,-0.27150264,-0.06418999,-0.4929121,1.269694,-0.90017,-0.35945025,-0.04080682,-0.81808,-0.26936957,-0.2825181,-0.2730658,-0.2730658,-0.2921224,-0.27964795,-0.1885197,-0.11476634,0.31814566,-0.27276498,-0.31696543,-0.22185609,-0.31110385,-0.31110385,-0.23341642,-0.584945,-0.23305847,0
-0.08720162,-0.035875507,-0.054831173,-0.1901555,-0.12279212,-0.030400893,-0.17102547,-0.07355285,-0.06940588,-0.071920976,-0.2515395,-0.07527141,0.49541256,-0.06594675,-0.18492761,-0.04756436,-0.0171625,-0.10053951,-0.34714016,-0.08606776,-0.028002305,-0.062246185,-0.06331775,-0.18597347,-0.07234395,-0.2157582,-0.10430648,-0.030400895,-0.21848173,-0.11664121,0.36728567,-0.09654722,-0.030400895,-0.28798902,-0.13838363,-0.23330294,-0.07638114,1.3859103,-0.6823444,-0.083192356,-0.16951889,-0.040199555,-0.18395357,0.076087415,0.35687602,0.36544552,-0.030400895,-0.13859554,-0.25368348,-0.25247434,-0.06427042,-0.41950408,-0.09467098,-0.31136072,2.2901108,-0.10305321,-0.08408102,-0.0794688,-0.24800421,-0.034650452,0.45240232,1.139137,-0.10974532,-0.22781849,0.6036182,0.83658344,-0.043704316,-0.19157872,-0.09630276,-0.05755121,-0.16263007,0.09860992,-0.1511543,-0.09973995,-0.015405823,-0.14421536,-0.06418999,0.50109476,-0.37641618,0.50291866,-0.5234104,0.19160491,-0.65158534,-0.14182493,-0.15518269,-0.14568378,-0.14568378,-0.16778204,-0.15247223,-0.1885197,-0.11476634,0.43904868,-0.14618003,1.1968195,-0.17365009,-0.18405646,-0.18405646,-0.23341642,-0.5412836,-0.078897215,1
-0.08720162,-0.035875507,-0.054831173,-0.03049399,-0.28276864,-0.030400893,-0.047099028,-0.07355285,-0.06940588,-0.071920976,-0.009430923,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.42458776,-0.10053951,-0.30045494,-0.08606776,-0.23126513,-0.062246185,-0.06331775,-0.9913242,-0.07234395,-0.2157582,-0.10430648,-0.030400895,-0.82441926,-0.11664121,-1.0837758,-0.09654722,-0.030400895,-0.28798902,-0.13838363,-0.23330294,-0.07638114,-0.38275337,-0.13826416,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.42097312,0.004417836,0.012575491,-0.030400895,-0.37357035,-0.29687884,-0.25247434,-0.06427042,-0.41950408,-0.09467098,-0.41565064,-0.07421895,-0.63238996,-0.08408102,-0.013452479,-0.0676285,-0.2325817,-0.12899014,-0.33610025,-0.10974532,-0.31063572,-0.5264529,-0.10952869,-0.17027609,0.12677366,-0.09630276,-0.05755121,0.15233912,-0.42204112,0.16253705,-0.09973995,-0.31539735,0.17400295,-0.06418999,-0.3507894,-0.37641618,-0.33644953,-0.62250537,-0.20191371,-0.3329939,0.17703678,0.16315597,0.17277129,0.17277129,0.14306892,0.1654671,-0.1885197,-0.11476634,-0.14755481,0.17028242,-0.31696543,-0.28371283,0.13356204,0.13356204,-0.23341642,-0.071135245,-0.3894133,1
-0.08720162,-0.035875507,-0.054831173,-0.2650869,-0.5614384,-0.030400893,-0.27903384,-0.07355285,-0.06940588,-0.071920976,-0.36702886,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.49230683,-0.10053951,-0.31203866,-0.08606776,0.2756605,-0.062246185,-0.06331775,0.689859,-0.07234395,-0.2157582,-0.10430648,-0.030400895,0.41430104,3.4086657,1.8826487,0.8509285,-0.030400895,-0.28798902,-0.13838363,-0.23330294,-0.07638114,0.18582964,-0.52141446,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.39109176,-0.487987,-0.48040473,-0.030400895,-0.39167097,-0.216594,-0.25247434,-0.06427042,-0.07620876,-0.09467098,0.3427931,-0.07421895,-0.5098657,-0.08408102,0.269372,-0.07559651,0.003834003,-0.12899014,-0.29625365,-0.10974532,-0.21411806,-0.3992968,-0.35112926,-0.14688826,0.11403956,-0.09630276,-0.05755121,0.13974035,0.08027509,0.14998941,-0.09973995,-0.04698069,0.16127422,-0.06418999,-0.5094503,-0.37641618,-0.26621088,-0.39054438,-0.15374206,0.2819487,0.1642823,0.15042244,0.16003309,0.16003309,0.13063489,0.15274954,-0.1885197,-0.11476634,-0.1318822,0.15762393,-0.31696543,-0.1591851,0.12085731,0.12085731,-0.23341642,-0.09358316,-0.19487822,0
-0.08720162,-0.035875507,-0.054831173,-0.2955824,-0.285466,-0.030400893,0.07591782,-0.07355285,-0.06940588,-0.071920976,-0.33635414,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.27842188,-0.10053951,-0.2695125,-0.08606776,-0.45286545,-0.062246185,-0.06331775,-0.06608569,-0.07234395,-0.2157582,-0.10430648,-0.030400895,-0.1258883,-0.11664121,-0.51781785,-0.09654722,-0.030400895,-0.28798902,-0.13838363,-0.23330294,-0.07638114,0.32149363,-0.049635205,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.45384708,0.071799554,0.08003594,-0.030400895,-0.47168732,-0.20650712,-0.25247434,-0.06427042,-0.41950408,-0.09467098,-0.3533174,-0.07421895,-0.1756319,-0.08408102,-0.2525596,-0.17820081,-0.3848826,-0.12899014,-0.12992145,-0.10974532,-0.4817646,-0.4610307,-0.20230228,-0.32200986,0.14375244,-0.09630276,-0.05755121,0.16913748,-0.49583805,0.17926726,-0.09973995,-0.3341851,0.1909746,-0.06418999,-0.5940068,1.3056358,-0.6935646,-0.34513408,-0.34481034,-0.56619555,0.19404273,0.18013404,0.18975556,0.18975556,0.15964764,0.18242387,-0.1885197,-0.11476634,-0.11844854,0.18716043,-0.31696543,-0.27531382,0.1505017,0.1505017,-0.23341642,-0.1929008,-0.5891313,0
-0.08720162,-0.035875507,-0.054831173,-0.31883723,-0.49682125,-0.030400893,-0.56997657,-0.07355285,-0.06940588,-0.071920976,-0.41991237,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.34504986,-0.10053951,-0.33746114,-0.08606776,-0.13048233,-0.062246185,-0.06331775,0.44290996,-0.07234395,-0.2157582,-0.10430648,-0.030400895,-0.69812644,-0.11664121,1.7426294,-0.09654722,-0.030400895,-0.28798902,-0.13838363,-0.23330294,-0.07638114,-0.40301654,-0.64681613,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.69163245,-0.2962083,-0.2884019,-0.030400895,-0.43138552,-0.24476786,-0.25247434,-0.06427042,1.9716135,-0.09467098,-0.3758953,-0.07421895,-0.3261779,-0.08408102,-0.41056216,-0.15819511,-0.273311,-0.12899014,-0.47655213,-0.10974532,-0.7757953,-0.07687367,-0.8803929,-0.38646182,0.07159258,-0.09630276,-0.05755121,0.09774446,-0.5340151,0.108163886,-0.09973995,-0.4333257,0.118845105,-0.06418999,1.3170487,-0.37641618,-0.34599608,-0.2691604,-0.0036784553,-0.4922198,0.12176741,0.10797728,0.11757241,0.11757241,0.08918809,0.11035762,-0.1885197,-0.11476634,-0.08038648,0.11542893,-0.31696543,-0.25521392,0.078508176,0.078508176,-0.23341642,-0.45029417,-0.13093235,0
-0.08720162,-0.035875507,-0.054831173,-0.20363139,-0.3627838,-0.030400893,-0.3002654,-0.07355285,-0.06940588,-0.071920976,-0.43060488,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.5074655,-0.10053951,-0.5388276,-0.08606776,-0.5739899,-0.062246185,-0.06331775,-0.14577973,-0.07234395,-0.2157582,-0.10430648,-0.030400895,0.009860201,-0.11664121,1.7085855,-0.09654722,-0.030400895,-0.28798902,21.445602,-0.23330294,-0.07638114,-0.57326907,-0.6212797,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.61862457,-0.24437618,-0.23650923,-0.030400895,-0.42219254,-0.4102357,-0.25247434,-0.06427042,1.1680446,-0.09467098,-0.39805165,-0.07421895,-0.43366075,-0.08408102,-0.4920757,-0.277433,-0.33244193,-0.12899014,-0.7643095,-0.10974532,-0.69466096,-0.50293446,-0.926248,-0.41292378,0.14375244,-0.09630276,-0.05755121,0.16913748,-0.96702605,0.17926726,-0.09973995,-0.2415876,0.1909746,-0.06418999,-0.7316485,1.4553645,-1.0135148,-0.5506686,-0.352632,-0.5525235,0.19404273,0.18013404,0.18975556,0.18975556,0.15964764,0.18242387,-0.1885197,-0.11476634,-0.13412115,0.18716043,-0.31696543,-0.3853218,0.1505017,0.1505017,-0.23341642,-0.39148352,-0.35752276,0
-0.08720162,-0.035875507,-0.054831173,-0.10370694,-0.23226102,-0.030400893,-0.15240431,-0.07355285,-0.06940588,-0.071920976,-0.43092725,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,0.22005902,-0.10053951,0.12785408,-0.08606776,-0.0036033483,-0.062246185,-0.06331775,0.06817193,-0.07234395,-0.2157582,-0.10430648,-0.030400895,-0.43708542,-0.11664121,-0.63008815,-0.09654722,-0.030400895,1.8075005,-0.13838363,-0.23330294,-0.07638114,-0.0782846,-0.13708837,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.44711614,0.41907454,0.4277167,-0.030400895,-0.26769558,-0.18667246,-0.25247434,-0.06427042,-0.41950408,-0.09467098,-0.006319894,-0.07421895,-0.033618655,-0.08408102,-0.19892111,-0.04550927,-0.4185984,-0.12899014,-0.4575989,-0.10974532,-0.39437896,-0.10526535,0.12595315,-0.0024484985,2.0581112,-0.09630276,-0.05755121,2.063152,-0.49580225,2.0655978,-0.09973995,-0.08017532,2.1045272,-0.06418999,0.116862565,2.6518035,0.055334553,0.8007592,-0.34684235,0.83872825,2.1114645,2.0944104,2.104732,2.104732,2.028898,2.094299,2.5712252,-0.11476634,-1.3252398,2.0901546,-0.31696543,-0.07022039,2.0604477,2.0604477,-0.23341642,-0.2948956,-0.22617385,1
-0.08720162,-0.035875507,-0.054831173,-0.116386235,-0.062321313,-0.030400893,-0.3918392,-0.07355285,-0.06940588,-0.071920976,-0.03775633,-0.07527141,-0.14370757,-0.06594675,2.9900718,-0.04756436,20.741142,-0.10053951,-0.05646565,-0.08606776,-0.021753876,-0.062246185,-0.06331775,-0.19335522,-0.07234395,-0.2157582,-0.10430648,-0.030400895,0.6914462,-0.11664121,-0.33654428,-0.09654722,-0.030400895,-0.28798902,-0.13838363,-0.23330294,24.1337,1.847892,-0.42088115,-0.083192356,-0.16951889,-0.040199555,-0.18395357,0.3026101,1.6578614,1.667951,-0.030400895,1.9393909,4.9247437,-0.25247434,-0.06427042,-0.41950408,-0.09467098,0.22471103,-0.07421895,0.33900508,-0.08408102,-0.121275455,-0.15549439,-0.2080933,-0.12899014,-0.018948367,-0.10974532,-0.2697208,-0.24977903,-0.25931358,-0.025206348,0.04187969,12.089165,-0.05755121,0.06834734,0.06457084,0.07888603,-0.09973995,0.17222011,0.08914474,-0.06418999,-0.06243546,-0.37641618,0.036458712,0.08589275,-0.16693799,0.16042356,0.09200699,0.078265674,0.087849945,0.087849945,0.06017534,0.08068329,-0.1885197,-0.11476634,-0.41846713,0.08589244,-0.31696543,-0.110214025,0.048863783,0.048863783,-0.23341642,0.045589633,-0.0066310903,0
-0.08720162,-0.035875507,-0.054831173,-0.08027483,-0.07895558,-0.030400893,-0.60906774,-0.07355285,-0.06940588,-0.071920976,-0.2281784,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.34653834,-0.10053951,-0.45294106,-0.08606776,-0.35003847,-0.062246185,-0.06331775,-0.354068,-0.07234395,-0.2157582,-0.10430648,-0.030400895,-0.49997032,-0.11664121,-1.2656302,-0.09654722,-0.030400895,-0.28798902,1.4892293,-0.23330294,-0.07638114,-0.15694946,-0.63017,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.0010830467,-0.021498201,-0.013370829,-0.030400895,-0.35355788,-0.34896994,-0.25247434,-0.06427042,-0.41950408,-0.09467098,0.011140897,-0.07421895,0.13741271,-0.08408102,-0.32564256,-0.12516975,-0.3021486,6.5517726,-0.18692666,-0.10974532,-0.12147622,-0.40510026,-0.61259735,8.41151,0.08432667,-0.09630276,-0.05755121,0.110343225,-0.47319633,0.12071154,-0.09973995,-0.29743406,0.13157384,-0.06418999,-0.49099314,-0.37641618,-0.28459966,-0.39651293,-0.17459355,-0.18345419,0.13452187,0.12071082,0.13031061,0.13031061,0.101622134,0.123075195,-0.1885197,-0.11476634,-1.5222669,0.12808743,-0.31696543,-0.032982025,0.09121291,0.09121291,-0.23341642,-0.22388549,-0.2550722,1
-0.08720162,-0.035875507,-0.054831173,-0.26771885,-0.33552054,-0.030400893,0.11809271,-0.07355285,-0.06940588,-0.071920976,-0.24273367,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.14338285,-0.10053951,-0.21103312,-0.08606776,-0.17008959,-0.062246185,-0.06331775,0.15888046,-0.07234395,-0.2157582,-0.10430648,-0.030400895,-0.060063183,-0.11664121,-0.5788908,-0.09654722,-0.030400895,-0.28798902,-0.13838363,-0.23330294,-0.07638114,1.7565587,-0.47546265,-0.083192356,-0.16951889,-0.040199555,-0.18395357,-0.03958481,-0.61756724,-0.61013633,-0.030400895,-0.25853363,-0.47139284,-0.25247434,-0.06427042,-0.41950408,-0.09467098,-0.24737757,-0.07421895,-0.34633508,-0.08408102,-0.27902207,-0.14707144,-0.40798345,-0.12899014,-0.26273817,-0.10974532,-0.1995963,-0.52585685,-0.38868833,-0.3576439,-0.37410074,-0.09630276,-0.05755121,-0.34321237,-0.707698,-0.33100396,-0.09973995,-0.1413769,-0.3266605,-0.06418999,-0.5382168,-0.37641618,-1.3100874,-0.33117545,-0.29675388,0.031281408,-0.32463896,-0.33769685,-0.32826465,-0.32826465,-0.34600323,-0.33475742,-0.1885197,-0.11476634,0.036038645,-0.3276185,-0.31696543,-0.23797448,-0.3661577,-0.3661577,-0.23341642,-0.2550774,-0.4209316,1
-0.08720162,-0.035875507,-0.054831173,-0.1449449,-0.2041975,-0.030400893,-0.4996179,-0.07355285,-0.06940588,-0.071920976,-0.0240237,-0.07527141,-0.14370757,-0.06594675,-0.18492761,-0.04756436,-0.01819411,-0.10053951,0.14466675,-0.08606776,-0.22861193,-0.062246185,-0.06331775,-0.24493088,-0.07234395,-0.2157582,-0.10430648,-0.030400895,0.31858426,-0.11664121,0.11722899,-0.09654722,-0.030400895,-0.28798902,-0.13838363,-0.23330294,-0.07638114,0.05449669,-0.5033037,-0.083192356,-0.16951889,-0.040199555,-0.18395357,0.62234825,-1.2862011,-1.2795515,-0.030400895,-0.13034567,-0.30509493,-0.25247434,-0.06427042,-0.41950408,-0.09467098,-0.29871976,-0.07421895,0.6478636,-0.08408102,0.055616353,-0.067274295,-0.44066885,-0.12899014,-0.14638616,-0.10974532,-0.26483604,-0.26795584,-0.28532588,-0.0074192574,0.69556314,-0.09630276,-0.05755121,-1.5652927,-0.5054741,-1.5481262,-0.09973995,-0.13522612,-1.5613475,-0.06418999,-0.7343091,-0.37641618,-0.024296222,-0.26272714,-0.25449967,-0.28600478,-1.5618222,-1.5728507,-1.5638703,-1.5638703,-1.5521048,-1.568362,-0.1885197,-0.11476634,-1.0856726,-1.5554928,-0.31696543,-0.21369183,0.7010404,0.7010404,-0.23341642,-0.23646897,-0.043155577,1
